Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,113.16800,113.16800,3.46500,63.01800,-5.44600,40.79200,-36.92600,3.86600,8.35100,-4.48500,-4.48500,-18.19100,42.08400,40.79200,143.92900,143.92900,-0.13000,-0.13000,2.88490,0.57700,1.36400,100.00000,36.04550,36.04550,3.41620,-16.07430,0.11100,2.50370,35.94660,-1.19630,1.41160,-0.43990,-0.50600,2.56610,0.3607,0.3552
2024-06-30,107.03400,107.03400,3.64000,63.94700,-5.51800,33.51100,-3.98500,29.52600,7.76700,21.75900,21.75900,19.69400,34.62700,33.51100,146.89600,166.35900,0.13000,0.13000,3.00750,0.32280,0.47680,100.00000,31.30870,31.30870,27.58560,18.39980,0.11100,2.50880,35.87420,4.88350,-19.03870,2.25690,2.54860,3.80710,0.1937,0.1899
2024-03-31,96.83800,96.83800,3.61100,60.26400,-4.63000,27.95000,-0.13800,27.81200,5.70100,22.11100,22.11100,19.99200,29.03200,27.95000,146.46400,165.26800,0.14000,0.13000,2.95050,0.33120,0.49530,100.00000,28.86260,28.86260,28.72010,20.64480,0.10390,2.41970,37.19410,5.22430,-16.21260,2.37330,2.66050,3.66100,-0.00630,-0.01030
2023-12-31,90.84400,90.84400,3.88100,55.66500,-4.92800,26.03500,-1.27000,24.76500,5.68800,19.07700,19.07700,23.03700,35.00800,26.03500,144.70700,170.41300,0.17000,0.15000,2.22630,0.33660,0.50740,100.00000,28.65900,28.65900,27.26100,25.35890,0.09620,2.56090,35.14340,4.66280,-12.69960,2.02060,2.33620,3.60340,0.2294,0.2166
2023-09-30,90.42300,90.42300,3.38300,54.73300,-5.29500,26.70500,-7.88500,18.82000,5.83600,12.98400,12.98400,10.78600,27.70900,26.70500,145.28400,177.14000,0.07000,0.07000,2.81070,0.31320,0.45600,100.00000,29.53340,29.53340,20.81330,11.92840,0.09500,2.52100,35.70020,2.76620,-14.47930,1.36410,1.48140,4.00410,0.1555,0.1554
2023-06-30,85.72400,85.72400,3.32600,58.01700,-6.07900,18.18100,39.62600,57.80700,3.55500,54.25200,54.25200,46.71000,19.11300,18.18100,144.35100,170.67200,0.32000,0.32000,2.82460,0.31670,0.46360,100.00000,21.20880,21.20880,67.43390,54.48880,0.09180,2.44210,36.85290,11.82510,-54.31060,5.81000,6.26830,3.93340,0.1512,0.1509
2023-03-31,82.04400,82.04400,2.99400,53.37400,-8.99600,16.57100,1.04500,17.61600,1.38300,16.23300,16.23300,14.52900,17.57800,16.57100,143.86200,159.88700,0.10000,0.10000,2.23590,0.37770,0.73960,100.00000,20.19770,20.19770,21.47140,17.70880,0.08060,2.19990,40.91160,5.09610,-6.80010,1.59500,2.23940,3.02170,-0.03380,-0.03390
2022-12-31,73.31000,73.31000,3.40700,49.75300,-8.32900,11.71700,-40.02900,-28.31000,-0.02100,-28.28900,-28.28900,-23.41900,12.78700,11.71700,143.02000,158.91400,-0.16000,-0.16000,1.98040,0.37420,0.73310,100.00000,15.98280,15.98280,-38.61680,-31.94520,0.07090,2.39980,37.50390,-9.25650,11.25960,-2.73640,-4.04010,2.99060,0.0754,0.0754
2022-09-30,72.41400,72.41400,2.72400,46.49700,-8.26200,14.87300,69.68300,84.55600,3.32700,81.22900,81.22900,72.10000,15.89500,14.87300,143.12000,158.95300,0.50000,0.50000,1.14310,0.24000,0.68940,100.00000,20.53890,20.53890,116.76750,99.56640,0.07120,2.86150,31.45170,24.43790,-36.24640,7.99200,13.27790,3.17330,0.2175,0.2175
2022-06-30,77.25300,77.25300,3.13100,49.89200,-8.37300,15.80400,-5.12600,10.67800,2.67300,8.00500,8.00500,7.09900,16.74800,15.80400,143.04600,158.97600,0.05000,0.05000,1.16620,0.27330,0.82070,100.00000,20.45750,20.45750,13.82210,9.18930,0.07680,2.18530,41.18400,3.11170,-2.68620,0.79540,1.49230,2.66070,0.0726,0.0716
2022-03-31,78.36800,78.36800,2.60900,49.51600,-8.50700,17.68900,-44.66300,-26.97400,-16.71300,-10.26100,-10.26100,-10.81000,18.47000,17.68900,142.78200,142.78200,-0.08000,-0.08000,4.27860,0.45270,0.82720,100.00000,22.57170,22.57170,-34.41970,-13.79390,0.07830,2.21160,40.69460,-4.04970,3.40720,-1.02500,-1.45500,2.63340,-0.01890,-0.01920
2021-12-31,79.17500,79.17500,2.66800,45.98400,-7.91500,22.56300,-7.29200,15.27100,4.08400,11.18700,11.18700,9.93600,39.49900,22.56300,143.84700,161.26300,0.07000,0.07000,3.63310,0.44220,0.79260,100.00000,28.49760,28.49760,19.28770,12.54940,0.07630,2.48480,36.22050,4.15220,-3.92370,1.07790,1.55240,2.77030,0.1524,0.152
