Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,1.71530,4.00590,-11.23380,1.40950,-9.82430,-9.82430,-9.82430,-9.82430,-11.22570,-11.23380,64.48400,64.48400,-0.15000,-0.15000,3.62020,,,,,,,,,-86.35800,-86.35800,-62.58280,-86.35800,0.17640,-0.124,-0.124
2024-06-30,,,6.28570,4.07200,-10.35770,0.26230,-10.09540,-10.09540,-10.09540,-10.09540,-10.34530,-10.35770,64.48400,64.48400,-0.16000,-0.16000,5.47650,,,,,,,,,-50.31980,-50.31980,-41.34270,-50.31980,0.31110,-0.1379,-0.1378
2024-03-31,,,6.02550,5.08960,-11.11500,0.37840,-10.73670,-10.73670,-10.73670,-10.73670,-11.10040,-11.11500,64.45700,64.45700,-0.17000,-0.17000,6.28370,,,,,,,,,-37.13730,-37.13730,-31.38930,-37.13730,0.44860,-0.16300,-0.16320
2023-12-31,,,5.28850,4.31240,-9.60080,0.51220,-9.07860,-9.07860,-9.07860,-9.07860,-9.57750,-9.59080,63.34200,63.34200,-0.14000,-0.14000,6.40660,,,,,,,,,-23.63340,-23.63340,-20.03390,-23.63340,0.59660,-0.127,-0.127
2023-09-30,,,5.29180,4.52170,-9.81350,0.61100,-9.20250,-9.20250,-9.20250,-9.20250,-9.77070,-9.81350,64.35000,64.35000,-0.14000,-0.14000,8.13820,,,,,,,,,-19.77010,-19.77010,-17.29770,-19.77010,0.72310,-0.1346,-0.1347
2023-06-30,,,4.07270,4.85720,-8.92990,0.67100,-8.25890,-8.25890,-8.25890,-8.25890,-8.88650,-8.92990,64.27600,64.27600,-0.13000,-0.13000,9.18580,,,,,,,,,-15.07080,-15.07080,-13.35930,-15.07080,0.85210,-0.0968,-0.0969
2023-03-31,,,5.41870,5.52230,-10.94100,0.58170,-10.35940,-10.35940,-10.35940,-10.35940,-10.89720,-10.94100,60.35000,60.35000,-0.17000,-0.17000,10.10160,,,,,,,,,-16.65990,-16.65990,-15.03060,-16.65990,0.96790,-0.19230,-0.19240
2022-12-31,,,5.89080,4.73180,-10.62260,0.37830,-10.24440,-10.24440,-10.24440,-10.24440,-10.57690,-10.62260,52.53100,52.53100,-0.20000,-0.20000,5.71060,,,,,,,,,-23.86300,-23.86300,-19.77270,-23.86300,0.78950,-0.1491,-0.1491
2022-09-30,,,4.92290,3.84460,-8.76740,0.24360,-8.52380,-8.52380,-8.52380,-8.52380,-8.72010,-8.76740,52.42400,52.42400,-0.16000,-0.16000,6.94970,,,,,,,,,-17.71460,-17.71460,-15.23160,-17.71460,0.91790,-0.1642,-0.1643
2022-06-30,0.07500,0.07500,7.97330,5.45490,-13.35320,0.08560,-13.26760,-13.26760,-13.26760,-13.26760,-13.29840,-13.35320,52.40700,52.40700,-0.25000,-0.25000,6.85450,100.00000,-17804.21000,-17804.21000,-17690.09000,-17690.09000,0.00120,,,-23.80800,-23.80800,-20.39780,-23.80800,1.06300,-0.3093,-0.3101
2022-03-31,,,9.60390,5.05620,-14.66010,0.00710,-14.65300,-14.65300,-14.65300,-14.65300,-14.60080,-14.66010,52.33100,52.33100,-0.28000,-0.28000,6.06050,,,,,,,,,-21.53870,-21.53870,-17.98700,-21.53870,1.29850,-0.26180,-0.26250
2021-12-31,0.01760,0.01760,12.89550,4.54800,-17.42590,0.00410,-17.42180,-17.42180,-17.42180,-17.42180,-17.36420,-17.42590,51.45300,51.45300,-0.33000,-0.33000,7.67810,100.00000,-98875.67000,-98875.70000,-98852.55000,-98852.55000,0.00020,,,-21.34930,-21.34930,-18.46570,-21.34930,1.55990,-0.2508,-0.2508
2021-09-30,0.08660,0.08660,13.28160,4.14200,-17.33700,0.00460,-17.33230,-17.33230,-17.33230,-17.33230,-17.26960,-17.33700,51.56500,51.56500,-0.34000,-0.34000,10.77940,100.00000,-20028.82000,-20028.82000,-20023.48000,-20023.48000,0.00080,,,-17.94870,-17.94870,-16.05660,-17.94870,1.86640,-0.3283,-0.3285
2021-06-30,0.00010,0.00010,10.16730,4.23730,-14.40450,0.00520,-14.39930,-14.39930,-14.39930,-14.39930,-14.33700,-14.40450,51.53900,51.53900,-0.28000,-0.28000,11.73930,,,,,,0.00000,,,-12.82370,-12.82370,-11.57700,-12.82370,2.17870,-0.2596,-0.2596
2021-03-31,1.05540,1.05540,11.14720,4.18810,-14.27990,0.00580,-14.27410,-14.27410,-14.27410,-14.27410,-14.21180,-14.27990,50.69700,50.69700,-0.28000,-0.28000,12.33230,100.00000,-1352.98000,-1352.98000,-1352.42600,-1352.42600,0.00760,,,-11.40800,-11.40800,-10.34200,-11.40800,2.42770,-0.27860,-0.27870
2020-12-31,0.16290,0.16290,11.72040,4.01090,-15.56840,0.00560,-15.56270,-15.56270,-15.56270,-15.56270,-15.50000,-15.56840,45.72100,45.72100,-0.33000,-0.33000,11.12560,100.00000,-9554.92800,-9554.92800,-9551.48400,-9551.48400,0.00110,,,-12.13760,-12.13760,-10.89580,-12.13760,2.61580,-0.2362,-0.2371
2020-09-30,1.00000,1.00000,10.66980,4.05750,-13.72730,0.00480,-13.72250,-13.72250,-13.72250,-13.72250,-13.66080,-13.72730,47.51200,47.51200,-0.29000,-0.29000,14.83380,100.00000,-1372.73000,-1372.73000,-1372.25400,-1372.25400,0.00660,,,-9.92480,-9.92480,-9.12290,-9.92480,2.89080,-0.21,-0.2102
2020-06-30,,,9.87080,4.23490,-14.10570,0.02670,-14.07900,-14.07900,-14.07900,-14.07900,-14.03810,-14.10570,43.80100,43.80100,-0.32000,-0.32000,15.80800,,,,,,,,,-9.65950,-9.65950,-8.89090,-9.65950,3.12000,-0.3318,-0.332
2020-03-31,9.00000,9.00000,12.66830,4.43980,-8.10800,0.44540,-7.66260,-7.66260,-7.66260,-7.66260,-8.03980,-8.10800,43.57600,43.57600,-0.18000,-0.18000,14.78300,100.00000,-90.08910,-90.08910,-85.14010,-85.14010,0.05550,,,-5.16030,-5.16030,-4.72710,-5.16030,3.40710,-0.08030,-0.08050
2019-12-31,,,11.46710,3.86800,-15.33510,0.60880,-14.72630,-14.72630,-14.72630,-14.72630,-15.26730,-15.33510,43.25500,43.25500,-0.33000,-0.33000,14.84190,,,,,,,,,-9.55010,-9.55010,-8.76720,-9.55010,3.54750,-0.2966,-0.2969
2019-09-30,,,10.72420,3.38090,-14.10510,0.85320,-13.25190,-13.25190,-13.25190,-13.25190,-14.03540,-14.10510,43.29500,43.29500,-0.31000,-0.31000,16.74890,,,,,,,,,-7.93140,-7.93140,-7.34360,-7.93140,3.85330,-0.3091,-0.3095
2019-06-30,,,13.06540,3.75060,-16.81600,0.98620,-15.82980,-15.82980,-15.82980,-15.82980,-16.74480,-16.81600,43.18300,43.18300,-0.37000,-0.37000,17.53700,,,,,,,,,-8.86530,-8.86530,-8.23030,-8.86530,4.13400,-0.2637,-0.2655
2019-03-31,,,11.77270,3.36040,-15.13310,1.04920,-14.08390,-14.08390,-14.08390,-14.08390,-15.06270,-15.13310,43.16700,43.16700,-0.33000,-0.33000,23.88270,,,,,,,,,-7.30520,-7.30520,-6.88900,-7.30520,4.46490,-0.33240,-0.33330
2018-12-31,,,12.03900,2.92090,-14.95990,1.05290,-13.90690,-13.90690,-13.90690,-13.90690,-14.89150,-14.95990,41.04500,41.04500,-0.32000,-0.32000,24.22290,,,,,,,,,-6.76850,-6.76850,-6.47320,-6.76850,4.76040,-0.2813,-0.2828
2018-09-30,,,9.72910,2.79040,-12.51950,0.94440,-11.57510,-11.57510,-11.57510,-11.57510,-12.45100,-12.51950,43.06900,43.06900,-0.27000,-0.27000,34.57030,,,,,,,,,-5.30740,-5.30740,-5.14060,-5.30740,5.05590,-0.2309,-0.2315
2018-06-30,,,9.30230,2.84660,-12.14890,0.87010,-11.27880,-11.27880,-11.27880,-11.27880,-12.07930,-12.14890,42.81000,42.81000,-0.26000,-0.26000,33.09740,,,,,,,,,-4.94690,-4.94690,-4.78530,-4.94690,5.29540,-0.2531,-0.2536
2018-03-31,,,9.02140,2.85510,-11.87660,0.36370,-11.51280,-11.51280,-11.51280,-11.51280,-11.80780,-11.87660,35.15600,35.15600,-0.33000,-0.33000,28.30170,,,,,,,,,-4.83650,-4.83650,-4.65310,-4.83650,5.60220,-0.29040,-0.29090
2017-12-31,,,6.71980,2.81610,-9.53590,0.27800,-9.25790,-9.25790,-9.25790,-9.25790,-9.46630,-9.53590,29.39600,29.39600,-0.25000,-0.25000,15.56250,,,,,,,,,-7.73410,-7.73410,-7.19990,-7.73410,3.48370,-0.3588,-0.3608
2017-09-30,,,5.77980,2.40200,-8.18170,0.23160,-7.95010,-7.95010,-7.95010,-7.95010,-8.11170,-8.18170,32.72400,32.72400,-0.24000,-0.24000,17.43840,,,,,,,,,-7.32290,-7.32290,-6.86400,-7.32290,3.31620,-0.097,-0.0967
2017-06-30,,,5.72210,2.52180,-8.24390,0.10210,-8.14180,-8.14180,-8.14180,-8.14180,-8.17430,-8.24390,27.24000,27.24000,-0.30000,-0.30000,21.96590,,,,,,,,,-7.05330,-7.05330,-6.69440,-7.05330,3.52830,-0.171,-0.1766
2017-03-31,,,5.87850,2.09230,-7.97080,0.03950,-7.93130,-7.93130,-7.93130,-7.93130,-7.91650,-7.97080,23.48000,23.48000,-0.34000,-0.34000,7.78330,,,,,,,,,-24.87380,-24.87380,-21.33560,-24.87380,1.33660,-0.38590,-0.38860
2016-12-31,,,6.06050,2.29780,-8.35830,0.02970,-8.32860,-8.32860,-8.32860,-8.32860,-8.30750,-8.35830,21.25600,21.25600,-0.35000,-0.35000,6.39760,,,,,,,,,-23.59300,-23.59300,-19.64830,-23.59300,1.51830,-0.3671,-0.3888
2016-09-30,0.01850,0.01850,5.92150,1.98380,-7.88680,0.03210,-7.85470,-7.85470,-7.85470,-7.85470,-7.84090,-7.88680,23.04940,23.04940,-0.34000,-0.34000,8.58670,100.00000,-42631.12000,-42631.12000,-42457.80000,-42457.80000,0.00040,,,-18.81300,-18.81300,-16.36030,-18.81300,1.81030,-0.2078,-0.2173
2016-06-30,,,5.78120,2.31220,-8.09340,0.02180,-8.07160,-8.07160,-8.07160,-8.07160,-8.04670,-8.09340,19.79300,19.79300,-0.41000,-0.41000,8.94780,,,,,,,,,-16.51410,-16.51410,-14.47270,-16.51410,2.12230,-0.3399,-0.341
2016-03-31,,,5.51870,2.05640,-7.57510,0.02010,-7.55500,-7.55500,-7.55500,-7.55500,-7.52780,-7.57510,19.07180,19.07180,-0.40000,-0.40000,6.95250,,,,,,,,,-21.72970,-21.72970,-18.56200,-21.72970,1.80320,-0.48390,-0.48480
2015-12-31,0.03540,0.03540,6.96120,1.96170,-8.88750,0.00580,-8.88170,-8.88170,-8.88170,-8.88170,-8.83850,-8.88750,19.01100,19.01100,-0.47000,-0.43000,6.09840,100.00000,-25124.69000,-25124.69000,-25108.22000,-25108.22000,0.00070,,,-21.94550,-21.94550,-18.32700,-21.94550,2.12450,-0.366,-0.3662
2015-09-30,,,5.03840,2.13300,-7.17140,0.00330,-7.16810,-7.16810,-7.16810,-7.16810,-7.11950,-7.17140,19.02600,19.02600,-0.38000,-0.38000,7.95270,,,,,,,,,-14.71730,-14.71730,-12.85940,-14.71730,2.55840,0.6662,0.6625
2015-06-30,20.03540,20.03540,7.84290,1.80570,10.38680,0.00260,10.38940,10.38940,10.38940,10.38940,10.43310,10.38680,19.01200,20.23700,0.55000,0.51000,8.94110,100.00000,51.84210,51.84210,51.85530,51.85530,0.32290,1.00180,89.84110,18.81460,18.81460,16.74500,18.81460,2.90340,-0.2746,-0.2848
2015-03-31,,,5.20770,1.90500,-7.11270,0.00360,-7.10910,-7.10910,-7.10910,-7.10910,-7.06840,-7.11270,18.96150,18.96150,-0.37000,-0.37000,11.53700,,,,,,,,,-16.02700,-16.02700,-14.66980,-16.02700,2.33370,-0.45910,-0.45920
2014-12-31,,,5.28100,2.11720,-7.39820,0.00440,-7.39390,-7.39390,-7.39390,-7.39390,-7.35380,-7.39820,18.45200,18.45200,-0.37000,-0.34000,8.68580,,,,,,,,,-14.55390,-14.55390,-12.91190,-14.55390,2.68230,-0.3311,-0.3323
2014-09-30,,,5.05070,1.64850,-6.69920,0.00480,-6.69430,-6.61760,-6.61760,-6.61760,-6.65840,-6.69920,18.89400,18.89400,-0.35000,-0.35000,13.14280,,,,,,,,,-11.46730,-11.46730,-10.59970,-11.46730,3.05430,-0.2283,-0.234
2014-06-30,15.02700,15.02700,5.35770,1.60510,8.06420,0.00430,8.06850,7.99170,7.99170,7.99170,8.10310,8.06420,18.80800,20.23800,0.42000,0.39000,18.65460,100.00000,53.66480,53.66480,53.69320,53.18240,0.22260,,,12.50980,12.50980,11.83620,12.50980,3.38140,0.4775,0.4736
2014-03-31,,,3.88170,1.22490,-5.10660,0.00480,-5.10190,-5.10190,-5.10190,-5.10190,-5.07200,-5.10660,17.23300,17.23300,-0.30000,-0.30000,21.83230,,,,,,,,,-9.21670,-9.21670,-8.78660,-9.21670,2.94720,-0.15010,-0.15090
2013-12-31,0.07740,0.07740,3.12120,0.82360,-3.86730,0.00000,-3.86730,-3.86730,-3.86730,-3.86730,-3.83190,-3.86730,1.19600,1.19600,-2.66000,-2.21000,2.14260,100.00000,-4995.78800,-4995.78600,-4995.76500,-4995.76500,0.01470,,,-134.43670,-133.01590,-73.19670,-133.01590,2.03740,-4.9081,-4.9204
2013-09-30,0.05260,0.05260,2.95320,0.80020,-3.70090,0.00000,-3.70090,-3.70090,-3.70090,-3.70090,-3.66760,-3.70090,1.23370,1.23370,-3.00000,-3.00000,3.12740,100.00000,-7039.81500,-7039.81500,-7039.78400,-7039.78400,0.00550,,,-57.07420,-56.80500,-38.70820,-56.80500,5.21210,-1.1245,-1.1486
2013-06-30,0.05510,0.05510,2.88380,0.66830,-3.49700,-0.00010,-3.49710,-3.49710,-3.49710,-3.49710,-3.46460,-3.49700,0.94600,0.94600,-3.70000,-3.70000,,100.00000,-6349.55900,-6349.55900,-6349.74800,-6349.74800,,,,,,,,,-6.6116,-6.6433
2013-03-31,3.80760,3.80760,2.74290,0.60590,0.45870,0.00100,0.45970,0.45970,0.45970,0.45970,0.49070,0.45870,0.93050,11.12870,0.49000,0.04000,,100.00000,12.04760,12.04760,12.07290,12.07290,,,,,,,,,-0.34830,-0.34890
2012-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2012-09-30,,,0.00000,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
