Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,9.51600,3.36200,6.15400,2.14800,-0.04000,4.31800,1.83600,1.44300,3.27900,3.27900,3.27900,3.27900,3.96600,1.83600,20.58200,20.58200,0.16000,0.16000,7.33210,0.26690,0.40410,64.67000,19.29380,19.29380,34.45780,34.45780,0.03710,3.92760,84.96430,1.05930,1.83240,1.83240,1.27930,1.34320,8.69450,0.3029,-0.2237
2024-03-31,7.71300,3.48000,4.23300,2.23200,0.00700,4.48000,-0.24700,-0.05200,-0.29900,-0.29900,-0.29900,-0.29900,2.00800,-0.24700,20.58200,20.58200,-0.01000,-0.01000,6.13240,0.21120,0.30470,54.88140,-3.20240,-3.20240,-3.87660,-3.87660,0.03310,4.94320,4.09830,21.96030,-0.17020,-0.17020,-0.12820,-0.13430,8.53520,0.07250,-0.89050
2023-12-31,7.11000,3.41500,3.69500,1.03100,0.00200,2.97300,0.72200,-0.34400,0.37800,0.37800,0.37800,0.37800,2.66600,0.72200,20.58200,20.58200,0.02000,0.02000,8.34610,0.20640,0.29700,51.96900,10.15470,10.15470,5.31650,5.31650,0.03070,2.71900,6.17720,14.56960,0.21480,0.21480,0.16340,0.17050,8.54970,0.0489,-0.1513
2023-09-30,7.68100,4.56300,3.11800,1.11100,-0.01000,3.32000,-0.20200,3.67100,3.46900,3.46900,3.46900,3.46900,1.99700,-0.20200,20.58200,20.58200,0.17000,0.17000,7.94610,0.21280,0.30830,40.59370,-2.62990,-2.62990,45.16340,45.16340,0.03280,3.49120,8.47790,10.61580,1.97560,1.97560,1.48310,1.55510,8.53130,-0.0602,0.4336
2023-06-30,7.83500,5.91500,1.92000,0.99800,-0.01500,3.34200,-1.42200,0.26100,-1.16100,-1.16100,-1.16100,-1.16100,0.90700,-1.42200,20.58200,20.58200,-0.06000,-0.06000,4.44300,0.15450,0.21790,24.50540,-18.14930,-18.14930,-14.81810,-14.81810,0.03610,2.60460,12.82320,7.01850,-0.67450,-0.67450,-0.53420,-0.57030,8.36240,-0.0811,0.579
2023-03-31,8.57900,6.13300,2.44600,1.11400,0.00900,3.54300,-1.09700,3.68300,2.58600,2.58600,2.58600,2.58600,1.34100,-1.09700,20.58200,20.58200,0.13000,0.13000,3.83860,0.15940,0.24660,28.51150,-12.78700,-12.78700,30.14340,30.14340,0.03830,3.87670,7.80620,11.52930,1.49230,1.49230,1.15360,1.25450,8.41880,-0.12410,-0.30890
2022-12-31,8.30500,5.92700,2.37800,1.06200,-1.19000,4.96000,-2.58200,-0.57100,-3.15300,-3.15300,-3.15300,-3.15300,0.12600,-2.58200,20.58200,20.58200,-0.15000,-0.15000,3.68760,0.18020,0.25970,28.63340,-31.08970,-31.08970,-37.96510,-37.96510,0.03680,1.95740,76.19270,1.18120,-1.84710,-1.84710,-1.39850,-1.51430,8.29360,-0.0477,-0.3995
2022-09-30,15.86700,8.09100,7.77600,1.08500,-0.34100,4.08500,3.69100,0.64400,4.33500,4.33500,4.33500,4.33500,6.35000,3.69100,20.58200,20.58200,0.21000,0.21000,5.95890,0.18360,0.26120,49.00740,23.26210,23.26210,27.32090,27.32090,0.07030,5.07270,5.43950,16.54570,2.49350,2.49350,1.92180,2.03570,8.44880,0.8533,-0.2216
2022-06-30,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2022-03-31,18.44100,4.70400,13.73700,1.07500,1.15900,2.27100,11.46600,0.61700,12.08300,12.08300,12.08300,12.08300,13.82100,11.46600,20.58200,20.58200,0.59000,0.59000,5.46640,0.13730,0.18980,74.49160,62.17670,62.17670,65.52250,65.52250,0.09430,1.84180,20.15410,4.46560,7.62330,7.62330,6.17960,6.57690,7.70100,0.50170,0.50080
