Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,2250.83000,1409.05500,841.77540,48.70700,-34.40500,563.51800,278.25730,-169.01390,109.24300,0.11400,109.12900,123.75300,,119.97100,762.87230,278.25720,602.97500,608.75000,0.20000,0.20000,0.32420,0.47960,12.36240,12.36240,4.85350,5.33010,0.04410,0.38290,0.38290,0.24240,0.25880,50.86880,0.9617,0.4044
2024-09-30,2055.66300,1216.89400,838.76900,77.90100,-20.23900,501.91900,336.85000,-152.98400,183.86600,-4.70600,188.57200,456.80000,,449.84900,755.84000,336.85000,611.29000,618.30600,0.74000,0.73000,0.33860,0.51190,16.38640,16.38640,8.94440,21.88340,0.04200,1.48340,1.48670,0.93310,0.98120,49.79640,1.0706,0.4491
2024-06-30,1824.88400,1116.46000,708.42410,55.56500,-48.68400,486.29400,222.13010,-131.69800,90.43200,1.10100,89.33100,260.67000,,254.71400,619.19510,222.13010,600.54500,604.56300,0.42000,0.42000,0.32140,0.47360,12.17230,12.17230,4.95550,13.95780,0.04010,0.88580,0.88790,0.57250,0.60110,48.38650,0.9699,0.486
2024-03-31,1859.74100,1097.92700,761.81400,53.31800,-14.13100,433.31200,328.50200,-187.60100,140.90100,6.19100,134.71000,131.63400,,127.14600,707.46500,328.50200,574.04900,577.53000,0.22000,0.22000,0.33460,0.50290,17.66390,17.66390,7.57640,6.83680,0.04170,0.46600,0.46710,0.29550,0.31010,47.80060,0.70440,0.15130
2023-12-31,1749.77500,1038.59500,711.18040,44.32700,-36.30700,461.36400,249.81680,-162.35300,87.46300,-4.76800,92.23100,88.44000,,83.91100,642.09670,249.81630,515.62900,518.70100,0.16000,0.17000,0.37630,0.60330,14.27710,14.27710,4.99850,4.79550,0.03980,0.33910,0.33910,0.20090,0.21150,46.22340,0.7434,-0.1571
2023-09-30,1662.01300,999.33200,662.68090,46.10600,-38.22000,423.64000,239.04100,-166.80600,72.23500,4.58400,67.65100,134.72200,,127.47000,589.08300,239.04100,521.84800,525.13800,0.24000,0.24000,0.40180,0.67170,14.38260,14.38260,4.34620,7.66960,0.03990,0.57150,0.57320,0.32340,0.34190,44.28940,0.7664,0.2477
2023-06-30,1665.47800,961.12800,704.35000,44.28700,-11.06900,397.30100,307.04910,-154.70400,152.34500,3.50300,148.84200,106.34200,,103.04000,659.12210,307.04910,499.02300,501.97000,0.21000,0.20000,0.42290,0.73270,18.43610,18.43610,9.14720,6.18680,0.04160,0.48730,0.48880,0.26540,0.28120,42.94700,0.8179,0.0673
2023-03-31,1560.72900,958.53000,602.19900,44.37100,-22.74500,406.22800,195.97110,-157.96700,38.00400,3.04500,34.95900,28.63500,,25.67300,544.79310,195.97110,492.06100,494.49400,0.05000,0.05000,0.41370,0.70560,12.55640,12.55640,2.43500,1.64490,0.04050,0.13500,0.13550,0.07440,0.07920,42.72460,0.76050,0.16210
2022-12-31,1518.53100,949.30710,569.22420,41.31900,-24.95400,408.55890,160.66540,-153.88600,6.78300,-4.08800,10.87100,1.79800,,-3.72800,510.04850,160.66520,462.18500,465.15800,-0.02000,-0.03000,0.40910,0.69250,10.58030,10.58030,0.44670,-0.24550,0.04010,0.00860,0.00860,0.00470,0.00510,42.83220,0.5358,4.9451
2022-09-30,1473.84400,912.67000,561.17400,34.81100,-15.48100,403.99100,157.18300,-150.94100,6.23800,3.25700,2.98100,-2.65300,,-6.76700,519.69600,157.18300,463.36600,463.36600,-0.01000,-0.01000,0.42950,0.75290,10.66480,10.66480,0.42320,-0.45910,0.03940,-0.01320,-0.01330,-0.00710,-0.00750,42.44660,0.747,-1.558
2022-06-30,1472.53600,854.24800,618.28800,36.55400,-35.16600,382.01500,236.27310,-126.94600,109.32700,3.06500,106.26200,95.67200,,89.78400,552.02500,236.27310,454.32700,457.08200,0.20000,0.20000,0.43590,0.77280,16.04530,16.04530,7.42440,6.09720,0.04030,0.49180,0.49350,0.26160,0.27740,41.98360,0.8522,-1.5235
2022-03-31,1395.70400,852.86500,542.83900,37.70600,-26.06900,367.86300,174.97600,-124.26200,50.71400,5.01300,45.70100,65.75100,,61.92500,484.23700,174.97600,447.37900,449.80200,0.14000,0.14000,0.43700,0.77630,12.53680,12.53680,3.63360,4.43680,0.03930,0.35100,0.35230,0.18540,0.19760,41.26480,0.72150,-0.95970
2021-12-31,1309.26400,785.14010,524.12430,33.10900,-15.48300,333.09290,191.03160,-122.27500,68.74600,2.05100,66.69500,66.19400,,58.67200,479.23870,191.03130,424.97600,426.84100,0.14000,0.13000,0.43180,0.75990,14.59080,14.59070,5.25070,4.48130,0.03750,0.35590,0.35730,0.18960,0.20230,41.58090,0.6807,-2.8525
2021-09-30,1239.79700,729.12900,510.66800,32.25600,-3.57500,303.58500,207.08300,-115.93900,91.15400,4.94000,86.21400,190.33600,,179.66300,478.81500,207.08300,428.03100,429.98300,0.42000,0.42000,0.43460,0.76870,16.70300,16.70300,7.35230,14.49130,0.03700,1.07030,1.07450,0.56850,0.60520,40.85450,0.7834,-3.3042
2021-06-30,1140.99200,648.85400,492.13790,31.43600,-11.68700,284.00800,208.12990,-201.28600,6.84400,-2.22100,9.06500,45.75700,,26.25700,453.20600,208.12990,417.45200,419.30500,0.06000,0.06000,0.44410,0.79890,18.24110,18.24110,0.59980,2.30120,0.03550,0.27150,0.27260,0.14220,0.15090,39.87780,0.7991,-0.2075
2021-03-31,1052.06200,618.70900,433.35300,29.92600,-10.99400,285.34610,148.00700,-144.00100,4.00600,3.94300,0.06300,72.19200,,71.54600,396.17000,148.00700,417.24100,419.07900,0.17000,0.17000,0.46510,0.86950,14.06830,14.06830,0.38080,6.80060,0.03190,0.43250,0.43430,0.21880,0.23140,39.97660,0.72460,0.64990
2020-12-31,1122.01600,703.64600,418.36960,27.84800,-33.08800,303.66900,114.70070,-144.85500,-30.15400,0.29000,-30.44400,155.27810,,163.72900,360.53680,114.70070,415.45100,417.38700,0.39000,0.39000,0.44980,0.81740,10.22270,10.22270,-2.68750,14.59240,0.03450,0.91980,0.92350,0.47800,0.50610,40.44450,0.6215,0.0208
2020-09-30,1036.87400,637.57400,399.30000,31.00300,-11.54400,298.07900,101.22110,-182.56300,-81.34200,2.00300,-83.34500,394.97800,,325.58500,359.05400,101.22110,417.02700,418.98700,0.78000,0.77000,0.44830,0.81250,9.76210,9.76210,-7.84490,31.40060,0.03190,2.32870,2.33810,1.21380,1.28480,40.64440,0.7118,5.0585
2020-06-30,1188.47500,662.18600,526.28900,34.06200,-19.41100,318.84400,207.44490,-203.19100,4.25400,2.23300,2.02100,159.21600,,179.24600,476.10000,207.44490,417.08400,419.12100,0.43000,0.42000,0.46010,0.85230,17.45470,17.45470,0.35790,15.08200,0.03580,0.94010,0.94390,0.48010,0.50750,40.58580,0.9379,3.5504
2020-03-31,1258.60200,688.85300,569.74900,35.48100,-6.29200,316.57400,253.17500,-177.48500,75.69000,5.44200,70.24800,329.38000,,310.28400,530.63100,253.17500,410.30600,412.42000,0.76000,0.75000,0.45000,0.81830,20.11560,20.11560,6.01380,24.65310,0.03820,1.93000,1.93780,1.00050,1.06140,40.88810,0.99860,1.70770
2019-12-31,1262.82200,662.52010,600.30210,26.50700,-16.04200,305.19290,295.10920,-129.28900,165.82000,-4.83200,170.65210,240.13620,,224.32400,560.76520,295.10910,401.84500,403.80800,0.55000,0.55000,0.47470,0.90360,23.36900,23.36900,13.13090,17.76370,0.03780,1.45480,1.46080,0.71940,0.76420,40.23490,0.8302,-1.8931
2019-09-30,1266.13300,655.58800,610.54500,31.01900,-6.18600,309.65000,300.89510,-222.50700,78.38800,3.96800,74.42000,647.93200,,589.87600,576.72010,300.89510,405.02300,406.89100,1.46000,1.45000,0.45760,0.84360,23.76490,23.76490,6.19110,46.58880,0.03970,3.99320,4.01010,2.03340,2.16600,39.98870,0.8723,4.5948
2019-06-30,1320.10600,701.12700,618.97890,33.74100,-21.62800,303.42100,315.55790,-153.18800,162.37000,1.59900,160.77100,150.04000,,137.76200,567.37700,315.55790,404.60700,406.67300,0.34000,0.34000,0.48680,0.94870,23.90400,23.90400,12.29980,10.43570,0.03980,0.93950,0.94360,0.45260,0.48210,39.40630,1.2272,-5.2717
2019-03-31,1272.24500,689.49700,582.74800,35.28200,-8.75600,287.97000,294.77800,-158.46400,136.31400,2.22200,134.09200,292.30200,,280.47000,544.70200,294.77800,391.47400,393.45200,0.72000,0.71000,0.44200,0.79210,23.16990,23.16990,10.71450,22.04530,0.04150,1.82140,1.82920,0.95410,1.01640,39.74790,0.87400,1.51660
2018-12-31,1241.24300,650.64410,590.59890,31.10100,-10.50200,284.43700,306.16200,-222.07000,84.09200,1.50400,82.58800,124.69600,,101.76300,554.50990,306.16190,373.62000,375.25000,0.26000,0.27000,0.45900,0.84860,24.66580,24.66580,6.77480,8.19850,0.04090,0.83870,0.80350,0.41100,0.43280,40.62450,0.9868,0.4619
2018-09-30,1236.37900,657.15700,579.22200,28.74600,-88.62600,360.52100,218.70110,-157.80100,60.90000,1.74100,59.15900,84.22600,,64.38400,466.59710,218.70110,373.02300,374.48700,0.17000,0.17000,0.46930,0.88440,17.68880,17.68880,4.92570,5.20750,0.04090,0.57880,0.55410,0.27840,0.29270,40.65530,0.9869,-5.4801
2018-06-30,1125.91200,568.75100,557.16100,32.83100,-10.05800,279.16400,277.99700,-118.88700,159.11000,3.84100,155.26900,167.27300,,154.43200,518.73000,277.99700,371.64000,373.07500,0.42000,0.41000,0.43590,0.77260,24.69080,24.69080,14.13170,13.71620,0.04080,1.18790,1.13540,0.60560,0.63760,39.78310,1.2597,0.6169
2018-03-31,1096.96500,556.46500,540.49990,33.70500,-3.71200,265.61800,274.88200,-155.49400,119.38800,1.58800,117.80000,453.55500,,437.67100,507.97200,274.88200,371.42600,373.25700,1.18000,1.17000,0.42980,0.75370,25.05840,25.05840,10.88350,39.89840,0.03950,3.16270,3.02550,1.63460,1.71740,40.48520,0.98760,2.10570
2017-12-31,1104.25800,610.87010,493.38810,28.36200,-60.16700,326.98770,166.40030,-227.40700,-61.00700,25.66200,-86.66900,154.35500,,-111.51600,409.46120,166.40010,367.23700,369.00100,-0.31000,-0.31000,0.44010,0.78600,15.06900,15.06900,-5.52470,-10.09870,0.03950,1.08650,1.03890,0.55240,0.57900,40.15110,0.7511,2.3496
2017-09-30,1091.48300,523.99700,567.48600,29.91300,-99.59500,359.64610,207.84000,-122.90200,84.93800,0.66900,84.26900,89.29900,,74.04300,442.41600,207.84000,369.08900,370.74000,0.20000,0.20000,0.43050,0.75580,19.04200,19.04200,7.78190,6.78370,0.03870,0.61470,0.58840,0.31690,0.33360,41.16380,0.8427,-0.2981
2017-06-30,1058.60200,501.85500,556.74710,32.63200,-6.33900,263.81800,292.92900,-136.11300,156.81600,-8.44800,165.26400,203.44100,,188.42900,522.24500,292.92900,366.52400,368.14900,0.51000,0.51000,0.42630,0.74310,27.67130,27.67130,14.81350,17.79980,0.03780,1.39390,1.33450,0.72720,0.76210,41.51380,1.2356,0.8087
2017-03-31,1062.29800,510.16900,552.12900,31.10100,-11.67500,271.05200,281.07700,-162.20800,118.86900,2.24500,116.62400,93.51800,244.09200,312.63900,512.72200,281.07700,362.53400,364.65200,0.86000,0.86000,0.43120,0.75800,26.45930,26.45930,11.18980,29.43040,0.03830,0.64980,0.62170,0.33680,0.35200,41.44750,1.05720,3.45200
2016-12-31,1078.32000,505.05000,573.27000,32.80800,-18.54000,279.26400,294.00610,-156.82100,137.18500,-16.58500,153.77000,-12.94000,,333.04390,525.28510,294.00610,358.27500,360.22700,0.93000,0.92000,0.44710,0.80870,27.26520,27.26520,12.72210,30.88540,0.03740,-0.09060,-0.08510,-0.04480,-0.04680,42.14390,1.0063,3.658
2016-09-30,1079.13300,473.68000,605.45310,36.82800,-19.84200,274.73090,330.72210,-136.88800,193.83400,-0.30500,194.13900,354.74100,,334.91000,551.09110,330.72210,358.93200,361.23700,0.93000,0.93000,0.46810,0.87990,30.64700,30.64700,17.96200,31.03510,0.03610,2.48800,2.33440,1.18820,1.23620,42.11700,1.1596,-1.2733
2016-06-30,1076.65700,458.83200,617.82500,39.91400,-8.31800,274.80100,343.02400,-132.35900,210.66500,-0.51300,211.17800,210.74900,,195.47400,571.71800,343.02400,356.64600,358.89100,0.55000,0.54000,0.46600,0.87260,31.86010,31.86010,19.56660,18.15560,0.03720,1.52030,1.42400,0.72760,0.75690,41.56830,1.3152,0.7047
2016-03-31,1047.05000,449.63600,597.41410,45.69100,-8.20800,282.59500,314.81910,-147.25000,167.56900,-1.72500,169.29400,165.47400,,148.96900,544.86310,314.81910,355.07600,356.05100,0.42000,0.42000,0.46550,0.87090,30.06720,30.06720,16.00390,14.22750,0.03600,1.18250,1.10820,0.56890,0.58970,42.04300,1.06900,0.30150
2015-12-31,1029.48300,438.73900,590.74400,36.85400,-76.19600,335.86020,254.88370,-130.90300,123.98100,2.68200,121.29900,-130.97600,,132.92900,479.97170,254.88390,348.24000,349.42400,0.37000,0.37000,0.46080,0.85450,24.75840,24.75840,12.04300,12.91220,0.03550,-0.92430,-0.86700,-0.45130,-0.46540,42.77570,1.0219,-1.4791
2015-09-30,978.99700,408.70300,570.29400,36.95000,-9.33300,252.08200,318.21200,-121.71400,196.49800,-3.34400,199.84200,199.25700,,182.04300,527.41390,318.21200,351.76500,353.10700,0.52000,0.52000,0.43100,0.75760,32.50390,32.50390,20.07140,18.59490,0.03570,1.41010,1.32230,0.72570,0.74890,42.88180,1.1722,0.3561
2015-06-30,957.16900,398.35400,558.81500,38.47400,-23.07400,270.35000,288.46500,-137.74800,150.71700,7.41700,143.30000,330.45900,,312.57300,499.16200,288.46500,350.39900,351.36600,0.89000,0.89000,0.43430,0.76780,30.13730,30.13730,15.74610,32.65600,0.03490,2.35390,2.20650,1.20570,1.24240,42.79410,1.0932,0.1182
2015-03-31,894.17700,376.46100,517.71600,35.13800,-48.55400,272.52100,245.19500,-80.27400,164.92100,-0.30400,165.22500,209.42200,,190.79900,435.45700,245.19500,336.75400,337.81200,0.57000,0.56000,0.42470,0.73840,27.42130,27.42130,18.44390,21.33790,0.03360,1.50540,1.41030,0.78640,0.80760,42.56530,0.66950,-3.51360
2014-12-31,867.76990,363.01600,504.75390,27.61500,-47.99200,271.00020,233.75370,-125.29400,108.46000,5.10200,103.35800,206.47500,0.00000,188.63900,430.72770,233.75370,306.27200,307.74700,0.61000,0.60000,0.44440,0.79990,26.93730,26.93730,12.49870,21.73840,0.03480,1.65620,1.54030,0.82710,0.85150,40.97770,0.9694,-1.8479
2014-09-30,847.52300,355.15700,492.36600,30.80300,-23.81600,255.58900,236.77700,-121.17600,115.60100,-10.19800,125.79900,152.77100,,136.25500,440.44710,236.77700,311.11700,312.81200,0.44000,0.44000,0.43230,0.76140,27.93750,27.93750,13.63990,16.07690,0.03450,1.22220,1.13690,0.62250,0.64220,41.24680,0.7321,-0.0795
2014-06-30,826.44600,343.75400,482.69200,51.66000,-7.04000,273.14900,209.54300,-121.94700,87.59600,1.56900,86.02700,81.17900,6.67500,71.82900,425.48300,209.54300,296.25600,297.99500,0.24000,0.24000,0.45250,0.82660,25.35470,25.35470,10.59910,8.69130,0.03510,0.70540,0.65220,0.34440,0.35510,40.58930,1.1094,-0.0943
2014-03-31,801.80700,341.43100,460.37600,32.86500,-0.95200,267.13500,193.24100,-120.68500,72.55600,2.26000,70.29600,64.74000,0.46000,50.02200,428.49690,193.24100,289.60600,290.91700,0.17000,0.17000,0.48490,0.94140,24.10070,24.10070,9.04910,6.23870,0.03450,0.60980,0.56030,0.27890,0.28690,39.92910,0.88910,0.42450
2013-12-31,788.64000,336.22090,452.41910,28.51900,-15.69400,286.23580,166.18330,-127.50900,38.67400,0.43600,38.23800,33.58100,-7.88600,11.47300,411.14640,166.18300,276.92900,278.76100,0.03000,0.03000,0.47540,0.90610,21.07210,21.07210,4.90390,1.45480,0.03420,0.31270,0.28730,0.14550,0.14990,40.60010,1.3729,-0.8714
2013-09-30,783.71100,341.92100,441.79000,28.71800,-23.59100,293.33600,148.45400,-116.82400,31.63000,3.07700,28.55300,28.22200,5.38300,20.69100,391.62090,148.45400,286.02000,288.02900,0.07000,0.07000,0.46710,0.87650,18.94240,18.94240,4.03590,2.64010,0.03400,0.25910,0.23820,0.12240,0.12620,41.31790,0.702,-1.3644
2013-06-30,678.53300,277.95800,400.57500,23.90200,-28.13600,250.10000,150.47500,-106.74900,43.72600,1.21500,42.51100,37.05000,-29.86900,-8.50800,353.37400,150.47500,273.09100,276.48100,-0.03000,-0.03000,0.44210,0.79240,22.17650,22.17650,6.44420,-1.25390,0.03060,0.33560,0.30890,0.16690,0.17130,42.29590,0.7027,-1.556
2013-03-31,629.72400,252.82300,376.90100,27.17900,-65.98000,277.84700,99.05400,-110.83900,-11.78500,2.76300,-14.54800,-12.28600,84.08500,55.05800,290.54200,99.05400,260.03600,260.03600,0.21000,0.21000,0.48690,0.94900,15.72980,15.72980,-1.87150,8.74320,0.03030,-0.13130,-0.11910,-0.05910,-0.06070,39.71630,0.76840,-5.21530
2012-12-31,486.49590,158.93200,327.56390,20.04100,-19.07500,168.98610,158.57790,-87.85800,70.72000,3.85900,66.86100,67.09400,39.90700,90.57300,301.80090,158.57780,224.34300,225.95300,0.36000,0.38000,0.44780,0.81100,32.59590,32.59590,14.53660,18.61740,0.02490,0.70640,0.64190,0.34320,0.35220,40.40540,1.1304,-2.9407
2012-09-30,461.83300,171.42500,290.40800,23.67900,-8.26400,159.78700,130.62100,-92.53900,38.08200,0.83600,37.24600,36.50700,16.99900,37.26900,267.63400,130.62100,224.39100,226.25800,0.17000,0.16000,0.41020,0.69560,28.28320,28.28320,8.24580,8.06980,0.02530,0.38430,0.34920,0.19970,0.20460,40.54250,0.8587,-2.5183
2012-06-30,438.71900,135.83900,302.88000,25.87000,-28.69100,182.16000,120.72000,-89.19900,31.52100,1.44700,30.07400,31.53000,45.34500,54.73500,257.26500,120.72000,213.49800,215.13800,0.26000,0.25000,0.48300,0.93410,27.51650,27.51650,7.18480,12.47610,0.02680,0.43760,0.38640,0.19290,0.19810,38.32390,0.7686,-1.2209
2012-03-31,417.99600,128.80100,289.19500,27.75100,-5.57900,154.23700,134.95800,-89.36900,45.58900,1.47000,44.11900,45.65100,11.80700,39.30700,267.11200,134.95800,199.66100,201.65800,0.20000,0.19000,0.44570,0.80410,32.28690,32.28690,10.90660,9.40370,0.02640,0.62910,0.53800,0.28780,0.29580,40.03150,0.86310,-1.80290
