,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,$0.03,$0.12
1,2024-08-08,2024-06-30,$0.03,$0.07
2,2024-05-06,2024-03-31,$0.02,$0.06
3,2024-02-15,2023-12-31,$-0.13,$0.11
4,2023-11-02,2023-09-30,$0.01,$0.02
5,2023-08-03,2023-06-30,$0.01,$0.06
6,2023-05-04,2023-03-31,$-0.03,$0.02
7,2023-02-16,2022-12-31,$-0.17,$0.10
8,2022-11-03,2022-09-30,$-0.11,$-0.05
9,2022-08-04,2022-06-30,$0.04,$-0.03
10,2022-05-05,2022-03-31,$0.00,$0.03
11,2022-02-17,2021-12-31,$-0.11,$0.00
12,2021-11-04,2021-09-30,$0.05,$0.26
13,2021-07-29,2021-06-30,$-0.05,$-0.06
14,2021-04-29,2021-03-31,$-0.11,$-0.08
15,2021-02-11,2020-12-31,$-0.02,$0.20
16,2020-11-04,2020-09-30,$-0.01,$0.13
17,2020-07-30,2020-06-30,$-0.03,$-0.02
18,2020-04-30,2020-03-31,$0.02,$-0.08
19,2020-02-13,2019-12-31,$0.07,$0.10
20,2019-10-30,2019-09-30,$0.04,$0.06
21,2019-07-30,2019-06-30,--,$0.11
22,2019-04-30,2019-03-31,$0.03,$0.04
23,2019-02-13,2018-12-31,$0.12,$0.05
24,2018-10-31,2018-09-30,$0.06,$0.08
25,2018-08-06,2018-06-30,$0.07,$0.10
26,2018-05-02,2018-03-31,$-0.05,$0.02
27,2018-03-07,2017-12-31,$0.09,$0.11
28,2017-10-30,2017-09-30,$0.06,$0.08
29,2017-07-24,2017-06-30,$0.10,$0.12
30,2017-04-26,2017-03-31,$0.05,$0.09
31,2017-02-15,2016-12-31,$0.08,$0.12
32,2016-10-26,2016-09-30,$0.04,$0.13
33,2016-07-25,2016-06-30,$0.02,$0.13
34,2016-04-27,2016-03-31,$0.02,$0.10
35,2016-02-15,2015-12-31,$0.05,$0.13
36,2015-10-27,2015-09-30,$0.01,$0.10
37,2015-07-28,2015-06-30,$0.00,$0.03
38,2015-04-28,2015-03-31,--,$-0.01
39,2015-02-17,2014-12-31,--,$0.04
