,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$-1.40,$-1.97
1,2024-08-13,2024-06-30,$-0.60,$-2.00
2,2023-08-08,2023-06-30,$-0.80,$-1.40
3,2023-06-06,2023-03-31,$-1.60,$-1.40
4,2023-02-02,2022-12-31,$-0.80,$-0.20
5,2022-11-02,2022-09-30,$-1.40,$-0.60
6,2022-08-04,2022-06-30,$-1.80,$-1.60
7,2022-06-08,2022-03-31,$-2.20,$-1.80
8,2022-02-09,2021-12-31,$-1.00,$-3.00
9,2021-11-03,2021-09-30,$-1.80,$-1.00
10,2021-08-09,2021-06-30,$-1.00,$-1.00
11,2021-05-26,2021-03-31,$-0.20,$-0.60
12,2021-01-27,2020-12-31,$-2.40,$-1.40
13,2020-10-28,2020-09-30,$-3.60,$-2.20
14,2020-08-05,2020-06-30,$-4.60,$-5.40
15,2020-06-24,2020-03-31,$-0.80,$-2.00
16,2020-01-29,2019-12-31,$1.40,$2.00
17,2019-11-05,2019-09-30,$-1.40,$1.20
18,2019-08-06,2019-06-30,--,$2.20
19,2017-11-09,2017-09-30,$-0.20,$-3.80
20,2017-08-09,2017-06-30,$0.20,$-0.20
21,2017-05-10,2017-03-31,$0.40,$0.00
22,2017-01-25,2016-12-31,$3.20,$3.20
23,2016-10-26,2016-09-30,$-1.60,$1.60
24,2016-07-27,2016-06-30,$-6.40,$-1.60
25,2016-05-10,2016-03-31,$3.20,$3.20
26,2016-01-28,2015-12-31,$1.60,$0.00
27,2015-10-29,2015-09-30,$-8.00,$-6.40
28,2015-07-30,2015-06-30,$-8.00,$-6.40
29,2015-05-06,2015-03-31,$6.40,$6.40
30,2015-01-29,2014-12-31,$3.20,$3.20
