Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,15.17700,15.17700,1.27100,-2.84100,5.94500,-0.14300,5.80200,5.80200,-1.50900,-1.50900,8.91600,5.94500,9.24400,9.24400,0.63000,0.63000,3.14120,0.58490,1.40930,100.00000,39.17110,39.17110,38.22890,-9.94270,0.03270,2.14910,41.87780,-0.80270,-0.80270,-0.32540,-0.33320,20.36420,1.6908,1.6908
2024-06-30,16.33700,16.33700,1.44100,-3.05400,6.47700,,6.47700,6.47700,-6.37200,-6.37200,4.14200,6.47700,9.29370,9.29370,-0.69000,-0.69000,4.39900,0.59000,1.43890,100.00000,39.64620,39.64620,39.64620,-39.00350,0.03340,2.63370,34.17210,-3.24390,-3.24390,-1.30360,-1.33010,21.21260,1.2428,1.2428
2024-03-31,16.52600,16.52600,1.61200,-2.96300,6.22600,,6.22600,6.22600,4.48600,4.48600,6.49900,6.22600,9.34500,9.34500,0.48000,0.48000,1.69530,0.57830,1.37160,100.00000,37.67400,37.67400,37.67400,27.14510,0.03130,2.14210,42.01560,2.13000,2.13000,0.85060,0.89820,22.56830,1.00490,1.00490
2023-12-31,17.78800,17.78800,1.66000,-4.15300,5.71600,5.44700,11.16300,11.16300,6.99500,6.99500,-0.94000,5.71600,9.50940,9.50940,0.77000,0.77000,5.92240,0.60160,1.51000,100.00000,32.13400,32.13400,62.75580,39.32430,0.03240,2.44710,36.77820,3.27610,3.27610,1.27360,1.30520,22.75580,4.4021,4.4021
2023-09-30,18.57400,18.57400,1.56400,-3.36300,7.30400,-0.13800,7.16600,7.16600,7.44500,7.44500,11.94800,7.30400,9.50520,9.50520,0.75000,0.75000,3.23920,0.59680,1.47990,100.00000,39.32380,39.32380,38.58080,40.08290,0.03400,2.09000,43.06180,3.46670,3.46670,1.36430,1.39800,21.65520,1.9335,1.9335
2023-06-30,19.62600,19.62600,1.79000,-3.54900,7.91500,,7.91500,7.91500,-3.11400,-3.11400,3.85600,7.91500,9.54170,9.54170,-0.33000,-0.33000,3.52000,0.60520,1.53310,100.00000,40.32920,40.32920,40.32920,-15.86670,0.03520,2.20620,40.79490,-1.44830,-1.44830,-0.55880,-0.57170,22.54510,2.1999,2.1999
2023-03-31,20.32700,20.32700,1.70500,-3.76100,8.52900,,8.52900,8.52900,0.05500,0.05500,8.83700,8.52900,9.55510,9.55510,0.01000,0.01000,3.51460,0.61110,1.57140,100.00000,41.95900,41.95900,41.95900,0.27060,0.03420,3.47890,25.87050,0.02440,0.02440,0.00930,0.00950,23.55650,4.17810,4.17810
2022-12-31,18.61700,18.61700,2.21100,-3.54300,7.06800,,7.06800,7.06800,-12.41600,-12.41600,-3.27200,7.06800,9.63450,9.63450,-1.28000,-2.59000,2.86620,0.61660,1.60820,100.00000,37.96530,37.96530,37.96530,-66.69170,0.03010,2.60270,34.57970,-5.34890,-5.34890,-2.00420,-2.05080,24.22490,-0.8299,-0.8299
2022-09-30,19.00900,19.00900,2.08200,-3.86200,8.39200,,8.39200,8.39200,-4.20500,-4.20500,14.61100,8.39200,9.60270,9.60270,-0.44000,0.87000,3.89370,0.59120,1.44610,100.00000,44.14750,44.14750,44.14750,-22.12110,0.03020,1.18750,75.78670,-1.67140,-1.67140,-0.66800,-0.68330,26.18190,-0.3271,-0.3271
2022-06-30,15.04400,15.04400,2.37600,-3.25700,5.52200,,5.52200,5.52200,-8.43300,-8.43300,-0.08900,5.52200,9.63490,9.63490,-0.88000,-0.88000,1.65510,0.57880,1.37400,100.00000,36.70570,36.70570,36.70570,-56.05560,0.02300,1.81230,49.66030,-3.22280,-3.22280,-1.29180,-1.35760,27.25690,-4.469,-4.469
