,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$1.38,$1.41
1,2024-07-31,2024-06-30,$1.40,$1.40
2,2024-05-01,2024-03-31,$1.44,$1.46
3,2024-01-31,2023-12-31,$1.31,$1.34
4,2023-11-08,2023-09-30,$1.33,$1.33
5,2023-07-26,2023-06-30,$1.32,$1.34
6,2023-04-26,2023-03-31,$1.27,$1.35
7,2023-02-01,2022-12-31,$1.19,$1.22
8,2022-11-09,2022-09-30,$1.18,$1.20
9,2022-07-27,2022-06-30,$1.18,$1.21
10,2022-04-27,2022-03-31,$1.19,$1.21
11,2022-02-02,2021-12-31,$1.15,$1.19
12,2021-11-10,2021-09-30,$1.09,$1.11
13,2021-07-28,2021-06-30,$1.07,$1.11
14,2021-04-28,2021-03-31,$1.03,$1.07
15,2021-01-27,2020-12-31,$0.96,$1.02
16,2020-11-11,2020-09-30,$0.89,$0.92
17,2020-07-29,2020-06-30,$0.84,$0.85
18,2020-04-29,2020-03-31,$0.88,$0.94
19,2020-01-29,2019-12-31,$0.94,$0.93
20,2019-11-06,2019-09-30,$0.92,$0.92
21,2019-07-31,2019-06-30,$0.92,$0.91
22,2019-05-01,2019-03-31,$0.89,$0.88
23,2019-01-30,2018-12-31,$0.84,$0.85
24,2018-11-07,2018-09-30,$0.82,$0.83
25,2018-08-01,2018-06-30,$0.84,$0.84
26,2018-05-02,2018-03-31,$0.84,$0.82
27,2018-01-31,2017-12-31,$0.78,$0.78
28,2017-11-08,2017-09-30,$0.75,$0.74
29,2017-08-02,2017-06-30,$0.71,$0.70
30,2017-05-03,2017-03-31,$0.69,$0.68
31,2017-02-01,2016-12-31,$0.67,$0.67
32,2016-11-09,2016-09-30,$0.69,$0.68
33,2016-07-27,2016-06-30,--,$0.69
34,2016-04-27,2016-03-31,$0.65,$0.63
35,2016-01-27,2015-12-31,$0.59,$0.63
36,2015-11-11,2015-09-30,$0.61,$0.63
37,2015-07-29,2015-06-30,$0.66,$0.65
38,2015-04-29,2015-03-31,$0.64,$0.65
39,2015-01-28,2014-12-31,$0.66,$0.59
