Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.04170,0.04170,2.65680,2.06630,0.00000,-4.68130,-0.02120,-4.70250,-4.70250,-4.70250,-4.70250,-4.67160,-4.68130,8.53400,8.53400,-0.55000,-0.55000,1.13610,,,100.00000,-11228.68000,-11228.68000,-11279.41000,-11279.41000,0.00230,0.08030,1120.14000,316.77730,316.77730,-26.03990,316.77700,-0.17370,-0.6991,-0.6658
2024-06-30,0.02240,0.02240,4.90880,2.47310,,-7.35950,20.27010,12.91070,12.91070,12.91070,12.91070,-7.34400,-7.35950,8.41100,8.47600,1.53000,1.52000,1.42770,,,100.00000,-32799.11000,-32799.11000,57539.25000,57539.25000,0.00100,0.02490,3618.66700,483.27230,483.27240,54.69170,483.27260,0.31260,1.5324,1.4988
2024-03-31,0.00930,0.00930,3.32850,2.69560,-0.00770,-6.02250,-0.73290,-6.75540,-6.75540,-6.75540,-6.75540,-6.01170,-6.02250,8.37280,8.37280,-0.84030,-0.84030,0.56320,,,100.00000,-64743.86000,-64743.86000,-72622.62000,-72622.62000,0.00070,0.00670,13406.85000,61.41560,61.41560,-51.91350,61.41560,-1.31280,-0.81370,-0.81460
2023-12-31,1.80790,1.80790,3.79950,3.17980,,-5.17150,0.11390,-5.05760,-5.05760,-5.05760,-5.05760,-5.16150,-5.17150,7.27240,7.27240,-0.81120,-0.81120,0.85660,,,100.00000,-286.05020,-286.05030,-279.75010,-279.75010,0.08490,1.90460,47.25360,100.19640,100.19650,-23.76430,100.19650,-0.60590,-1.3001,-1.3838
2023-09-30,1.00000,1.00000,6.67460,2.72180,0.00000,-8.39640,0.09730,-8.29910,-8.29910,-8.29910,-8.29910,-8.38720,-8.39640,7.58800,7.58800,-1.09000,-1.09000,0.85170,,,100.00000,-839.64150,-839.64150,-829.90960,-829.90960,0.03990,0.88510,101.67830,362.60480,362.60540,-33.12480,362.60550,-0.27950,-0.8896,-0.8925
2023-06-30,,,6.04370,2.94570,,-8.98940,0.22710,-8.76220,-8.76220,-8.76220,-8.76220,-8.97970,-8.98940,7.20000,7.20000,-1.22000,-1.22000,0.90050,,,,,,,,,,,322.21090,322.21170,-37.75200,322.21170,-0.37680,-0.8908,-0.8908
2023-03-31,,,5.02020,3.36240,,-8.38260,0.34010,-8.04250,-8.04250,-8.04250,-8.04250,-8.37310,-8.38260,7.12370,7.12370,-1.08040,-1.08040,1.21260,,,,,,,,,,,-161.76860,-161.76890,-26.48460,-161.76890,0.69250,-2.26250,-2.26250
2022-12-31,,,12.97670,3.25380,,-16.23060,0.28730,-15.94320,-15.94320,-15.94320,-15.94320,-16.22000,-16.23060,7.04480,7.04480,-2.33960,-2.33910,1.36100,,,,,,,,,,,-143.47620,-143.47610,-36.37810,-143.47610,1.57260,-0.8421,-0.8426
2022-09-30,,,4.46230,2.67650,,-7.13880,0.11900,-7.01980,-7.01980,-7.01980,-7.01980,-7.13580,-7.13880,7.06580,7.06580,-0.96040,-0.96040,2.17040,,,,,,,,,,,-26.64710,-26.64710,-13.93480,-26.64710,3.72830,1.1983,1.1906
2022-06-30,10.00000,10.00000,6.79780,2.81790,,0.38430,0.02970,0.41400,0.41400,0.41400,0.41400,0.38960,0.38430,7.05410,7.11120,0.05870,0.05820,3.03030,,,100.00000,3.84320,3.84320,4.14000,4.14000,0.19460,0.82390,109.23890,1.25330,1.25330,0.80550,1.25330,4.67530,-1.1586,-1.1587
2022-03-31,,,5.80550,2.59500,,-8.40040,0.00180,-8.39870,-8.39870,-8.39870,-8.39870,-8.39520,-8.40040,6.99250,6.99250,-1.20050,-1.20050,2.91670,,,,,,,,,,,-27.19870,-27.19870,-17.07510,-27.19870,4.41600,-1.76520,-1.76590
2021-12-31,,,7.11650,2.42660,,-9.54310,0.00080,-9.54230,-9.54230,-9.54230,-9.54230,-9.53610,-9.54310,5.09410,5.09410,-1.32050,-1.32050,3.44460,,,,,,,,,,,-24.62250,-24.62250,-17.09870,-24.62250,5.54220,-2.4495,-2.45
2021-09-30,,,10.43260,2.23630,,-12.66890,0.00150,-12.66740,-12.66740,-12.66740,-12.66740,-12.66260,-12.66890,5.89560,5.89560,-2.16090,-2.16090,3.03280,,,,,,,,,,,-39.72400,-39.72400,-25.95170,-39.72400,4.99750,1.6034,1.601
2021-06-30,,,7.34030,1.82260,,-9.16290,0.00020,-9.16280,-9.16280,-9.16280,-9.16280,-9.15630,-9.16290,4.20140,4.20140,-2.16090,-2.16090,2.34130,,,,,,,,,,,-118.32060,-118.32060,-61.81690,-118.32060,1.61930,-2.5407,-2.5407
2021-03-31,,,5.72820,1.96530,,-7.69350,0.36990,-7.32360,-7.32360,-7.32360,-7.32360,-7.68710,-7.69350,3.70710,3.70710,-1.92080,-1.92080,1.57140,,,,,,,,,,,-224.77360,-224.77350,-69.62660,-224.77350,0.82670,-2.25970,-2.25970
2020-12-31,,,6.63840,1.80210,,-8.44050,-0.00090,-8.44150,-8.44150,-8.44150,-8.44150,-8.43370,-8.44050,2.50660,2.50660,-2.64110,-2.64110,0.91170,,-0.31890,,,,,,,,,732.93950,732.93690,-111.79710,732.93680,-0.33240,-3.9712,-3.9724
2020-09-30,,,6.20380,1.37810,,-7.58180,-0.00100,-7.58280,-7.58280,-7.58280,-7.58970,-7.56930,-7.58180,2.63130,2.63130,-2.88120,-2.88120,0.87690,,-0.26500,,,,,,,,,547.14520,547.14430,-98.96980,547.14430,-0.49510,-1.2943,-1.2933
2020-06-30,,,5.54750,1.57840,,-7.12580,0.00160,-7.12420,-7.12420,-7.12420,-7.12420,-7.11390,-7.12580,2.22500,2.22500,-3.24130,-3.24130,1.27830,,1.18000,,,,,,,,,-2288.85200,-2288.87100,-83.12610,-2288.86700,0.13100,-1.474,-1.4808
2020-03-31,,,2.37980,1.87430,,-4.25410,0.00180,-4.25220,-4.25220,-4.25220,-4.25220,-4.24210,-4.25410,1.98250,1.98250,-2.16090,-2.16090,1.97680,,,,,,,,,,,-132.29650,-132.29640,-41.63170,-132.29640,1.56210,-3.32800,-3.32800
2019-12-31,,,2.37390,1.48690,,-3.86080,-0.00570,-3.86650,-3.86650,-3.86650,-3.86650,-3.85320,-3.86080,1.29770,1.29770,-2.52100,-2.52100,1.14820,,,,,,,,,,,-877.09060,-877.09500,-51.94910,-877.09490,0.26890,-3.4197,-3.4197
2019-09-30,,,1.96620,1.45230,,-3.41850,0.02550,-3.39310,-3.39310,-3.39310,-3.39310,-3.41740,-3.41850,1.38970,1.38970,-2.40100,-2.40100,1.71720,,,,,,,,,,,-187.46410,-187.46370,-87.40500,-187.46370,1.30240,-2.1249,-2.1249
2019-06-30,,,2.51260,1.46990,,-3.98250,0.03000,-3.95250,-3.95250,-3.95250,-4.74200,-3.98130,-3.98250,1.34150,1.34150,-3.48140,-3.48140,3.32410,,,,,,,,,,,-77.75740,-77.75740,-54.43450,-77.75740,3.65770,-1.2387,-1.2387
2019-03-31,,,1.69340,1.38970,,-3.08310,0.03120,-3.05180,-3.05180,-3.05180,-3.05180,-3.08190,-3.08310,0.95150,0.95150,-3.24130,-3.24130,4.19130,,,,,,,,,,,-80.72860,-80.72860,-60.79540,-80.72860,3.97330,-3.47730,-3.47730
2018-12-31,,,1.66310,1.29540,,-2.95860,0.04200,-2.91660,-2.91660,-2.91660,-2.91660,-2.95740,-2.95860,0.89400,0.89400,-1.68070,-1.68070,6.63580,,,,,,,,,,,-43.35840,-43.35840,-37.26090,-43.35840,7.06980,-3.5421,-3.5429
2018-09-30,,,1.44650,1.17500,,-2.62160,0.04710,-2.57450,-2.57450,-2.57450,-2.57450,-2.62060,-2.62160,0.95150,0.95150,-2.76110,-2.76110,8.45260,,,,,,,,,,,-26.86350,-26.86350,-23.84710,-26.86350,10.07260,-2.8909,-2.8946
2018-06-30,,,2.21760,1.40720,,-3.62480,0.04260,-3.58220,-3.58220,-3.58220,-3.58220,-3.62450,-3.62480,0.95150,0.95150,-3.84150,-3.84150,10.13140,,,,,,,,,,,-29.31890,-29.31890,-26.56700,-29.31890,12.84140,-2.124,-2.1327
2018-03-31,,,1.08670,1.40320,,-7.67740,0.01170,-7.66560,-7.66560,-7.66560,-7.66560,-2.48980,-7.67740,0.72350,0.72350,-10.56420,-10.56420,19.74330,,,,,,,,,,,-48.45410,-48.45410,-46.09280,-48.45410,16.62760,-2.92880,-2.92880
2017-12-31,,,0.67260,0.97550,,-9.13900,0.00760,-9.13140,-9.13140,-9.13140,-9.13140,-9.13900,-9.13900,0.26920,0.26920,-28.93160,-28.93160,8.63710,,,,,,,,,,,-68.69430,-112.65990,-64.03570,-68.69430,26.38950,-5.633,-5.633
