Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-09-30,,,0.28080,1.05260,,-1.33340,-0.29630,-1.62970,-1.62970,-1.62970,-1.62970,-1.33340,-1.33340,0.41530,0.41530,-3.96160,-3.96160,12.37030,,,,,,,,,,,-7.26660,-17.07090,-7.00440,-7.26660,44.52340,-1.6884,-1.6884
2017-06-30,,,0.00360,0.47600,,-0.47960,-0.01860,-0.49820,-0.49820,-0.49820,-0.49820,-0.47960,-0.47960,0.07580,0.07580,-6.60260,-6.60260,2.42880,,,,,,,,,,,-12.27380,-12.27380,-6.11200,-12.27380,16.78520,-1.446,-1.446
2017-03-31,,,0.02780,0.20070,,-0.22850,-0.01540,-0.24390,-0.24390,-0.24390,-0.24390,-0.22850,-0.22850,0.07580,0.07580,-3.24130,-3.24130,2.33600,,,,,,,,,,,-3.15030,-3.15030,-1.52860,-3.15030,32.02140,-0.66750,-0.66750
2016-12-31,,,-17.21930,-5.33900,,22.55840,1.18600,23.74440,23.74440,23.74440,23.74440,22.55840,22.55840,0.06960,0.06960,96.99880,96.99880,0.05910,,-0.98150,,,,,,,,,-3341.36200,-3341.36200,53221.91000,-3341.36200,-9.37460,-2.3843,-2.3843
2016-09-30,,,,0.00600,,-0.00600,-0.01010,-0.01610,-0.01610,-0.01610,-0.01610,-0.00600,-0.00600,0.06830,0.06920,-0.24010,-0.24010,2.46740,0.28270,0.88710,,,,,,,,,-0.09690,-0.09690,-0.04010,-0.06950,72.85560,104.5353,106.6063
2016-06-30,,,7.52200,2.77300,,-10.29500,-0.56400,-10.85900,-10.85900,-10.85900,-10.85900,-10.11400,-10.29500,0.22790,0.22790,-47.65910,-47.65910,3.38280,0.25080,0.64500,,,,,,,,,-42.02400,-42.02400,-21.76500,-31.48540,113.36210,-49.3287,-49.8247
2016-03-31,,,9.77000,3.11800,,-12.88800,-0.65400,-13.54200,-13.54200,-13.54200,-13.54200,-12.70000,-12.88800,0.22790,0.22790,-58.82350,-58.82350,3.98570,0.22900,0.51470,,,,,,,,,-37.63440,-37.63450,-21.48710,-29.01650,157.86020,-58.17480,-59.74980
2015-12-31,,,7.15700,2.87200,,-10.02900,-0.67900,-10.70800,-10.70800,-10.70800,-10.70800,-10.24700,-10.02900,0.21180,0.21180,-46.81870,-46.81870,4.73170,0.20630,0.41700,,,,,,,,,-21.96830,-21.96830,-13.68870,-17.43550,213.97230,-46.4436,-47.0227
2015-09-30,,,7.09200,2.95400,,-10.04600,-0.50500,-10.55100,-10.55100,-10.55100,-10.55100,-9.77100,-10.04600,0.22750,0.22750,-46.81870,-46.81870,7.46160,0.15220,0.24830,,,,,,,,,-17.99190,-17.99190,-13.16950,-15.25310,257.43140,-33.4277,-33.5663
2015-06-30,,,6.67800,2.71700,,-9.39500,-0.51200,-9.90700,-9.90700,-9.90700,-9.90700,-9.07700,-9.39500,0.22230,0.22230,-44.41780,-44.41780,11.10070,0.14780,0.21240,,,,,,,,,-14.52600,-14.52600,-11.24470,-12.37830,299.90900,-23.9417,-24.252
2015-03-31,,,5.02100,2.68100,,-7.70200,-0.72600,-8.42800,-8.42800,-8.42800,-8.42800,-7.14600,-7.70200,0.16950,0.16950,-49.21970,-49.21970,11.07620,0.25150,0.35670,,,,,,,,,-20.85730,-20.85730,-14.19310,-15.61200,235.84690,-46.84300,-47.01400
2014-12-31,,,4.70100,2.60700,,-7.30800,-0.15900,-7.46700,-7.46700,-7.46700,-7.46700,-7.06000,-7.30800,0.12120,0.12120,338.53540,338.53540,6.55450,,0.06890,,,,,,,,,-16.47440,-16.47440,-13.98500,-16.47440,270.36900,-77.0291,-78.1022
2014-09-30,,,2.92800,2.44100,,-5.36900,-0.18900,-5.55800,-5.55800,-5.55800,-5.55800,-5.33900,-5.36900,0.16760,0.16760,-33.61340,-33.61340,9.35850,0.01110,0.07490,,,,,,,,,-10.58020,-10.58020,-9.25010,-10.46330,313.35960,-24.1139,-24.5816
2014-06-30,0.03300,0.03300,2.64800,2.02900,,-4.64400,-2.75900,-7.40300,-7.40300,-7.40300,-7.40300,-4.61700,-4.64400,0.14060,0.14060,-52.82110,-52.82110,10.96660,0.02450,0.08170,100.00000,-14072.73000,-14072.73000,-22433.33000,-22433.33000,0.00050,0.02940,3062.72700,-12.80620,-12.80620,-11.26120,-12.49260,344.86580,503.0723,503.6968
2014-03-31,0.04700,0.04700,1.49500,1.51000,,-2.95800,0.04400,-2.91400,-2.91400,-2.91400,-2.91400,-2.92200,-2.95800,0.00660,0.00660,-444.17760,-444.17760,0.47560,-0.02420,-0.23520,100.00000,-6293.61800,-6293.61800,-6200.00000,-6200.00000,0.00400,0.01550,5807.87300,3.00290,3.00290,-24.58240,3.07580,-14671.56000,-559.20710,-559.81730
2013-12-31,,,1.46000,1.58000,,-3.04000,-0.48300,-3.49000,-3.49000,-7.46700,-7.46700,-3.01300,-3.04000,0.16760,0.16760,-44.41800,-44.41800,0.42570,-0.03430,-0.15990,,,,,,,,,7.91840,7.91840,-109.37450,8.18970,-14402.55000,2104.197,2105.3112
2013-09-30,,,1.58600,1.22700,,-2.81300,-0.38500,-3.19800,-3.19800,-3.19800,-3.19800,-2.77100,-2.81300,0.00610,0.00610,-528.21120,-528.21120,,,,,,,,,,,,,,,,,-227.292,-227.472
2013-06-30,,,3.19500,1.39200,,-4.58700,-0.30600,-4.89300,-4.89300,-4.89300,-4.89300,-4.53700,-4.58700,0.00510,0.00510,-955.58220,-955.58220,,,,,,,,,,,,,,,,,-1074.7686,-1075.3529
2013-03-31,,,3.47900,1.97200,,-5.45100,-0.12100,-5.57200,-5.57200,-5.57200,-5.57200,-5.38000,-5.45100,0.00510,0.00510,-1091.23600,-1091.23600,,,,,,,,,,,,,,,,,-901.24140,-901.63310
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
