Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.70300,4.70300,15.56500,6.73200,-0.17200,-18.64400,4.80300,-13.84100,0.00000,-13.84100,-13.84100,-13.84100,-17.94400,-18.64400,9.89500,9.89500,-1.10000,-1.10000,3.26090,,,100.00000,-396.42780,-396.42780,-294.30150,-294.30150,0.04290,0.18820,478.22660,-19.27660,-19.27660,-12.61370,-19.27660,5.95620,-1.7694,-1.7725
2024-06-30,1.29000,1.29000,19.74900,3.94500,,-22.45800,3.36300,-19.09500,,-19.09500,-19.09500,-19.09500,-21.74400,-22.45800,9.89500,9.89500,-1.52000,-1.52000,3.85680,,,100.00000,-1740.93000,-1740.93000,-1480.23300,-1480.23300,0.01030,0.05720,1574.02300,-22.18700,-22.18700,-15.27040,-22.18700,7.13930,-1.9766,-1.9837
2024-03-31,36.59900,36.59900,20.16800,4.05600,,11.10600,3.27700,14.38300,0.00000,14.38300,14.38300,14.38300,11.74600,11.10600,12.53880,12.59760,1.10000,1.10000,4.49740,,0.01090,100.00000,30.34510,30.34510,39.29890,39.29890,0.25090,1.18950,75.66350,13.76070,13.76070,9.86010,13.76070,10.56300,-1.91750,-1.92670
2023-12-31,7.40700,7.40700,21.16200,4.37400,,-30.89500,6.24000,-24.65500,0.16300,-24.81800,-24.81800,-24.81800,-29.61700,-30.89500,9.45270,9.45270,-1.99000,-1.99000,3.50380,,0.01250,100.00000,-417.10550,-417.10560,-332.86080,-335.06150,0.04590,0.38440,234.15560,-27.61940,-27.61940,-15.38270,-27.61940,7.45390,-0.5703,-0.5651
2023-09-30,6.86700,6.86700,24.62500,4.91200,,-22.67000,3.60400,-19.06600,0.00000,-19.06600,-19.06600,-19.06600,-22.18300,-22.67000,8.39500,8.39500,-1.73000,-1.73000,3.43730,,0.01080,100.00000,-330.12960,-330.12960,-277.64670,-277.64670,0.04190,0.29790,302.09700,-20.05870,-20.05870,-11.62490,-20.05870,11.32220,-2.0927,-2.4269
2023-06-30,2.67900,2.67900,19.70600,4.44500,,-21.47200,3.45600,-18.01600,,-18.01600,-18.01600,-18.01600,-20.60600,-21.47200,6.48100,6.48100,-2.18000,-2.18000,3.63590,,0.00900,100.00000,-801.49320,-801.49320,-672.48980,-672.48980,0.01400,0.13090,687.37960,-16.03850,-16.03850,-9.42700,-16.03850,13.38040,-3.0281,-3.1011
2023-03-31,3.17600,3.17600,20.93100,4.90200,,-22.65700,3.18200,-19.47500,0.20500,-19.68000,-19.68000,-19.68000,-21.73600,-22.65700,7.22180,7.22180,-2.70000,-2.70000,3.16480,,0.02480,100.00000,-713.38160,-713.38160,-613.19270,-619.64730,0.01950,0.17200,523.19580,-23.57480,-23.57480,-12.06710,-23.57480,15.25480,-0.39440,-0.43230
2022-12-31,7.82800,7.82800,17.59200,3.82400,,-13.58800,1.50600,-12.08200,0.23100,-12.31300,-12.31300,-12.31100,-12.68400,-13.58800,6.55130,6.55130,-1.10000,-1.10000,4.13100,0.00880,0.02440,100.00000,-173.58200,-173.58200,-154.34340,-157.26880,0.04590,0.35560,253.07620,-12.01070,-12.01070,-7.22370,-11.90490,18.73590,3.0012,3.0426
2022-09-30,2.23000,2.23000,18.28600,4.93700,,-20.99300,2.71300,-18.28000,,-18.28000,-18.28000,-18.28000,-20.23300,-20.99300,5.47340,5.47340,-2.50000,-2.50000,4.97510,0.00700,0.01930,100.00000,-941.39010,-941.39010,-819.73100,-819.73100,0.01470,0.12360,728.19280,-16.12730,-16.12730,-12.06390,-16.01430,20.71530,-3.7507,-4.0786
2022-06-30,2.74600,2.74600,16.14700,5.02600,,-18.42700,2.07200,-16.35500,-0.00100,-16.35400,-16.35400,-16.35600,-17.56700,-18.42700,7.21950,7.21950,-2.30000,-2.30000,5.47590,0.00620,0.01700,100.00000,-671.04880,-671.04880,-595.59360,-595.63000,0.01590,0.15570,578.15000,-12.39370,-12.39370,-9.49640,-12.31730,24.12100,-2.6877,-2.7611
2022-03-31,1.44500,1.44500,16.62000,4.97200,,-20.14700,2.17900,-17.96800,0.00000,-17.96800,-17.96800,-17.96800,-19.06900,-20.14700,4.50400,4.50400,-4.00000,-4.00000,5.47840,0.01180,0.03480,100.00000,-1394.25600,-1394.25600,-1243.46000,-1243.46000,0.00740,0.08850,1016.78200,-12.14640,-12.14640,-9.18090,-12.00310,27.04720,0.38480,-0.02110
