Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,82.94400,10.74400,72.20000,5.05000,-6.30300,29.12100,43.07900,-14.83700,28.24200,28.24200,28.24200,,28.51100,62.86500,43.07900,43.47600,43.98700,0.66000,0.65000,0.47850,0.91750,51.93750,51.93750,34.04950,34.37380,0.03370,2.28040,2.28040,1.14800,1.18920,28.52990,1.0831,0.9333
2024-06-30,84.97000,10.43700,74.53300,5.03500,-3.95500,26.48000,48.05300,-13.10100,34.95200,34.95200,34.95200,,35.22700,68.12900,48.05300,43.39700,43.56400,0.81000,0.81000,0.47530,0.90570,56.55290,56.55290,41.13450,41.45820,0.03430,2.78660,2.78660,1.41110,1.46220,28.89430,1.3912,1.1896
2024-03-31,81.51300,10.31400,71.19900,5.87800,-2.55600,25.93900,45.26000,-14.60300,30.65700,30.65700,30.65700,,30.91500,64.83400,45.26000,43.38900,43.42500,0.71000,0.71000,0.47520,0.90550,55.52490,55.52490,37.61000,37.92650,0.03290,2.43670,2.43670,1.23710,1.27880,28.98280,0.94020,0.87160
2023-12-31,79.46500,10.06100,69.40400,5.06900,-2.42900,24.60900,44.79500,-13.07700,31.71800,31.71800,31.71800,,32.02600,63.83300,44.79500,43.38900,43.38900,0.74000,0.74000,0.47300,0.89770,56.37070,56.37070,39.91440,40.30200,0.03190,2.50860,2.50860,1.27460,1.32190,29.12670,1.2262,1.2739
2023-09-30,80.10600,10.04500,70.06100,4.49700,-4.86900,26.88100,43.18000,-14.14700,29.03300,29.03300,29.03300,,29.32700,62.63900,43.18000,43.38900,43.38900,0.68000,0.68000,0.47380,0.90050,53.90360,53.90360,36.24320,36.61020,0.03210,2.28440,2.28440,1.16170,1.20200,29.27670,1.1455,1.1281
2023-06-30,77.87600,9.68200,68.19400,4.48000,-3.65600,25.86600,42.32800,-2.88100,39.44700,39.44700,39.44700,,39.76000,61.78200,42.32800,43.38900,43.38900,0.92000,0.92000,0.46990,0.88640,54.35310,54.35310,50.65360,51.05550,0.03120,3.08130,3.08130,1.57880,1.63340,29.49100,1.1639,1.9975
2023-03-31,82.38800,9.79900,72.58900,5.77500,-2.38400,25.77600,46.81300,-12.63000,34.18300,34.18300,34.18300,,34.48400,65.62900,46.81300,43.38900,43.39100,0.79000,0.79000,0.47900,0.91940,56.82020,56.82020,41.49030,41.85560,0.03250,2.67250,2.67250,1.34940,1.39230,29.47930,0.71550,0.02390
2022-12-31,70.67000,9.84100,60.82900,5.17500,-24.34500,46.82300,14.00600,-12.44600,1.56000,1.56000,1.56000,,1.86300,32.38400,14.00600,44.77500,44.79400,0.05000,0.05000,0.47270,0.89640,19.81890,19.81890,2.20750,2.63620,0.02820,0.12190,0.12190,0.06220,0.06430,29.50240,1.0076,0.9437
2022-09-30,76.29800,9.23900,67.05900,4.83200,-13.91200,36.27700,30.78200,3.44700,34.22900,34.22900,34.22900,,34.46800,49.37000,30.78200,44.34000,44.40300,0.78000,0.78000,0.45880,0.84760,40.34440,40.34440,44.86230,45.17550,0.03040,2.60210,2.60210,1.36440,1.40830,30.31760,1.0423,2.4203
2022-06-30,59.89900,9.11300,50.78600,5.38800,-6.47600,29.63600,21.15000,0.31600,21.46600,21.46600,21.46600,,21.67300,46.53900,21.15000,45.70800,45.71900,0.47000,0.47000,0.44070,0.78810,35.30940,35.30940,35.83700,36.18260,0.02320,1.53160,1.53160,0.82970,0.85660,31.38510,1.2441,3.1729
2022-03-31,71.32700,,71.32700,9.92800,-27.81000,,15.31700,-7.07100,8.24600,8.24600,8.24600,,8.39900,34.80800,15.31700,45.85100,45.85100,0.18000,0.18000,0.45620,0.83900,21.47430,21.47430,11.56090,11.77530,0.02550,0.55390,0.55390,0.29420,0.30120,32.47030,0.84360,1.12720
2021-12-31,69.66700,,69.66700,3.90500,-33.36900,,13.09400,-6.59100,6.50300,6.50300,6.50300,,6.47500,33.63400,13.09400,45.71400,45.72900,0.15000,0.14000,0.45030,0.81930,18.79510,18.79510,9.33440,9.29420,0.02450,0.42870,0.42870,0.22910,0.23560,33.08510,1.176,1.956
2021-09-30,73.83300,,73.83300,3.76700,-25.85100,,24.18000,6.66900,30.84900,30.84900,30.84900,,30.81400,45.10000,24.18000,45.85100,45.85100,0.67000,0.67000,0.45340,0.82960,32.74960,32.74960,41.78210,41.73470,0.02540,1.99130,1.99130,1.05930,1.08830,33.78780,1.0688,4.5092
2021-06-30,74.33000,,74.33000,3.54800,-3.62800,,46.49600,-7.26500,39.23100,39.23100,39.23100,,39.18300,68.35800,46.49600,45.85100,45.85800,0.85000,0.85000,0.47960,0.92140,62.55350,62.55350,52.77950,52.71490,0.02420,2.51960,2.51960,1.27480,1.31130,33.95910,1.1116,1.0457
2021-03-31,80.88500,,80.88500,8.11900,-2.34400,,49.61600,-14.23200,35.38400,35.38400,35.38400,,35.33200,71.74300,49.61600,45.30500,45.35800,0.78000,0.78000,0.49380,0.97570,61.34140,61.34140,43.74610,43.68180,0.02540,2.26430,2.26430,1.11160,1.14610,34.08250,1.25470,1.22270
2020-12-31,81.26000,,81.26000,3.60300,-2.45400,,54.17900,-17.01600,37.16300,37.16300,37.16300,,37.14000,76.78600,54.17900,44.69600,44.69800,0.83000,0.83000,0.49610,0.98450,66.67370,66.67370,45.73340,45.70520,0.02600,2.44020,2.44020,1.19090,1.22970,33.70390,1.2412,1.1895
