Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,277.10500,179.32200,97.78300,6.45800,24.96500,0.19400,31.22900,66.55400,29.92400,96.47800,22.00100,74.47700,,74.47700,-0.10300,70.72000,100.95300,66.55400,252.57100,252.57100,0.28000,0.28000,1.39820,0.16680,0.21040,35.28740,24.01760,24.01760,34.81640,25.52100,0.06030,2.10080,1.16220,77.43690,2.26500,2.26500,1.62170,1.88710,,0.4362,0.1185
2024-03-31,246.80100,176.89400,69.90700,4.09200,15.55200,-3.39100,23.03500,46.87200,27.22500,74.09700,7.08500,67.01200,,67.01200,0.04100,61.42800,88.37500,46.87200,253.98700,253.98700,0.24000,0.24000,1.31680,0.17210,0.21760,28.32530,18.99180,18.99180,30.02300,24.88970,0.05450,2.52990,0.94160,95.58600,2.08510,2.08510,1.47990,1.72620,,0.06720,-0.15010
2023-12-31,253.80100,198.17590,55.62510,4.73700,21.17400,30.39900,-4.48790,60.11310,-18.03300,42.08000,45.06400,-2.98400,,-2.98400,-7.28700,-9.77200,60.11310,60.11300,253.98700,253.98700,-0.03000,-0.03000,1.30830,0.17500,0.22300,21.91680,23.68510,23.68510,16.57990,-3.85030,0.05600,2.58960,0.99350,90.59150,-0.09420,-0.09420,-0.06580,-0.07770,,0.2839,-0.0714
2023-09-30,211.29300,211.78300,-0.49000,4.55300,21.81300,-2.67900,29.04500,-29.53500,3.94000,-25.59500,-1.26400,-24.33100,,-24.33100,-0.16700,-28.03200,21.72900,-29.53500,254.83600,254.83600,-0.11000,-0.11000,1.38140,0.17650,0.22500,-0.23190,-13.97820,-13.97820,-12.11350,-13.26690,0.04720,2.44630,1.07250,83.91450,-0.76520,-0.76520,-0.54370,-0.63020,,0.3108,0.1286
2023-06-30,173.25300,169.29800,3.95500,2.34700,24.07000,0.44000,25.97700,-22.02200,18.78600,-3.23600,2.14900,-5.38500,,-5.38500,0.02400,-6.74500,17.09200,-22.02200,224.83300,224.83300,-0.03000,-0.03000,1.46070,0.17680,0.22560,2.28280,-12.71090,-12.71090,-1.86780,-3.89320,0.03860,2.03740,0.85350,105.44340,-0.16800,-0.16800,-0.12000,-0.13830,,0.446,0.2161
2023-03-31,185.49800,153.34000,32.15800,1.81500,21.51800,3.74000,19.59300,12.56500,56.71000,69.27500,-2.95500,72.23000,,72.23000,0.58200,64.40400,44.00300,12.56500,253.98700,253.98700,0.25000,0.25000,1.71570,0.17800,0.22740,17.33600,6.77370,6.77370,37.34540,34.71950,0.04130,1.73730,0.65560,137.27890,2.24940,2.24940,1.60650,1.84890,,-0.14670,-0.28080
2022-12-31,246.36200,212.51300,33.84900,3.18600,22.01800,4.34200,20.86200,12.98700,78.91600,91.90300,35.23900,56.66400,,56.66400,-1.32200,54.08100,12.98700,12.98700,253.98700,253.98700,0.21200,0.21200,1.63430,0.18190,0.23350,13.73950,5.27150,5.27150,37.30410,21.95180,0.05470,2.40550,0.98570,91.30890,1.79150,1.79150,1.25830,1.46550,12.45320,0.1189,-0.0962
2022-09-30,195.41600,189.07300,6.34300,4.23600,21.21900,-0.91000,26.36500,-20.02200,-18.82300,-38.84500,-16.29600,-22.54900,,-22.54900,0.06200,-19.77100,21.45500,-20.02200,247.13800,247.13800,-0.08000,-0.08000,1.80450,0.18400,0.23600,3.24590,-10.24580,-10.24580,-19.87810,-10.11740,0.04410,2.02750,1.10280,81.61140,-0.72290,-0.72290,-0.50900,-0.58990,,0.0491,-0.1256
2022-06-30,150.10500,183.69300,-33.58800,4.78600,21.62700,-4.21500,30.62800,-64.21600,-12.87700,-77.09300,-32.69600,-44.39700,,-44.39700,-0.19000,-36.28400,-19.88300,-64.21600,259.17100,259.17100,-0.14000,-0.14000,1.94460,0.18470,0.23680,-22.37630,-42.78070,-42.78070,-51.35940,-24.17240,0.03370,2.02350,0.93590,96.16550,-1.41570,-1.41570,-0.99810,-1.15430,,0.2374,0.1586
2022-03-31,232.91900,178.19400,54.72500,2.04400,23.08600,2.63700,22.49300,32.23200,116.23200,148.46400,13.79400,134.67000,,134.67000,479.99700,604.52400,77.95300,32.23200,253.98700,253.98700,2.38000,2.38000,1.55080,0.16710,0.24430,23.49530,13.83830,13.83830,63.74060,259.54260,0.05140,1.81510,0.90180,99.80070,4.26640,4.26640,2.96990,3.55360,,-0.24140,-0.31950
2021-12-31,253.34500,234.81000,18.53500,4.04200,25.02100,-42.83300,71.89600,-53.36100,88.87400,35.51300,-41.23700,76.75000,,76.75000,-301.21200,-226.13500,-53.36100,-53.36100,253.98700,253.98700,-0.89000,-0.89000,0.87530,0.25710,0.43650,7.31610,-21.06260,-21.06260,14.01760,-89.25970,0.05550,2.72200,0.99010,90.90340,3.02340,3.02340,1.68240,2.24610,9.97430,0.407,0.2806
2021-09-30,220.36100,203.94700,16.41400,3.53000,20.55600,-5.91500,30.00100,-13.58700,0.09400,-13.49300,-8.21700,-5.27600,,-5.27600,-89.15200,-91.85200,29.83200,-13.58700,255.14400,255.14400,-0.36000,-0.36000,1.31530,0.25110,0.40280,7.44870,-6.16580,-6.16580,-6.12310,-41.68250,0.04950,2.51720,0.99840,90.14250,-0.19060,-0.19060,-0.11850,-0.14270,,-1.822,-1.9142
2021-06-30,240.85600,202.55000,38.30600,1.96000,21.80500,-4.05600,27.82100,10.48500,32.09700,42.58200,9.71000,32.87200,,32.87200,5.09700,37.54200,59.75300,10.48500,253.98700,253.98700,0.15000,0.15000,1.33540,0.11850,0.19990,15.90410,4.35320,4.35320,17.67940,15.58690,0.06030,2.42750,0.94860,94.88120,1.15260,1.15260,0.82270,1.01610,,0.4041,0.3041
2021-03-31,185.88800,171.79900,14.08900,1.73800,21.03000,-0.81600,23.58400,-9.49500,46.02200,36.52700,16.07300,20.45400,,20.45400,-2.33700,16.37000,37.92800,-9.49500,253.98690,253.98690,0.06000,0.06000,1.64010,0.15130,0.20690,7.57930,-5.10790,-5.10790,19.65000,8.80640,0.04700,1.99220,0.88140,102.10890,0.72800,0.72800,0.51740,0.61780,,0.09160,0.05750
2020-12-31,236.06000,210.96400,25.09600,3.20800,23.80800,-14.52800,41.54400,-16.44800,31.12000,14.67200,22.45000,-7.77800,,-7.77800,-62.53000,-66.80000,-16.44800,-16.44800,253.98700,253.98700,-0.26000,-0.26000,1.63460,0.15320,0.21340,10.63120,-6.96770,-6.96770,6.21540,-28.29790,0.05930,2.72820,0.94170,95.56910,-0.27780,-0.27780,-0.19540,-0.23520,11.03540,0.0916,-0.0433
2020-09-30,228.19500,190.27400,37.92100,1.80200,22.09700,-1.31300,25.21200,12.70900,16.23000,28.93900,8.02100,20.91800,,20.91800,-1.46800,14.91200,12.70900,12.70900,248.53300,248.53300,0.06000,0.06000,1.37080,0.12180,0.21180,16.61780,5.56940,5.56940,12.68170,6.53480,0.05740,1.75010,1.12350,80.10690,0.72940,0.72940,0.52660,0.64050,,0.3826,0.3331
