Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.75400,4.18700,,-16.94100,1.56300,-15.37800,-15.37800,-15.37800,-15.37800,-17.76500,-16.94100,69.73600,69.73600,-0.22000,-0.22000,13.78780,,,-13.55590,-13.55600,-12.46050,-13.55600,2.04790,-0.22960,-0.22960
2024-06-30,19.08900,4.01300,,-23.10200,0.12600,-22.97600,-22.97600,-22.97600,-22.97600,-23.83200,-23.10200,51.46500,51.46500,-0.44000,-0.44000,13.39300,,,-18.98800,-18.98800,-17.30940,-18.98800,2.27250,-0.3502,-0.3502
2024-03-31,12.40100,3.81200,,-16.21300,-0.83700,-17.05000,-17.05000,-17.05000,-17.05000,-17.12300,-16.21300,50.81100,50.81100,-0.34000,-0.34000,11.81690,,,-24.06120,-24.06120,-19.43310,-24.06120,1.76570,-0.3053,-0.3053
2023-12-31,12.03900,3.15500,,-15.19400,1.28500,-13.90900,-13.90900,-13.90900,-13.90900,-17.33800,-15.19400,51.40800,51.40800,-0.27000,-0.27000,11.99860,,,-15.16330,-15.16330,-13.61630,-15.16330,2.31490,-0.2533,-0.2533
2023-09-30,12.21400,3.70000,,-15.91400,1.39000,-14.52400,-14.52400,-14.52400,-14.52400,-14.93100,-15.91400,51.40900,51.40900,-0.28000,-0.28000,14.26620,,,-14.02420,-14.02420,-12.85320,-14.02420,2.81220,-0.20590,-0.20590
2023-06-30,10.93300,3.30500,,-14.23800,1.51000,-12.72800,-12.72800,-12.72800,-12.72800,-14.89100,-14.23800,51.18700,51.18700,-0.26000,-0.26000,20.17500,,,-10.95620,-10.95620,-10.28770,-10.95620,3.15450,-0.2245,-0.2246
2023-03-31,14.23100,2.91100,,-17.14200,1.47000,-15.67200,-15.67200,-15.67200,-15.67200,-17.83900,-17.14200,51.40900,51.40900,-0.30000,-0.30000,24.05430,,,-12.30950,-12.30950,-11.67770,-12.30950,3.45710,-0.3511,-0.3511
2022-12-31,10.94500,3.44700,,-14.39200,0.83600,-13.55600,-13.55600,-13.55600,-13.55600,-14.38500,-14.39200,51.41000,51.41000,-0.26000,-0.26000,23.38130,,,-9.59620,-9.59610,-9.02480,-9.59610,3.83590,-0.1432,-0.1447
2022-09-30,7.70400,2.51400,,-10.21800,0.38700,-9.83100,-9.83100,-9.83100,-9.83100,-10.21500,-10.21800,50.52800,50.52800,-0.19000,-0.19000,64.07040,,,-6.42170,-6.42170,-6.30240,-6.42170,4.15700,-0.15020,-0.15160
2022-06-30,8.57400,2.72600,,-11.30000,1.87700,-9.42300,-9.42300,-9.42300,-9.42300,-11.19200,-11.30000,18.19700,19.48700,0.11000,0.05000,61.78070,,,-6.30420,-6.30420,-6.18230,-6.30420,4.45090,-0.4354,-0.4354
2022-03-31,8.68600,2.06800,,-10.75400,-0.45400,-11.20800,-11.20800,-11.20800,-11.20800,-10.64300,-10.75400,17.21800,17.21800,-0.65000,-0.65000,22.35270,0.21580,0.27520,-21.59250,-21.59250,-16.10970,-16.93230,3.33680,-0.7341,-0.7341
2021-12-31,9.45200,2.69700,,-12.14900,-0.44400,-12.59300,-12.59300,-12.59300,-12.59300,-12.03900,-12.14900,15.68000,15.68000,-0.80000,-0.80000,12.11760,0.18550,0.22770,-20.22490,-20.22490,-15.09860,-16.47370,4.00260,-0.1185,-0.1185
2021-09-30,5.77400,1.86600,,-7.64000,-0.19600,-7.83600,-7.83600,-7.83600,-7.83600,-7.53200,-7.64000,8.51300,8.51300,-0.92000,-0.92000,14.75940,0.39490,0.65270,-36.34680,-36.34680,-20.21670,-21.99270,2.49530,-0.74490,-0.74490
2021-06-30,4.38900,2.24700,,-6.63600,0.14600,-6.49000,-6.49000,-6.49000,-6.49000,-6.54700,-6.63600,7.67100,7.67100,-0.78000,-0.78000,21.33790,0.34860,0.53520,-24.86690,-24.86690,-15.23150,-16.19790,3.12490,-0.8435,-0.8435
2021-03-31,3.75800,1.72500,,-5.48300,1.78800,-3.69500,-3.69500,-3.69500,-3.69500,-5.47900,-5.48300,8.35200,8.35200,-0.44000,-0.44000,8.97300,,,-12.68370,-12.68370,-11.21980,-12.68370,3.48800,-0.6013,-0.6013
2020-12-31,4.49600,2.65600,,-7.15200,0.05500,-7.09700,-7.09700,-7.09700,-7.09700,-7.14900,-7.15200,8.04500,8.04500,-0.88000,-0.88000,13.95030,,,-19.77650,-19.77650,-18.24330,-19.77650,4.29670,-0.6147,-0.6147
2020-09-30,2.34400,1.27900,,-3.62300,0.00300,-3.62000,-3.62000,-3.62000,-3.62000,-3.62000,-3.62300,5.86700,5.86700,-0.62000,-0.62000,2.35810,,,-82.61090,-82.61070,-48.85290,-82.61070,0.74690,-0.60520,-0.60520
2020-06-30,2.44500,1.10700,,-3.55200,0.00500,-3.54700,-3.54700,-3.54700,-3.54700,-3.54800,-3.55200,5.75100,5.75100,-0.60000,-0.60000,3.26040,,,-48.16020,-48.16020,-32.34840,-48.16020,1.25530,-0.7776,-0.7776
2020-03-31,3.73300,1.33700,,-5.07000,0.03000,-5.04000,-5.04000,-5.04000,-5.04000,-5.06500,-5.07000,5.86600,5.86600,-0.86000,-0.86000,4.01300,,,-48.80880,-48.92250,-34.28340,-48.80880,1.76020,-0.9681,-0.9681
2019-12-31,5.03800,1.68200,,-6.72000,0.05400,-6.66600,-6.66600,-6.66600,-6.66600,-6.71600,-6.72000,5.86600,5.86600,-1.14000,-1.14000,3.60320,,,-45.38400,-45.46450,-32.41430,-45.38400,2.50370,-0.8059,-0.8059
2019-09-30,3.23400,1.94500,,-5.17900,0.09900,-5.08000,-5.08000,-5.08000,-5.08000,-5.17400,-5.17900,5.40900,5.40900,-0.94000,-0.94000,4.69240,,,-24.63870,-24.67220,-19.11790,-24.63870,3.51460,-1.65080,-1.65080
2019-06-30,1.71800,1.51100,,-3.17300,0.03700,-3.13600,-3.13600,-3.13600,-3.14700,-3.16900,-3.17300,0.03550,0.03550,-896.50000,-896.50000,1.44930,,,-178.99560,-182.00820,-25.59580,-178.99550,20.81750,-421.2876,-414.9794
2019-03-31,15.12200,1.92600,,-17.04800,-2.73500,-19.78300,-19.78300,-19.78300,-22.04500,-16.57300,-17.04800,1.23730,1.23730,-18.00000,-18.00000,2.31860,,0.00220,74.67960,-428.38390,-127.92630,-425.47600,3.75780,-6.8445,-6.8099
2018-12-31,1.30900,1.77300,-0.07900,-3.16100,-1.00100,-4.16200,-4.16200,-4.16200,-4.16200,-2.26800,-3.16100,1.24250,1.24250,-3.50000,-3.50000,0.14190,-1.04680,-0.51250,42.52280,42.37820,-913.39620,87.03620,-7.91040,-1.3295,-1.323
2018-09-30,0.93000,1.65500,0.02300,-2.56200,-0.80300,-3.36500,-3.36500,-3.36500,-3.36500,-1.83200,-2.56200,1.24330,1.24330,-2.50000,-2.50000,0.10530,,-0.64210,52.22570,51.94190,-314.72390,52.22580,-5.18220,-1.15180,-1.00140
2018-06-30,7.06010,1.89840,,-11.31240,-1.17850,-12.49100,-12.49100,-12.49100,-12.49100,-10.57880,-11.31240,1.11310,1.11310,-10.50000,-10.50000,0.32140,,-0.86720,315.34880,312.43030,-499.03960,315.34870,-3.18580,-3.2195,-1.827
2018-03-31,2.49620,2.45730,,-4.95350,-0.01440,-4.96780,-4.96780,-4.96780,-4.96780,-4.65320,-4.95350,1.08150,1.08150,-4.50000,-4.50000,0.10200,,1.73510,-932.17740,-1005.47900,-96.62550,-932.17460,0.49280,-1.9705,-1.9705
2017-12-31,3.41310,2.33790,,-5.75100,0.03240,-5.71860,-5.71860,-5.71860,-5.71860,-5.48240,-5.75100,1.07530,1.07530,-5.50000,-5.50000,0.51700,,0.00260,-150.41770,-152.04470,-90.46290,-150.41800,3.51540,-2.8518,-2.8517
2017-09-30,4.31060,2.40650,,-6.71710,0.03250,-6.68460,-6.68460,-6.68460,-6.68460,-6.44870,-6.71710,1.05780,1.05780,-6.50000,-6.50000,2.58000,,0.00130,-85.63550,-86.10420,-68.23200,-85.63540,7.26410,-4.63720,-4.64270
2017-06-30,3.09430,3.12610,,-6.22040,0.03170,-6.18870,-6.18870,-6.18870,-6.22960,-5.94100,-6.22040,0.82590,0.82590,-6.50000,-6.50000,2.78240,,0.00120,-72.56990,-72.94900,-58.22550,-72.56990,8.66150,-4.6663,-4.8045
2017-03-31,3.43910,1.95160,,-5.39070,0.00610,-5.38460,-5.38460,-5.38460,-8.75070,-5.10600,-5.39070,0.84430,0.84430,-10.50000,-10.50000,2.40060,,0.00120,-63.64590,-63.99500,-49.88010,-63.64590,9.30680,-4.023,-4.0446
2016-12-31,3.07540,1.81390,,-4.88920,0.00130,-4.88790,-4.88790,-4.88790,-4.88790,-4.60930,-4.88920,0.81580,0.81580,-6.00000,-6.00000,2.26750,,0.00130,-61.61640,-61.99120,-49.18230,-61.61640,9.68550,-3.2349,-3.3897
2016-09-30,2.48590,1.33780,,-3.82370,0.00780,-3.81590,-3.81590,-3.81590,-3.81590,-3.55350,-3.82370,0.70800,0.70800,-5.50000,-5.50000,2.50870,,0.00730,-46.52250,-46.80660,-37.94380,-46.52250,10.91910,-4.19250,-4.37180
2016-06-30,2.64600,1.22360,,-3.86960,-0.00120,-3.87080,-3.87080,-3.87080,-9.78390,-3.60070,-3.86960,0.49550,0.49550,-19.00000,-19.00000,2.59580,,0.00950,-44.12210,-44.38320,-35.50060,-44.12210,12.49300,-6.0969,-6.6734
2016-03-31,2.31020,1.40530,,-3.71550,0.00460,-3.71080,-3.71080,-3.71080,-3.77210,-3.45720,-3.71550,0.48680,0.48680,-7.50000,-7.50000,0.84340,,0.01800,-331.74520,-63.03500,-42.21250,-62.46800,12.20390,-5.2147,-6.2766
2015-12-31,2.52390,1.54270,,-4.06650,0.00050,-4.06600,-4.06600,-4.06600,-4.06600,-3.91450,-4.06650,0.48680,0.48680,-8.50000,-8.50000,0.73960,,0.02340,-107.62580,-73.57690,-47.64180,-72.84830,11.46650,-4.6935,-6.0931
2015-09-30,1.96840,1.33130,,-3.29970,0.01170,-3.28800,-3.28800,-3.28800,-3.28800,-3.22760,-3.29970,0.48680,0.48680,-7.00000,-7.00000,1.55910,,0.02280,-48.65550,-49.07000,-35.85380,-48.65550,13.88290,-5.16410,-6.34800
2015-06-30,1.73170,1.36180,,-3.09350,0.05410,-3.03950,-3.03950,-3.03950,-3.03950,-3.05390,-3.09350,0.41900,0.41900,-6.00000,-6.00000,3.58570,0.00250,0.01950,-33.57110,-33.79100,-26.98580,-33.48560,18.60020,-5.5481,-11.025
2015-03-31,1.29080,1.00940,,-2.30020,-0.87240,-3.17260,-3.17260,-3.17260,-3.17260,-2.26530,-2.30020,0.45090,0.45090,-7.00000,-7.00000,4.97210,0.00480,0.02060,-32.69380,-32.89970,-26.31580,-32.53640,20.61550,-2.8558,-4.0924
2014-12-31,1.56620,1.50290,,-3.06900,0.13350,-2.93560,-2.93560,-2.93560,-2.93560,-3.03720,-3.06900,0.37780,0.37780,-8.00000,-8.00000,3.68260,0.00900,0.02850,-37.55300,-37.85590,-27.37570,-37.21650,17.76380,-4.4415,-4.6823
2014-09-30,0.11260,2.12260,,-2.23510,0.02040,-2.21470,-2.21470,-2.21470,-2.21470,-2.20740,-2.23510,0.36270,0.36270,-6.00000,-6.00000,5.25890,0.01990,0.04880,-44.12580,-44.20380,-35.34050,-43.24940,13.77500,-4.04930,-4.51260
2014-06-30,0.03210,2.28760,,-2.27530,0.22450,-2.05080,-2.05080,-2.05080,-2.00520,-6.03900,-2.27530,0.18770,0.18770,5.50000,5.50000,6.54280,,0.00940,-32.00980,-32.05560,-27.69580,-32.00980,17.70600,-8.8621,-9.2349
2014-03-31,0.00220,1.59310,,-1.59540,-3.49180,-5.08710,-5.08710,-5.08710,-5.08710,1.61060,-1.59540,0.13340,0.13340,-38.00000,-38.00000,2.09070,,0.26180,-149.27800,-149.71950,-81.13200,-149.27810,11.65630,-5.3006,-5.3006
2013-12-31,,0.65010,,-0.65010,-1.16850,-1.81860,-1.81860,-1.81860,-1.81860,-0.15750,-0.65010,0.13330,0.13330,-13.50000,-13.50000,0.28420,,-0.84880,41.36330,41.26070,-84.75240,41.36330,-32.96900,-2.7394,-2.7394
2013-09-30,,0.61080,-0.03070,-0.65530,-0.11860,-0.77390,-0.77390,-0.77390,-0.81950,-0.57890,-0.65530,0.13330,0.13330,-6.00000,-6.00000,0.10140,,-0.77500,15.93560,16.02860,-89.61660,16.06800,-36.11600,0.02750,0.02750
2013-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,10.8968,10.9883
2013-03-31,0.00300,3.99110,-0.04410,-4.05430,-0.47970,-4.53400,-4.53400,-4.53400,-4.53400,-3.95090,-4.05430,0.12800,0.12800,-35.50000,-35.50000,0.24990,,-1.05130,127.71040,127.24440,-289.16720,127.71040,-26.62120,-4.5761,-4.6676
2012-12-31,,0.47720,-0.00440,-0.50010,-0.03740,-0.53750,-0.53750,-0.53750,-0.53750,-0.45100,-0.50010,0.11760,0.11760,-5.99880,-5.99880,,,,,,,,,-3.3876,-3.3876
2012-09-30,,0.52120,-0.00160,-0.53860,-0.08800,-0.62660,-0.62660,-0.62660,-0.63090,-0.48330,-0.53860,0.11760,0.11760,-5.99880,-5.99880,,,,,,,,,-2.93310,-2.93310
2012-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,3.9259,3.9259
2012-03-31,,0.07940,-0.00340,-0.09330,-0.08230,-0.17550,-0.17550,-0.17550,-0.17690,-0.09330,-0.09330,0.11760,0.11760,-2.99940,-2.99940,,,,,,,,,-3.9259,-3.9259
