Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,22.78500,13.77100,-36.55600,11.61600,-24.94000,-24.94000,-24.94000,-24.94000,-41.42400,-36.55600,110.91100,110.91100,-0.22000,-0.22000,36.46680,,,-2.73630,-2.73630,-2.65920,-2.73630,8.17920,-0.1965,-0.1965
2024-06-30,23.76900,10.28500,-34.05400,11.80400,-22.25000,-22.25000,-22.25000,-22.25000,-39.39700,-34.05400,110.39000,110.39000,-0.20000,-0.20000,37.68880,,,-2.41590,-2.41590,-2.34990,-2.41590,8.31240,-0.2546,-0.2546
2024-03-31,24.10300,9.97000,-34.07300,6.71700,-27.35600,-27.35600,-27.35600,-27.35600,-36.79200,-34.07300,103.45700,103.45700,-0.26000,-0.26000,29.48480,,,-2.92920,-2.92920,-2.82740,-2.92920,8.47230,-0.05930,-0.05930
2023-12-31,20.50200,8.78300,-29.28500,4.68000,-24.60500,-24.60500,-24.60500,-24.60500,-31.88700,-29.28500,94.34700,94.34700,-0.24000,-0.24000,19.19130,,,-7.06190,-7.06190,-6.67720,-7.06190,3.48020,-0.2195,-0.2195
2023-09-30,18.37900,8.88600,-27.26500,4.73100,-22.53400,-22.53400,-22.53400,-22.53400,-30.33500,-27.26500,99.84600,99.84600,-0.23000,-0.23000,28.44460,,,-6.11940,-6.11940,-5.88870,-6.11940,3.68130,-0.1938,-0.1938
2023-06-30,13.91700,9.82300,-23.74000,4.51500,-19.22500,-19.22500,-19.22500,-19.22500,-25.60100,-23.74000,99.01000,99.01000,-0.19000,-0.19000,29.63130,,,-4.97910,-4.97910,-4.79790,-4.97910,3.86000,-0.0499,-0.0499
2023-03-31,11.00800,9.52900,-20.53700,1.00600,-19.53100,-19.53100,-19.53100,-19.53100,-20.82600,-20.53700,78.35200,78.35200,-0.25000,-0.25000,9.55130,,,-14.56830,-14.56830,-12.94340,-14.56830,1.69020,-0.31450,-0.31450
2022-12-31,16.17800,4.10500,-20.28300,0.72400,-19.55900,-19.55900,-19.55900,-19.55900,-20.25600,-20.28300,76.83400,76.83400,-0.25000,-0.25000,7.61110,,,-13.45910,-13.45910,-11.60570,-13.45910,1.85700,-0.1401,-0.1401
2022-09-30,11.95900,4.23700,-16.19600,0.42300,-15.77300,-15.77300,-15.77300,-15.77300,-15.88400,-16.19600,76.50500,76.50500,-0.21000,-0.21000,11.74500,,,-10.42600,-10.42600,-9.46290,-10.42600,1.97270,-0.1778,-0.1778
2022-06-30,13.54200,4.08900,-17.63100,0.19900,-17.43200,-17.43200,-17.43200,-17.43200,-17.16200,-17.63100,76.84200,76.84200,-0.23000,-0.23000,12.10060,,,-10.55010,-10.55010,-9.60400,-10.55010,2.15460,-0.176,-0.176
2022-03-31,12.55500,3.69000,-16.24500,0.14200,-16.10300,-16.10300,-16.10300,-16.10300,-15.48600,-16.24500,77.41300,77.41300,-0.21000,-0.21000,17.15470,,,-8.83470,-8.83470,-8.25680,-8.83470,2.35570,-0.13600,-0.13600
