Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,2.37100,2.14230,0.22870,2.13560,7.62560,9.76110,-9.53240,4.80110,-4.73130,-4.73130,,,-4.85580,-9.46510,-9.53240,0.04720,0.04720,-104.00000,-104.00000,4.67560,,9.64650,-402.03590,-402.03590,-199.54430,-204.79720,0.05520,0.22970,1.65680,54.32320,,,,,497.51560,-179.17490,-184.49430
2021-12-31,1.24740,1.12470,0.12270,1.94940,6.54410,8.49360,-8.37090,-0.98670,-9.35760,,-9.35760,-9.35760,-9.50340,-8.32570,-8.37090,0.04160,0.04160,-296.00000,-296.00000,4.93230,,9.83400,-671.06630,-671.06630,-750.16720,-761.85720,0.02360,0.10120,0.66120,136.12620,-34.64170,-36.65130,-17.68430,-34.64170,572.87400,-196.9543,-203.4977
2021-09-30,1.16300,0.38760,0.77540,1.62260,6.59950,8.22210,-7.44670,0.69960,-6.74710,,-6.74710,-6.74710,-4.82630,-7.40620,-7.44670,0.04660,0.04660,-104.00000,-104.00000,8.36350,,66.67410,-640.29670,-640.29670,-580.14210,-414.98940,0.01180,0.06270,1.05810,85.06130,-7.58520,-7.71670,-6.82940,-7.58520,1909.36500,-216.7458,-216.7495
2021-06-30,0.98130,0.36270,0.61870,1.68920,5.26980,6.95900,-6.34040,-46.80960,-53.14990,0.00100,-53.15090,-53.15090,-53.15090,-6.29990,-6.34040,0.04670,0.04670,-1140.00000,-1140.00000,9.19870,,63.04420,-646.09910,-646.09910,-5416.11200,-5416.21400,0.00960,0.08600,0.86180,104.42810,-56.04860,-56.98050,-52.04520,-56.04860,2036.39900,-186.1866,-186.3274
2021-03-31,0.79900,0.12720,0.67180,1.26300,4.48270,5.74570,-5.07390,-0.28780,-5.36170,,-5.36170,-5.36170,-5.36170,-5.03250,-5.07390,0.02600,0.02600,-208.00000,-208.00000,5.64280,0.00860,84.07720,-635.00420,-635.00420,-671.02700,-671.02700,0.01140,0.04380,0.94200,95.53700,-9.34190,-9.45240,-7.63090,-9.34190,1223.69200,-101.22330,-100.91170
2020-12-31,1.46030,0.45570,1.00460,0.91120,2.40310,3.31440,-2.30980,-0.24120,-2.55100,,-2.55100,-2.55100,-2.55100,-2.26840,-2.30980,0.02210,0.02210,-112.00000,-112.00000,0.59300,-4.87010,68.79170,-158.16900,-158.16900,-174.68670,-174.68670,0.20410,0.43300,1.46050,61.62420,288.77200,101.94830,-35.65090,289.32120,-38.65880,-81.7839,-81.7789
2020-09-30,1.34090,0.03210,1.30880,0.77070,1.36650,2.13720,-0.82840,0.04610,-0.78230,,-0.78230,-0.78230,-0.78230,-0.78710,-0.82840,0.02190,0.02190,-36.00000,-36.00000,6.97010,,97.60420,-61.77770,-61.77770,-58.33730,-58.33730,0.02300,,,,-15.64500,-15.64500,-1.34310,-15.64500,862.16900,-24.3815,-24.3815
2020-06-30,0.46310,0.01080,0.45230,0.66550,0.86880,1.53430,-1.08190,0.02880,-1.05310,0.00100,-1.05410,-1.05410,-1.05410,-1.03230,-1.08190,0.02190,0.02190,-48.00000,-48.00000,30.79340,,97.66640,-233.60770,-233.60770,-227.38160,-227.59750,0.00800,,,,-21.08200,-21.08200,-1.81070,-21.08200,865.42740,-17.5035,-17.5035
2020-03-31,0.94530,0.02240,0.92290,0.54160,0.84860,1.39020,-0.46730,-0.03050,-0.49780,,-0.49780,-0.49780,-0.49780,-0.43470,-0.46730,0.02190,0.02190,-24.00000,-24.00000,14.88900,,97.63090,-49.43230,-49.43230,-52.65970,-52.65970,0.01630,,,,-9.95610,-9.95610,-0.85710,-9.95610,869.94480,-15.94630,-16.97170
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2019-09-30,,,,,0.00020,,-0.00020,,-0.00020,,-0.00020,-0.00020,-0.00020,-0.00020,-0.00020,0.00360,0.00360,0.00000,0.00000,,,,,,,,,,,,,,,,,0,0
