Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,39.06900,8.92700,30.14200,2.22400,10.30600,19.83600,-4.78200,15.05400,15.05400,15.05400,15.05400,29.17600,19.83600,36.80200,36.80200,0.32000,0.32000,1.67790,0.41060,0.69670,77.15070,50.77170,50.77170,38.53180,38.53180,0.04650,,11.17220,8.05570,4.30990,3.16260,1.79060,1.86400,12.93410,0.6954,0.6954
2024-06-30,37.61500,8.57200,29.04300,2.22800,10.22200,18.82100,-8.11300,10.70800,10.70800,10.70800,10.70800,28.92800,18.82100,36.80200,36.80200,0.20000,0.20000,0.70430,0.39170,0.73780,77.21120,50.03590,50.03590,28.46740,28.46740,0.04490,11.14690,26.52680,3.39280,3.17280,2.30670,1.27720,1.40320,12.61360,0.6125,0.6125
2024-03-31,38.05500,8.55700,29.49800,2.16700,10.16100,19.33700,-7.58700,11.75000,11.75000,11.75000,11.75000,29.46000,19.33700,36.80200,36.80200,0.23000,0.23000,3.68280,0.47180,0.89320,77.51410,50.81330,50.81330,30.87640,30.87640,0.04250,,26.29920,3.42220,3.56050,2.57270,1.31310,1.35890,12.41030,0.31440,0.31440
2023-12-31,36.95000,9.01900,27.93100,2.17200,10.25400,17.67700,-7.21500,10.46200,10.46200,10.46200,-1.12500,36.27100,17.67700,36.80200,36.80200,0.21000,0.21000,2.20820,0.48350,0.93610,75.59130,47.84030,47.84030,28.31390,-3.04470,0.04070,,27.37040,3.28820,3.25390,2.33400,1.15100,1.20550,12.17980,0.5485,0.5485
2023-09-30,48.61400,29.08300,19.53100,2.08900,10.13700,9.39400,-8.01400,1.38000,1.38000,1.38000,1.38000,15.14100,9.39400,36.80200,36.80200,-0.04000,-0.04000,2.45850,0.49460,0.97850,40.17570,19.32370,19.32370,2.83870,2.83870,0.05300,,36.01040,2.49930,0.43960,0.31320,0.15050,0.15830,11.97410,0.5916,0.5916
2023-06-30,37.65300,9.28800,28.36500,2.11600,10.06700,18.29800,-3.86800,14.43000,14.43000,14.43000,14.43000,23.05000,18.29800,36.80200,36.80200,0.31000,0.31000,3.09390,0.50030,1.00140,75.33260,48.59640,48.59640,38.32360,38.32360,0.04090,,27.89110,3.22680,4.57420,3.26340,1.56870,1.63060,12.01510,0.2385,0.2385
2023-03-31,37.26300,8.01000,29.25300,2.04400,9.90900,19.34400,-9.74400,9.60000,9.60000,9.60000,9.60000,24.08000,19.34400,36.80200,36.80200,0.18000,0.18000,3.74100,0.51340,1.05510,78.50410,51.91210,51.91210,25.76280,25.76280,0.04090,,27.60220,3.26060,3.15870,2.22920,1.05400,1.08470,11.70150,0.37110,0.37110
2022-12-31,35.06400,8.46900,26.59500,2.31100,10.35100,16.24400,-4.62600,11.61800,11.61800,11.61800,0.01300,24.81200,16.24400,36.80200,36.80200,0.24000,0.24000,1.05620,0.51530,1.17240,75.84700,46.32670,46.32670,33.13370,0.03710,0.03700,9.56950,523.34330,0.17200,3.90890,2.74050,1.22590,1.32820,11.51920,0.3647,0.3647
2022-09-30,29.91400,15.31600,14.59800,2.15000,10.17700,4.42100,2.97200,7.39300,7.39300,7.39300,7.39300,13.01400,4.42100,36.80200,36.80200,0.12000,0.12000,4.99390,0.55960,1.27050,48.79990,14.77900,14.77900,24.71420,24.71420,0.03070,,22.15850,4.06160,2.56270,1.78060,0.75870,0.78420,11.28210,0.2953,0.2953
2022-06-30,33.41900,10.99700,22.42200,2.38700,10.30700,12.11500,-0.99800,11.11700,11.11700,11.11700,11.11700,20.60800,12.11500,36.80200,36.80200,0.22000,0.22000,5.30310,0.56760,1.31240,67.09360,36.25180,36.25180,33.26550,33.26550,0.03410,,8.89040,10.12330,3.91460,2.70680,1.13570,1.17060,11.15980,0.2224,0.2224
