Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,33.26000,10.74200,22.51800,2.14200,9.96100,12.55700,11.32500,23.88200,23.88200,23.88200,23.88200,20.95700,12.55700,36.80200,36.80200,0.57000,0.57000,4.69170,0.57770,1.36780,67.70290,37.75410,37.75410,71.80400,71.80400,0.03380,,11.92970,7.54420,8.66040,5.93380,2.42340,2.50610,10.93620,0.67520,0.67520
2021-12-31,35.67800,8.72900,26.94900,2.22600,10.21900,16.73000,0.21100,16.94100,16.94100,16.94100,5.33700,25.33300,16.73000,36.50400,36.50400,0.38000,0.38000,0.78810,0.57490,1.47310,75.53400,46.89160,46.89160,47.48300,14.95880,0.03700,9.60290,28.91250,3.11280,6.64950,4.44080,1.75470,1.88760,10.36590,0.5882,0.5882
2021-09-30,34.69100,7.70500,26.98600,2.19200,10.18400,16.80200,-5.46300,11.33900,11.33900,11.33900,11.33900,25.41600,16.80200,36.80200,36.80200,0.23000,0.23000,5.76300,0.60950,1.56060,77.78960,48.43330,48.43330,32.68570,32.68570,0.03600,,20.27530,4.43890,4.71050,3.08600,1.17790,1.20520,9.98410,0.5346,0.5346
2021-06-30,33.92900,8.30300,25.62600,2.40400,10.31000,15.31600,-6.20100,9.11500,9.11500,9.11500,9.11500,24.09300,15.31600,36.66100,36.66100,0.17000,0.17000,4.37290,0.61960,1.62920,75.52830,45.14130,45.14130,26.86490,26.86490,0.03500,,25.13260,3.58100,3.92430,2.53910,0.94000,0.96570,9.75450,0.4155,0.4155
2021-03-31,33.44800,7.56000,25.88800,2.30600,10.12500,15.76300,0.10200,15.86500,15.86500,15.86500,15.86500,24.26500,15.76300,35.73600,35.73600,0.36000,0.36000,4.38770,0.62960,1.69990,77.39780,47.12690,47.12690,47.43180,47.43180,0.03440,,24.77630,3.63250,7.08110,4.52300,1.63360,1.67520,9.72870,0.64200,0.64200
2020-12-31,34.43500,7.83200,26.60300,2.36400,10.35700,16.24600,-5.60300,10.64300,10.64300,10.64300,-0.94300,24.90800,16.24600,35.54700,35.54700,0.22000,0.22000,0.43150,0.62550,1.80590,77.25570,47.17870,47.17870,30.90750,-2.73850,0.03570,9.69310,89.67450,1.00360,5.07340,3.16290,1.10190,1.18460,9.44860,0.4009,0.4009
2020-09-30,34.34600,7.91200,26.43400,2.29300,10.28500,16.14900,-6.13400,10.01500,10.01500,10.01500,10.01500,24.82100,16.14900,35.59350,35.59350,0.20000,0.20000,0.12450,,1.88330,76.96380,47.01860,47.01860,29.15920,29.15920,0.03520,,25.44150,3.53750,4.95780,3.04670,1.02670,3.04670,9.23030,0.7728,0.7728
2020-06-30,33.91300,7.60500,26.30800,2.24500,10.15100,16.15700,-9.73000,6.42700,6.42700,6.42700,6.42700,24.75200,16.15700,35.49000,35.49000,0.10000,0.10000,3.81730,0.66240,1.96200,77.57500,47.64250,47.64250,18.95140,18.95140,0.03490,,11.68610,7.70150,3.30260,2.00020,0.66050,0.67530,9.05380,0.2283,0.2283
2020-03-31,34.47100,8.47500,25.99600,2.37800,10.28400,15.71200,-8.74500,6.96700,6.96700,6.96700,6.96700,24.32400,15.71200,35.49000,35.49000,0.11000,0.11000,3.13060,0.66880,2.01960,75.41410,45.58030,45.58030,20.21120,20.21120,0.03490,,25.53410,3.52470,3.64630,2.19240,0.70610,0.72600,8.95420,0.52790,0.52790
2019-12-31,34.31700,7.84000,26.47700,2.53200,10.52400,15.95300,-10.42400,5.52900,5.52900,5.52900,-3.13700,24.89500,15.95300,35.49000,35.49000,0.08000,0.08000,0.28110,0.65950,2.08210,77.15420,46.48720,46.48720,16.11160,-9.14120,0.03470,10.91920,239.97900,0.37500,2.95680,1.76250,0.55890,0.60010,8.83930,0.3796,0.3796
2019-09-30,34.36400,8.27200,26.09200,2.38500,10.03100,16.06100,-20.80100,-4.74000,-4.74000,-4.74000,-4.74000,31.95100,16.06100,35.49000,35.49000,-0.21000,-0.21000,15.15560,0.74620,2.93950,75.92830,46.73790,46.73790,-13.79350,-13.79350,0.02750,,13.72910,6.55540,-2.57110,-1.52380,-0.37920,-0.38680,8.76490,0.3821,0.3821
2019-06-30,30.81700,7.46500,23.35200,2.26900,9.83100,13.52100,-12.58900,0.93200,0.93200,0.93200,-1.95700,21.96200,13.52100,35.49000,35.49000,-0.06000,-0.06000,6.05800,0.69080,2.23420,75.77640,43.87510,43.87510,3.02430,-6.35040,0.02920,,16.13460,5.57810,0.48550,0.29240,0.08850,0.09040,8.98000,0.1961,0.1961
2019-03-31,31.40300,7.48300,23.92000,2.05900,9.53900,14.38100,-12.48900,1.89200,1.89200,1.89200,1.89200,22.66500,14.38100,35.49000,35.49000,-0.03000,-0.03000,0.15870,,2.20650,76.17110,45.79500,45.79500,6.02490,6.02490,0.02970,,13.64750,6.59460,0.96450,0.58600,0.17880,0.58600,9.09770,0.25880,0.25880
2018-12-31,31.01900,9.38900,21.63000,2.27200,9.91800,11.71200,-12.63600,-0.92400,-0.92400,-0.92400,-8.57900,20.21200,11.71200,35.49000,35.49000,-0.17000,-0.17000,0.41420,0.58540,2.18330,69.73150,37.75750,37.75750,-2.97880,-27.65720,0.02920,7.69590,27.35360,3.29020,-0.46340,-0.28300,-0.08690,-0.11730,9.19940,0.2539,0.2539
2018-09-30,31.32000,9.69700,21.62300,2.07500,9.72000,11.90300,-12.55700,-0.65400,-0.65400,-0.65400,-0.65400,20.39800,11.90300,35.49000,35.49000,-0.07000,-0.07000,2.72810,0.71370,2.50240,69.03900,38.00450,38.00450,-2.08810,-2.08810,0.03060,5.27010,26.43040,3.40520,-0.30880,-0.22950,-0.06400,-0.06570,8.03050,0.38,0.3801
2018-06-30,30.89200,8.75200,22.14000,2.01500,9.57800,12.56200,-12.21100,0.35100,0.35100,0.35100,0.35100,20.93900,12.56200,35.49000,35.49000,0.04000,0.04000,2.80930,0.70590,2.40890,71.66900,40.66430,40.66430,1.13620,1.13620,0.02990,,13.15670,6.84060,0.15740,0.11850,0.03400,0.03490,8.34670,0.2435,0.2319
2018-03-31,33.90400,7.42800,26.47600,2.19400,9.67000,16.80600,-11.96600,4.84000,4.84000,4.84000,4.84000,25.09300,16.80600,35.49000,35.49000,0.09000,0.09000,3.01970,0.69890,2.32980,78.09110,49.56940,49.56940,14.27560,14.27560,0.03260,,20.73640,4.34020,2.07520,1.57940,0.46490,0.47560,8.63470,0.33400,0.33400
2017-12-31,34.45200,7.38100,27.07100,2.00500,9.64700,17.42400,-11.79900,5.62500,5.62500,5.62500,-2.41200,25.89100,17.42400,34.54600,34.54600,0.08000,0.08000,3.07470,0.69100,2.24410,78.57600,50.57470,50.57470,16.32710,-7.00100,0.03270,9.23780,33.19080,2.71160,2.29500,1.76710,0.53350,0.54610,8.96920,0.4685,0.4685
2017-09-30,33.47100,7.98900,25.48200,1.94700,9.58900,15.89300,-11.91000,3.98300,3.98300,3.98300,3.98300,24.37400,15.89300,35.49000,35.49000,0.06000,0.06000,2.94630,0.68370,2.16970,76.13160,47.48290,47.48290,11.89990,11.89990,0.03130,,66.01780,1.36330,1.55470,1.20910,0.37290,0.38240,9.28170,0.4161,0.4161
2017-06-30,31.97500,13.74700,18.22800,1.93500,9.49400,8.73400,-13.91500,-5.18100,-5.18100,-5.18100,-5.18100,19.53000,8.73400,35.49000,35.49000,-0.19000,-0.19000,3.10710,0.67550,2.08940,57.00700,27.31510,27.31510,-16.20330,-16.20330,0.02960,,51.48950,1.74790,-1.92660,-1.51430,-0.47950,-0.49140,9.64040,0.2595,0.2595
2017-03-31,39.09200,7.76200,31.33000,1.96100,9.43700,21.89300,-8.98100,12.91200,12.91200,12.91200,12.91200,29.85500,21.89300,31.66050,31.66050,0.32000,0.32000,4.18610,0.66130,1.96240,80.14430,56.00380,56.00380,33.02980,33.02980,0.03570,,94.88350,0.94850,4.43990,3.54690,1.17820,1.20120,10.25730,0.57360,0.57360
2016-12-31,41.38500,7.52700,33.85800,1.91300,9.55500,24.30300,-8.82800,15.47500,15.47500,15.47500,-16.72700,32.44000,24.30300,20.50500,20.50500,0.39000,0.39000,1.13460,0.65050,1.94770,81.81230,58.72420,58.72420,37.39280,-40.41800,0.03740,9.02520,42.31590,2.12690,5.25250,4.20700,1.39830,1.47020,17.93880,1.1385,1.1385
2016-09-30,43.08700,7.48200,35.60500,1.91400,9.55600,26.04900,-8.77100,17.27800,17.27800,17.27800,17.27800,34.19000,26.04900,20.50500,20.50500,0.44000,0.44000,,,,82.63510,60.45680,60.45680,40.10030,40.10030,,,,,,,,,,1.3155,1.3011
2016-06-30,42.63800,7.40900,35.22900,1.94700,9.50600,25.72300,-8.75700,16.96600,16.96600,16.96600,16.96600,33.78300,25.72300,20.50500,20.50500,0.43000,0.43000,1.07520,0.65510,1.98550,82.62350,60.32880,60.32880,39.79080,39.79080,0.03790,8.18670,64.89800,1.38680,5.74540,4.60390,1.50760,1.58780,17.97180,1.4464,1.3702
2016-03-31,42.74100,7.07500,35.66600,2.11000,9.66200,26.00400,-8.86900,17.13500,17.13500,17.13500,17.13500,34.04500,26.00400,20.50500,20.50500,0.43000,0.43000,1.04720,0.65770,2.00760,83.44680,60.84090,60.84090,40.09030,40.09030,0.03780,16.92580,40.28370,2.23420,5.80760,4.65300,1.51560,1.59260,17.95510,1.15290,-0.58400
2015-12-31,37.01600,6.97200,30.04400,1.69300,7.97600,22.06800,-7.24200,14.82600,14.82600,14.82600,7.40600,28.74300,22.06800,20.50500,20.50500,0.36000,0.36000,0.50270,0.63960,1.84940,81.16490,59.61750,59.61740,40.05290,20.00760,0.03340,20.03450,65.74780,1.36890,5.03220,4.03060,1.33800,1.45260,17.93890,1.3994,-8.6003
2015-09-30,37.01500,6.26100,30.75400,1.64300,7.74400,23.01000,-6.96700,16.04300,16.04300,16.04300,8.47400,29.49400,23.01000,20.50500,20.50500,0.41000,0.41000,2.60250,0.59330,1.51290,83.08520,62.16400,62.16400,43.34190,22.89340,0.03910,21.66440,80.29280,1.12090,5.41060,4.33430,1.69290,1.76270,18.05120,1.3466,1.3466
2015-06-30,35.55100,6.60400,28.94700,1.60800,7.64300,21.30400,-7.00100,14.30300,14.30300,14.30300,8.42000,27.72400,21.30400,20.50500,20.50500,0.41000,0.41000,0.48730,0.64740,1.90350,81.42390,59.92520,59.92520,40.23230,23.68430,0.04060,23.09090,23.34270,3.85560,4.81860,4.81860,1.63480,1.69900,14.47580,0.695,0.695
2015-03-31,35.62000,6.21100,29.40900,1.73100,7.69900,21.71000,-6.83200,14.87800,14.87800,14.87800,8.57800,28.06300,21.71000,20.50500,20.50500,0.42000,0.42000,0.54790,0.64890,1.91560,82.56320,60.94890,60.94890,41.76870,24.08200,0.04010,19.11080,31.80360,2.82990,5.00020,5.00020,1.67680,1.75540,14.51110,1.28680,1.28680
2014-12-31,36.37500,6.31400,30.06100,1.74700,7.84800,22.21300,-6.89300,15.32000,15.32000,15.32000,7.93900,28.70500,22.21300,17.96400,17.96400,0.40000,0.40000,0.42430,0.64800,1.90630,82.64190,61.06670,61.06670,42.11680,21.82540,0.04130,17.68630,40.91680,2.19960,5.14620,5.14620,1.74110,1.81170,14.51830,1.5323,-1.2623
2014-09-30,28.84100,5.28400,23.55700,1.33000,6.19900,17.35800,-3.36400,13.99400,13.99400,13.99400,8.27500,22.38500,17.35800,20.50500,20.50500,0.39000,0.39000,0.36730,0.65400,1.95790,81.67890,60.18520,60.18520,48.52120,28.69180,0.03230,13.21000,76.09760,1.18270,4.72400,4.72400,1.56720,1.63440,14.44680,0.6209,-5.8178
2014-06-30,20.86300,3.92500,16.93800,1.16500,4.66900,12.26900,-2.05100,10.21800,10.21800,10.21800,6.60000,15.89100,12.26900,15.77360,15.77360,0.42000,0.42000,0.68440,0.46810,0.93590,81.18680,58.80750,58.80750,48.97670,31.63500,0.02960,17.29080,28.04170,3.20950,2.85470,2.85470,1.44750,1.51840,17.45610,1.1325,-12.1531
2014-03-31,21.00900,3.56300,17.44600,1.27500,4.62300,12.82300,-1.79400,11.02900,11.02900,11.02900,5.50900,16.28900,12.82300,14.98500,14.98500,0.37000,0.37000,1.23830,0.44830,0.81250,83.04060,61.03580,61.03580,52.49660,26.22210,0.04300,,12.99260,6.92700,4.18570,4.18570,2.25830,2.30940,17.58360,0.96960,0.96960
2013-12-31,21.67700,3.29500,18.38200,0.97000,4.39300,13.98900,-2.97500,11.01400,11.01400,11.01400,-4.08200,18.06400,13.98900,7.72950,7.72950,1.35000,1.35000,0.51040,0.45380,0.85210,84.79960,64.53380,64.53380,50.80960,-18.83100,0.04440,,13.16950,6.83400,4.27400,4.27400,2.25360,2.33450,17.19710,0.3152,0.3152
2013-09-30,21.55800,3.23600,18.32200,0.77500,4.19800,14.12400,-2.24600,11.87800,11.87800,11.87800,11.87800,17.67700,14.12400,6.73500,6.73500,0.55000,0.55000,0.71990,0.75920,3.17190,84.98930,65.51630,65.51630,55.09790,55.09790,0.04550,,89.45230,1.00610,10.81970,10.81970,2.50680,2.60560,16.30010,2.7715,2.7715
2013-06-30,21.27600,3.44100,17.83500,0.68100,4.06600,13.76900,-2.24800,11.52100,11.52100,11.52100,11.52100,17.28700,13.76900,6.73500,6.73500,0.53000,0.53000,0.01370,,3.66740,83.82680,64.71610,64.71610,54.15020,54.15020,0.04540,,50.65710,1.77670,11.76810,11.76690,2.46000,11.76810,,1.623,1.623
2013-03-31,21.16800,3.62300,17.54500,0.69800,4.04600,13.49900,-2.29200,11.20700,11.20700,11.20700,3.47000,16.98200,13.49900,6.73500,6.73500,0.52000,0.52000,,,,82.88450,63.77080,63.77080,52.94310,16.39270,,,,,,,,,,1.00920,1.00920
2012-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-1.5382,-1.5382
2012-09-30,19.45300,6.00900,13.44400,0.67200,4.09500,9.34900,-2.69900,6.65000,6.65000,6.65000,6.65000,9.34900,9.34900,6.73500,6.73500,0.31000,0.31000,,,,69.11020,48.05940,48.05940,34.18500,34.18500,,,,,,,,,,1.5382,1.5382
2011-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
