Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,85.23600,42.33600,42.90000,26.63900,26.63900,16.26100,16.26100,3.48600,12.77500,12.77500,11.57700,13.66500,17.18500,0.85000,0.74000,0.24990,38.88800,27.68620,0.00900,2.83590,2.95950,0.27610,2.83540,32.96370,1.2726,1.2674
2024-06-30,84.11300,42.36700,41.74600,27.52900,27.52900,14.21700,14.21700,3.42100,10.79600,10.79600,9.61200,13.65720,17.01870,0.70000,0.63000,0.27020,35.67990,24.12290,0.00890,2.48220,2.59470,0.24130,2.48190,31.83070,0.4264,0.3189
2024-03-31,81.21900,40.79700,40.42200,27.47400,27.47400,12.94800,12.94800,2.58100,10.36700,10.36700,9.19600,13.60600,16.93600,0.68000,0.61000,0.29380,33.31790,23.66320,0.00830,2.44770,2.56190,0.22240,2.44730,31.02750,0.55660,0.60110
2023-12-31,79.22400,39.73600,39.48800,27.51400,27.51400,11.97400,11.97400,2.28500,9.68900,9.68900,8.49200,13.58400,16.87800,0.62000,0.58000,0.28990,31.19200,22.12150,0.00870,2.35220,2.46560,0.22040,2.35180,30.28110,0.7622,0.7759
2023-09-30,71.25100,34.11700,37.13400,30.12500,30.12500,7.00900,7.00900,1.43100,5.57800,5.57800,4.39400,13.60900,13.87300,0.32000,0.32000,0.29070,20.30770,12.73110,0.00820,1.39360,1.46290,0.13230,1.39330,29.43610,0.4566,0.3474
2023-06-30,64.99300,28.61700,36.37600,25.23500,25.23500,11.14100,11.14100,2.25000,8.89100,8.89100,7.70700,13.58880,16.85580,0.57000,0.53000,0.28120,31.85330,22.03510,0.00880,2.24590,2.35920,0.22430,2.24550,29.09220,0.6214,0.5555
2023-03-31,59.28100,24.54900,34.73200,23.24400,23.24400,11.48800,11.48800,2.24500,9.24300,9.24300,8.07200,13.53500,16.80200,0.60000,0.55000,0.28750,34.25980,24.07250,0.00870,2.38850,2.51220,0.23950,2.38810,28.50310,0.47490,0.43270
2022-12-31,52.90400,19.00000,33.90400,24.57700,24.57700,9.32700,9.32700,1.80200,7.52500,7.52500,6.10700,13.46500,13.75500,0.45000,0.45000,0.29130,29.18880,19.11190,0.00850,1.97140,2.07520,0.19940,1.97100,28.21310,0.4427,0.2517
2022-09-30,45.64000,11.74700,33.89300,25.62800,25.62800,8.26500,8.26500,1.49500,6.77000,6.77000,6.77000,13.49070,13.67890,0.50000,0.49000,0.29540,26.66730,21.84360,0.00880,1.79920,1.89560,0.19250,1.79880,27.83270,0.7769,0.5364
2022-06-30,33.77500,4.77100,29.00400,26.12300,26.12300,2.88100,2.88100,0.60400,2.27700,2.27700,2.27700,13.45440,13.82250,0.17000,0.16000,0.42800,11.23020,8.87580,0.00760,0.75410,0.80540,0.06780,0.75410,22.42770,0.3005,0.1112
2022-03-31,28.85000,1.97400,26.87600,24.18100,24.18100,2.69500,2.69500,0.60800,2.08700,2.08700,2.08700,13.38500,13.75500,0.16000,0.15000,0.43660,11.78090,9.12310,0.00750,0.69290,0.74030,0.06860,0.69290,22.40090,0.06410,-0.10480
2021-12-31,28.71500,2.04100,26.67400,26.18700,26.18700,0.48700,0.48700,0.13300,0.35400,0.35400,0.35400,7.87400,8.13900,-0.22000,-0.23000,0.17060,2.36710,1.72060,0.00820,0.11840,0.12660,0.01420,0.11840,22.30900,0.1964,-0.1255
2021-09-30,25.36300,2.39700,22.96600,19.96400,19.96400,3.00200,3.00200,0.61700,2.38500,2.38500,2.38500,8.09990,8.44810,0.29000,0.28000,0.25110,14.54250,11.55360,0.00990,1.16830,1.29080,0.11450,1.16830,21.91780,0.3404,0.2034
2021-06-30,25.04000,2.71700,22.32300,17.77900,17.77900,4.54400,4.54400,0.95500,3.58900,3.58900,3.58900,6.29650,6.52550,0.57000,0.55000,,20.35570,16.07760,,,,,,,-0.3794,-0.5483
2021-03-31,26.37500,2.90700,23.46800,17.01800,17.01800,6.45000,6.45000,1.35400,5.09600,5.09600,5.09600,6.28100,6.36500,0.81000,0.80000,,29.36090,23.19740,,,,,,,0.40580,0.34310
2020-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0.8519,1.0139
2020-09-30,19.87520,3.54430,16.33090,11.09840,11.09840,5.23250,5.23250,1.09880,4.13370,4.13370,4.13370,6.23700,6.33310,0.66000,0.65000,,32.04060,25.31210,,,,,,,-0.8519,-1.0139
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
