Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.42880,0.54130,1.88750,1.58640,-0.02440,1.61080,0.27670,0.00810,0.28480,0.39240,-0.10760,-0.10760,-0.10760,0.86390,0.27670,50.40500,50.40500,0.00000,0.00000,3.25540,77.71300,11.39350,11.39350,11.72690,-4.43070,0.04580,0.85960,104.69860,-0.24320,-0.24910,-0.20300,-0.24320,0.87460,0.0416,0.0416
2024-06-30,2.83910,0.73210,2.10700,1.85550,-0.04310,1.89860,0.20840,0.06880,0.27720,0.61080,-0.33360,-0.33360,-0.33360,0.98640,0.20840,50.17900,50.17900,-0.01000,-0.01000,3.60430,74.21280,7.34090,7.34090,9.76400,-11.74970,0.05380,0.85750,104.95450,-0.74860,-0.76720,-0.63200,-0.74860,0.88690,0.04,0.04
2024-03-31,2.88250,0.46840,2.41410,1.76540,-0.03820,1.80360,0.61050,-0.10980,0.50070,0.74210,-0.24140,-0.24140,-0.24140,1.12480,0.61050,50.08300,50.08300,0.00000,0.00000,5.28270,83.75120,21.17990,21.17990,17.37080,-8.37420,0.05520,0.88030,102.24250,-0.53990,-0.55380,-0.46210,-0.53990,0.89210,0.02420,0.02420
2023-12-31,2.99740,0.92490,2.07250,1.42690,-1.24080,2.66770,-0.59510,0.36620,-0.22900,0.18900,-0.41800,-0.41800,-0.41800,0.37570,-0.59510,47.12800,47.12800,,0.00000,4.57400,69.14260,-19.85530,-19.85530,-7.63870,-13.94400,0.05690,0.85460,105.31750,-0.93040,-0.95530,-0.79300,-0.93040,0.89870,0.051,0.051
2023-09-30,3.51490,0.40510,3.10980,1.52810,0.31720,1.21100,1.89890,0.17560,2.07450,1.02800,1.04650,1.04650,1.04650,2.34990,1.89890,48.15200,48.15200,0.02000,0.02000,4.37300,88.47460,54.02260,54.02260,59.01920,29.77390,0.06930,0.87550,102.80290,2.42630,2.49680,2.06330,2.42630,0.88390,0.0264,0.0264
2023-06-30,2.21740,0.38590,1.83150,1.69410,-0.65510,2.34920,-0.51770,0.98330,0.46560,0.51400,-0.04840,-0.04840,-0.04840,-0.08600,-0.51770,45.59200,45.59200,0.00000,0.00000,5.39810,82.59680,-23.34900,-23.34900,20.99790,-2.18470,0.04620,0.87080,103.35910,-0.11760,-0.12130,-0.10100,-0.11760,0.85570,0.0233,0.0233
2023-03-31,3.58090,0.61600,2.96490,1.98210,-0.03980,2.02190,0.94300,-0.84120,0.10180,0.78310,-0.68120,-0.68120,-0.68120,1.60490,0.94300,44.97700,44.97700,-0.02000,-0.02000,1.78550,82.79750,26.33390,26.33390,2.84350,-19.02450,0.08280,0.99910,90.08180,-1.94910,-2.02500,-1.57560,-1.94910,0.77450,0.01110,0.01110
2022-12-31,2.10500,0.51200,1.59300,1.60300,-0.27270,1.60300,-0.01000,0.09740,0.08550,0.03320,0.05230,0.05200,0.05200,0.54920,-0.01000,42.59700,42.59700,,0.00000,2.27630,75.62950,-0.47510,-0.47510,4.06180,2.47030,0.05040,1.05250,85.51330,0.14680,0.15270,0.12440,0.14680,0.79120,0.0402,-0.069
2022-09-30,3.18160,0.71860,2.46300,1.64710,-0.03610,1.68320,0.77980,0.15280,0.93260,0.84870,0.08390,0.08390,0.08390,1.54430,0.77980,44.40500,44.40500,0.00000,0.00000,,77.41470,24.51020,24.51020,29.31360,2.63830,,,,,,,,,0.0227,0.0227
2022-06-30,1.75080,0.30590,1.44490,1.47600,,1.47600,-0.03110,0.94520,0.91410,0.48150,0.43260,0.43260,0.43260,0.32060,-0.03110,41.58520,41.59250,0.01000,0.01000,,82.52890,-1.77910,-1.77910,52.21120,24.70760,,,,,,,,,-0.0046,-0.0046
2022-03-31,1.47100,0.30670,1.16430,1.45270,,1.45270,-0.28840,0.15180,-0.13650,0.10380,-0.24040,-0.24040,-0.24040,0.06420,-0.28840,39.50700,39.50700,-0.01000,-0.01000,,79.14870,-19.60330,-19.60330,-9.28240,-16.34190,,,,,,,,,-0.01020,-0.01020
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
