Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.28200,1.70300,2.57900,1.76000,2.95100,4.71100,-2.13200,-0.17600,-2.30800,0.01800,-2.32600,-2.32600,-2.32600,-1.64500,-2.13200,3.13500,3.13500,-0.74000,-0.74000,3.07660,,,60.22890,-49.78980,-49.78980,-53.90000,-54.32040,0.35160,1.16960,76.94770,-30.29450,-30.29440,-19.09690,-30.29440,2.44290,-0.7376,-0.7376
2024-06-30,4.04500,1.69000,2.35500,1.79900,2.64300,4.44200,-2.08700,0.13800,-1.94900,0.06900,-2.01800,-2.01800,-2.01800,-1.59700,-2.08700,3.10800,3.10800,-0.65000,-0.65000,3.49440,,,58.22000,-51.59460,-51.59460,-48.18290,-49.88880,0.28030,1.13910,79.00870,-20.46860,-20.46860,-13.98280,-20.46860,3.15080,-0.4916,-0.4916
2024-03-31,4.03100,1.74300,2.28800,1.88100,2.93400,4.81500,-2.52700,0.10400,-2.42300,-0.01200,-2.41100,-2.41100,-2.41100,-2.06700,-2.52700,3.02400,3.02400,-0.80000,-0.80000,3.55540,,,56.76010,-62.68920,-62.68920,-60.10920,-59.81150,0.24270,1.17800,76.40290,-20.81320,-20.81320,-14.51890,-20.81320,3.78440,-0.57180,-0.57180
2023-12-31,4.35000,2.13400,2.21600,1.63600,3.05200,7.96400,-5.74800,0.14100,-5.60700,-0.34400,-5.26300,-5.26300,-5.26300,-4.86800,-5.74800,2.94330,2.94330,-1.72850,-1.72850,3.91850,,,50.94250,-132.13800,-132.13800,-128.89650,-120.98850,0.22520,1.12580,79.94480,-38.58790,-38.58790,-27.24830,-38.58790,4.52970,-0.7222,-0.83
2023-09-30,4.43800,3.08700,1.35100,2.86000,3.60100,6.46100,-5.11000,0.15800,-4.95200,0.00200,-4.95400,-4.95400,-4.95400,-4.22400,-5.11000,2.98500,2.98500,-1.66000,-1.66000,3.77500,,,30.44160,-115.14190,-115.14190,-111.58180,-111.62690,0.17520,1.10230,81.64490,-26.75240,-26.75240,-19.55170,-26.75240,6.15950,-1.5643,-1.6718
2023-06-30,4.36000,3.17400,1.18600,2.79700,4.37700,7.17400,-5.98800,0.21500,-5.77300,0.14400,-5.91700,-5.91700,-5.91700,-5.06300,-5.98800,2.90200,2.90200,-2.04000,-2.04000,4.31860,,,27.20180,-137.33940,-137.33940,-132.40820,-135.71100,0.14030,1.09220,82.40370,-25.44510,-25.44510,-19.04590,-25.44510,7.87090,-1.3831,-1.5803
2023-03-31,4.58300,3.24000,1.34300,2.94200,4.36100,7.30300,-5.96000,0.22500,-5.73500,0.04800,-5.78300,-5.78300,-5.78300,-5.03700,-5.96000,2.87300,2.87300,-2.01000,-2.01000,4.79590,,,29.30400,-130.04580,-130.04580,-125.13640,-126.18370,0.12390,1.13050,79.61160,-20.66470,-20.66460,-15.63230,-20.66460,9.73760,-1.28510,-1.48660
2022-12-31,5.16100,3.08300,2.07800,2.90100,4.42100,7.32200,-5.24400,0.19000,-5.05400,0.06400,-5.11800,-5.11800,-5.11800,-1.89000,-5.24400,2.64900,2.64900,-1.91960,-1.91960,5.59150,,,40.26350,-101.60820,-101.60820,-97.92680,-99.16680,0.12260,1.14160,78.83940,-15.64470,-15.64470,-12.16140,-15.64470,11.39240,-1.874,-2.031
2022-09-30,4.97700,3.18100,1.79600,3.03400,4.58300,7.61700,-5.82100,0.19000,-5.63100,0.10500,-5.73600,-5.73600,-5.73600,-5.25600,-5.82100,2.67220,2.67220,-2.15960,-2.15960,5.50170,,,36.08600,-116.95800,-116.95800,-113.14040,-115.25010,0.10820,1.17350,76.69080,-16.13910,-16.13910,-12.46630,-16.13910,13.24080,-1.7945,-1.9558
2022-06-30,4.72000,3.20300,1.51700,2.98000,4.13300,7.11300,-5.59600,0.29700,-5.29900,0.07500,-5.37400,-5.37400,-5.37400,-4.87800,-5.59600,2.60900,2.60900,-2.03960,-2.03960,6.15450,,,32.13980,-118.55930,-118.55930,-112.26690,-113.85590,0.09150,1.18360,76.04240,-13.25250,-13.25250,-10.42180,-13.25250,15.31170,-1.4091,-1.5644
2022-03-31,5.16100,3.32800,1.83300,2.91700,4.25600,7.17300,-5.34000,3.40200,-1.93800,0.06100,-1.99900,-1.99900,-1.99900,-4.53600,-5.34000,2.59000,2.59000,-0.77980,-0.77980,7.46360,,,35.51640,-103.46830,-103.46830,-37.55090,-38.73280,0.09810,1.19360,75.40400,-4.43080,-4.43080,-3.80130,-4.43080,17.41250,-1.76910,-1.96140
2021-12-31,5.86300,3.29400,2.56900,3.04500,4.85300,7.89800,-5.32900,0.13800,-5.19100,-0.09000,-5.10100,-5.10100,-5.10100,-4.65700,-5.32900,2.14140,2.14140,-2.09960,-2.09960,4.74510,0.02310,0.07180,43.81720,-90.89210,-90.89210,-88.53830,-87.00330,0.09800,1.26550,71.11890,-11.02730,-11.02730,-8.52570,-10.77250,17.86590,-1.533,-1.734
2021-09-30,6.15500,3.17500,2.98000,2.67700,3.57800,6.25500,-3.27500,0.29800,-2.97700,0.15300,-3.13000,-3.13000,-3.13000,-2.38600,-3.27500,2.41720,2.41720,-1.31970,-1.31970,4.77520,0.02110,0.06550,48.41590,-53.20880,-53.20880,-48.36720,-50.85300,0.09460,1.33430,67.45250,-6.17070,-6.17070,-4.81290,-6.04040,19.64260,-0.6659,-0.7233
2021-06-30,6.09400,3.17500,2.91900,2.66700,3.26300,5.93000,-3.01100,0.22100,-2.79000,-0.28900,-2.50100,-2.50100,-2.50100,-2.05700,-3.01100,1.83940,1.83940,-1.37970,-1.37970,1.70650,0.09080,0.22620,47.89960,-49.40930,-49.40930,-45.78270,-41.04040,0.20130,1.39200,64.65700,-17.04030,-17.04030,-8.26090,-15.49280,7.89850,-0.2046,-0.3033
2021-03-31,6.30800,3.24100,3.06700,2.39900,3.11500,5.51400,-2.44700,0.32700,-2.12000,0.09200,-2.21200,-2.21200,-2.21200,-1.45000,-2.44700,1.71700,1.71700,-1.25970,-1.25970,1.74960,0.07070,0.19730,48.62080,-38.79200,-38.79200,-33.60810,-35.06660,0.18710,1.40710,63.96160,-13.14320,-13.14320,-6.56030,-12.21420,9.22770,-1.30520,-1.55330
2020-12-31,7.25200,3.69300,3.55900,2.93400,3.71100,6.64500,-3.08600,0.41600,-2.67000,-0.14300,-2.52700,-2.52700,-2.52700,-1.31600,-3.08600,1.22420,1.22420,-1.49970,-1.49970,1.42070,0.08480,0.20990,49.07610,-42.55370,-42.55380,-36.81740,-34.84560,0.19600,1.43240,62.83370,-15.97850,-15.97850,-6.82810,-14.62300,9.73740,-0.7987,-1.0929
2020-09-30,6.79600,4.32300,2.47300,3.10600,3.62200,6.72800,-4.25500,0.11100,-4.14400,-0.07200,-4.07200,-4.07200,-4.07200,-3.71500,-4.25500,1.16970,1.16970,-3.47930,-3.47930,1.01430,0.10640,0.30710,36.38910,-62.61040,-62.61040,-60.97710,-59.91760,0.20210,1.25110,71.93640,-37.66890,-37.66880,-12.10860,-33.66120,9.11410,-1.9917,-2.4032
2020-06-30,7.27500,4.58500,2.69000,3.33800,3.89100,7.22900,-4.53900,0.53700,-4.00200,-0.52100,-3.48100,-3.48100,-3.48100,-3.08400,-4.53900,1.15220,1.15220,-2.99940,-2.99940,1.26290,0.12220,0.22780,36.97590,-62.39180,-62.39180,-55.01030,-47.84880,0.18790,1.21250,74.22680,-23.88830,-23.88830,-8.98950,-20.96990,12.56140,-0.2968,-0.6549
2020-03-31,8.66000,5.34500,3.31500,3.43700,4.29300,7.73000,-4.41500,0.46900,-3.94600,0.02500,-3.97100,-3.97100,-3.97100,-2.30500,-4.41500,1.13670,1.13670,-3.47930,-3.47930,1.32000,,,38.27950,-50.98150,-50.98150,-45.56580,-45.85450,0.21290,1.22300,73.59010,-22.56510,-22.56510,-9.76180,-22.56510,15.45640,-1.54830,-2.02340
2019-12-31,11.38400,5.53600,5.84800,4.41800,5.70000,12.02800,-6.18000,5.60400,-0.57600,-0.05000,-0.52600,-0.52600,-0.52600,-2.02900,-6.18000,1.06240,1.06240,-0.24000,-0.24000,1.69710,,,51.37040,-54.28670,-54.28670,-5.05970,-4.62050,0.26920,1.27350,70.67030,-2.49760,-2.50890,-1.24370,-2.49760,18.55140,-1.4782,-2.2035
2019-09-30,11.72800,5.56700,6.16100,3.87200,6.36300,10.23500,-4.07400,0.64000,-3.43400,-0.16100,-3.27300,-3.27300,-3.27300,-1.69600,-4.07400,1.10540,1.10540,-2.93940,-2.93940,1.37950,,,52.53240,-34.73740,-34.73740,-29.28040,-27.90760,0.25720,1.26680,71.04540,-15.67680,-17.65370,-7.17840,-15.67680,18.85620,0.7143,-0.1393
2019-06-30,12.47600,5.92900,6.54700,4.66000,6.36400,11.02400,-4.47700,0.53200,-3.94500,0.05800,-4.00300,-4.00300,-4.00300,-2.05500,-4.47700,1.03370,1.03370,-3.89920,-3.89920,1.44330,,,52.47680,-35.88490,-35.88490,-31.62070,-32.08560,0.25240,1.24970,72.01590,-16.99430,-19.35590,-8.09820,-16.99430,21.33500,1.332,0.9399
2019-03-31,13.44800,5.81100,7.63700,4.89500,7.85500,12.75000,-5.11300,0.54000,-4.57300,0.03300,-4.60600,-4.60600,-4.60600,-2.96800,-5.11300,0.99100,0.99100,-4.61910,-4.61910,1.38920,,,56.78910,-38.02050,-38.02050,-34.00510,-34.25050,0.25600,1.27650,70.50490,-18.18900,-20.93070,-8.76900,-18.18900,25.51350,-1.73150,-2.26430
2018-12-31,15.82500,6.16000,9.66500,5.00700,7.64300,12.65000,-2.98500,0.58500,-2.40000,-0.03800,-2.36200,-2.36200,-2.36200,-0.59000,-2.98500,0.96400,0.96400,-2.33950,-2.33950,2.17920,,,61.07420,-18.86250,-18.86250,-15.16590,-14.92580,0.33820,1.22620,73.39910,-8.04190,-9.26640,-5.04790,-8.04190,29.67170,-2.294,-2.7489
2018-09-30,13.15300,6.45900,6.69400,5.47100,8.21700,28.42800,-21.73400,0.33600,-21.39800,0.09600,-21.49400,-21.49400,-21.49400,-4.36100,-21.73400,0.96470,0.96470,-22.25560,-22.25560,2.30040,0.02340,0.06910,50.89330,-165.23990,-165.23990,-162.68530,-163.41520,0.27440,1.51780,59.29750,-69.60270,-81.48770,-44.83710,-67.97170,31.99460,-1.3957,-2.1937
2018-06-30,14.25100,6.96300,7.28800,5.81700,9.92000,15.73700,-8.44900,0.37700,-8.07200,0.20400,-8.27600,-8.27600,-8.27600,-5.51300,-8.44900,0.96140,0.96140,-8.63830,-8.63830,2.65080,0.01900,0.04740,51.14030,-59.28710,-59.28710,-56.64160,-58.07310,0.20700,1.45890,61.68830,-16.03530,-26.06040,-12.01820,-15.73000,53.52770,-4.6261,-5.354
2018-03-31,15.40200,7.57200,7.83000,6.15500,10.75800,16.91300,-9.08300,0.29500,-8.78800,0.32400,-9.11200,-9.11200,-9.11200,-6.03300,-9.08300,0.95620,0.95620,-9.53810,-9.53810,3.15040,0.02220,0.04700,50.83760,-58.97290,-58.97290,-57.05750,-59.16120,0.19880,1.40020,64.27740,-15.36960,-23.55440,-11.76270,-15.02810,61.87280,-5.14860,-5.97580
2017-12-31,17.69200,7.73300,9.95900,6.10800,11.32200,17.43000,-7.47100,0.23100,-7.24000,0.03100,-7.27100,-7.27100,-7.27100,-4.76400,-7.47100,0.93990,0.93990,-7.67850,-7.67850,3.06220,0.02620,0.04940,56.29100,-42.22820,-42.22820,-40.92250,-41.09770,0.21220,1.44580,62.25020,-11.58120,-17.50360,-8.72150,-11.27810,65.73970,-0.6648,-1.499
2017-09-30,18.22400,8.25600,9.96800,6.67200,10.55000,17.22200,-7.25400,-0.14400,-7.39800,0.15100,-7.54900,-7.54900,-7.54900,-4.38900,-7.25400,0.94200,0.94200,-8.03840,-8.03840,3.62270,0.02420,0.04070,54.69710,-39.80470,-39.80470,-40.59480,-41.42340,0.20620,1.43430,62.74910,-10.95030,-16.05350,-8.54000,-10.68570,73.15610,-3.1831,-3.7357
2017-06-30,18.74200,8.20700,10.53500,6.64600,10.65500,20.09800,-9.56300,-0.56300,-10.12600,0.41900,-10.54500,-10.54500,-10.54500,-3.91500,-9.56300,0.94020,0.94020,-11.21780,-11.21780,4.27050,0.02580,0.04090,56.21070,-51.02440,-51.02440,-54.02840,-56.26400,0.20020,1.44160,62.43140,-14.05590,-20.09800,-11.26420,-13.69360,79.64570,-0.6666,-1.1938
2017-03-31,20.33300,8.32400,12.00900,7.13800,10.85300,17.99100,-5.98200,0.26200,-5.72000,0.40600,-6.12600,-6.12600,-6.12600,-3.12800,-5.98200,0.93070,0.93070,-6.59870,-6.59870,4.55290,0.02480,0.03780,59.06160,-29.42020,-29.42020,-28.13160,-30.12840,0.19900,1.27650,70.50660,-7.34520,-10.66060,-5.99690,-7.16270,88.82410,-0.66720,-1.43230
2016-12-31,22.92400,8.45100,14.47300,6.52000,12.08400,18.60400,-4.13100,0.32800,-3.80300,0.79300,-4.59600,-4.59600,-4.59600,-1.16800,-4.13100,0.91250,0.91250,-4.68210,-4.68210,4.62340,0.02650,0.03880,63.13470,-18.02040,-18.02040,-16.58960,-20.04890,0.21410,1.22190,73.65600,-5.24670,-7.54000,-4.29160,-5.10790,94.83540,1.4272,0.6158
2016-09-30,24.01300,8.66800,15.34500,6.26800,12.31600,18.58400,-3.23900,0.14900,-3.09000,-0.03700,-3.05300,-3.05300,-3.05300,-0.32600,-3.23900,0.91740,0.91740,-3.29930,-3.29930,4.43690,0.02300,0.03300,63.90290,-13.48850,-13.48850,-12.86800,-12.71400,0.21490,1.16660,77.14820,-3.33800,-4.77100,-2.73170,-3.26140,99.46330,2.8933,1.0773
2016-06-30,25.75300,8.89400,16.85900,7.04400,14.30300,21.34700,-4.48800,0.37700,-4.11100,0.30700,-4.41800,-4.41800,-4.41800,-1.43300,-4.48800,0.91190,0.91190,-5.03750,-5.03750,4.12330,0.01630,0.02490,65.46420,-17.42710,-17.42710,-15.96320,-17.15530,0.22640,1.12150,80.24970,-4.77260,-6.87370,-3.88350,-4.69460,101.08310,1.6744,-0.223
2016-03-31,27.18800,9.19000,17.99800,8.00900,14.07600,22.08500,-4.08700,0.01500,-4.07200,0.34100,-4.41300,-4.41300,-4.41300,-0.91500,-4.08700,0.89970,0.89970,-5.03750,-5.03750,4.05130,0.01490,0.02450,66.19830,-15.03240,-15.03240,-14.97720,-16.23140,0.23430,1.13960,78.97680,-4.68910,-6.79400,-3.80340,-4.61940,103.61910,0.66910,-1.28710
2015-12-31,29.01500,9.45400,19.56100,7.47800,14.21000,21.68800,-2.12700,0.32000,-1.80700,0.33100,-2.13800,-2.13800,-2.13800,1.22600,-2.12700,0.87100,0.87100,-2.17040,-2.17040,4.02510,0.01630,0.03120,67.41690,-7.33070,-7.33070,-6.22780,-7.36860,0.24970,1.33600,67.36580,-2.27130,-3.32460,-1.84010,-2.23430,105.60210,7.9757,5.7279
2015-09-30,26.32700,10.37500,15.95200,8.16200,16.71700,24.87900,-8.92700,-0.27700,-9.20400,0.30000,-9.50400,-9.50400,-9.50400,-5.55700,-8.92700,0.88030,0.88030,-10.91450,-10.91450,3.26690,0.01440,0.03440,60.59180,-33.90820,-33.90820,-34.96030,-36.09980,0.22510,1.16030,77.56680,-10.29720,-15.42010,-8.12480,-10.14920,104.65500,-4.1997,-9.1058
2015-06-30,26.77500,10.59900,16.17600,9.19400,18.71900,27.91300,-11.73700,-0.17200,-11.90900,0.13800,-12.04700,-12.04700,-12.04700,-8.60100,-11.73700,0.86680,0.86680,-13.85310,-13.85310,3.80040,0.00020,0.01930,60.41460,-43.83570,-43.83570,-44.47810,-44.99350,0.22190,1.31600,68.38660,-12.28970,-18.15730,-9.98560,-12.28780,111.57480,-6.8109,-12.1832
2015-03-31,26.41300,9.70900,16.70400,8.48400,17.87700,26.36100,-9.65700,0.23300,-9.42400,0.23600,-9.66000,-9.66000,-9.66000,-6.83900,-9.65700,0.85150,0.85150,-11.33430,-11.33430,3.49230,0.00130,0.03210,63.24160,-36.56150,-36.56150,-35.67940,-36.57290,0.20510,1.32530,67.90970,-9.29910,-13.51240,-7.50010,-9.28680,120.64800,-4.43920,-8.16090
2014-12-31,27.00200,9.32300,17.67900,8.21700,17.35400,25.57100,-7.89200,-0.40100,-8.29300,0.53700,-8.83000,-8.83000,-8.83000,-5.36800,-7.89200,0.81490,0.81490,-10.49480,-10.49480,4.49020,0.00580,0.03020,65.47300,-29.22750,-29.22750,-30.71250,-32.70130,0.21060,1.44200,62.41540,-8.32100,-10.12720,-6.88680,-8.27260,126.62190,-5.6828,-9.9134
2014-09-30,25.68400,9.14500,16.53900,7.82400,17.86800,25.69200,-9.15300,0.16800,-8.98500,0.25900,-9.24400,-9.24400,-9.24400,-6.76100,-9.15300,0.83020,0.83020,-11.33430,-11.33430,4.78160,0.01030,0.03540,64.39420,-35.63700,-35.63700,-34.98290,-35.99130,0.19120,1.27940,70.34540,-8.31820,-10.09560,-6.88300,-8.23290,133.57560,-6.5413,-9.276
2014-06-30,23.85300,8.76300,15.09000,6.62700,17.34600,23.97300,-8.88300,-0.34800,-9.23100,-2.44000,-6.79100,-6.79100,-6.79100,-6.88900,-8.88300,0.80450,0.80450,-8.39580,-8.39580,5.70090,0.01440,0.03950,63.26250,-37.24060,-37.24060,-38.69950,-28.47020,0.17190,1.40970,63.84480,-5.76970,-6.94800,-4.89430,-5.68660,142.09630,-8.4385,-10.0845
2014-03-31,22.81500,8.38300,14.43200,6.08300,16.40500,22.48800,-8.05600,-0.06200,-8.11800,0.18800,-8.30600,-8.30600,-8.30600,-6.26100,-8.05600,0.78880,0.78880,-10.49480,-10.49480,7.13790,0.02050,0.04910,63.25660,-35.31010,-35.31010,-35.58190,-36.40590,0.17670,1.54560,58.22880,-7.57140,-7.57140,-6.43200,-7.41650,138.38100,-9.26630,-11.03990
2013-12-31,21.82900,8.09700,13.73200,5.66000,15.98200,21.64200,-7.91000,-0.14400,-8.05400,0.00700,-8.06100,-8.06100,-8.06100,-6.24600,-7.91000,0.62680,0.62680,25.18740,25.18740,6.86020,0.02500,0.05390,62.90720,-36.23620,-36.23620,-36.89590,-36.92790,0.15890,1.46300,61.51860,-6.98870,-6.98870,-5.86780,-6.81370,146.93730,-13.9715,-18.823
2013-09-30,20.11300,7.94400,12.16900,5.07200,14.96200,20.03400,-7.86500,-0.09800,-7.96300,0.23000,-8.19300,-8.19300,-8.19300,-6.26300,-7.86500,0.77470,0.77470,-10.49480,-10.49480,7.00870,0.02960,0.05850,60.50320,-39.10410,-39.10410,-39.59130,-40.73480,0.13990,1.44840,62.13590,-6.80630,-6.80630,-5.69740,-6.60480,154.95800,-9.5105,-11.9674
