Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,898.37300,187.45300,710.92000,326.67900,390.15700,716.83590,-5.91600,35.71400,29.79800,-0.75800,30.55600,30.55600,30.55600,-8.52700,-5.91600,678.49600,695.48300,0.05000,0.04000,7.89730,79.13420,-0.65850,-0.65850,3.31690,3.40130,0.25730,1.32010,68.17470,1.05590,1.09840,0.87520,1.05590,4.28740,0.3686,0.3625
2024-06-30,853.68000,184.85600,668.82400,312.83700,377.42800,690.26500,-21.44100,30.08400,8.64300,-0.24400,8.88700,8.88700,8.88700,-22.82500,-21.44100,683.17100,708.25800,0.01000,0.01000,9.49880,78.34600,-2.51160,-2.51160,1.01240,1.04100,0.22780,1.28510,70.03370,0.27790,0.28810,0.23710,0.27790,4.66060,0.1284,0.1225
2024-03-31,739.98300,181.09100,558.89200,280.27500,333.03300,613.30800,-54.41610,26.74000,-27.67600,-2.86400,-24.81200,-24.81200,-24.81200,-56.34310,-54.41610,678.81900,678.81900,-0.04000,-0.04000,10.04400,75.52770,-7.35370,-7.35370,-3.74010,-3.35310,0.20180,1.31230,68.57980,-0.78920,-0.81940,-0.67670,-0.78920,4.60580,0.52470,0.50680
2023-12-31,981.26210,178.09600,803.16610,267.98100,338.93510,606.91600,196.25020,34.85200,231.10200,29.92400,201.17800,201.17800,201.17800,194.49120,196.24990,674.64100,674.64100,0.30000,0.30000,10.52870,81.85030,19.99980,19.99980,23.55150,20.50200,0.27300,1.28580,69.99590,6.50920,6.76630,5.59700,6.50920,4.55840,0.3924,0.3859
2023-09-30,763.20300,170.99800,592.20500,264.69800,332.50600,597.20400,-4.99900,22.09500,17.09600,10.36300,6.73300,6.73300,6.73300,-5.92500,-4.99900,669.26100,687.10100,0.01000,0.01000,9.98630,77.59470,-0.65500,-0.65500,2.24000,0.88220,0.23100,1.22260,73.61090,0.23990,0.25050,0.20370,0.23990,4.16640,0.1511,0.1498
2023-06-30,708.02500,168.74000,539.28500,269.39100,343.13700,612.52790,-73.24290,27.06800,-46.17500,-11.23300,-34.94200,-34.94200,-34.94200,-72.95990,-73.24290,674.28000,674.28000,-0.05000,-0.05000,9.19450,76.16750,-10.34470,-10.34470,-6.52170,-4.93510,0.22110,1.30140,69.15710,-1.29750,-1.35860,-1.09130,-1.29750,4.02240,0.0958,0.0945
2023-03-31,602.58100,170.92600,431.65500,266.34600,408.99500,675.34100,-243.68600,25.22300,-218.46300,-9.88400,-208.57900,-208.57900,-208.57900,-241.67200,-243.68600,681.14000,681.14000,-0.31000,-0.31000,10.24590,71.63440,-40.44040,-40.44040,-36.25460,-34.61430,0.16900,1.23490,72.88110,-6.81690,-7.10240,-5.84840,-6.81690,4.47230,0.26930,0.26640
2022-12-31,877.20900,185.02800,692.18100,265.24000,421.07290,686.31280,5.86820,22.90600,28.77400,11.28300,17.49100,17.49100,17.49100,24.83520,5.86800,665.73200,665.73200,0.04000,0.04000,9.07860,78.90720,0.66900,0.66890,3.28020,1.99390,0.22710,1.28710,69.92390,0.53300,0.55410,0.45280,0.53300,4.80330,0.0907,0.089
2022-09-30,684.55000,182.60300,501.94700,254.68400,316.63800,571.32200,-69.37500,-0.79800,-70.17300,-4.99200,-65.18100,-65.18100,-65.18100,-58.84600,-69.37500,669.17100,669.17100,-0.10000,-0.10000,9.46410,73.32510,-10.13440,-10.13440,-10.25100,-9.52170,0.18540,1.33950,67.18990,-2.07280,-2.16950,-1.76540,-2.07280,4.64380,0.1106,0.0988
2022-06-30,665.93000,164.89600,501.03400,233.50800,302.03100,535.53900,-34.50500,-5.88700,-40.39200,2.68400,-43.07600,-43.07600,-43.07600,-25.37000,-34.50500,662.24200,662.24200,-0.07000,-0.07000,9.25190,75.23820,-5.18150,-5.18150,-6.06550,-6.46850,0.18030,1.30200,69.12460,-1.37360,-1.44050,-1.16610,-1.37360,4.67990,0.1787,0.1592
