Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,-7.67600,-7.67600,41.19700,15.04200,-63.91500,2.13500,-61.78000,,-61.78000,-61.78000,-61.78000,-61.75700,-63.91500,132.56300,132.56300,-0.47000,-0.47000,1.90080,,,100.00000,832.66020,832.66020,804.84630,804.84630,-0.02140,,,-43.61760,-43.61760,-17.23270,-43.61760,0.95450,-0.3398,-0.3426
2024-06-30,19.69200,19.69200,40.39300,14.29600,-34.99700,2.07400,-32.92300,,-32.92300,-32.92300,-32.92300,-31.69000,-34.99700,129.52700,129.52700,-0.25000,-0.25000,0.99390,,,100.00000,-177.72190,-177.72190,-167.18970,-167.18970,0.09430,15.26510,5.89580,946.88010,946.87820,-15.76640,946.87950,-0.02840,-0.2116,-0.212
2024-03-31,12.53800,12.53800,33.44700,13.54900,-34.45800,2.90000,-31.55800,,-31.55800,-31.55800,-31.55800,-33.41600,-34.45800,129.27200,129.27200,-0.24000,-0.24000,1.18630,,,100.00000,-274.82850,-274.82850,-251.69880,-251.69880,0.05330,,,-124.29780,-124.29790,-13.41350,-124.29790,0.20760,-0.25860,-0.26180
2023-12-31,29.05600,29.05600,34.07400,13.66400,-18.68200,2.42600,-16.25600,,-16.25600,-16.25600,-15.99900,-16.50000,-18.68200,106.09700,106.09700,-0.14000,-0.14000,1.26250,,,100.00000,-64.29650,-64.29650,-55.94710,-55.06260,0.10570,1.37800,65.31320,-41.01940,-41.01940,-5.91240,-41.01940,0.33260,-0.3122,-0.3157
2023-09-30,49.21400,49.21400,31.64200,13.12800,4.44400,2.13100,6.57500,-0.67700,7.25200,7.25200,6.99500,6.70800,4.44400,106.02500,106.97500,0.07000,0.07000,1.58600,,,100.00000,9.03000,9.03000,13.36000,14.21340,0.24620,7.03060,12.80120,-17.91240,-17.91240,3.62750,-17.91240,-0.40890,-0.3286,-0.3303
2023-06-30,22.10600,22.10600,33.31400,12.26500,-23.47300,2.36900,-21.10400,,-21.10400,-21.10400,-21.10400,-20.14600,-23.47300,105.46200,105.46200,-0.20000,-0.20000,1.31720,,,100.00000,-106.18380,-106.18380,-95.46730,-95.46730,0.09610,,,40.80430,40.80430,-9.17630,40.80430,-0.52470,-0.3803,-0.3809
2023-03-31,12.92900,12.92900,30.97900,12.23500,-30.28500,2.88000,-27.40500,,-27.40500,-27.40500,-27.40500,-28.85200,-30.28500,102.05700,102.05700,-0.27000,-0.27000,1.65650,,,100.00000,-234.24090,-234.24090,-211.96530,-211.96530,0.04840,,,78.94510,78.94510,-10.25370,78.94510,-0.35380,0.83800,0.83320
2022-12-31,1.23900,1.23900,31.07800,13.72400,-43.56300,0.53500,-43.02800,,-43.70900,-43.70900,-43.70900,-41.06800,-43.56300,78.85600,78.85600,-0.39000,-0.39000,1.37770,,,100.00000,-3515.98100,-3515.98100,-3472.80100,-3527.76400,0.00850,,,96.93520,96.93510,-29.85870,96.93510,-0.51870,-0.6157,-0.6205
2022-09-30,0.28500,0.28500,27.57500,11.60900,-38.89900,-0.10500,-39.00400,,-39.00400,-39.00400,-39.00400,-36.29800,-38.89900,93.90000,93.90000,-0.42000,-0.42000,2.04540,,,100.00000,-13648.77000,-13648.77000,-13685.61000,-13685.61000,0.00160,,,863.12370,863.11190,-21.48850,863.11130,-0.05200,0.0286,0.0264
2022-06-30,0.37500,0.37500,29.73300,12.80600,-42.16400,0.86800,-41.29600,,-41.29600,-41.29600,-41.29600,-39.66000,-42.16400,66.47900,66.47900,-0.62000,-0.62000,2.49860,,,100.00000,-11243.73000,-11243.73000,-11012.27000,-11012.27000,0.00180,,,-133.44120,-133.44100,-19.35880,-133.44100,0.35680,-0.3744,-0.38
