Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.91600,3.63000,2.68300,-5.86300,0.38400,-5.47900,0.01300,-5.49200,-5.49200,-5.49200,-6.36900,-5.86300,43.16400,43.16400,-0.13000,-0.13000,9.53330,0.24900,0.33160,-12.22290,28.02610,-4.34090,-9.17920,1.03820,-0.1676,-0.1686
2024-06-30,4.14700,4.69500,-2.22000,-28.19200,0.49900,-27.69300,0.03600,-27.72900,-27.72900,-27.72900,-11.63800,-28.19200,43.09600,43.09600,-0.64000,-0.64000,6.14650,0.22750,0.29450,-59.03810,187.04210,-20.56610,-45.60540,1.08530,-0.2024,-0.2033
2024-03-31,3.70200,4.97100,-2.54500,-11.21800,0.10000,-11.11800,0.03100,-11.14900,-11.14900,-11.14900,-11.82400,-11.21800,43.01000,43.01000,-0.26000,-0.26000,7.15990,0.15410,0.18220,-15.03030,209.52860,-6.99910,-12.71340,1.71650,-0.19420,-0.19510
2023-12-31,3.43300,4.97500,,-9.98600,1.14300,-8.84300,0.05100,-8.89400,-8.89400,-8.89400,-10.38800,-9.98600,37.23700,37.23700,-0.21000,-0.21000,8.09030,0.13630,0.15780,-10.45320,-234.85640,-5.29720,-9.02830,1.97990,-0.1526,-0.1532
2023-09-30,1.43100,4.66300,,-6.09400,0.74300,-5.35100,,-5.35100,-5.35100,-5.35100,-6.80500,-6.09400,36.07300,36.07300,-0.15000,-0.15000,37.80430,,,-6.43670,-6.43670,-6.26680,-6.43670,2.28740,-0.1327,-0.1327
2023-06-30,1.35300,4.23100,,-5.58400,0.69800,-4.88600,,-4.88600,-4.88600,-4.88600,-6.04600,-5.58400,35.91800,35.91800,-0.14000,-0.14000,45.36270,,,-5.62360,-5.62360,-5.50000,-5.62360,2.39170,-0.1064,-0.1064
2023-03-31,3.23000,3.82600,,-12.95600,0.45400,-12.50200,-0.24800,-12.25400,-12.25400,-12.25400,-7.17800,-12.95600,35.85500,35.85500,-0.34000,-0.34000,29.69210,,,-13.58490,-13.58490,-13.13140,-13.58490,2.48640,-0.09950,-0.10080
2022-12-31,2.77100,3.50300,,-6.27400,0.74000,-5.53400,,-5.53400,-5.53400,-5.53400,-6.42800,-6.27400,33.49700,33.49700,-0.09000,-0.09000,30.54680,,,-5.50140,-5.84410,-5.32580,-5.50140,2.78370,-0.242,-0.2443
2022-09-30,2.45100,4.34400,,-7.62000,-0.30100,-7.92100,,-7.92100,-7.92100,-7.92100,-6.84700,-7.62000,35.61300,35.61300,-0.22000,-0.22000,19.87380,0.00020,0.00020,-7.57770,-8.03090,-7.21550,-7.57630,2.89320,-0.1023,-0.1028
2022-06-30,7.19900,9.05900,,-16.25800,-0.59000,-16.84800,-0.28400,-16.56400,-16.56400,-16.56400,-16.13400,-16.25800,32.46700,32.46700,-0.51000,-0.51000,16.70080,0.00030,0.00030,-14.85130,-15.80430,-14.05360,-14.84630,3.10000,-0.4364,-0.4354
2022-03-31,12.75700,9.10600,,-21.86300,0.22200,-21.64100,,-21.64100,-21.64100,-21.64100,-21.69000,-21.86300,30.13400,30.13400,-0.72000,-0.72000,9.92310,,,-20.34310,-20.34310,-18.63520,-20.34310,3.52840,-0.53400,-0.53410
2021-12-31,15.21400,8.33100,,-23.54500,0.14600,-23.39900,,-23.39900,-23.39900,-23.39900,-23.26200,-23.54500,29.71900,29.71900,-0.78000,-0.78000,7.85210,0.00350,0.00350,-19.73170,-19.73170,-17.56310,-19.66200,3.94310,-0.4878,-0.4892
2021-09-30,14.03800,7.63900,,-21.67700,-0.02900,-21.70600,,-21.70600,-21.70600,-21.70600,-21.35300,-21.67700,29.76700,29.76700,-0.73000,-0.73000,8.43770,,,-16.36310,-16.36310,-14.72430,-16.36310,4.44140,-0.5762,-0.5762
2021-06-30,14.71900,7.06400,,-21.78300,0.02900,-21.75400,,-21.75400,-21.75400,-21.75400,-21.45600,-21.78300,29.58700,29.58700,-0.74000,-0.74000,7.32820,,,-15.31110,-15.31110,-13.47920,-15.31110,4.79090,-0.5931,-0.5965
2021-03-31,16.82400,6.48900,,-23.31300,0.22700,-23.08600,,-23.08600,-23.08600,-23.08600,-23.02500,-23.31300,29.55500,29.55500,-0.78000,-0.78000,8.38890,,,-14.75300,-14.75290,-13.22810,-14.75300,5.29090,-0.46050,-0.46170
2020-12-31,15.85800,4.99400,,-20.85200,0.29700,-20.55500,,-20.55500,-20.55500,-20.55500,-20.56100,-20.85200,29.17600,29.17600,-0.69000,-0.69000,8.11140,,,-11.93240,-11.93240,-10.84890,-11.93240,5.83090,-0.4687,-0.4691
2020-09-30,16.98300,4.92900,,-21.91200,0.40600,-21.50600,,-21.50600,-21.50600,-21.50600,-21.62700,-21.91200,29.48900,29.48900,-0.73000,-0.73000,8.71310,,,-11.43870,-11.43870,-10.50800,-11.43870,6.37460,-0.4182,-0.4188
2020-06-30,14.08600,4.18500,,-18.27100,0.65900,-17.61200,,-17.61200,-17.61200,-17.61200,-18.01900,-18.27100,29.44300,29.44300,-0.60000,-0.60000,11.07190,,,-8.57170,-8.57170,-8.03430,-8.57170,6.96830,-0.4735,-0.4741
2020-03-31,14.38000,3.47800,,-17.85800,0.68200,-17.17600,,-17.17600,-17.17600,-17.17600,-17.71900,-17.85800,28.26200,28.26200,-0.61000,-0.61000,12.86240,,,-7.87740,-7.87740,-7.42890,-7.87740,7.41510,-0.38140,-0.38160
2019-12-31,10.02700,2.92200,,-12.94900,0.57000,-12.37900,,-12.37900,-12.37900,-12.37900,-12.95700,-12.94900,19.03200,19.03200,0.61000,0.61000,11.92710,,,-10.71980,-10.71980,-9.95340,-10.71980,4.29770,-0.9167,-0.9179
2019-09-30,8.25300,2.31600,,-10.56900,0.71100,-9.85800,,-9.85800,-9.85800,-9.85800,-10.84300,-10.56900,26.84100,26.84100,-0.37000,-0.37000,20.29850,,,-7.74470,-7.74470,-7.38900,-7.74470,4.74230,0.0219,0.0215
2019-06-30,7.10900,2.46600,,-9.57500,0.51300,-9.06200,,-9.06200,-9.06200,-9.06200,-9.76500,-9.57500,15.84900,15.84900,-0.57000,-0.57000,19.02390,,,-6.65260,-6.65260,-6.32640,-6.65260,5.07500,1.1957,1.2089
2019-03-31,4.82500,1.25000,,-6.07500,0.39400,-5.68100,,-5.68100,-5.68100,-5.68100,-6.22700,-6.07500,3.52100,3.52100,-1.61000,-1.61000,15.90770,,,14.93940,14.93940,-8.04720,14.93940,-10.66080,-2.04940,-2.06390
2018-12-31,3.09600,0.74600,,-3.84200,0.37200,-3.47000,0.00000,-3.47000,-3.47000,-3.47000,-4.04700,-3.84200,3.36220,3.36220,-1.02000,-1.02000,49.81740,,,10.63570,10.63570,-4.76140,10.63570,-9.56210,-1.1809,-1.1808
2018-09-30,2.29000,0.58400,,-2.87400,0.35300,-2.52100,,-2.52100,-2.52100,-2.52100,-2.98600,-2.87400,3.36100,3.36100,-0.75000,-0.75000,,,,,,,,,-0.5722,-0.6311
2018-06-30,2.28600,0.35700,,-2.64300,-0.46500,-3.10800,,-3.10800,-3.10800,-3.10800,-2.63400,-2.64300,3.36000,3.36000,-0.93000,-0.93000,,,,,,,,,-0.7798,-0.784
2018-03-31,2.41300,0.34700,,-2.76000,-0.61700,-3.37700,,-3.37700,-3.37700,-3.37700,-2.75200,-2.76000,3.36000,3.36000,-1.01000,-1.01000,,,,,,,,,-0.94550,-0.94550
2017-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
