Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5965.00000,5965.00000,43.00000,2787.00000,-15.00000,2089.00000,45.00000,2134.00000,461.00000,1673.00000,1673.00000,1673.00000,3120.00000,2089.00000,564.00000,568.00000,2.97000,2.95000,2.30710,0.11230,0.12770,100.00000,35.02100,35.02100,35.77540,28.04690,0.12920,2.34200,38.42920,5.65700,5.65700,3.62510,5.02160,52.36950,6.3882,3.7009
2024-06-30,6025.00000,6025.00000,39.00000,2791.00000,-81.00000,2130.00000,30.00000,2160.00000,470.00000,1690.00000,1690.00000,1690.00000,3114.00000,2130.00000,569.00000,572.00000,2.97000,2.95000,2.11820,0.10030,0.12980,100.00000,35.35270,35.35270,35.85060,28.04980,0.13320,2.26590,39.71950,5.79580,5.79580,3.73700,5.21460,51.21460,5.0947,2.1649
2024-03-31,6123.00000,6123.00000,46.00000,2713.00000,-19.00000,2271.00000,29.00000,2300.00000,511.00000,1789.00000,1789.00000,1789.00000,3345.00000,2271.00000,575.00000,577.00000,3.11000,3.10000,2.32340,0.11600,0.13240,100.00000,37.08970,37.08970,37.56330,29.21770,0.13670,2.27790,39.51000,6.24740,6.24740,3.99370,5.52280,49.83420,5.03120,1.86660
2023-12-31,6357.00000,6357.00000,41.00000,2803.00000,-79.00000,2504.00000,31.00000,2535.00000,547.00000,1988.00000,1988.00000,1988.00000,3434.00000,2504.00000,581.00000,584.00000,3.42000,3.41000,2.43860,0.11820,0.13520,100.00000,39.38970,39.38970,39.87730,31.27260,0.14490,2.34060,38.45210,7.07730,7.07730,4.53290,6.24080,48.35930,5.2909,2.7066
2023-09-30,6212.00000,6212.00000,43.00000,2660.00000,-54.00000,2557.00000,16.00000,2573.00000,543.00000,2030.00000,2030.00000,2030.00000,3455.00000,2557.00000,579.00000,583.00000,3.51000,3.48000,2.42790,0.11960,0.13710,100.00000,41.16230,41.16230,41.41980,32.67870,0.14230,2.12230,42.40660,7.31320,7.31320,4.65090,6.43830,47.60840,4.6543,2.0657
2023-06-30,5573.00000,5573.00000,47.00000,2655.00000,-35.00000,1970.00000,16.00000,1986.00000,433.00000,1553.00000,1553.00000,1553.00000,2836.00000,1970.00000,580.00000,584.00000,2.68000,2.66000,2.38700,0.12580,0.14530,100.00000,35.34900,35.34900,35.63610,27.86650,0.13430,2.46160,36.56200,5.91460,5.91460,3.74330,5.17030,45.09770,3.9275,1.3592
2023-03-31,6044.00000,6044.00000,51.00000,2589.00000,-34.00000,2572.00000,23.00000,2595.00000,572.00000,2023.00000,2023.00000,2023.00000,3370.00000,2572.00000,584.00000,587.00000,3.46000,3.45000,2.17220,0.12950,0.15010,100.00000,42.55460,42.55460,42.93510,33.47120,0.14730,2.46190,36.55690,7.94990,7.94990,4.93110,6.92000,43.51110,5.54510,2.93530
2022-12-31,6719.00000,6719.00000,48.00000,2798.00000,-142.00000,2853.00000,6.00000,2859.00000,582.00000,2277.00000,2277.00000,2277.00000,3731.00000,2853.00000,583.00000,587.00000,3.90000,3.88000,1.90010,0.13280,0.20490,100.00000,42.46170,42.46170,42.55100,33.88900,0.16240,2.34030,38.45660,9.18920,9.18920,5.50390,7.96880,42.16300,5.8671,3.6133
2022-09-30,7593.00000,7593.00000,53.00000,2876.00000,-94.00000,3664.00000,-1.00000,3663.00000,809.00000,2854.00000,2854.00000,2854.00000,4570.00000,3664.00000,583.00000,587.00000,4.90000,4.86000,1.77530,0.13750,0.21320,100.00000,48.25500,48.25500,48.24180,37.58730,0.18750,2.20980,40.72700,11.96700,11.96700,7.04920,10.32150,40.61170,8.1395,6.2149
2022-06-30,7407.00000,7407.00000,55.00000,3447.00000,-91.00000,2903.00000,-21.00000,2882.00000,644.00000,2238.00000,2238.00000,2238.00000,3814.00000,2903.00000,583.00000,588.00000,3.84000,3.81000,1.41350,0.14580,0.22820,100.00000,39.19270,39.19270,38.90910,30.21470,0.19420,1.98310,45.38280,10.03050,10.03050,5.86800,8.56780,38.07200,3.4782,1.2487
