Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,134.97900,69.35500,65.62400,42.14400,42.44100,23.18300,23.18300,6.02200,17.16100,17.16100,15.60800,38.31900,38.52500,0.41000,0.41000,0.06050,0.66310,37.49840,25.24590,0.00640,1.52060,1.67230,0.17800,1.30080,32.30550,-0.3749,-0.4079
2024-06-30,134.40600,68.56800,65.83800,39.77300,40.09400,25.74400,25.74400,6.68800,19.05600,19.05600,17.50100,38.32000,38.44900,0.46000,0.46000,0.06110,0.68270,40.64540,27.63110,0.00650,1.71170,1.88560,0.19600,1.46140,31.91000,0.5808,0.5775
2024-03-31,133.45500,69.30700,64.14800,40.74400,41.06500,23.08300,23.08300,5.87800,17.20500,17.20500,15.65400,38.31900,38.51200,0.41000,0.41000,0.06140,0.78670,38.37700,26.02580,0.00610,1.55610,1.71590,0.17460,1.32740,31.73790,0.53290,0.52930
2023-12-31,133.16600,67.13500,66.03100,40.19700,40.54500,25.48600,25.48600,6.21300,19.27300,19.27300,17.70800,38.80900,38.96200,0.46000,0.46000,0.06130,0.83260,40.24250,27.96100,0.00640,1.74310,1.92270,0.19560,1.48700,31.58410,0.7214,0.6324
2023-09-30,127.24800,61.32900,65.91900,36.93700,37.28400,28.63500,28.63500,7.22800,21.40700,21.40700,19.83500,38.69400,38.82900,0.51000,0.51000,0.06260,0.81380,44.45120,30.79060,0.00670,1.98720,2.19880,0.22120,1.68900,30.76450,0.698,0.6855
2023-06-30,124.76300,57.48200,67.28100,38.07900,38.45000,28.83100,28.83100,7.43700,21.39400,21.39400,19.83200,38.97400,39.01700,0.51000,0.51000,0.06190,0.75600,44.85150,30.85200,0.00660,1.96550,2.17320,0.22000,1.67330,30.80350,0.5481,0.5318
2023-03-31,118.88900,49.01300,69.87600,35.49800,35.87000,34.00600,34.00600,9.07700,24.92900,24.92900,23.37600,39.10400,39.30100,0.60000,0.59000,0.06230,0.78230,49.37280,33.93930,0.00690,2.30810,2.55510,0.25030,1.96290,30.39820,0.41660,0.34370
2022-12-31,115.97700,34.46000,81.51700,36.20300,36.61200,44.90500,44.90500,12.34800,32.55700,32.55700,30.90700,39.26000,39.47600,0.79000,0.78000,0.46170,0.85760,57.41080,39.51440,0.00810,3.04890,3.38060,0.33760,1.48690,30.03720,2.0646,2.0584
2022-09-30,100.30200,18.81900,81.48300,41.73400,42.14300,39.34000,39.34000,10.42500,28.91500,28.91500,27.33900,39.14700,39.33900,0.70000,0.70000,0.11770,0.85620,55.03410,38.24550,0.00750,2.78730,3.10180,0.30510,2.22170,29.26110,0.6153,0.5879
2022-06-30,88.71500,9.76500,78.95000,34.26900,34.70300,44.24700,44.24700,11.88900,32.35800,32.35800,30.84900,39.29000,39.46600,0.78000,0.78000,0.11810,0.89930,58.25810,40.61750,0.00860,3.13480,3.49200,0.36600,2.49630,29.13000,0.6442,0.6299
2022-03-31,81.99500,8.58300,73.41200,30.24700,30.68000,42.73200,42.73200,11.35100,31.38100,31.38100,29.79200,39.45300,39.72700,0.76000,0.75000,0.11850,0.49640,59.38130,41.39960,0.00860,3.05380,3.40510,0.37650,2.42970,28.81010,1.15400,1.13590
2021-12-31,82.81700,8.57900,74.23800,28.34900,28.83200,45.40600,45.33900,12.30100,33.03800,33.03800,31.35100,39.62600,39.88600,0.79000,0.79000,0.35590,0.55250,61.75040,42.69920,0.00900,3.26050,3.64320,0.40640,1.89290,28.41220,1.1925,1.1875
2021-09-30,81.04200,8.78100,72.26100,28.80000,29.28300,42.97800,42.97800,10.88100,32.09700,32.09700,32.02100,39.64600,39.86900,0.81000,0.80000,0.26990,0.36970,60.39540,44.99800,0.00900,3.25030,3.64500,0.40380,2.13340,27.73680,0.8829,0.8345
2021-06-30,77.52300,10.04200,67.48100,24.10200,24.61000,42.87100,42.87100,10.65200,32.21900,32.21900,32.13800,39.68100,39.87300,0.81000,0.81000,0.34410,0.52460,62.01510,46.48920,0.00900,3.33890,4.31530,0.41790,2.18990,24.24830,0.982,0.9701
2021-03-31,76.04700,11.45800,64.58900,20.21200,20.71900,43.87000,43.87000,10.87100,32.99900,32.99900,32.81300,39.55700,39.78900,0.83000,0.82000,0.14030,0.54770,62.35520,46.63920,0.00940,3.52690,4.60370,0.44300,3.03200,23.52380,2.01390,2.01220
