Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,61.05500,24.49300,36.56200,6.35400,0.00000,29.82800,6.73400,-9.70400,-2.97000,-2.97000,-2.97000,,-2.97000,31.35900,6.73400,87.93000,87.93000,-0.03000,-0.03000,0.38600,0.62870,11.02940,11.02940,-4.86450,-4.86450,0.03290,-0.27030,-0.27030,-0.16030,-0.16590,12.48690,0.2349,0.0553
2024-06-30,60.10300,24.15700,35.94600,6.13800,,30.03300,5.91300,-9.38400,-3.47100,-3.47100,-3.47100,,-3.47100,30.86700,5.91300,87.91000,87.91000,-0.04000,-0.04000,0.37770,0.60700,9.83810,9.83810,-5.77510,-5.77510,0.03230,-0.31040,-0.31040,-0.18650,-0.19320,12.70460,0.3282,0.238
2024-03-31,59.51300,23.93700,35.57600,6.19600,,31.13900,4.43700,-8.08400,-3.64700,-3.64700,-3.64700,,-3.64700,30.43800,4.43700,87.88500,87.88500,-0.04000,-0.04000,0.37520,0.60060,7.45550,7.45550,-6.12810,-6.12810,0.03170,-0.32090,-0.32090,-0.19430,-0.20050,12.91320,0.24140,0.13040
2023-12-31,58.85200,22.48000,36.37200,5.99600,,30.09100,6.28100,-9.38600,-3.10500,-3.10500,-3.10500,,-3.10500,31.43400,6.28100,87.73500,87.73500,-0.04000,-0.04000,0.37050,0.58850,10.67250,10.67250,-5.27600,-5.27590,0.03100,-0.26900,-0.26900,-0.16340,-0.16930,13.13750,0.2607,0.0789
2023-09-30,56.65100,21.73200,34.91900,6.37000,-42.84500,71.11900,-36.20000,-7.41800,-43.61800,-43.61800,-43.61800,,-43.61800,-13.23700,-36.20000,87.75900,87.75900,-0.50000,-0.50000,0.36390,0.57210,-63.90000,-63.90000,-76.99420,-76.99420,0.02970,-3.71830,-3.71830,-2.28330,-2.36510,13.35560,0.1773,0.0348
2023-06-30,56.59900,22.43600,34.16300,6.68000,-2.45400,30.54900,3.61400,-6.22500,-2.61100,-2.61100,-2.61100,,-2.61100,26.08200,3.61400,87.74100,87.74100,-0.03000,-0.03000,0.30730,0.44350,6.38530,6.38530,-4.61320,-4.61320,0.03080,-0.21210,-0.21210,-0.14200,-0.14690,14.01820,0.3413,0.2913
2023-03-31,55.80900,21.29000,34.51900,6.84100,-2.90000,31.27700,3.24200,-6.88500,-3.64300,-3.64300,-3.64300,,-3.64300,25.82600,3.24200,87.64900,87.64900,-0.04000,-0.04000,0.30880,0.44670,5.80910,5.80910,-6.52760,-6.52760,0.03010,-0.29230,-0.29230,-0.19640,-0.20200,14.20970,0.18580,0.11980
2022-12-31,55.59300,27.26500,28.32800,7.26000,-3.04100,25.56500,2.76300,-6.29400,-3.53100,-3.53100,-3.53100,,-3.45900,25.58200,2.76300,87.38800,87.38800,-0.05000,-0.05000,0.30410,0.43710,4.97000,4.97010,-6.35150,-6.22200,0.02970,-0.27940,-0.27940,-0.18860,-0.19440,14.43770,0.2494,0.0445
2022-09-30,54.60300,21.47700,33.12600,6.40300,-2.39900,32.43400,0.69200,-11.43100,-10.73900,-10.73900,-10.73900,,-10.73900,25.40200,0.69200,87.45300,87.45300,-0.12000,-0.12000,0.29660,0.42170,1.26730,1.26730,-19.66740,-19.66740,0.02910,-0.83820,-0.83820,-0.57140,-0.58960,14.64160,0.1996,0.1044
2022-06-30,51.38000,20.38000,31.00000,7.65600,-2.02300,33.71800,-2.71800,-6.15600,-8.87400,-8.87400,-8.87400,,-8.87400,22.32600,-2.71800,87.39200,87.39200,-0.10000,-0.10000,0.30370,0.43610,-5.29000,-5.29000,-17.27130,-17.27130,0.02660,-0.68050,-0.68050,-0.45860,-0.47380,14.92240,0.2896,0.1982
2022-03-31,47.80400,18.90200,28.90200,6.93900,-2.22300,31.36200,-2.46000,-5.26400,-7.72400,-7.72400,-7.72400,,-7.79600,20.74100,-2.46000,87.21400,87.21400,-0.09000,-0.09000,0.27280,0.37510,-5.14600,-5.14600,-16.15760,-16.30830,0.02550,-0.58280,-0.58280,-0.41160,-0.42390,15.16050,0.09920,0.05290
2021-12-31,44.74800,17.28700,27.46100,7.70000,-1.83900,29.65300,-2.19200,-4.60400,-6.79600,-6.79600,-6.79600,,-6.79600,18.92500,-2.19200,84.54400,84.54400,-0.08000,-0.08000,0.27390,0.37730,-4.89850,-4.89850,-15.18730,-15.18730,0.02390,-0.51600,-0.51600,-0.36230,-0.37460,15.26830,0.269,0.1001
2021-09-30,42.49900,16.94400,25.55500,7.90900,-1.01600,27.17700,-1.62200,-20.70800,-22.33000,-22.33000,-22.33000,53.64900,31.31900,17.72500,-1.62200,84.49600,84.49600,0.37000,0.37000,0.27700,0.38320,-3.81660,-3.81660,-52.54240,73.69350,0.02290,-1.72240,-1.72240,-1.20520,-1.24520,15.31950,0.0205,10.5476
2021-06-30,41.29700,16.23000,25.06700,6.32500,-3.78000,27.40800,-2.34100,-14.39600,-16.73700,-16.73700,-16.73700,9.74500,-6.99200,26.32500,-2.34100,84.46100,84.46100,-0.08000,-0.08000,0.43650,0.77470,-5.66870,-5.66870,-40.52840,-16.93100,0.01740,-1.31120,-1.31120,-0.70670,-0.73880,15.08970,0.3239,0.2487
2021-03-31,40.60700,16.45400,24.15300,5.60400,0.00000,22.59100,1.56200,-8.83900,-7.27700,-7.27700,-7.27700,6.13000,-1.14700,32.31700,1.56200,84.41300,84.41300,-0.02000,-0.02000,0.42970,0.75340,3.84660,3.84660,-17.92060,-2.82460,0.01710,-0.56020,-0.56020,-0.30580,-0.31950,15.36000,0.44120,0.39330
2020-12-31,11.73900,51.47300,-39.73400,5.98800,-7.47000,-26.58900,-13.14500,-9.85400,-22.99900,-22.99900,-22.99900,11.96200,-11.03700,17.85400,-13.14500,82.34800,82.34800,-0.14000,-0.14000,0.42770,0.74740,-111.97740,-111.97730,-195.91980,-94.02000,0.00490,-1.74090,-1.74090,-0.95440,-0.99630,15.65130,0.3472,1.2806
2020-09-30,43.71600,17.65400,26.06200,6.33000,,24.39400,1.66800,-8.71100,-7.04300,-7.04300,-7.04300,6.08700,-0.95600,32.86000,1.66800,82.18600,82.18600,-0.01000,-0.01000,0.45320,0.82890,3.81550,3.81550,-16.11080,-2.18680,0.01730,-0.53880,-0.53880,-0.27810,-0.29460,15.87250,0.4018,0.2422
2020-06-30,43.75700,16.58800,27.16900,5.29600,-7.53900,30.20700,-3.03800,-8.95700,-11.99500,-11.99500,-11.99500,6.58900,-5.40600,27.23000,-3.03800,82.15300,82.15300,-0.07000,-0.07000,0.44800,0.81140,-6.94290,-6.94290,-27.41280,-12.35460,0.01720,-0.90290,-0.90290,-0.47170,-0.49840,16.13770,0.2723,0.7798
2020-03-31,76.79200,28.63900,48.15300,6.33700,,36.05700,12.09600,-10.37700,1.71900,1.71900,1.71900,,1.71900,42.46100,12.09600,82.08600,82.28700,0.02000,0.02000,0.45740,0.84310,15.75160,15.75160,2.23850,2.23850,0.02930,0.12660,0.12660,0.06550,0.06870,16.49940,0.35070,0.21780
2019-12-31,-51.76500,,-51.76500,6.26500,61.00700,,32.60100,-11.78800,20.81300,20.81300,20.81300,33.38500,54.19800,71.97600,32.60100,80.25700,80.25700,0.66000,0.66000,0.43780,0.77890,-62.97880,-62.97880,-40.20670,-104.70010,-0.01970,1.47390,1.47390,0.79190,0.82860,17.19950,0.49,1.5313
2019-09-30,80.25900,30.69200,49.56700,6.46100,,43.80100,5.76600,-14.19800,-8.43200,-8.43200,-8.43200,341.20200,332.77000,44.39300,5.76600,79.98100,79.98100,4.14000,4.14000,0.48650,0.94750,7.18420,7.18420,-10.50600,414.62010,0.03000,-0.63670,-0.63670,-0.31520,-0.32690,16.49280,0.3839,7.1237
2019-06-30,76.82000,28.13400,48.68600,5.53500,-1.04600,39.62500,9.06100,-15.25200,-6.19100,-6.19100,-6.19100,7.17800,0.98700,45.35000,9.06100,79.93400,79.93400,0.01000,0.01000,0.62870,1.69290,11.79510,11.79510,-8.05910,1.28480,0.02730,-0.61250,-0.61250,-0.21970,-0.22750,12.62090,0.4122,0.6615
