Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11820.93000,4482.53400,7338.39400,2505.55600,-102.46730,4828.71300,2509.68100,-1498.34000,1011.44800,509.00380,502.44420,,502.44420,,339.98830,2509.68100,2509.68100,3075.00000,3075.00000,0.10580,0.10580,0.72190,0.47300,1.13770,62.07970,21.23080,21.23080,8.55640,2.87620,0.12510,3.35630,0.93660,96.08970,,5.42380,0.53180,1.04930,8.21980,0,0
2024-06-30,11920.39000,4406.20200,7514.19000,2592.02000,-101.50000,4874.66700,2639.52200,-2332.23800,307.28400,248.12400,59.16000,,59.16000,,-63.39400,2639.52200,2639.52200,3095.00000,3095.00000,-0.02320,-0.02320,0.70860,0.49150,1.21830,63.03640,22.14290,22.14290,2.57780,-0.53180,0.12360,3.26790,0.92880,96.90100,,0.72050,0.06130,0.12420,7.84850,0,0
2024-03-31,11974.25000,4584.54100,7389.71100,2567.98100,-75.33310,4989.06500,2400.64600,-807.40120,1593.24500,657.38290,935.86210,,935.86210,,794.79660,2400.64600,2400.64600,3115.00000,3115.00000,0.25600,0.25600,0.67560,0.49380,1.22550,61.71330,20.04840,20.04840,13.30560,6.63750,0.12700,3.65670,0.96200,93.55890,,12.31280,0.99250,2.04170,7.47210,0.00000,
2023-12-31,13696.10000,3142.45800,10553.64000,2869.49000,-90.19440,7703.70200,2849.93500,-1138.05000,1711.94300,422.57170,1289.37100,,1289.37100,,1305.78700,5076.76800,2849.93600,3152.45000,3152.45000,0.38730,0.38730,0.64870,0.44620,1.18730,77.05580,20.80840,20.80840,12.49950,9.53400,0.14790,2.75410,1.11310,80.85880,5.16530,14.13320,1.39250,2.86080,7.99420,2.1004,1.2967
2023-09-30,11945.16000,6883.24700,5061.91000,2530.90200,-96.58740,2627.48800,2434.42200,-1866.91000,567.51100,372.13010,195.38090,,195.38090,,118.86270,2434.42200,2434.42200,3155.00000,3155.00000,0.03770,0.03770,0.67320,0.45480,1.25200,42.37630,20.38000,20.38000,4.75100,0.99510,0.12800,5.71180,0.93300,96.46610,0.78530,2.11180,0.20940,0.42820,7.91040,2.5582,1.0326
2023-06-30,11463.31000,4448.70400,7014.60800,2484.51400,-75.67420,4733.11800,2281.48900,-119.08640,2162.34600,570.81100,1591.53500,,1591.53500,,1464.52500,2281.48900,2281.48900,3160.00000,3160.00000,0.46400,0.46400,0.65920,0.43330,1.17540,61.19180,19.90250,19.90250,18.86320,12.77580,0.12870,3.58980,0.98740,91.15180,,17.63180,1.78750,3.82770,7.45610,0,0
2023-03-31,11198.43000,4259.59200,6938.84200,2356.09500,-149.54400,4573.68800,2365.15300,20.04640,2385.20000,679.48720,1705.71300,,1705.71300,,1615.82600,2365.15300,2365.15300,3165.00000,3165.00000,0.51100,0.51100,0.66600,0.44850,1.23600,61.96260,21.12040,21.12040,21.29940,14.42900,0.13110,3.39630,1.05320,85.45360,,21.57320,1.99730,4.28810,6.94210,0.00000,
2022-09-30,10594.63000,6127.48600,4467.14800,2256.83000,-57.91160,2314.74300,2152.40500,-810.99570,1341.41100,536.09280,805.31790,,805.31790,168.20770,887.67680,2152.40500,2152.40500,3190.00000,3190.00000,0.27700,0.27700,0.69350,0.46850,1.29460,42.16430,20.31600,20.31600,12.66120,8.37860,0.13150,3.89790,1.00950,89.15420,3.77750,10.41130,0.99990,2.00770,6.70410,2.3132,0.7165
2022-03-31,10307.78000,4074.41000,6233.37100,2238.70000,-34.79440,4289.17800,1944.19200,358.09450,2302.23800,741.36960,1560.86800,,1560.86800,,1502.89400,1944.19200,1944.19200,3223.00000,3223.00000,0.46840,0.46840,0.77180,0.48700,1.28240,60.47250,18.86140,18.86140,22.33500,14.58020,0.11880,2.52190,0.97270,92.52160,,17.06710,1.79910,3.49810,7.12820,0.00000,
2021-12-31,4059.14900,-697.04250,4756.19200,1384.09400,-45.42240,3308.02550,1448.16600,-919.42990,528.73740,117.64640,411.09110,,411.09110,,6327.59900,1448.16600,1448.16700,3298.35000,3298.35000,1.91860,1.91860,0.75680,0.47980,1.24230,117.17220,35.67660,35.67660,13.02580,155.88480,0.04940,-0.59320,0.40960,219.74800,1.86380,4.85690,0.50080,0.96950,6.61980,3.8028,1.7694
2021-09-30,12668.75000,5772.80000,6895.95000,2469.75000,-46.70000,4533.85000,2362.10100,-1252.80000,1109.35000,235.40000,873.95000,,873.95000,,790.55000,2362.10100,2362.10100,3290.00000,3290.00000,0.24000,0.24000,0.68660,0.57650,1.81800,54.43280,18.64510,18.64510,8.75660,6.24020,0.15810,3.25480,1.16100,77.52060,,30.16740,1.09080,2.29730,4.92350,0,0
2021-06-30,12625.35000,5801.95000,6823.39900,2500.20000,-75.85000,4588.10000,2235.30000,858.04990,3093.30000,888.10000,2205.20000,,2205.20000,,2140.80000,2235.30000,2235.30000,3315.00000,3315.00000,0.64600,0.64600,0.72200,0.59780,1.85870,54.04520,17.70490,17.70490,24.50070,16.95640,0.15710,3.66070,1.16850,77.01930,,92.81150,2.74440,5.60510,4.78810,0,0
2021-03-31,12210.75000,5692.29200,6518.45800,2431.95600,-69.02760,4494.02800,2024.43300,-1763.82000,260.61240,125.85360,134.75880,,134.75880,,89.05200,2024.43300,2024.43300,3337.00000,3337.00000,0.02950,0.02950,0.78140,0.64190,2.18270,53.38300,16.57910,16.57910,2.13430,0.72930,0.15210,3.74180,1.15340,78.03210,,12.35790,0.16790,0.33420,4.34110,0.00000,
2020-12-31,15766.15000,7438.51600,8327.62900,3102.73900,-85.34150,5802.10400,2525.52900,599.69480,3139.00500,978.98350,2160.02200,,2160.02200,,2117.76300,2525.52900,2525.53200,3313.25000,3313.25000,0.73000,0.73000,0.71010,0.60380,1.99410,52.81970,16.01870,16.01870,19.90980,13.43240,0.19350,4.88410,1.50210,59.91570,13.67360,111.57140,2.65150,5.41710,4.72520,4.2493,2.6041
