Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,804.96900,422.73600,382.23300,81.86100,255.77900,,342.89400,39.33900,-42.72800,-3.38900,8.99500,-12.38400,,-12.38400,-12.54900,74.88500,39.33900,25.16800,25.16800,-0.50000,-0.50000,0.63850,1.56160,-2.79910,47.48420,4.88700,4.88700,-0.42100,-1.55890,0.42730,3.82730,10.91380,8.24640,2.17160,0.85580,-0.65730,-1.21960,-22.57550,0.17420,-1.01790
2024-06-30,832.61100,428.18810,404.42290,83.88700,248.59900,,338.08900,66.33390,-33.05700,33.27700,-84.88900,118.16600,,118.16600,115.00100,101.99490,66.33380,26.15200,27.00500,4.44000,4.27000,0.68980,1.52720,-2.91950,48.57290,7.96700,7.96700,3.99670,13.81210,0.44000,4.41360,12.89350,6.98030,-21.50380,-8.36150,6.24500,11.33710,-21.91040,4.3808,4.4096
2024-03-31,780.58800,404.66800,375.92000,83.79000,245.84500,,336.68200,39.23800,-33.80900,5.42900,10.61000,-5.18100,,-5.18100,-3.97800,76.31000,39.23800,26.21600,26.21600,-0.15000,-0.15000,0.69530,1.66510,-2.52070,48.15860,5.02670,5.02670,0.69550,-0.50960,0.43750,4.20130,10.98340,8.19420,0.81540,0.34590,-0.29040,-0.54240,-24.78040,0.615,-0.6624
2023-12-31,921.36300,463.42300,457.94000,79.96100,260.63600,,350.26100,107.67900,-30.63000,77.04900,16.79500,60.25400,,60.25400,58.10500,146.76800,107.67900,26.61000,27.17900,2.18000,2.14000,0.81680,1.52610,-2.92080,49.70250,11.68690,11.68690,8.36250,6.30640,0.47300,4.42890,14.57350,6.17560,-10.91720,-4.20330,3.09310,5.74380,-20.72300,6.4311,5.516
2023-09-30,757.29400,398.78300,358.51100,74.33000,240.52900,,324.41100,34.10000,-21.40900,12.69100,8.12200,4.56900,,4.56900,4.55400,74.04200,34.10000,26.46900,27.07900,0.17000,0.17000,0.69450,1.62530,-2.61690,47.34110,4.50290,4.50290,1.67580,0.60140,0.41850,3.49860,10.99250,8.18740,-0.74460,-0.30780,0.25250,0.46560,-23.08350,1.56040,0.40360
2023-06-30,788.84590,412.58910,376.25680,71.77200,233.46300,,322.36190,53.89490,-14.99500,38.90000,11.52400,27.37600,,27.37600,28.78900,94.75590,53.89480,26.25300,26.25300,1.11000,1.11000,0.68340,1.61990,-2.63050,47.69720,6.83210,6.83210,4.93130,3.64950,0.42530,3.82610,11.71210,7.68440,-4.39640,-1.80890,1.47590,2.72520,-23.63580,2.3561,1.3931
2023-03-31,742.16400,394.90800,347.25600,78.28700,239.81200,,359.45300,-12.19700,-29.13800,-41.33500,8.47500,-49.81000,,-49.81000,-49.32600,27.55400,-12.19700,26.26800,26.26800,-1.88000,-1.88000,0.69590,1.64840,-2.55840,46.78970,-1.64340,-1.64340,-5.56950,-6.64620,0.39200,3.39330,10.93520,8.23030,7.52560,3.17440,-2.63070,-4.87960,-25.15300,0.4769,-0.5595
2022-12-31,845.20200,455.39300,389.80900,77.72300,254.93900,,356.23100,33.57810,-45.98900,-12.41100,126.12900,-138.54000,,-138.54000,-140.00000,74.45210,33.57810,26.23500,26.23500,-5.34000,-5.34000,0.75400,1.57550,-2.75440,46.12020,3.97280,3.97280,-1.46840,-16.56410,0.43300,3.24080,12.00010,7.49990,22.58890,9.10620,-7.09700,-12.99930,-23.37310,3.0944,2.0519
2022-09-30,703.41500,377.73500,325.68000,74.47500,255.00200,,343.64700,-17.96700,2.59100,-15.37600,9.36500,-24.74100,,-24.74100,-25.44100,22.97500,-17.96700,26.17900,26.17900,-0.97000,-0.97000,0.86250,1.44260,-3.27860,46.29980,-2.55430,-2.55430,-2.18590,-3.61680,0.33530,2.46080,9.97290,9.02450,4.87350,1.77280,-1.17920,-2.15730,-19.35790,-0.96460,-1.99460
2022-06-30,722.82800,382.34790,340.48010,80.01000,264.49310,,367.66500,-27.18490,-0.99300,-28.17800,3.69300,-31.87100,,-31.87100,-30.60500,15.09910,-27.18490,26.09500,26.09500,-1.17000,-1.15000,0.90440,1.41920,-3.40650,47.10390,-3.76090,-3.76090,-3.89830,-4.23410,0.33350,3.01710,11.31450,7.95440,6.43960,2.25040,-1.47030,-2.69950,-18.95380,3.367,2.7141
