Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2056.88900,1414.42400,642.46500,427.94600,462.62400,179.84090,-23.97000,155.87100,35.69400,120.17700,120.17700,120.17700,215.06790,179.84090,22.30400,22.53900,5.39000,5.33000,1.74520,0.32540,0.49920,31.23480,8.74330,8.74330,7.57800,5.84270,0.28640,1.92300,46.80130,3.29110,-12.37030,1.67310,2.22010,163.71240,1.53780,1.02870
2024-06-30,2038.29500,1328.46800,709.82670,476.31700,512.07700,197.74950,-24.30100,173.44900,38.79200,134.65700,134.65700,134.65700,234.05950,197.74980,22.38100,22.57300,6.03000,5.97000,1.27480,0.29630,0.43850,34.82450,9.70170,9.70170,8.50950,6.60640,0.29990,1.97640,45.53710,3.82740,-12.12040,1.98140,2.69340,157.76010,6.9007,5.9075
2024-03-31,1937.45600,1290.90300,646.55310,430.13400,465.24900,181.30410,-27.66800,153.63600,38.28600,115.35000,115.35000,115.35000,216.96810,181.30410,22.29200,22.47800,5.17000,5.13000,1.28450,0.32650,0.50290,33.37120,9.35780,9.35780,7.92980,5.95370,0.28470,1.91130,47.08800,3.42760,-9.13240,1.69520,2.30860,150.94030,8.8007,8.2851
2023-12-31,1833.93400,1255.25100,578.68300,409.35500,445.37800,133.30510,-27.51900,105.78600,21.91600,83.87000,83.87000,83.87000,169.87610,133.30510,22.28200,22.40700,3.76000,3.74000,1.32210,0.34620,0.54850,31.55420,7.26880,7.26880,5.76830,4.57320,0.27540,1.93560,46.49610,2.59210,-6.23360,1.25960,1.69470,145.19290,3.2693,2.5679
2023-09-30,1850.14700,1272.91800,577.22900,404.63300,439.88000,137.34910,-25.57100,111.77800,25.73100,86.04700,86.04700,86.04700,173.14310,137.34910,22.64700,22.89400,3.80000,3.76000,1.24200,0.35420,0.56550,31.19910,7.42370,7.42370,6.04160,4.65080,0.27460,1.84530,48.77310,2.71950,-6.13110,1.27710,1.75620,142.35730,3.06140,2.45030
2023-06-30,1703.10100,1108.86100,594.23970,410.13510,445.44400,148.79570,-24.15600,124.64000,16.87300,107.76700,107.76700,107.76700,184.64970,148.79590,23.19600,23.41300,4.70000,4.66000,1.21740,0.33860,0.52610,34.89160,8.73680,8.73680,7.31840,6.32770,0.25800,1.90300,47.29320,3.34230,-7.87650,1.63260,2.21070,141.43680,6.4376,5.4708
2023-03-31,1744.27000,1143.78100,600.48900,410.23500,445.45500,155.03410,-23.57000,131.46400,30.72200,100.74200,100.74200,100.74200,190.81610,155.03410,23.05500,23.27700,4.37000,4.33000,1.22940,0.36360,0.58370,34.42640,8.88820,8.88820,7.53690,5.77560,0.26220,1.73610,51.84170,3.26060,-6.71140,1.51460,2.07510,135.55210,1.39,0.7195
2022-12-31,1649.41600,1094.31400,555.10210,388.30300,424.23500,130.86710,-19.94200,110.92500,23.82400,87.10100,87.10100,87.10100,167.36110,130.86710,23.50600,23.67600,3.71000,3.68000,1.19710,0.32080,0.48170,33.65450,7.93410,7.93410,6.72510,5.28070,0.25160,1.89890,47.39650,2.67980,-6.42030,1.32890,1.82020,138.26130,2.6296,2.0848
2022-09-30,1605.75900,1055.77200,549.98710,382.08100,417.18400,132.80300,-16.19300,116.61000,27.48500,89.12500,89.12500,89.12500,168.47000,132.80300,23.42000,23.67800,3.81000,3.76000,1.16580,0.33650,0.51700,34.25090,8.27040,8.27040,7.26200,5.55030,0.24610,2.02040,44.54590,2.83070,-6.08040,1.36590,1.87800,134.42790,6.11720,5.57780
2022-06-30,1642.26100,1080.81800,561.44350,406.40900,441.60600,119.83730,-11.26600,108.57100,15.60200,92.96900,92.96900,92.96900,155.59830,119.83730,23.44600,23.67700,3.96000,3.92000,1.17740,0.35790,0.56750,34.18720,7.29710,7.29710,6.61110,5.66100,0.24770,1.77320,50.75500,3.04460,-5.86140,1.40240,1.95490,130.40410,6.3778,4.8691
