Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,186.07030,186.07030,,-195.13290,-9.06260,11.18000,2.11740,0.38890,1.72850,1.72850,1.72850,65.75570,-9.06260,169.31800,169.31800,0.01010,0.01010,0.36470,0.76480,4.81870,100.00000,-4.87050,-4.87050,1.13790,0.92890,0.08710,3.44590,26.11770,0.89690,-0.15830,0.08090,0.21100,1.13820,0.10230,0.02320
2024-06-30,180.77190,180.77190,,-220.55530,-39.78340,-11.16130,-50.94480,-6.39870,-44.54610,-44.54610,-44.54610,22.64550,-39.78350,165.34500,165.34500,-0.27040,-0.26980,0.35810,0.77910,3.77270,100.00000,-22.00750,-22.00760,-28.18180,-24.64220,0.10670,3.61250,24.91370,-24.41220,5.10640,-2.63020,-5.39240,1.06710,0.9598,1.2228
2024-03-31,173.34040,173.34040,,-257.35070,-84.01040,-21.96350,-105.97380,-15.30470,-90.66910,-90.66910,-90.66920,19.76140,-84.01040,165.82300,165.82300,-0.54680,-0.54680,0.38270,0.73620,3.57120,100.00000,-48.46550,-48.46550,-61.13630,-52.30700,0.09910,3.45990,26.01250,-39.02730,10.30140,-5.18420,-10.29520,,-0.1171,-0.1416
2023-12-31,280.43410,280.43410,,-246.28110,34.15310,-0.34160,33.81140,8.50290,25.30860,25.30860,25.30860,63.71240,34.15310,163.15900,163.72300,0.15520,0.15450,0.36510,0.84060,8.05380,100.00000,12.17860,12.17860,12.05680,9.02480,0.15340,2.70520,33.26940,21.21920,-2.46510,1.38410,3.38140,0.72360,-0.3567,-0.3765
2023-09-30,198.86780,198.86780,,-196.57020,2.29760,-43.82420,-41.52660,-8.92080,-32.60580,-32.60580,-32.60580,66.79140,2.29760,163.15900,163.15900,-0.19990,-0.19990,0.31020,0.88020,10.18510,100.00000,1.15540,1.15540,-20.88150,-16.39570,0.10330,3.86960,23.25790,-35.78160,2.87860,-1.69410,-4.28730,0.55280,0.16650,0.09650
2023-06-30,208.73680,208.73680,,-209.17940,-0.44250,-2.28540,-2.72790,1.25440,-3.98220,-3.98220,-3.98220,55.89970,-0.44250,163.06200,163.06200,-0.02410,-0.02390,0.36770,0.82990,5.89990,100.00000,-0.21200,-0.21200,-1.30680,-1.90780,0.13150,3.73360,24.10550,-3.18020,0.46660,-0.25080,-0.54080,0.75960,0.808,0.7658
2023-03-31,206.57430,206.57430,,-212.25710,-5.68280,-1.21600,-6.89880,-0.16040,-6.73850,-6.73850,-6.73850,54.39530,-5.68280,163.06200,163.06200,-0.04130,-0.04130,0.39210,0.83310,6.93870,100.00000,-2.75100,-2.75100,-3.33960,-3.26200,0.12370,2.54710,35.33460,-5.30770,0.75080,-0.40370,-0.88610,,0.3124,0.2827
2022-12-31,196.55700,196.55700,,-199.91570,-3.35880,14.22790,10.86910,3.46330,7.40580,7.40580,7.40580,73.10620,-3.35880,191.50000,192.13770,0.04540,0.04520,0.40290,0.82990,6.75980,100.00000,-1.70880,-1.70880,5.52970,3.76770,0.11730,1.35730,66.31050,5.74570,-0.82780,0.44190,0.97710,0.78240,-0.3693,-0.3809
2022-09-30,169.19570,169.19570,,-173.17900,-3.98330,-36.49770,-40.48100,-9.25040,-31.23060,-31.23060,-31.23060,27.82790,-3.98330,163.06200,163.06200,-0.19200,-0.19200,0.32710,0.85080,6.71990,100.00000,-2.35430,-2.35430,-23.92550,-18.45820,0.10110,2.48970,36.14940,-26.19380,3.23480,-1.86600,-3.90750,0.72370,-0.04360,-0.07540
2022-06-30,146.93140,146.93140,,-227.26150,-80.33010,-40.53510,-120.86520,-27.63000,-93.23520,-93.23520,-93.23520,-31.28600,-80.33020,163.00100,163.00100,-0.57200,-0.57200,0.47930,0.80620,4.98890,100.00000,-54.67190,-54.67190,-82.25960,-63.45490,0.08530,1.99360,45.14450,-54.93280,11.37500,-5.41440,-10.64700,1.03020,0.3322,0.3154
