Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,151.75200,23.96000,-175.71200,19.42400,-156.28800,,-156.28800,-156.28800,-156.28800,-182.42800,-175.71200,166.84400,166.84400,-0.94000,-0.94000,14.24410,,,,,,,,,-9.97810,-10.45570,-8.86490,-9.97810,9.33720,-0.7638,-0.7846
2024-06-30,,,134.93200,21.71100,-156.64300,23.41000,-133.23300,,-133.23300,-133.23300,-133.23300,-164.74800,-156.64300,165.14200,165.14200,-0.81000,-0.81000,15.42490,,,,,,,,,-8.23010,-8.61220,-7.36730,-8.23010,9.77290,-0.7737,-0.7882
2024-03-31,,,118.02100,22.83800,-140.85900,24.85600,-116.00300,,-116.00300,-116.00300,-116.00300,-153.34000,-140.85900,164.72900,164.72900,-0.70000,-0.70000,18.45010,,,,,,,,,-6.72300,-7.01610,-6.07870,-6.72300,10.46290,-0.97470,-0.99390
2023-12-31,0.74200,0.74200,148.48100,32.24400,-179.98300,18.78900,-161.19400,0.34300,-161.53700,-161.53700,-161.53700,-185.75800,-179.98300,113.15000,113.15000,-1.23000,-1.23000,13.06410,100.00000,-24256.47000,-24256.47000,-21724.26000,-21770.48000,0.00040,0.59170,152.10240,-8.84560,-9.21040,-7.83510,-8.84560,11.08970,-0.9926,-1.0114
2023-09-30,,,107.73500,15.51300,-123.24800,10.94700,-112.30100,-3.86700,-108.43400,-108.43400,-108.43400,-126.24700,-123.24800,109.23300,109.23300,-0.99000,-0.99000,9.63830,,,,,,,,,-12.94800,-14.17730,-11.01710,-12.94800,7.65140,-0.894,-0.9166
2023-06-30,3.82400,3.82400,97.98100,14.64000,-108.79700,10.49900,-98.29800,,-98.29800,-98.29800,-98.29800,-111.87500,-108.79700,106.88400,106.88400,-0.92000,-0.92000,11.81280,100.00000,-2845.11000,-2845.11000,-2570.55400,-2570.55400,0.00360,1.52350,59.07430,-10.56020,-11.45730,-9.15500,-10.56020,8.52870,-0.5538,-0.5622
2023-03-31,7.01400,7.01400,68.94700,13.22400,-75.15700,7.05900,-68.09800,,-68.09800,-68.09800,-68.09800,-76.20100,-75.15700,94.83200,94.83200,-0.72000,-0.72000,16.88940,100.00000,-1071.52800,-1071.52800,-970.88680,-970.88680,0.00650,1.75570,51.26180,-7.15150,-7.74660,-6.34500,-7.15150,8.95800,-0.65790,-0.67640
2022-12-31,15.33000,15.33000,66.12700,10.91100,-61.70800,5.07800,-56.63000,-0.12300,-56.50700,-56.50700,-56.50700,-61.70100,-61.70800,80.62600,80.62600,-0.61000,-0.61000,10.65090,100.00000,-402.53090,-402.53090,-369.40630,-368.60410,0.01890,3.28050,27.43440,-8.24690,-9.23660,-6.95960,-8.24690,7.57850,-0.8632,-0.9037
2022-09-30,3.35600,3.35600,69.45500,10.43400,-76.53300,2.90700,-73.62600,-0.29700,-73.32900,-73.32900,-73.32900,-75.26100,-76.53300,84.69500,84.69500,-0.87000,-0.87000,9.21380,100.00000,-2280.48300,-2280.48300,-2193.86200,-2185.01200,0.00410,0.67940,132.47910,-10.76120,-12.06590,-8.87860,-10.76120,7.75970,-0.4273,-0.4616
2022-06-30,9.11600,9.11600,61.00100,10.20400,-62.08900,0.86700,-61.22200,,-61.22200,-61.22200,-61.22200,-59.72800,-62.08900,74.28100,74.28100,-0.82000,-0.82000,7.60240,100.00000,-681.09920,-681.09920,-671.58840,-671.58840,0.01440,1.62090,55.52440,-12.27290,-14.40890,-9.67470,-12.27290,6.69930,-0.7489,-0.7829
2022-03-31,7.57800,7.57800,56.49000,9.03700,-57.94900,0.30200,-57.64700,,-57.64700,-57.64700,-57.64700,-55.01100,-57.94900,74.16200,74.16200,-0.78000,-0.78000,9.29970,100.00000,-764.70040,-764.70040,-760.71520,-760.71520,0.01110,1.40780,63.93110,-10.46240,-12.09100,-8.44310,-10.46240,7.42300,-0.74380,-0.76920
2021-12-31,9.46000,9.46000,53.68100,8.69200,-52.91300,0.23700,-52.67600,,-52.67600,-52.67600,-52.67600,-49.95900,-52.91300,72.80600,72.80600,-0.72000,-0.72000,9.77250,100.00000,-559.33400,-559.33400,-556.82890,-556.82890,0.01280,1.59550,56.40700,-8.74190,-9.97490,-7.13780,-8.74190,8.12710,-0.554,-0.571
2021-09-30,1.10100,1.10100,46.47300,7.79100,-53.16300,0.22300,-52.94000,,-52.94000,-52.94000,-52.94000,-50.51900,-53.16300,73.53600,73.53600,-0.72000,-0.72000,12.01630,100.00000,-4828.61000,-4828.61000,-4808.35600,-4808.35600,0.00150,0.14850,605.88560,-8.29520,-9.39560,-7.20300,-8.29520,8.66480,-0.4957,-0.5018
2021-06-30,8.69800,8.69800,45.93600,7.29700,-44.53500,0.23600,-44.29900,,-44.29900,-44.29900,-44.29900,-42.00100,-44.53500,73.40000,73.40000,-0.60000,-0.60000,14.43220,100.00000,-512.01430,-512.01430,-509.30100,-509.30100,0.01120,1.33260,67.53620,-6.46700,-7.26230,-5.72300,-6.46700,9.31010,-0.4429,-0.4587
2021-03-31,10.13100,10.13100,40.85800,6.67000,-37.39700,0.22100,-37.17600,,-37.17600,-37.17600,-37.17600,-35.18500,-37.39700,70.42000,70.42000,-0.53000,-0.53000,15.93740,100.00000,-369.13440,-369.13440,-366.95290,-366.95290,0.01250,1.33940,67.19570,-5.14490,-5.74330,-4.58030,-5.14490,9.83970,-0.52890,-0.57970
2020-12-31,8.75100,8.75100,37.00600,5.82500,-34.08000,0.23800,-33.84200,0.36200,-34.20400,-34.20400,-34.20400,-31.79400,-34.08000,54.87400,54.87400,-0.39000,-0.39000,9.62610,100.00000,-389.44100,-389.44100,-386.72130,-390.85800,0.01540,1.36880,65.74900,-7.20580,-8.56980,-6.02820,-7.20580,7.12730,-0.6673,-0.6936
2020-09-30,12.66100,12.66100,34.87100,5.34100,-27.55100,0.33000,-27.22100,,-27.22100,-27.22100,-27.22100,-25.52100,-27.55100,64.89300,64.89300,-0.42000,-0.42000,11.39340,100.00000,-217.60520,-217.60520,-214.99880,-214.99880,0.02130,1.36150,66.10140,-5.38960,-6.34150,-4.57440,-5.38960,7.61510,-0.3391,-0.3479
2020-06-30,10.02500,10.02500,32.91800,5.09100,-27.98400,0.71100,-27.27300,-0.05800,-27.21500,-27.21500,-27.21500,-26.22600,-27.98400,58.75200,58.75200,-0.46000,-0.46000,7.78250,100.00000,-279.14220,-279.14220,-272.04990,-271.47130,0.02210,1.36750,65.81450,-7.54930,-9.56890,-5.99510,-7.54930,6.10850,0.1392,0.1414
2020-03-31,11.54600,11.54600,27.45700,5.17100,-21.08200,0.88800,-20.19400,-0.67500,-19.51900,-19.51900,-21.73800,-19.64300,-21.08200,29.29800,29.29800,-0.74000,-0.74000,8.72200,100.00000,-182.59140,-182.59140,-174.90040,-188.27300,0.02540,1.36640,65.86700,-5.06570,-6.31760,-4.29610,-5.06570,6.53030,-0.95630,-0.97690
