Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-04-30,270.14300,148.77300,121.37000,36.13900,37.08600,84.28400,-27.99000,56.29400,12.11600,44.17800,44.17800,44.16800,85.35600,84.28400,6.62900,6.96200,6.66000,6.32000,2.04260,0.55580,44.92810,31.19980,31.19980,20.83860,16.34990,0.32860,1.80850,0.42980,209.38440,10.86800,11.06620,5.37340,10.86800,61.34860,-2.0649,-2.3321
2021-01-31,228.26000,118.81600,109.44400,33.42300,34.32900,75.11500,-49.36600,25.74900,5.86700,19.88200,19.88200,19.87200,76.11900,75.11500,6.63400,6.96600,3.00000,2.85000,2.03430,0.57940,47.94710,32.90770,32.90770,11.28060,8.70590,0.30770,1.73320,0.40620,221.56930,5.47300,5.57770,2.67970,5.47300,54.90840,-1.3777,-1.6623
2020-10-31,223.36000,116.69000,106.67000,32.53600,33.46400,73.20600,-45.45600,27.75000,6.55400,21.19600,21.19600,21.18600,74.22200,73.20600,6.62800,6.93600,3.20000,3.05000,1.99560,0.62140,47.75700,32.77490,32.77490,12.42390,9.48510,0.31180,1.73060,0.42700,210.77630,6.16820,6.29310,2.95890,6.16820,52.04950,-3.2171,-3.4392
2020-07-31,187.91100,94.87400,93.03700,28.75700,29.69500,63.34200,-37.80300,25.53900,5.97500,19.56400,19.56400,19.55400,64.36000,63.34200,6.63200,6.91600,2.95000,2.83000,1.94200,0.65760,49.51120,33.70850,33.70850,13.59100,10.40600,0.26880,1.68750,0.38730,232.38610,6.00400,6.13230,2.79890,6.00400,49.05890,-1.06970,-1.48190
2020-04-30,195.68900,102.26000,93.42900,30.46400,31.39000,62.03900,-51.15100,10.88800,1.62900,9.25900,9.25900,9.24900,63.04700,62.03900,6.63000,6.94600,1.40000,1.35000,1.89030,0.71200,47.74360,31.70290,31.70290,5.56390,4.72640,0.29320,2.80830,0.41700,215.80930,3.05820,3.12870,1.38750,3.05820,45.74090,4.9464,4.6585
2020-01-31,186.73400,97.50400,89.23000,30.33100,31.30600,57.92400,-42.25700,15.66700,2.98100,12.68600,12.68600,12.67600,58.97500,57.92400,6.59800,6.94000,1.92000,1.83000,1.99440,0.63170,47.78460,31.01950,31.01950,8.39000,6.78830,0.31230,1.80480,0.39680,226.83440,4.34790,4.35320,2.12180,4.34790,44.14070,-0.7299,-0.9585
2019-10-31,190.31000,99.82600,90.48400,28.29600,29.26700,61.21700,-43.26000,17.95700,4.07000,13.88700,13.88700,13.87700,62.24900,61.21700,6.62200,6.95300,2.10000,2.00000,1.97450,0.63580,47.54560,32.16700,32.16700,9.43570,7.29180,0.33080,2.07530,0.41750,215.58950,4.98890,4.99530,2.41360,4.98890,42.39400,-0.907,-1.0006
2019-07-31,171.87800,88.88500,82.99300,28.67100,29.63800,53.35500,-33.51600,19.83900,4.32800,15.51100,15.51100,15.50100,54.37600,53.35500,6.68400,7.01700,2.32000,2.21000,2.03230,0.58120,48.28600,31.04240,31.04240,11.54250,9.01860,0.31320,1.99070,0.39590,227.35790,5.68090,5.68830,2.82650,5.68090,40.99640,-0.29810,-0.44210
2019-04-30,176.88200,92.62400,84.25800,28.18100,29.20100,55.05700,-36.72900,18.32800,3.76300,14.56500,14.56500,14.55500,56.13000,55.05700,6.81100,7.07200,2.17000,2.07000,2.00170,0.58700,47.63520,31.12640,31.12640,10.36170,8.22860,0.35910,2.47110,0.42140,213.59040,5.59100,5.59860,2.95710,5.59100,38.88790,2.8294,2.7141
2019-01-31,161.05400,81.74000,79.31400,26.48800,27.47300,51.84100,-37.56500,14.27600,3.38100,10.89500,10.89500,10.88500,52.88600,51.84100,6.75100,7.00300,1.61000,1.55000,1.87700,0.69500,49.24680,32.18860,32.18860,8.86410,6.75860,0.32630,2.10550,0.38440,234.15340,4.43470,4.44110,2.20750,4.43470,36.75050,1.0486,0.8299
2018-10-31,167.17100,85.36600,81.80500,26.19800,27.17700,54.62800,-40.51400,14.11400,2.83300,11.28100,11.28100,11.27100,55.67600,54.62800,6.86500,7.13200,1.64000,1.58000,1.89090,0.67450,48.93490,32.67790,32.67790,8.44290,6.74220,0.34300,2.17470,0.40360,223.01100,4.61750,4.62420,2.31450,4.61750,35.80680,-0.4149,-0.5344
2018-07-31,164.01500,84.16800,79.84700,26.38200,27.36700,52.48000,-39.34700,13.13300,2.24900,10.88400,10.88400,10.87400,53.53400,52.48000,6.92400,7.12700,1.57000,1.53000,1.89490,0.65220,48.68270,31.99710,31.99710,8.00720,6.62990,0.34710,2.24380,0.40930,219.89050,4.57570,4.58250,2.30350,4.57570,34.64920,0.05810,-0.03800
2018-04-30,169.45100,89.49300,79.95800,25.48600,26.49200,53.46600,-39.80500,13.66100,3.49200,10.16900,10.16900,10.15900,54.53300,53.46600,7.23200,7.44100,1.42000,1.39000,1.89910,0.66090,47.18650,31.55250,31.55250,8.06190,5.99520,0.37190,2.66270,0.43760,205.68210,4.41100,4.41780,2.23210,4.41100,33.65970,2.0417,1.9894
2018-01-31,147.21400,74.95100,72.26300,25.94500,27.00200,45.26100,-39.43800,5.82300,-7.55600,13.37900,13.37900,13.36900,46.39200,45.26100,7.10700,7.34500,1.88000,1.82000,1.93040,0.63090,49.08710,30.74500,30.74500,3.95550,9.08130,0.32260,1.96750,0.38410,234.28470,5.69670,5.70530,2.93180,5.69670,33.28460,-0.5459,-0.5988
2017-10-31,149.11800,75.62300,73.49500,23.72700,24.83500,48.66000,-40.12700,8.53300,2.56400,5.96900,5.96900,5.95900,49.83400,48.66000,7.35400,7.55500,0.82000,0.79000,1.91450,0.60800,49.28650,32.63190,32.63190,5.72230,3.99620,0.33580,2.41490,0.39350,228.69130,2.63060,2.63470,1.34430,2.63060,31.61630,-0.5119,-0.5568
2017-07-31,146.41800,75.20600,71.21200,23.86500,24.94400,46.26800,-35.37900,10.88900,3.89700,6.99200,6.99200,6.98200,47.40600,46.26800,7.54900,7.76800,0.92000,0.90000,2.03970,0.49550,48.63610,31.59990,31.59990,7.43690,4.76850,0.33450,2.44670,0.39330,228.80610,2.94470,2.94910,1.59720,2.94470,31.48260,0.35920,0.28030
2017-04-30,152.91700,79.58100,73.33600,23.46400,24.50100,48.83490,-40.45700,8.37800,3.13600,5.24200,5.24200,5.23200,49.92690,48.83500,7.85400,8.11100,0.68000,0.65000,2.06320,0.50620,47.95800,31.93560,31.93560,5.47880,3.42150,0.36040,2.64130,0.42560,211.44360,2.24970,2.25310,1.23560,2.24970,30.62670,1.9608,1.9412
2017-01-31,138.78400,71.83600,66.94800,22.65400,23.71300,43.23500,-38.71200,4.52300,1.68700,2.83600,2.83600,2.82600,44.35100,43.23500,7.89400,8.17600,0.36000,0.35000,2.06730,0.49630,48.23900,31.15270,31.15270,3.25900,2.03630,0.31930,2.22380,0.37930,237.25260,1.18500,1.18680,0.65250,1.18500,30.20930,0.1652,0.2111
2016-10-31,150.21000,77.99700,72.21300,22.65400,23.73400,48.47900,-40.47600,8.00300,2.98500,5.01800,5.01800,5.00800,49.62900,48.47900,7.83300,8.13700,0.64000,0.62000,2.00740,0.53090,48.07470,32.27420,32.27420,5.32790,3.33400,0.34510,2.40390,0.41130,218.82740,2.13650,2.13980,1.15290,2.13650,29.97270,-0.6971,-0.7403
2016-07-31,145.84000,75.51300,70.32700,23.16800,24.26400,46.06300,-34.72500,11.33800,4.22900,7.10900,7.10900,7.09900,47.22900,46.06300,7.94900,8.18500,0.89000,0.87000,1.99160,0.51240,48.22200,31.58460,31.58460,7.77430,4.86770,0.34180,2.23250,0.41120,218.89370,3.09900,3.10380,1.66600,3.09900,29.38700,-0.52470,-0.58860
2016-04-30,154.74900,85.50100,69.24800,23.31000,24.46200,44.78600,-39.41800,5.36800,2.00500,3.36300,3.36300,3.35300,46.00800,44.78600,8.37000,8.66600,0.41000,0.40000,2.09620,0.47160,44.74860,28.94110,28.94110,3.46880,2.16670,0.38090,2.86160,0.45860,196.22920,1.46970,1.47200,0.82770,1.46970,28.34000,2.2589,2.225
2016-01-31,137.46300,72.70200,64.76100,23.56800,24.57600,40.18500,-33.64400,6.54100,2.43900,4.10200,4.10200,4.09200,41.24100,40.18500,8.36800,8.61600,0.49000,0.47000,1.99120,0.53520,47.11160,29.23330,29.23330,4.75840,2.97680,0.32400,1.72710,0.40170,224.04180,1.79230,1.79510,0.96680,1.79230,27.83270,-1.2765,-1.4192
2015-10-31,133.00400,71.59600,61.40800,22.23900,23.27700,38.13100,-38.90500,-0.77400,-0.28900,-0.48500,-0.48500,-0.49500,39.21700,38.13100,8.47200,8.47200,-0.06000,-0.06000,2.13550,0.45260,46.17000,28.66910,28.66910,-0.58190,-0.37220,0.32950,2.09020,0.40400,222.74530,-0.21020,-0.21050,-0.12010,-0.21020,27.27380,0.6614,0.4734
2015-07-31,142.69000,75.08700,67.60300,23.12500,24.13500,43.46800,-36.10500,7.36300,2.74700,4.61600,4.61600,4.60600,44.52600,43.46800,8.51300,8.91000,0.54000,0.52000,2.10960,0.45320,47.37750,30.46320,30.46320,5.16010,3.22800,0.34660,1.95950,0.42710,210.73520,1.98450,1.98760,1.12120,1.98450,27.35480,0.00470,-0.15220
2015-04-30,137.61100,72.14700,65.46400,21.18800,22.23600,43.22800,-31.55200,11.67600,4.42600,7.25000,7.25000,7.24000,44.29900,43.22800,8.61800,9.04900,0.85000,0.81000,2.14590,0.44610,47.57180,31.41320,31.41320,8.48480,5.26120,0.34410,2.10540,0.42110,213.72700,3.16410,3.16900,1.81300,3.16410,26.86510,1.4523,1.3299
2015-01-31,131.50000,66.67200,64.82800,21.13900,22.07400,42.75400,-30.99400,11.76000,4.29900,7.46100,7.46100,7.45100,43.76100,42.75400,8.58800,9.03600,0.87000,0.82000,2.05080,0.49760,49.29890,32.51260,32.51260,8.94300,5.66620,0.32100,1.74320,0.39660,226.92730,3.29810,3.30330,1.82110,3.29810,26.39390,-0.1447,-0.2487
2014-10-31,133.83400,68.15600,65.67800,20.65500,21.58400,44.09400,-32.11200,11.98200,4.46300,7.51900,7.51900,7.50900,45.07000,44.09400,8.60400,9.02200,0.87000,0.83000,2.08830,0.48390,49.07420,32.94680,32.94680,8.95290,5.61070,0.34180,2.10030,0.41710,215.77500,3.41670,3.42220,1.92020,3.41670,25.67280,-0.3824,-0.4788
2014-07-31,127.37600,65.47100,61.90500,20.82000,21.73800,40.16700,-28.55100,11.61600,4.35600,7.26000,7.26000,7.25000,41.13100,40.16700,8.71600,9.14300,0.83000,0.79000,2.14190,0.43180,48.60020,31.53420,31.53420,9.11950,5.69180,0.33530,1.98230,0.41250,218.16040,3.32750,3.33290,1.91080,3.32750,25.13650,0.44370,0.33580
2014-04-30,122.62400,63.61500,59.00900,19.71300,20.59100,38.41800,-28.35100,10.06700,3.75400,6.31300,6.31300,6.30300,39.34200,38.41800,8.93100,9.39200,0.73000,0.69000,2.19510,0.45550,48.12190,31.32990,31.32990,8.20960,5.14010,0.33750,2.11240,0.41550,216.61020,2.96380,2.96870,1.73770,2.96380,24.38260,2.5024,2.3383
2014-01-31,122.58800,62.09200,60.49600,19.65000,20.48500,40.01100,-37.59200,2.41900,0.94900,1.47000,1.47000,1.46000,40.89100,40.01100,8.91800,9.37100,0.16000,0.16000,2.03070,0.54330,49.34900,32.63860,32.63860,1.97330,1.19100,0.32020,1.81330,0.39340,228.78760,0.69850,0.69970,0.38400,0.69850,23.79340,-0.2967,-0.4685
2013-10-31,121.43100,62.82300,58.60800,19.58100,20.37600,38.23200,-29.01600,9.21600,3.41100,5.80500,5.80500,5.79500,39.07200,38.23200,9.01700,9.48500,0.64000,0.61000,2.14840,0.47030,48.26440,31.48460,31.48460,7.58950,4.77230,0.32260,2.07910,0.39140,229.95360,2.68560,2.69000,1.54200,2.68560,23.97150,-0.0054,-0.2366
2013-07-31,122.54400,62.78900,59.75500,19.64700,20.42400,39.33100,-27.36100,11.97000,4.42900,7.54100,7.54100,7.53100,40.18100,39.33100,9.02000,9.49300,0.83000,0.79000,2.13100,0.47340,48.76210,32.09540,32.09540,9.76790,6.14550,0.33220,1.97940,0.40430,222.59470,3.58790,3.59400,2.04410,3.58790,23.30660,0.12880,-0.05930
2013-04-30,125.53500,65.65400,59.88100,19.26200,20.01800,39.86300,-26.31100,13.55200,4.76300,8.78900,8.78900,8.77900,40.67300,39.86300,9.11200,9.57000,0.98000,0.93000,2.10630,0.49220,47.70060,31.75450,31.75450,10.79540,6.99330,0.35040,2.00000,0.42960,209.50390,4.34520,4.35290,2.45320,4.34520,22.41690,1.3619,1.128
2013-01-31,118.92200,60.94100,57.98100,18.71100,19.42300,38.55800,-26.04800,12.51000,4.53000,7.98000,7.98000,7.97000,39.31500,38.55800,9.01800,9.45100,0.88000,0.84000,1.98640,0.56620,48.75550,32.42290,32.42290,10.51950,6.70190,0.33030,1.69900,0.40690,221.20620,4.13470,4.14230,2.21630,4.13470,21.41140,-1.5477,-1.6858
2012-10-31,110.21900,56.20400,54.01500,17.35100,18.04700,35.96800,-24.35500,11.61300,4.33500,7.27800,7.27800,7.26800,36.72800,35.96800,9.10600,9.57900,0.80000,0.76000,2.11710,0.48770,49.00700,32.63320,32.63320,10.53630,6.59410,0.33410,2.04650,0.40500,222.21190,3.88960,3.89700,2.20640,3.88960,20.62980,-0.0753,-0.1851
2012-07-31,110.00000,56.18500,53.81500,17.85600,18.51800,35.29700,-22.31600,12.98100,4.86300,8.11800,8.11800,8.10800,36.00500,35.29700,9.30500,9.75200,0.87000,0.83000,2.14770,0.46300,48.92270,32.08820,32.08820,11.80090,7.37090,0.34310,2.01590,0.41820,215.19080,4.41100,4.41950,2.53210,4.41100,20.08070,0.12150,0.02670
2012-04-30,113.48100,59.72500,53.75600,17.56900,18.20100,35.55500,-20.28200,15.27300,5.63200,9.64100,9.64100,9.63100,36.23600,35.55500,9.79400,10.15600,1.00000,0.96000,2.24510,0.42230,47.37000,31.33120,31.33120,13.45860,8.48690,0.36500,2.19240,0.44680,201.42360,5.22620,5.23630,3.10060,5.22620,19.67080,1.7497,1.6358
2012-01-31,105.36500,54.29800,51.06700,17.17500,17.76900,33.29800,-21.55800,11.74000,4.43600,7.30400,7.30400,7.29400,33.93700,33.29800,9.61000,9.99900,0.76000,0.73000,2.20200,0.45650,48.46680,31.60250,31.60250,11.14220,6.92260,0.33500,1.82020,0.41220,218.31570,3.97540,3.98310,2.32230,3.97540,19.16830,-0.4874,-0.6089
2011-10-31,110.80700,57.80700,53.00000,16.72100,17.28600,35.71400,-23.19800,12.51600,4.75600,7.76000,7.76000,7.75000,36.32300,35.71400,9.77700,10.08100,0.79000,0.77000,2.24440,0.42840,47.83090,32.23080,32.23080,11.29530,6.99410,0.36810,2.09010,0.45240,198.93210,4.34880,4.35740,2.57790,4.34880,18.50470,-0.2282,-0.3601
2011-07-31,100.52400,51.56200,48.96200,16.19800,16.73600,32.22600,-18.97600,13.25000,4.96800,8.28200,8.28200,8.27200,32.80800,32.22600,10.27100,10.58000,0.81000,0.78000,2.55160,0.31070,48.70680,32.05800,32.05800,13.18090,8.22890,0.34900,1.94100,0.43140,208.63020,4.47740,4.48600,2.87540,4.47740,18.29600,0.11750,0.04810
2011-04-30,103.38700,54.12900,49.25800,16.80400,17.32600,31.93200,-18.43100,13.50100,5.12800,8.37300,8.37300,8.36300,32.54300,31.93200,10.86100,11.08800,0.78000,0.76000,2.81490,0.25420,47.64430,30.88590,30.88590,13.05870,8.08900,0.37400,2.29410,0.46020,195.56830,4.47730,4.48580,3.02920,4.47730,17.81570,1.3625,1.2624
2011-01-31,92.56900,48.15400,44.41500,15.86300,16.34800,28.06700,-19.04500,9.02200,3.33400,5.68800,5.68800,5.67800,28.55200,28.06700,10.75800,10.99900,0.53000,0.52000,2.65770,0.30220,47.98040,30.32010,30.32010,9.74620,6.13380,0.33430,1.87520,0.41400,217.38680,3.12840,3.13450,2.05420,3.12840,17.07050,0.0553,-0.0748
2010-10-31,91.83500,47.26900,44.56600,14.68400,15.14900,29.41700,-19.57000,9.84700,3.65800,6.18900,6.18900,6.17900,29.88100,29.41700,10.89200,11.11700,0.57000,0.56000,2.78560,0.28310,48.52830,32.03250,32.03250,10.72250,6.72840,0.34110,2.06520,0.41870,214.95730,3.42120,3.42800,2.29900,3.42120,16.66670,-0.1627,-0.2655
2010-07-31,91.46000,46.43300,45.02700,14.79000,15.24600,29.78100,-17.10500,12.67600,4.71100,7.96500,7.96500,7.95500,30.23700,29.78100,11.22400,11.43700,0.71000,0.70000,2.84490,0.24930,49.23140,32.56180,32.56180,13.85960,8.69780,0.34910,2.24400,0.42430,212.10820,4.47870,4.48770,3.04030,4.47870,16.13370,0.26580,0.16660
2010-04-30,88.80900,45.26400,43.54500,15.37400,15.82600,27.71900,-16.65000,11.06900,3.84900,7.22000,7.22000,7.21000,28.17000,27.71900,11.68200,11.81600,0.61000,0.61000,3.05560,0.22000,49.03220,31.21190,31.21190,12.46380,8.11850,0.35340,2.22240,0.43030,209.15180,4.09780,4.10610,2.87340,4.09780,15.53980,0.75,0.5229
2010-01-31,83.80500,42.44200,41.36300,13.94500,14.38300,26.98000,-17.09500,9.88500,3.60600,6.27900,6.27900,6.26900,27.41900,26.98000,11.73300,11.89100,0.54000,0.53000,3.26170,0.19680,49.35620,32.19380,32.19380,11.79520,7.48050,0.33700,2.17860,0.40500,222.19650,3.51770,3.52470,2.52490,3.51770,15.21210,-0.0296,-0.071
2009-10-31,82.56100,42.31800,40.24300,13.96400,14.37600,25.86700,-15.92800,9.93900,3.62700,6.31200,6.31200,6.30200,26.27900,25.86700,11.73200,11.86300,0.54000,0.53000,3.19310,0.19960,48.74340,31.33080,31.33080,12.03840,7.63310,0.34330,2.38470,0.41170,218.58530,3.68360,3.69130,2.62480,3.68360,14.60570,-0.1043,-0.2056
2009-07-31,83.75500,43.08200,40.67300,13.92400,14.31600,26.35700,-15.29800,11.05900,4.03100,7.02800,7.02800,7.01800,26.74900,26.35700,11.73000,11.79200,0.60000,0.60000,3.18410,0.18570,48.56190,31.46920,31.46920,13.20400,8.37920,0.36210,2.61940,0.43310,207.80970,4.26830,4.27750,3.03830,4.26830,14.03470,0.07080,-0.02020
2009-04-30,77.87000,41.11000,36.76000,13.17300,13.55900,23.20100,-15.45000,7.75100,2.62200,5.12900,5.12900,5.11900,23.58700,23.20100,11.74700,11.80700,0.43000,0.43000,3.21690,0.19000,47.20690,29.79450,29.79450,9.95380,6.57380,0.35460,2.65640,0.42590,211.29710,3.26530,3.27270,2.33540,3.26530,12.84570,0.5423,0.4851
2009-01-31,73.45200,38.09400,35.35800,12.61200,12.96400,22.39400,-16.64900,5.74500,2.10000,3.64500,3.64500,3.63500,22.74600,22.39400,11.78000,11.82800,0.31000,0.31000,3.02580,0.23730,48.13760,30.48790,30.48790,7.82140,4.94880,0.33650,2.41280,0.40540,222.00660,2.38930,2.39490,1.66990,2.38930,12.94590,0.6704,0.5072
