,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,--,$-0.06
1,2024-08-12,2024-06-30,--,$-0.12
2,2024-05-13,2024-03-31,--,$-0.13
3,2024-03-22,2023-12-31,--,$-0.12
4,2023-11-09,2023-09-30,$-0.29,$-0.27
5,2023-08-10,2023-06-30,$-0.49,$-0.42
6,2023-05-11,2023-03-31,--,$-0.56
7,2023-03-23,2022-12-31,$-1.82,$-1.54
8,2022-11-10,2022-09-30,$-1.54,$-2.03
9,2022-08-11,2022-06-30,$-1.82,$-2.45
10,2022-05-12,2022-03-31,$-2.31,$-3.08
11,2022-03-17,2021-12-31,--,$-3.50
12,2021-11-12,2021-09-30,$-2.10,$-1.54
13,2021-08-12,2021-06-30,$-1.89,$-4.13
14,2021-05-13,2021-03-31,$-1.82,$-3.15
15,2021-03-25,2020-12-31,--,$0.07
16,2020-11-12,2020-09-30,$-1.40,$-2.45
17,2020-08-13,2020-06-30,$-2.59,$-2.31
18,2020-05-13,2020-03-31,$-2.45,$-1.40
19,2020-03-19,2019-12-31,$-2.80,$-3.85
20,2019-11-13,2019-09-30,$-5.25,$-2.80
21,2019-09-13,2019-06-30,$-6.30,$-6.30
22,2019-07-22,2019-03-31,--,$-8.40
23,2019-04-01,2018-12-31,$-5.25,$-8.40
24,2018-11-07,2018-09-30,$-5.60,$-5.25
25,2018-08-08,2018-06-30,$-6.30,$-5.25
26,2018-05-02,2018-03-31,$-5.95,$-7.00
27,2018-02-22,2017-12-31,$-5.25,$-4.55
28,2017-11-08,2017-09-30,$-7.00,$-5.95
29,2017-08-09,2017-06-30,$-11.20,$-5.95
30,2017-05-04,2017-03-31,$-12.25,$-12.25
31,2017-02-23,2016-12-31,$-8.40,$-9.45
32,2016-11-14,2016-09-30,$-8.75,$-9.45
33,2016-08-11,2016-06-30,$-2.80,$-11.90
34,2016-05-11,2016-03-31,$-8.40,$-5.95
35,2016-03-10,2015-12-31,$6.30,$4.90
36,2015-11-04,2015-09-30,$4.55,$14.35
37,2015-08-05,2015-06-30,$-0.70,$7.35
38,2015-05-05,2015-03-31,$-1.75,$5.25
39,2015-03-12,2014-12-31,$-0.70,$-2.80
