Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,81.97600,31.42600,50.55000,33.24800,35.58400,14.96600,,14.96600,3.77700,11.18900,11.18900,,11.18900,33.31800,33.33900,0.34000,0.34000,0.07570,0.23150,30.49310,22.79750,0.00830,2.09820,2.60580,0.18910,1.93930,16.00120,0.271,0.2999
2024-06-30,81.54600,30.96600,50.58000,33.01100,35.58000,15.00000,,15.00000,3.76600,11.23400,11.23400,,11.23400,33.23400,33.23400,0.34000,0.34000,0.12230,0.29420,30.92850,23.16340,0.00830,2.14890,2.69680,0.19160,1.88620,15.73940,0.0911,0.0507
2024-03-31,77.70600,30.00400,47.70200,34.52900,37.10500,10.59700,,10.59700,,10.59700,10.59700,-2.41300,8.18400,33.18900,33.19100,0.25000,0.25000,0.07760,0.08410,22.40620,17.30420,0.00810,2.05680,2.60720,0.18190,1.89720,15.51380,0.07190,0.01850
2023-12-31,78.68300,29.60900,49.07400,31.97200,34.56700,14.50700,,14.50700,6.45200,8.05500,8.05500,,10.49000,26.57200,26.57400,0.19000,0.19000,0.07780,0.14220,30.11190,21.77390,0.00800,1.57590,2.01490,0.13400,1.45330,15.41330,1.2578,1.1224
2023-09-30,86.23200,25.62600,60.60600,72.70000,75.33400,-14.72800,,-14.72800,-4.99100,-9.73700,-9.73700,,-9.73700,33.12900,33.12900,-0.29000,-0.29000,0.07890,0.08560,-45.41470,-30.02470,0.00570,-1.94130,-2.51200,-0.17070,-1.78810,15.13700,-0.9382,-0.9742
2023-06-30,41.92700,14.13900,27.78800,21.84000,22.27500,5.51300,,5.51300,1.49500,4.01800,4.01800,,4.01800,19.90300,19.90300,0.20000,0.20000,0.10640,0.87910,20.32740,14.81510,0.00740,1.10650,1.36110,0.11030,0.98880,18.24180,-0.0291,-0.0506
2023-03-31,40.39600,9.39800,30.99800,21.66500,22.10600,8.89200,,8.89200,,8.89200,8.89200,-2.43500,6.45700,19.88600,19.88600,0.32000,0.32000,0.10660,0.48290,29.85400,21.67870,0.00840,2.45880,3.03210,0.25020,2.19670,18.17460,0.56420,0.53310
2022-12-31,38.13800,5.33600,32.80200,20.98600,21.44700,11.35500,,11.35500,2.94800,8.40700,8.40700,,8.40700,19.84700,19.84700,0.42000,0.42000,0.06340,0.17750,35.09830,25.98600,0.00930,2.30780,2.84530,0.24180,2.16140,18.33800,0.1309,0.1246
2022-09-30,35.92000,3.26100,32.65900,19.07500,19.57400,13.08500,,13.08500,3.42700,9.65800,9.65800,,9.65800,19.85200,19.85200,0.49000,0.49000,0.10740,0.14840,40.91110,30.19640,0.00930,2.70360,3.35430,0.28020,2.41320,17.99600,0.3526,0.3247
2022-06-30,32.50300,2.05200,30.45100,19.78300,20.29400,10.15700,,10.15700,2.65800,7.49900,7.49900,,7.49900,19.84700,19.84700,0.38000,0.38000,0.10850,0.15020,33.57580,24.78930,0.00880,2.12570,2.64990,0.21780,1.89520,17.77210,0.8982,0.8566
2022-03-31,30.37000,1.89400,28.47600,20.41500,20.93200,7.54400,,7.54400,1.93100,5.61300,5.61300,,5.61300,19.82800,19.82800,0.28000,0.28000,0.10850,0.15040,27.06270,20.13560,0.00800,1.59520,1.99350,0.16060,1.42210,17.73240,1.27090,1.22420
2021-12-31,27.52400,1.75700,25.76700,21.39200,21.77300,3.99400,,3.99400,,8.53500,8.53500,,2.72300,13.11900,13.11900,0.10000,0.10000,0.10870,0.16260,14.52890,9.90540,0.00790,2.43380,3.05110,0.24670,2.16920,17.70460,-1.8973,-1.896
