Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.1794,0.1794
2020-06-30,19.65100,5.39200,14.25900,0.13000,5.55800,,5.68800,8.57100,0.01000,8.58100,-0.45900,9.04000,9.04000,9.07600,8.57100,8.57100,5.47490,5.60740,1.70000,1.60000,3.65180,0.01690,0.08570,72.56120,43.61610,43.61610,43.66700,46.18600,0.20000,0.33120,271.71290,12.19120,15.20120,9.19930,11.98530,13.23880,0.0407,0.0407
2020-03-31,9.75700,4.99100,4.76600,0.20600,1.66600,,1.87200,2.89400,-0.05700,2.83700,-0.00500,2.84200,2.84200,2.90100,3.42900,2.89400,4.55050,5.07850,0.60000,0.60000,3.25950,0.02000,0.10200,48.84700,29.66080,29.66080,29.07660,29.73250,0.11390,0.17740,507.35570,4.56840,5.90130,3.31690,4.47690,12.22220,-0.22010,-0.22010
2019-12-31,33.53000,13.60900,19.92100,0.30100,3.78700,,3.39750,16.52350,-1.26280,15.26070,0.08300,15.17770,15.17770,16.23780,16.52350,16.52350,4.12040,4.64840,4.80000,4.40000,3.84340,,0.01150,59.41250,49.27960,49.27960,45.51360,48.42750,0.42060,0.65670,137.05610,24.37950,31.90400,19.04110,24.37950,15.10920,7.3502,7.3487
2019-09-30,,,,,,-0.69050,,-0.69050,1.24280,0.55230,,0.55230,0.55230,-0.66170,-0.69050,-0.69050,0.69640,0.69640,-1.00000,-1.00000,0.60290,0.14530,0.17000,,,,,,,,,11.04620,11.04610,0.21540,9.44120,7.11340,-2.7196,-2.7196
2019-06-30,18.49400,10.08000,8.41400,0.25100,1.60300,,1.85400,6.56000,-0.08500,6.47500,-0.06400,6.53900,6.53900,6.60400,6.56000,6.56000,4.12040,4.64840,1.60000,1.40000,0.51300,,,45.49580,35.47100,35.47100,35.01140,35.70890,0.07240,,,130.78000,130.78000,2.56130,130.78000,7.17980,0.3969,0.3978
2019-03-31,13.75300,8.21200,5.54100,0.19700,0.89800,,1.09500,4.44600,-0.14000,4.30600,0.17200,4.13400,4.13400,4.14300,4.56400,4.44600,4.12040,4.64840,1.00000,0.90000,7.74160,,,40.28940,32.32750,32.32750,31.30950,30.12430,0.05420,,,82.68000,82.68000,1.62960,82.68000,7.22650,0.58560,0.58470
2018-12-31,,,,,,-0.17270,,-0.17270,1.45050,1.27780,,1.27780,1.27780,1.70580,-0.17270,-0.17270,0.65930,0.65930,0.60000,0.60000,22.14740,,,,,,,,,,,25.55570,25.55570,0.50620,25.55570,7.25060,-0.5659,-0.5659
2018-09-30,,,,,,-0.06440,,-0.06440,0.43560,0.37120,,0.37120,0.37120,-0.05680,-0.06440,-0.06440,0.65720,0.65720,-0.10000,-0.10000,34.29280,,,,,,,,,,,7.42420,7.42420,0.14780,7.42420,7.26580,0,0
2018-06-30,,,,,,-0.00930,,-0.00930,,-0.00930,,-0.00930,-0.00930,-0.00930,-0.00930,-0.00930,0.55000,0.55000,0.00000,0.00000,,,,,,,,,,,,,,,,,0,0
2018-03-31,,,,,,-0.03050,,-0.03050,,-0.03050,,-0.03050,-0.03050,-0.03050,-0.03050,-0.03050,0.55000,0.55000,-0.10000,-0.10000,,,,,,,,,,,,,,,,,0.00000,
