,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,--,$-0.41
1,2024-08-14,2024-06-30,$-0.82,$-0.87
2,2024-05-13,2024-03-31,$-0.62,$-0.78
3,2024-04-01,2023-12-31,--,$-1.16
4,2023-11-14,2023-09-30,$-1.26,$-1.05
5,2023-08-14,2023-06-30,$-1.25,$-1.96
6,2023-05-15,2023-03-31,$-2.40,$-2.00
7,2023-03-31,2022-12-31,--,$-12.40
8,2022-11-14,2022-09-30,$-3.80,$-3.60
9,2022-08-11,2022-06-30,$-3.40,$-2.40
10,2022-05-16,2022-03-31,$-3.60,$-2.80
11,2022-03-30,2021-12-31,--,$-3.20
12,2021-11-15,2021-09-30,--,$-6.40
13,2021-08-12,2021-06-30,--,$-2.80
14,2021-05-13,2021-03-31,--,$-0.40
15,2021-03-31,2020-12-31,--,$-4.80
16,2020-11-12,2020-09-30,$-4.00,$-3.40
17,2020-08-13,2020-06-30,$-5.00,$-4.40
18,2020-05-14,2020-03-31,$-5.60,$-6.80
19,2020-03-30,2019-12-31,$-6.20,$-15.60
20,2019-11-14,2019-09-30,$-4.80,$-7.60
21,2019-08-14,2019-06-30,$-4.00,$-6.40
22,2019-05-13,2019-03-31,$-3.60,$-6.40
23,2019-03-28,2018-12-31,$-4.60,$-8.40
24,2018-11-14,2018-09-30,$-5.80,$-8.40
25,2018-08-13,2018-06-30,$-4.00,$-7.40
26,2018-05-14,2018-03-31,$-4.20,$-5.40
27,2018-04-02,2017-12-31,--,$-6.80
28,2017-11-14,2017-09-30,$-4.00,$-6.80
29,2017-08-14,2017-06-30,$-5.20,$-8.00
30,2017-05-15,2017-03-31,$-8.40,$-7.20
31,2017-04-03,2016-12-31,$-8.40,$-15.60
32,2016-11-14,2016-09-30,$-12.60,$-18.60
33,2016-08-15,2016-06-30,--,$-24.00
34,2016-05-16,2016-03-31,--,$-24.00
35,2016-04-13,2015-12-31,--,$-24.00
36,2015-11-16,2015-09-30,--,$-36.00
