Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,0.15600,2.76300,,,-2.95000,1.03600,-1.91400,-1.91400,-1.91400,-1.94000,-2.91900,-2.95000,16.20100,16.20100,-0.12000,-0.12000,0.49850,,,,,,,,,,,,493.30050,289.12390,-134.97880,493.29900,-0.02330,-0.048,-0.048
2024-06-30,0.01300,,0.01300,0.34200,4.91400,,,-5.29200,1.39100,-3.91100,-3.91100,-3.91100,-3.91800,-5.24300,-5.29200,12.91600,12.91600,-0.30000,-0.30000,0.80170,,,100.00000,-40707.69000,-40707.69000,-30084.62000,-30138.46000,0.00420,,0.24070,373.84610,-35543.89000,1459.32900,-125.87700,-35554.55000,0.00070,-0.0831,-0.0831
2024-03-31,0.01400,,0.01400,0.23800,2.88200,-0.25300,,-3.43700,0.02800,-3.41500,-3.41500,-3.41500,-3.53700,-3.35900,-3.43700,9.85600,9.85600,-0.36000,-0.36000,0.14140,-0.13130,-0.11610,100.00000,-24550.00000,-24550.00000,-24392.86000,-25264.28000,0.00880,,1.00000,90.00000,79.27110,74.35230,-214.91500,89.67960,-0.38580,-0.13330,-0.13330
2023-12-31,0.01200,,0.01200,1.17600,4.91000,,,-6.16700,0.05500,-6.12800,-6.12800,-6.12800,-6.05100,-6.07400,-6.16700,7.35200,7.35200,-0.57000,-0.57000,0.11520,,,100.00000,-51391.66000,-51391.66000,-51066.66000,-50425.00000,0.00670,,0.50000,180.00000,204.81350,186.82920,-340.82310,204.81280,-0.33100,-0.4482,-0.4493
2023-09-30,0.00100,,0.00100,1.14500,2.81500,,,-4.05100,-0.00100,-4.05000,-4.05000,-4.05000,-4.56900,-3.95900,-4.05100,7.53700,7.53700,-0.61000,-0.61000,0.26870,,,,,,,,0.00030,,0.07140,1260.00000,383.88490,300.22240,-128.40840,383.88630,-0.13310,-0.4066,-0.4134
2023-06-30,,,,1.70900,9.10700,,,-10.90800,-0.22800,-11.13000,-11.13000,-11.13000,-11.09600,-10.81600,-10.90800,7.02800,7.02800,-1.58000,-1.58000,0.59630,,,,,,,,,,,,-3362.64800,-33727.19000,-274.81480,-3362.53800,0.04510,-0.5872,-0.5973
2023-03-31,0.00500,,0.00500,1.06200,6.24500,,,-7.38600,-0.00400,-7.38200,-7.38200,-7.38200,-7.33400,-7.30200,-7.38600,6.18700,6.18700,-1.19000,-1.19000,0.76400,,,100.00000,-147720.00000,-147720.00000,-147640.00000,-146680.00000,0.00100,,0.29410,306.00000,-386.49260,-459.36520,-142.04350,-386.49220,0.28570,-0.91290,-0.92020
2022-12-31,0.13500,0.02700,0.10800,1.12000,5.90300,,7.10600,-6.99800,-0.00200,-6.99600,-6.99600,-6.99600,-7.04500,-6.91500,-6.99800,4.30700,4.30700,-1.23000,-1.23000,0.34590,,,80.00000,-5183.70200,-5183.70400,-5182.22200,-5218.51900,0.03280,0.08040,15.00000,6.00000,-2395.86100,46640.13000,-170.21900,-2395.89000,0.05300,-1.1318,-1.1463
2022-09-30,0.13500,0.03000,0.10500,1.73300,4.77400,,6.59100,-6.48600,-0.00100,-6.48500,-6.48500,-6.48500,-6.39100,-6.40200,-6.48600,4.50160,4.50160,-1.40000,-1.40000,1.21610,,,77.77780,-4804.44400,-4804.44400,-4803.70400,-4734.07400,0.02690,0.01770,27.00000,3.33330,-353.59750,-426.08410,-129.31210,-353.59870,0.40050,-0.7327,-0.7421
2022-06-30,0.00800,,0.00800,1.35100,4.30200,,,-5.71600,,-5.71600,-5.71600,-5.71600,-5.87000,-5.64500,-5.71600,3.98230,3.98230,-1.50000,-1.50000,4.07370,,,100.00000,-71450.00000,-71450.00000,-71450.00000,-73374.99000,0.00080,,,,-81.92640,-85.83870,-59.60380,-81.92630,1.55690,-1.5246,-1.5244
2022-03-31,0.00800,,0.00800,1.61700,6.40100,,,-8.06500,,-8.06500,-8.06500,-8.06500,-7.96500,-8.01000,-8.06500,3.59970,3.59970,-2.20000,-2.20000,4.06130,,,100.00000,-100812.50000,-100812.50000,-100812.50000,-99562.50000,0.00060,,,,-85.70660,-88.75320,-64.30390,-85.70670,2.37870,-1.65040,-1.66570
2021-12-31,0.00800,,0.00800,1.35400,7.59700,,,-8.99900,0.00000,-8.99900,-8.99900,-8.99900,-8.64600,-8.94300,-8.99900,3.35120,3.35120,-2.40000,-2.40000,5.39360,,,99.99990,-112487.50000,-112487.50000,-112487.50000,-108075.00000,0.00050,,,,-72.22310,-74.16350,-57.98700,-72.22310,3.50320,-1.9481,-1.9956
2021-09-30,0.10800,0.03800,0.07000,1.31500,6.50500,,7.87100,-7.80100,0.55200,-7.24700,-7.24700,-7.24700,-7.25500,-7.75000,-7.80100,3.48570,3.48570,-2.10000,-2.10000,7.77870,,,64.81480,-7223.14800,-7223.14800,-6710.18500,-6717.59300,0.00500,0.02020,1.08000,83.33330,-39.01480,-39.72480,-33.43790,-39.01480,5.26880,-1.6054,-1.663
2021-06-30,0.20700,0.06200,0.14500,1.66700,6.48000,,8.19600,-8.05100,,-8.05100,-8.05100,-8.05100,-7.70400,-8.00200,-8.05100,3.21690,3.21690,-2.40000,-2.40000,5.01010,,,70.04830,-3889.37200,-3889.37200,-3889.37200,-3721.73900,0.01150,0.08480,1.04020,86.52170,-55.45910,-56.77720,-44.66080,-55.45910,4.50770,-2.1105,-2.126
2021-03-31,0.11800,0.09900,0.01900,1.26600,7.27100,,8.57900,-8.56000,-0.00100,-8.55900,-8.55900,-8.55900,-8.32100,-8.51800,-8.56000,3.15840,3.15840,-2.60000,-2.60000,5.98920,,,16.10170,-7254.23700,-7254.23700,-7253.39000,-7051.69500,0.00480,0.15230,,,-41.83700,-42.54820,-34.91190,-41.83690,6.37020,-2.21350,-2.25460
2020-12-31,,,,2.58000,8.32600,,,-10.93300,0.01000,-10.93300,-10.93300,-10.93300,-10.29500,-10.79200,-10.93300,2.79070,2.79070,-3.10000,-3.10000,5.74330,,,,,,,,,,,,-43.43320,-44.04030,-35.98040,-43.43320,8.18200,-2.6423,-2.6533
2020-09-30,,,,4.91100,8.16500,,,-13.10000,-0.00200,-13.09800,-13.09800,-13.09800,-11.40400,-12.96100,-13.10000,2.97500,2.97500,-3.80000,-3.80000,6.83350,,,,,,,,,,,,-43.85550,-44.37760,-37.47270,-43.85550,9.91640,-1.53,-1.5397
2020-06-30,,,,5.71800,16.60800,,,-22.34800,-0.00400,-22.34600,-22.34600,-22.34600,-19.19300,-22.21200,-22.34800,2.65370,2.65370,-7.20000,-7.20000,10.71670,,,,,,,,,,,,-62.05170,-62.67160,-56.12860,-62.05180,12.36370,-2.9234,-2.9257
2020-03-31,,,,4.92700,7.85500,,,-12.80300,0.04000,-12.76300,-12.76300,-12.76300,-11.34000,-12.66900,-12.80300,2.43890,2.43890,-4.60000,-4.60000,10.45350,,,,,,,,,,,,-80.52180,-82.39800,-71.53790,-80.52180,6.09400,-2.43630,-2.44450
2019-12-31,,,,4.78850,10.43010,,,-15.23620,0.04840,-15.18780,-15.18780,-15.18780,-14.79710,-14.87270,-15.23620,2.06950,2.06950,-6.90000,-6.90000,6.31920,,,,,,,,,,,,-130.24480,-134.46520,-106.82880,-130.24480,4.99980,-2.171,-2.2169
2019-09-30,,,,1.64370,3.84120,,,-5.50340,0.03940,-5.46400,-5.46400,-5.46400,-5.44830,-5.48480,-5.50340,2.18090,2.18090,-2.50000,-2.50000,10.61690,,,,,,,,,,,,-44.00150,-45.35440,-38.42120,-44.00150,5.63620,-1.6135,-1.6299
2019-06-30,,,,1.81800,6.16080,,,-7.98880,0.03910,-7.94960,-7.94960,-7.94960,-7.95450,-7.97880,-7.98880,2.06710,2.06710,-3.80000,-3.80000,7.52460,,,,,,,,,,,,-79.77500,-82.89590,-65.90410,-79.77500,4.71140,-1.7233,-1.7371
2019-03-31,,,,1.48880,4.37890,,,-5.87570,0.00610,-5.86950,-5.86950,-5.86950,-5.88010,-5.86770,-5.87570,1.78480,1.78480,-3.30000,-3.30000,10.98810,,,,,,,,,,,,-57.58270,-59.48230,-49.30710,-57.58270,5.09410,-1.97370,-1.98170
2018-12-31,,,,1.31270,4.38900,,,-5.70520,0.00910,-5.69660,-5.69660,-5.69660,-5.80100,-5.70160,-5.70520,1.45040,1.45040,-3.40000,-3.40000,3.86500,,,,,,,,,,,,-171.36470,-186.49210,-114.00480,-171.36490,1.97060,-2.379,-2.3913
2018-09-30,,,,0.74420,2.40570,,,-3.15290,0.00190,-3.15090,-3.15090,-3.15090,-3.34540,-3.14990,-3.15290,1.55300,1.55300,-2.20000,-2.20000,10.30850,,,,,,,,,,,,-48.08800,-49.82700,-40.66880,-48.08800,4.01050,-1.2173,-1.2252
2018-06-30,,,,1.44950,4.31460,,,-5.76700,-0.00030,-5.76670,-5.76670,-5.76670,-6.04760,-5.76410,-5.76700,1.38070,1.38070,-4.40000,-4.40000,7.30960,,,,,,,,,,,,-187.37990,-204.54290,-138.03290,-187.38000,2.09590,-1.4815,-1.4844
2018-03-31,,,,0.86240,1.77180,,,-2.63710,0.00010,-2.63700,-2.63700,-2.63700,-2.94210,-2.63420,-2.63710,1.19780,1.19780,-2.50000,-2.50000,1.40510,,,,,,,,,,,,446.72600,446.72620,-220.46110,446.72620,-0.48390,-1.99300,-1.99610
2017-12-31,,,,0.95430,4.11750,,,-5.07460,0.53070,-4.54400,-4.54400,-4.54400,-4.59500,-5.07180,-5.07460,1.02200,1.02200,-4.30000,-4.30000,0.41980,,,,,,,,,,,,139.82200,139.82230,-267.24470,139.82230,-2.77100,-2.3078,-2.3105
