Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,7.12700,0.77700,,-7.90400,2.89800,-5.00600,0.00900,-5.01500,-5.01500,-5.01500,-7.46500,-7.90400,30.47260,30.47260,-0.16000,-0.16000,11.57040,0.05210,,,,,,,,,-2.61040,-2.61040,-2.38980,-2.61040,6.30320,-0.1915,-0.2025
2024-06-30,,,,12.98400,1.98200,,-14.96600,1.93500,-13.03100,-0.02500,-13.00600,-13.00600,-13.00600,-14.53100,-14.96600,30.45610,30.45610,-0.43000,-0.43000,11.12570,0.05080,,,,,,,,,-6.61210,-6.61210,-6.03370,-6.61210,6.45700,-0.3734,-0.3941
2024-03-31,,,,9.82500,1.02800,,-10.85300,0.87600,-9.97700,0.02500,-10.00200,-10.00200,-10.00200,-10.42100,-10.85300,30.44400,30.44400,-0.33000,-0.33000,12.02650,0.04780,,,,,,,,,-4.77920,-4.77920,-4.38960,-4.77920,6.87270,-0.23660,-0.24490
2023-12-31,,,,7.80500,0.78200,,-8.58700,3.85400,-4.73300,-0.09800,-4.63500,-4.63500,-4.63500,-8.15300,-8.58700,30.43850,30.43850,-0.15000,-0.15000,33.06850,,,,,,,,,,-2.11790,-2.11790,-2.04530,-2.11790,7.19010,-0.1128,-0.1166
2023-09-30,,,,7.54700,0.97300,,-8.52000,1.46400,-7.05600,0.30800,-7.36400,-7.36400,-7.36400,-8.08800,-8.52000,30.43660,30.43660,-0.24000,-0.24000,38.61010,,,,,,,,,,-3.30730,-3.30730,-3.20730,-3.30730,7.31540,-0.0489,-0.0499
2023-06-30,,,,11.26600,1.99200,,-13.25800,4.58700,-8.67100,0.07100,-8.74200,-8.74200,-8.74200,-12.82300,-13.25800,30.43910,30.43910,-0.29000,-0.29000,47.08140,,,,,,,,,,-3.81640,-3.81640,-3.71780,-3.81640,7.52610,-0.2955,-0.3024
2023-03-31,,,,6.23000,0.91500,,-7.14500,3.29200,-3.85300,-0.03700,-3.81600,-3.81600,-3.81600,-6.70200,-7.14500,30.43930,30.43930,-0.13000,-0.13000,59.78000,,,,,,,,,,-1.61080,-1.61080,-1.57610,-1.61080,7.78290,-0.15800,-0.15820
2022-12-31,0.30000,0.01600,0.28400,7.31800,1.12800,8.44600,-8.16200,5.53700,-2.62500,0.57800,-3.20300,-3.20300,-3.20300,-7.71900,-8.16200,30.43930,30.43930,-0.10000,-0.10000,54.06860,,94.66650,-2720.66300,-2720.66200,-874.99930,-1067.66500,0.00120,0.17010,529.19920,-1.33240,-1.33240,-1.30150,-1.33240,7.89780,-0.1039,-0.1083
2022-09-30,1.68000,0.21500,1.46500,7.01400,0.84000,7.85400,-6.38900,-3.86800,-10.25700,2.40100,-12.65800,-12.65800,-12.65800,-5.65500,-6.38900,30.43930,30.43930,-0.42000,-0.42000,62.44470,,87.20240,-380.29770,-380.29770,-610.53570,-753.45240,0.00670,0.62080,144.96430,-5.17060,-5.17060,-5.04640,-5.17060,8.04260,-0.0378,-0.0446
2022-06-30,1.53000,0.20700,1.32300,10.39400,3.02300,13.41700,-12.09400,-2.15800,-14.25200,-2.60800,-11.64400,-11.64400,-11.64400,-11.36700,-12.09400,30.43900,30.43900,-0.38000,-0.38000,28.99380,,86.47060,-790.45750,-790.45750,-931.50330,-761.04580,0.00570,0.12310,730.94120,-4.55210,-4.55210,-4.36990,-4.55210,8.40350,-0.177,-0.1797
2022-03-31,0.50000,0.21300,0.28700,6.81800,1.31400,8.13200,-7.84500,1.39100,-6.45400,-1.05900,-5.39500,-5.39500,-5.39500,-7.13500,-7.84500,30.43900,30.43900,-0.18000,-0.18000,84.04700,,57.40000,-1569.00000,-1569.00000,-1290.80000,-1079.00000,0.00180,0.04750,1894.86000,-2.03160,-2.03160,-1.99220,-2.03160,8.72430,-0.16830,-0.17360
