Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,4.50000,1.04600,3.45400,8.78100,1.86600,10.64700,-7.19300,-0.47400,-7.66700,-1.20000,-6.46700,-6.46700,-6.46700,-6.49100,-7.19300,30.04300,30.04300,-0.21000,-0.21000,71.49440,,76.75560,-159.84460,-159.84450,-170.37780,-143.71120,0.01640,0.50260,179.06010,-2.40070,-2.40070,-2.35010,-2.40070,8.85000,-0.0353,-0.0521
2021-09-30,4.51900,1.11000,3.40900,5.59900,1.54100,7.14000,-3.73100,-1.32400,-5.05500,-1.79400,-3.26100,-3.26100,-3.26100,-3.04400,-3.73100,30.34100,30.34100,-0.11000,-0.11000,64.81150,,75.43700,-82.56250,-82.56250,-111.86100,-72.16200,0.01620,0.43280,207.94200,-1.18950,-1.18950,-1.16660,-1.18950,9.01890,-0.1411,-0.1632
2021-06-30,4.52500,1.36000,3.16500,9.25400,4.51600,13.77000,-10.60500,0.91400,-9.69100,-4.57300,-5.11800,-5.11800,-5.11800,-9.96700,-10.60500,29.98790,29.98790,-0.17000,-0.17000,83.49090,,69.94480,-234.36460,-234.36460,-214.16570,-113.10500,0.01280,0.55630,161.78120,-1.46830,-1.46830,-1.44590,-1.46830,11.60950,2.4264,2.3697
2021-03-31,4.85000,2.30400,2.54600,4.63400,1.46500,6.09900,-3.55300,0.50800,-3.04500,-0.47700,-2.56800,-2.56800,-2.56800,-2.93200,-3.55300,29.42400,29.42400,-0.09000,-0.09000,120.50680,,52.49490,-73.25770,-73.25770,-62.78350,-52.94850,0.01360,0.06060,1486.37300,-0.72930,-0.72930,-0.72150,-0.72930,11.74330,0.06150,0.03980
2020-12-31,5.26900,2.24700,3.02200,3.46100,4.48200,7.94300,-4.92100,2.83000,-2.09100,-0.25400,-1.83700,-1.83700,-1.83700,-4.33500,-4.92100,30.82300,30.82300,-0.03000,-0.03000,81.79590,,57.35430,-93.39530,-93.39530,-39.68490,-34.86430,0.01490,0.06140,1464.69900,-0.52690,-0.52690,-0.51930,-0.52690,11.89730,0.1166,0.0476
2020-09-30,10.54900,9.42600,1.12300,2.34600,3.44700,5.79300,-4.67000,1.47600,-3.19400,-0.66800,-2.52600,-2.52600,-2.52600,-4.12200,-4.67000,29.03700,29.03700,-0.09000,-0.09000,40.60750,,10.64560,-44.26960,-44.26960,-30.27780,-23.94540,0.02990,0.86670,103.84680,-0.72980,-0.72980,-0.71480,-0.72980,11.84390,0.2733,0.2495
2020-06-30,15.49800,13.20100,2.29700,2.56500,6.24600,8.81100,-6.51400,-0.66200,-7.17600,-0.33200,-6.84400,-6.84400,-6.84400,-5.96800,-6.51400,28.85610,28.85610,-0.24000,-0.24000,18.27880,,14.82130,-42.03120,-42.03120,-46.30280,-44.16050,0.04320,0.60410,148.97790,-1.99200,-1.99200,-1.90770,-1.99200,11.88950,-0.826,-0.8435
2020-03-31,12.68100,9.67400,3.00700,1.15500,4.02300,5.17800,-2.17100,1.80500,-0.36600,-0.35200,-0.01400,-0.01400,-0.01400,-1.61300,-2.17100,36.16950,36.16950,0.00000,0.00000,25.19750,,23.71260,-17.12010,-17.12010,-2.88620,-0.11040,0.03540,0.94110,95.62810,-0.00400,-0.00400,-0.00390,-0.00400,12.02930,-1.67750,-1.68820
2019-12-31,,,,10.33700,2.97400,,-13.31100,749.63010,736.31900,,686.49510,686.49510,686.49510,-12.74500,-13.31100,38.94500,46.31900,17.64000,14.91000,11.90000,,,,,,,,,,90.85060,90.85060,84.03900,90.85060,18.19920,-0.0403,-0.0399
2019-09-30,,,,4.53300,1.57800,,-6.11100,-0.03900,-6.15000,,-6.15000,-6.15000,-6.15000,-5.51500,-6.11100,41.01900,41.01900,-0.15000,-0.15000,20.24300,,,,,,,,,,-9.51690,-9.51690,-9.22830,-9.51690,1.57360,-0.0998,-0.1036
2019-06-30,,,,4.69300,1.31300,,-6.00600,0.15400,-5.85200,,-5.85200,-5.85200,-5.85200,-5.40900,-6.00600,37.52000,37.52000,-0.16000,-0.16000,18.52110,,,,,,,,,,-8.43070,-8.43070,-8.14190,-8.43070,1.69280,-0.1243,-0.1251
2019-03-31,,,,4.52700,1.27800,,-5.80500,-0.05900,-5.86400,,-5.86400,-5.86400,-5.86400,-5.20300,-5.80500,35.97700,35.97700,-0.16000,-0.16000,4.56950,,,,,,,,,,-15.85590,-15.85590,-14.72480,-15.85590,1.02470,-0.13000,-0.13020
2018-12-31,,,,4.84300,1.26500,,-6.10800,-0.00300,-6.11100,,-6.11100,-6.11100,-6.11100,-5.49100,-6.10800,35.80400,35.80400,-0.18000,-0.18000,5.77990,,,,,,,,,,-14.76160,-14.76160,-13.78060,-14.76160,1.15320,-0.1431,-0.1433
2018-09-30,,,,3.94000,1.17500,,-5.11500,0.06400,-5.05100,,-5.05100,-5.05100,-5.05100,-4.49700,-5.11500,35.82000,35.82000,-0.14000,-0.14000,9.26350,,,,,,,,,,-10.76120,-10.76120,-10.25710,-10.76120,1.31040,-0.1115,-0.1124
2018-06-30,,,,3.94900,1.67200,,-5.62100,-0.28600,-5.90700,,-5.90700,-5.90700,-5.90700,-5.01100,-5.62100,35.82000,35.82000,-0.16000,-0.16000,9.34910,,,,,,,,,,-11.46500,-11.46500,-10.88050,-11.46500,1.43840,-0.1078,-0.1092
2018-03-31,,,,2.99300,1.15700,,-4.15000,0.08100,-4.06900,,-4.06900,-4.06900,-4.06900,-3.56200,-4.15000,35.44700,35.44700,-0.11000,-0.11000,12.22230,,,,,,,,,,-7.21330,-7.21330,-6.91300,-7.21330,1.58810,-0.09950,-0.10040
2017-12-31,,,,5.90700,1.60000,,-7.50700,0.25800,-7.24900,,-7.24900,-7.24900,-7.24900,-6.91200,-7.50700,34.87580,34.87580,-0.19000,-0.19000,11.93840,,,,,,,,,,-12.04910,-12.04910,-11.51150,-12.04910,1.69760,-0.207,-0.2149
2017-09-30,,,,4.93000,1.66300,,-6.59300,0.38800,-6.20500,,-6.20500,-6.20500,-6.20500,-6.29600,-6.59300,35.42310,35.42310,-0.18000,-0.18000,11.50460,,,,,,,,,,-9.24060,-9.24060,-8.78010,-9.24060,1.89480,-0.1809,-0.1881
2017-06-30,,,,7.39900,2.28900,,-9.68800,0.55500,-9.13300,,-9.13300,-9.13300,-9.13300,-9.39200,-9.68800,35.32000,35.32000,-0.26000,-0.26000,10.14390,,,,,,,,,,-12.48430,-12.48430,-11.73290,-12.48430,2.06540,-0.2192,-0.2262
2017-03-31,,,,8.18800,2.08300,,-10.27100,-0.29200,-10.56300,,-10.56300,-10.56300,-10.56300,-9.97500,-10.27100,33.29200,33.29200,-0.32000,-0.32000,10.72420,,,,,,,,,,-12.83940,-12.83940,-12.05600,-12.83940,2.33620,-0.35770,-0.37590
2016-12-31,,,,13.68400,2.75700,,-16.44100,0.04300,-16.39800,,-16.39800,-16.39800,-16.39800,-16.26800,-16.44100,32.40300,32.40300,-0.51000,-0.51000,4.63770,,,,,,,,,,-27.76310,-27.76310,-24.45640,-27.76310,1.81020,-0.3961,-0.4572
2016-09-30,,,,9.77400,2.68500,,-12.45900,-0.02500,-12.48400,,-12.48400,-12.48400,-12.48400,-12.28400,-12.45900,32.43600,32.43600,-0.38000,-0.38000,7.35450,,,,,,,,,,-17.42870,-17.42870,-15.94540,-17.42870,2.20780,-0.462,-0.5593
2016-06-30,,,,11.21600,2.39900,,-13.61500,-0.00700,-13.62200,,-13.62200,-13.62200,-13.62200,-13.44400,-13.61500,32.37800,32.37800,-0.42000,-0.42000,6.39240,,,,,,,,,,-16.45090,-16.45090,-14.61570,-16.45090,2.55340,-0.254,-0.4346
2016-03-31,,,,7.81200,2.43600,,-10.24800,-0.00900,-10.25700,,-10.25700,-10.25700,-10.25700,-10.06900,-10.24800,32.29200,32.29200,-0.32000,-0.32000,12.16500,,,,,,,,,,-10.83350,-10.83350,-10.12920,-10.83350,2.93200,-0.30800,-0.39840
2015-12-31,,,,10.41300,1.65700,,-12.07000,0.18100,-11.88900,,-11.88900,-11.88900,-11.88900,-11.88100,-12.07000,30.80200,30.80200,-0.38000,-0.38000,14.78950,,,,,,,,,,-11.53710,-11.53710,-10.87160,-11.53710,3.19250,-0.3759,-0.5058
2015-09-30,,,,9.73100,1.08300,,-10.81400,0.07800,-10.73600,,-10.73600,-10.73600,-10.73600,-10.64500,-10.81400,32.05100,32.05100,-0.33000,-0.33000,21.69970,,,,,,,,,,-9.41120,-9.41120,-9.01830,-9.41120,3.55900,-0.2135,-0.3503
2015-06-30,,,,4.38200,2.03900,,-6.42100,-0.32300,-6.74400,,-6.74400,-6.74400,-6.74400,-6.24500,-6.42100,31.28800,31.28800,-0.22000,-0.22000,42.00800,,,,,,,,,,-5.43980,-5.43980,-5.31660,-5.43980,3.86930,-0.2557,-0.3057
2015-03-31,,,,6.78400,1.42100,,-8.20500,0.09100,-8.11400,,-8.11400,-8.11400,-8.11400,-8.04000,-8.20500,27.64200,27.64200,-0.29000,-0.29000,14.05250,,,,,,,,,,-14.79040,-14.79040,-13.82570,-14.79040,1.97860,-0.23630,-0.25690
2014-12-31,,,,4.39000,2.01000,,-6.40000,0.04000,-6.36000,0.00000,-6.36000,-6.35200,-6.35200,-6.17300,-6.40000,24.43100,24.43100,-0.26000,-0.26000,18.45060,,,,,,,,,,-10.76060,-10.76060,-10.21600,-10.76060,2.14290,-0.1369,-0.1587
2014-09-30,,,,4.34100,2.63900,,-6.98000,0.01700,-6.96300,,-6.96300,-6.96300,-6.96300,-6.83400,-6.98000,24.11700,24.11700,-0.29000,-0.29000,,,,,,,,,,,,,,,,-0.1306,-0.1524
2014-06-30,,,,3.24600,0.65900,,-3.90500,-0.00100,-3.90600,,-3.90600,-3.90600,-3.90600,-3.75900,-3.90500,23.74800,23.74800,-0.16000,-0.16000,,,,,,,,,,,,,,,,-0.1121,-0.1229
2014-03-31,,,,2.35000,2.15400,,-4.50400,0.00100,-4.50300,,-4.50300,-4.50300,-4.50300,-4.36300,-4.50400,23.55000,23.55000,-0.19000,-0.19000,,,,,,,,,,,,,,,,-0.09930,-0.10180
2013-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
