Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.59020,0.49740,0.09280,0.00860,1.05010,1.05870,-0.96590,0.00140,-0.96450,-0.96450,-0.96450,-0.96450,-0.96590,-0.96590,33.24410,33.24410,-0.03000,-0.03000,16.35350,,,15.73050,-163.64450,-163.64450,-163.40820,-163.40820,0.14220,0.28140,0.30260,297.44300,-24.75390,-24.75390,-23.24020,-24.75390,0.11720,-0.01780,-0.01780
2024-06-30,0.57920,0.56210,0.01720,0.00880,0.74220,0.75090,-0.73380,0.00470,-0.72910,-0.72910,-0.72910,-0.72910,-0.73380,-0.73380,33.21330,33.21330,-0.02000,-0.02000,76.21160,,,2.96210,-126.68480,-126.68480,-125.87370,-125.87370,0.12440,0.31450,0.32070,280.61860,-15.86530,-15.86530,-15.65710,-15.86530,0.13830,-0.0008,-0.0008
2024-03-31,0.28390,0.11780,0.16610,0.01040,0.75610,0.76650,-0.60040,0.01090,-0.58950,-0.58950,-0.58950,-0.58950,-0.60040,-0.60040,33.23610,33.23610,-0.02000,-0.02000,342.34850,,,58.52240,-211.47060,-211.47060,-207.63400,-207.63400,0.05510,0.05510,0.15050,598.06260,-11.47360,-11.47360,-11.44010,-11.47360,0.15460,-0.0146,-0.0146
2023-12-31,1.01780,0.81200,0.20590,,0.77470,0.77470,-0.56880,0.01280,-0.55600,-0.55600,-0.55600,-0.55600,-0.56880,-0.56880,33.22640,33.22640,-0.02000,-0.02000,482.21950,,,20.22670,-55.88620,-55.88620,-54.63050,-54.63050,0.17930,0.40970,0.46570,193.27730,-9.81810,-9.81810,-9.79770,-9.81810,0.17040,-0.0098,-0.0098
2023-09-30,0.76410,0.64300,0.12120,0.00000,0.55520,0.55510,-0.43400,0.00530,-0.42870,-0.42870,-0.42870,-0.42870,-0.43400,-0.43400,33.15510,33.15510,-0.01000,-0.01000,124.99240,,,15.85750,-56.79500,-56.79500,-56.10500,-56.10500,0.12380,0.28870,0.36820,244.45610,-7.00240,-7.00240,-6.94640,-7.00240,0.18470,-0.00540,-0.00540
2023-06-30,0.72190,0.46540,0.25640,,0.57730,0.57740,-0.32090,,-0.32090,-0.32090,-0.32090,-0.32090,-0.32090,-0.32090,32.02560,32.02560,-0.01000,-0.01000,164.74300,,,35.52260,-44.45530,-44.45530,-44.45530,-44.45530,0.11100,0.18040,0.39520,227.70930,-4.96270,-4.96270,-4.93260,-4.96270,0.19500,-0.0462,-0.0462
2023-03-31,0.62900,0.53730,0.09170,0.00130,0.72330,0.72450,-0.63280,,-0.63280,-0.63280,-0.63280,-0.63280,-0.63280,-0.63280,33.15170,33.15170,-0.02000,-0.02000,77.19070,,,14.58630,-100.60440,-100.60440,-100.60440,-100.60440,0.09300,0.39440,0.36200,248.62660,-9.47580,-9.47580,-9.35300,-9.47580,0.20140,0.0014,0.0014
2022-12-31,0.56710,0.47320,0.09390,0.00770,1.07370,1.08140,-0.98750,,-0.98750,-0.98750,-0.98750,-0.98750,-0.98750,-0.98750,32.82250,32.82250,-0.03000,-0.03000,153.04490,,,16.56590,-174.13510,-174.13510,-174.13510,-174.13510,0.07820,0.27210,0.31310,287.43450,-13.71200,-13.71200,-13.62250,-13.71200,0.21930,-0.0169,-0.0169
2022-09-30,1.53780,1.29200,0.24590,0.02090,0.91940,0.94030,-0.69450,-0.00410,-0.69860,-0.69860,-0.69860,-0.69860,-0.69450,-0.69450,29.00990,29.00990,-0.02000,-0.02000,22.80140,,,15.98840,-45.15770,-45.15770,-45.42660,-45.42660,0.19680,0.78940,0.74080,121.49280,-9.35170,-9.35170,-8.94160,-9.35170,0.22800,-0.00410,-0.00410
2022-06-30,0.90600,0.77200,0.13400,-0.06450,1.24000,1.17550,-1.04150,-0.02360,-1.13220,-1.13220,-1.13220,-1.13220,-1.04150,-1.04150,20.55500,20.55500,-0.04000,-0.04000,2.83650,0.02010,0.42860,-30.83890,-114.95580,-114.95580,-124.96690,-124.96690,0.21960,0.34490,0.68750,130.90110,-43.25960,-43.25960,-27.44510,-42.38960,0.11910,-0.0217,-0.0217
