,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-25,2024-09-30,$0.89,$0.90
1,2024-07-26,2024-06-30,$0.67,$0.69
2,2024-04-26,2024-03-31,$1.10,$1.21
3,2024-02-16,2023-12-31,$0.89,$0.68
4,2023-10-27,2023-09-30,$0.45,$0.46
5,2023-07-28,2023-06-30,$0.47,$0.44
6,2023-04-28,2023-03-31,$0.79,$0.80
7,2023-02-16,2022-12-31,$0.59,$0.70
8,2022-10-25,2022-09-30,$0.63,$0.65
9,2022-07-28,2022-06-30,$0.61,$0.72
10,2022-04-28,2022-03-31,$0.85,$0.67
11,2022-02-17,2021-12-31,$0.74,$0.73
12,2021-10-29,2021-09-30,$0.66,$0.56
13,2021-07-30,2021-06-30,$0.36,$0.36
14,2021-04-30,2021-03-31,$0.91,$1.07
15,2021-02-19,2020-12-31,$0.42,$0.57
16,2020-10-30,2020-09-30,$-0.34,$0.90
17,2020-07-31,2020-06-30,$0.34,$0.43
18,2020-04-24,2020-03-31,$0.90,$0.91
19,2020-02-14,2019-12-31,$0.68,$0.68
20,2019-11-01,2019-09-30,$0.59,$0.61
21,2019-08-02,2019-06-30,$0.51,$0.28
22,2019-04-26,2019-03-31,$0.76,$0.82
23,2019-02-15,2018-12-31,$0.54,$0.55
24,2018-10-26,2018-09-30,$0.50,$0.59
25,2018-07-27,2018-06-30,$0.42,$0.51
26,2018-04-27,2018-03-31,$0.65,$0.72
27,2018-02-16,2017-12-31,$0.65,$0.67
28,2017-10-27,2017-09-30,$0.38,$0.44
29,2017-07-28,2017-06-30,$0.44,$0.36
30,2017-04-28,2017-03-31,$0.82,$0.82
31,2017-02-17,2016-12-31,$0.65,$0.68
32,2016-10-28,2016-09-30,$0.42,$0.38
33,2016-08-03,2016-06-30,$0.44,$0.42
34,2016-04-29,2016-03-31,$0.63,$0.68
35,2016-02-12,2015-12-31,$0.63,$0.57
36,2015-10-27,2015-09-30,$0.48,$0.40
37,2015-07-28,2015-06-30,$0.43,$0.44
38,2015-04-28,2015-03-31,$0.73,$0.62
39,2015-02-13,2014-12-31,$0.52,$0.55
