,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-08,2024-09-30,$-0.05,$-0.08
1,2024-08-09,2024-06-30,$-0.06,$-0.06
2,2024-05-10,2024-03-31,$-0.06,$-0.05
3,2024-03-08,2023-12-31,$-0.08,$-0.07
4,2023-11-14,2023-09-30,$-0.09,$-0.08
5,2023-08-11,2023-06-30,$-0.07,$-0.08
6,2023-05-05,2023-03-31,$-0.12,$-0.08
7,2023-03-31,2022-12-31,$-0.12,$-0.10
8,2022-11-10,2022-09-30,$-0.16,$-0.11
9,2022-08-11,2022-06-30,$-0.13,$-0.11
10,2022-05-12,2022-03-31,$-0.16,$-0.13
11,2022-03-08,2021-12-31,$-0.11,$0.21
12,2021-11-10,2021-09-30,$-0.10,$-0.05
13,2021-08-16,2021-06-30,$-0.10,$-0.19
14,2021-05-20,2021-03-31,--,$-0.43
15,2021-03-18,2020-12-31,--,$-0.11
16,2020-11-19,2020-09-30,--,$-0.09
17,2020-08-20,2020-06-30,--,$-0.17
18,2020-05-21,2020-03-31,--,$-0.16
19,2020-03-26,2019-12-31,--,$-0.26
20,2019-11-21,2019-09-30,--,$-0.25
21,2019-08-20,2019-06-30,--,$-0.12
22,2019-06-27,2019-03-31,--,$-0.26
23,2019-03-28,2018-12-31,--,$-0.17
24,2019-01-22,2018-09-30,--,$-0.45
25,2018-08-20,2018-06-30,--,$13.97
