,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,$0.21,$0.33
1,2024-08-07,2024-06-30,$0.17,$0.29
2,2024-05-08,2024-03-31,$0.05,$0.10
3,2024-03-07,2023-12-31,$0.07,$0.10
4,2023-11-09,2023-09-30,$0.04,$0.16
5,2023-08-09,2023-06-30,$0.02,$0.19
6,2023-05-11,2023-03-31,$-0.01,$0.05
7,2023-03-23,2022-12-31,$-0.06,$-0.19
8,2022-11-09,2022-09-30,$-0.08,$0.01
9,2022-08-09,2022-06-30,$0.03,$0.08
10,2022-05-05,2022-03-31,$0.00,$0.01
11,2022-03-10,2021-12-31,$0.13,$0.13
12,2021-11-11,2021-09-30,$0.16,$0.21
