Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,15196.00000,13777.00000,1419.00000,-110.00000,756.00000,663.00000,-49.00000,614.00000,315.00000,299.00000,299.00000,,287.00000,1345.00000,663.00000,778.00000,781.00000,0.37000,0.37000,1.45960,0.13850,0.20340,9.33800,4.36300,4.36300,4.04050,1.88870,0.16310,0.74580,3.58570,25.10000,,0.59090,0.32090,0.46520,,1.8317,0.4289
2024-06-30,16249.00000,14568.00000,1681.00000,,635.00000,1046.00000,-259.00000,787.00000,275.00000,512.00000,512.00000,,504.00000,1681.00000,1046.00000,794.00000,797.00000,0.63000,0.63000,1.52700,0.13910,0.20490,10.34530,6.43730,6.43730,4.84340,3.10170,0.17890,0.82350,3.88170,23.18540,,1.03740,0.56360,0.81180,,1.3441,0.0814
2024-03-31,16282.00000,14568.00000,1714.00000,,642.00000,1072.00000,99.00000,1171.00000,197.00000,974.00000,974.00000,,938.00000,1714.00000,1072.00000,809.00000,811.00000,1.16000,1.16000,1.54980,0.13040,0.18360,10.52700,6.58400,6.58400,7.19200,5.76100,0.17710,0.79290,3.69790,24.33790,,1.92330,1.05930,1.52180,,-0.12330,-1.64730
2023-12-31,14552.00000,16107.00000,-1555.00000,,425.00000,-1980.00000,-1460.00000,-3440.00000,-454.00000,-2986.00000,-2986.00000,,-2966.00000,-1277.00000,-1980.00000,842.00000,845.00000,-3.51000,-3.48000,1.52690,0.12990,0.19050,-10.68580,-13.60640,-13.60640,-23.63940,-20.38210,0.15490,0.85860,3.97490,22.64230,,-5.85880,-3.17940,-4.63400,,3.9141,3.0657
2023-09-30,16616.00000,14751.00000,1865.00000,,662.00000,1203.00000,30.00000,1233.00000,272.00000,961.00000,961.00000,,929.00000,1865.00000,1203.00000,838.00000,841.00000,1.11000,1.10000,1.61970,0.12520,0.18320,11.22410,7.24000,7.24000,7.42060,5.59100,0.17730,0.78250,3.70980,24.26040,,1.82510,1.02520,1.46110,,1.5403,0.1438
2023-06-30,18606.00000,16001.00000,2605.00000,,680.00000,1925.00000,213.00000,2138.00000,231.00000,1907.00000,1907.00000,,1860.00000,2605.00000,1925.00000,842.00000,845.00000,2.21000,2.20000,1.63340,0.13000,0.18060,14.00090,10.34610,10.34610,11.49090,9.99680,0.19500,0.79860,3.89740,23.09260,,3.60940,1.99850,2.86510,,2.492,1.2156
2023-03-31,18501.00000,16679.00000,1822.00000,,630.00000,1192.00000,137.00000,1329.00000,189.00000,1140.00000,1140.00000,,1096.00000,1822.00000,1192.00000,859.00000,862.00000,1.28000,1.27000,1.56640,0.13350,0.20450,9.84810,6.44290,6.44290,7.18340,5.92400,0.19420,0.84150,3.70840,24.26950,,2.23100,1.19670,1.76000,,1.10090,0.01280
2022-12-31,16891.00000,17259.00000,-368.00000,,-62.00000,-306.00000,498.00000,192.00000,-35.00000,227.00000,227.00000,,261.00000,330.00000,-306.00000,911.00000,914.00000,0.57000,0.56000,1.65720,0.14020,0.20960,-2.17870,-1.81160,-1.81160,1.13670,1.54520,0.17870,0.85920,4.39980,20.45530,0.40830,0.44780,0.24010,0.35110,69.02690,3.8233,2.3318
2022-09-30,18975.00000,16315.00000,2660.00000,-381.00000,1009.00000,1651.00000,-225.00000,1426.00000,371.00000,1055.00000,1055.00000,,993.00000,2279.00000,1651.00000,892.00000,895.00000,1.11000,1.11000,1.61740,0.10630,0.16680,14.01850,8.70090,8.70090,7.51520,5.23320,0.20800,0.79330,4.05710,22.18340,,2.11500,1.15660,1.74870,,2.3851,1.4648
2022-06-30,22142.00000,16979.00000,5163.00000,,669.00000,4494.00000,342.00000,4836.00000,826.00000,4010.00000,4010.00000,,3923.00000,5163.00000,4494.00000,924.00000,926.00000,4.25000,4.24000,1.57830,0.09710,0.15570,23.31770,20.29630,20.29630,21.84090,17.71750,0.22820,0.72860,3.73330,24.10760,,7.69100,4.13290,6.41450,,2.849,2.118
