Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.92500,1.82300,7.10200,1.15100,6.94200,8.09300,-0.99100,-0.21100,-1.20200,-1.20200,-1.20200,-1.20200,-0.31700,-0.99100,11.96000,11.96000,-0.10000,-0.10000,0.83730,0.48040,1.24370,79.57420,-11.10360,-11.10360,-13.46780,-13.46780,0.30370,1.83040,49.16980,-16.34930,12.19560,-4.08980,-8.49590,0.61090,0.1287,0.1277
2024-06-30,8.47000,1.76400,6.70600,1.22100,5.98200,7.20300,-0.49700,-0.23800,-0.73500,-0.73500,-0.73500,-0.73500,0.18500,-0.49700,11.70300,11.70300,-0.06000,-0.06000,1.16150,0.58240,1.39450,79.17360,-5.86780,-5.86780,-8.67770,-8.67770,0.38490,1.56270,57.59150,-15.13280,15.40230,-3.34030,-6.31990,0.41130,0.0351,0.0335
2024-03-31,8.08300,1.76100,6.32200,1.32200,5.63100,6.95300,-0.63100,-0.19800,-0.82900,-0.82900,-0.82900,-0.82900,0.05500,-0.63100,11.70900,11.70900,-0.07000,-0.07000,1.13490,0.57870,1.37360,78.21350,-7.80650,-7.80650,-10.25610,-10.25610,0.34310,1.58990,56.60770,-16.86670,17.23850,-3.51850,-7.10670,0.42150,0.01730,0.01250
2023-12-31,7.87000,1.69700,6.17300,1.25500,5.41100,6.66600,-0.49300,-0.04000,-0.53300,-0.53300,-0.53300,-0.53300,0.20400,-0.49300,11.76600,11.76600,-0.05000,-0.05000,1.28160,0.50070,1.00400,78.43710,-6.26430,-6.26430,-6.77250,-6.77260,0.30870,1.63010,55.21220,-7.94690,17.32200,-2.09060,-3.96750,0.57270,0.0706,0.0681
2023-09-30,7.83800,1.78800,6.05000,1.95500,5.48500,7.44000,-1.39000,0.03500,-1.35500,-1.35500,-1.35500,-1.35500,-0.73100,-1.39000,11.82200,11.82200,-0.11000,-0.11000,0.75740,,0.00180,77.18810,-17.73410,-17.73410,-17.28760,-17.28760,0.40710,1.77770,50.62640,-17.45460,64.15720,-7.03750,-17.45460,0.65370,-0.0273,-0.0345
2023-06-30,7.83600,1.78700,6.04900,2.03300,6.04400,8.07700,-2.02800,0.05500,-1.97300,-1.97300,-1.97300,-1.97300,-1.34600,-2.02800,11.73800,11.73800,-0.17000,-0.17000,0.81440,,0.00280,77.19500,-25.88050,-25.88050,-25.17870,-25.17870,0.38040,1.67440,53.75190,-23.64570,120.37830,-9.57810,-23.64570,0.70730,-0.0418,-0.046
2023-03-31,7.77200,1.70200,6.07000,1.74600,6.37800,8.12400,-2.05400,0.04300,-2.01100,-2.01100,-2.01100,-2.01100,-1.39800,-2.05400,11.63700,11.63700,-0.17000,-0.17000,1.09880,0.00010,0.00350,78.10090,-26.42820,-26.42820,-25.87490,-25.87490,0.35480,1.70180,52.88600,-21.30750,350.34830,-9.18140,-21.30520,0.80690,0.02550,0.02490
2022-12-31,7.73800,1.74500,5.99300,1.60800,6.30900,7.91700,-1.92400,0.00000,-1.92400,-1.92400,-1.92400,-1.92400,-1.26400,-1.92400,11.47700,11.47700,-0.16000,-0.16000,1.17210,0.00070,0.00420,77.44890,-24.86430,-24.86430,-24.86430,-24.86430,0.31680,1.42820,63.01630,-18.16980,-351.73630,-7.87620,-18.15780,0.91670,-0.0436,-0.0441
2022-09-30,7.70000,1.92300,5.77700,1.54200,6.51700,8.05900,-2.28200,-0.00100,-2.28300,-2.28300,-2.28300,-2.28300,-1.51400,-2.28200,11.45800,11.45800,-0.20000,-0.20000,1.21530,0.00120,0.00490,75.02600,-29.63640,-29.63640,-29.64940,-29.64940,0.30080,1.52260,59.10780,-19.79370,-174.80860,-8.91900,-19.76970,1.00360,-0.0747,-0.0784
2022-06-30,7.56900,1.84100,5.72800,1.40600,6.93000,8.33600,-2.60800,-0.00200,-2.61000,-2.61000,-2.61000,-2.61000,-1.81500,-2.60800,11.48900,11.48900,-0.23000,-0.23000,1.28070,0.00180,0.00550,75.67710,-34.45630,-34.45630,-34.48280,-34.48280,0.27300,1.47030,61.21280,-20.09390,-122.88130,-9.41390,-20.05840,1.13130,-0.1471,-0.1472
