Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,78.79000,47.78200,31.00800,20.41700,-10.05600,30.47300,0.53500,12.12100,12.65600,3.15000,9.50600,9.21600,9.21300,0.53500,0.53500,5.34990,5.34990,2.23640,2.23640,1.96950,39.35520,0.67900,0.67900,16.06300,11.69310,0.21370,3.60350,4.16000,21.63470,3.97220,3.97220,2.49920,3.97220,43.23460,-0.7628,-3.2438
2021-09-30,67.95400,38.57900,29.37500,19.35000,-7.29400,26.64400,2.73100,12.49000,15.22100,4.65300,10.56800,9.52100,9.44200,2.73100,2.73100,5.35400,5.35400,1.76360,1.76360,2.01060,43.22780,4.01890,4.01890,22.39900,13.89470,0.18860,2.30610,4.45630,20.19620,4.31090,4.31090,2.64300,4.31090,,0,0
2021-06-30,88.39300,57.38600,31.00700,16.16500,-12.36900,28.53400,2.47300,2.17400,4.64700,1.19500,3.45200,2.62600,2.63500,2.47300,2.47300,5.35240,5.35240,0.00000,0.00000,1.92110,35.07860,2.79770,2.79770,5.25720,2.98100,0.24560,3.67270,4.16560,21.60580,1.26170,1.26170,0.72970,1.26170,,0,0
2021-03-31,103.08600,67.06000,36.02600,26.00700,-13.03600,39.04300,-3.01700,3.29200,0.27500,0.49600,-0.22100,-0.60600,-0.58300,-3.01700,-3.01700,5.33700,5.33700,0.00000,0.00000,1.86250,34.94750,-2.92670,-2.92670,0.26680,-0.56550,0.28190,4.27570,4.00960,22.44630,-0.29660,-0.29660,-0.16570,-0.29660,,0.00000,
2020-12-31,247.06600,181.84200,65.22400,44.16000,-25.15100,69.31100,-4.08700,-1.43000,-5.51700,6.69400,-12.21100,-12.47500,-12.63700,-4.08700,-4.08700,5.31480,5.31480,-2.00000,-2.00000,1.75110,26.39940,-1.65420,-1.65420,-2.23300,-5.11480,0.63210,8.77320,9.34160,9.63430,-6.19070,-6.19070,-3.19150,-6.19070,37.78460,-7.5403,-9.9214
2020-09-30,157.10800,110.71400,46.39400,31.03900,-18.94900,49.98800,-3.59400,-3.21600,-6.81000,-0.64800,-6.16200,-6.42600,-6.24800,-3.59400,-3.59400,5.31340,5.31340,-1.20000,-1.20000,1.72110,29.53000,-2.28760,-2.28760,-4.33460,-3.97690,0.37960,2.58940,5.60160,16.06680,-3.05820,-3.05820,-1.55270,-3.05820,,0,0
2020-06-30,210.46200,149.14200,61.32000,42.32300,-25.39000,67.71300,-6.39300,3.47800,-2.91500,-0.46800,-2.44700,-2.47600,-1.69100,-6.39300,-6.39300,5.31190,5.31190,-0.40000,-0.40000,1.70710,29.13590,-3.03760,-3.03760,-1.38500,-0.80350,0.49020,3.35810,51.08300,1.76180,-1.15990,-1.15990,-0.57670,-1.15990,,0,0
2020-03-31,232.91300,162.13200,70.78100,46.15900,-25.48300,71.64200,-0.86100,-0.53400,-1.39500,0.44400,-1.83900,-1.86800,-1.85000,-0.86100,-0.86100,5.31040,5.31040,-0.40000,-0.40000,1.56330,30.38950,-0.36970,-0.36970,-0.59890,-0.79430,0.48890,3.28090,44.07890,2.04180,-0.88880,-0.88880,-0.39210,-0.88880,,0.00000,
2019-12-31,339.49200,256.83300,82.65910,55.32900,-35.41400,90.74300,-8.08400,6.56400,-1.52000,-0.72100,-0.79900,-0.80800,5.54000,-8.08400,-8.08400,4.54620,4.54620,21.20000,21.20000,1.59070,24.34790,-2.38120,-2.38120,-0.44770,1.63180,0.71570,4.17450,66.84230,1.34650,-0.38410,-0.38410,-0.17030,-0.38410,39.51990,-35.2867,-36.081
2019-09-30,387.96600,319.04400,68.92200,47.86300,-39.56500,87.42800,-18.50600,10.41400,-8.09200,-1.14300,-6.94900,-7.17300,-7.18500,-18.50600,-18.50600,5.39680,5.39680,-1.20000,-1.20000,1.70720,17.76500,-4.77000,-4.77000,-2.08580,-1.85200,0.77780,4.54370,69.85340,1.28840,-3.26020,-3.26020,-1.43810,-3.26020,40.77510,0,0
2019-06-30,446.33000,347.13700,99.19300,58.96000,-56.53200,115.49200,-16.29900,3.15500,-13.14400,-0.87400,-12.27000,-12.31200,-72.93400,-16.29900,-16.29900,4.50950,4.50950,-16.00000,-16.00000,1.64840,22.22410,-3.65180,-3.65180,-2.94490,-16.34080,0.82420,3.77260,96.62910,0.93140,-5.42800,-5.42800,-2.27370,-5.42800,42.02800,0,0
2019-03-31,502.79300,405.59000,97.20300,48.27500,-48.90300,97.17800,0.02500,3.00300,3.02800,0.33600,2.69200,2.50400,-163.54700,0.02500,0.02500,2.88500,2.88500,-56.00000,-56.00000,1.26020,19.33260,0.00500,0.00500,0.60220,-32.52770,0.95240,4.64580,336.09160,0.26780,-0.32420,-0.32420,0.47430,-0.32420,,0.00000,
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
