Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2053.00000,,2053.00000,829.00000,852.00000,-67.00000,,176.00000,-41.00000,135.00000,40.00000,95.00000,95.00000,,95.00000,302.00000,176.00000,116.00000,120.00000,0.81000,0.79000,1.05820,0.67070,2.07860,100.00000,8.57280,8.57280,6.57570,4.62740,0.25910,1.92950,46.64390,5.78920,-37.10940,1.19900,1.90610,14.14660,2.2,1.175
2024-06-30,2079.00000,,2079.00000,838.00000,854.00000,-62.00000,,197.00000,-50.00000,147.00000,-3.00000,150.00000,150.00000,,150.00000,319.00000,197.00000,116.00000,120.00000,1.29000,1.25000,1.00390,0.72450,2.67310,100.00000,9.47570,9.47570,7.07070,7.21500,0.26900,1.91080,47.09960,10.00670,-40.10700,1.94070,2.75630,12.92240,1.75,0.2166
2024-03-31,2018.00000,,2018.00000,851.00000,834.00000,-69.00000,,139.00000,-48.00000,90.00000,23.00000,67.00000,67.00000,,67.00000,256.00000,139.00000,116.00000,120.00000,0.58000,0.56000,0.94200,0.71390,2.54200,100.00000,6.88800,6.88800,4.45990,3.32010,0.26540,1.87370,48.03270,5.03000,-12.00720,0.88120,1.43930,11.48280,1.20830,-1.28330
2023-12-31,1940.00000,,1940.00000,822.00000,805.00000,-63.00000,,119.00000,-41.00000,78.00000,20.00000,58.00000,58.00000,,58.00000,233.00000,119.00000,116.00000,118.00000,0.50000,0.48000,1.00190,0.72480,2.68880,100.00000,6.13400,6.13400,4.02060,2.98970,0.25890,1.99380,45.13920,4.58140,-8.86850,0.77420,1.26060,10.91380,2.1587,-6.5955
2023-09-30,1980.00000,,1980.00000,843.00000,809.00000,-63.00000,,154.00000,-37.00000,117.00000,31.00000,86.00000,86.00000,-2.00000,84.00000,264.00000,154.00000,116.00000,119.00000,0.73000,0.71000,1.05980,0.67150,2.09940,100.00000,7.77780,7.77780,5.90910,4.24240,0.30800,1.86970,48.13640,7.18460,-13.56470,1.33790,2.36000,10.31900,1.9685,0.8752
2023-06-30,1917.00000,,1917.00000,834.00000,783.00000,-76.00000,,107.00000,-63.00000,44.00000,13.00000,31.00000,31.00000,2.00000,33.00000,214.00000,107.00000,116.00000,118.00000,0.28000,0.28000,0.99280,0.68660,2.25020,100.00000,5.58160,5.58160,2.29530,1.72140,0.30180,1.90180,47.32390,2.77030,-4.09510,0.48800,0.86810,9.64660,1.099,0.0628
2023-03-31,1907.00000,,1907.00000,884.00000,762.00000,-78.00000,,58.00000,-37.00000,21.00000,4.00000,17.00000,17.00000,-3.00000,14.00000,159.00000,58.00000,116.00000,116.00000,0.13000,0.13000,1.01230,0.70140,2.41140,100.00000,3.04140,3.04140,1.10120,0.73410,0.30040,1.87140,48.09120,1.61140,-2.06310,0.26780,0.48120,9.09480,0.65520,-1.20690
2022-12-31,1831.00000,1428.00000,403.00000,859.00000,155.00000,-42.00000,399.00000,4.00000,-32.00000,-28.00000,8.00000,-36.00000,-36.00000,-58.00000,-94.00000,107.00000,4.00000,115.00000,115.00000,-0.81000,-0.81000,1.08160,0.70960,2.50200,22.00980,0.21850,0.21850,-1.52920,-5.13380,0.29210,1.91930,46.89240,-3.55730,4.15220,-0.57430,-1.03300,8.80000,1.7514,0.9517
2022-09-30,1946.00000,,1946.00000,905.00000,739.00000,-57.00000,,139.00000,-20.00000,119.00000,27.00000,92.00000,92.00000,39.00000,131.00000,238.00000,139.00000,115.00000,116.00000,1.14000,1.13000,1.15930,0.61460,1.62820,100.00000,7.14290,7.14290,6.11510,6.73180,0.22890,0.96670,93.09870,5.15120,-9.79770,1.08200,1.98530,15.53040,2.3362,1.3966
2022-06-30,2047.00000,,2047.00000,959.00000,752.00000,-67.00000,,171.00000,-44.00000,127.00000,31.00000,96.00000,96.00000,45.00000,141.00000,267.00000,171.00000,115.00000,116.00000,1.23000,1.22000,1.10710,0.62600,1.70590,100.00000,8.35370,8.35370,6.20420,6.88810,0.23690,0.93470,96.28730,5.62390,-8.73520,1.11110,2.10340,14.84350,1.4569,0.4655
