Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,4745.00000,2967.00000,1778.00000,-927.00000,1130.00000,648.00000,-270.00000,378.00000,99.00000,279.00000,279.00000,1.00000,140.00000,859.00000,648.00000,107.48300,112.02000,1.30000,1.28000,1.31280,0.87740,7.22320,37.47100,13.65650,13.65650,7.96630,2.95050,0.17800,7.58820,1.62720,55.30880,13.57000,-3.17660,1.04690,1.66320,19.09220,2.03540,0.65170
2021-12-31,4856.00000,3026.00000,1830.00000,-878.00000,1079.00000,751.00000,-223.00000,528.00000,108.00000,420.00000,420.00000,-1.00000,249.00000,960.00000,751.00000,106.83300,108.57100,2.34000,2.29000,1.38480,0.88310,7.61730,37.68530,15.46540,15.46540,10.87320,5.12770,0.17610,7.88020,1.75310,51.33860,20.44790,-4.82540,1.52290,2.39110,19.16240,3.3077,0.5019
2021-09-30,4894.00000,3036.00000,1858.00000,-635.00000,844.00000,1014.00000,-240.00000,774.00000,197.00000,577.00000,577.00000,1.00000,449.00000,1231.00000,1014.00000,107.05000,108.76100,4.19000,4.13000,1.28370,0.89550,8.64460,37.96490,20.71930,20.71930,15.81530,9.17450,0.18890,8.07450,1.78480,50.42500,35.29050,-6.78270,2.22670,3.68830,15.27050,3.9593,2.9427
2021-06-30,4954.00000,3139.00000,1815.00000,-1008.00000,1229.00000,586.00000,-267.00000,319.00000,61.00000,258.00000,258.00000,-1.00000,119.00000,815.00000,586.00000,106.82200,108.56900,1.11000,1.10000,1.46260,0.92810,13.01800,36.63710,11.82880,11.82880,6.43920,2.40210,0.18650,8.62360,1.87440,48.01580,22.07010,-2.86280,0.97120,1.58670,10.93880,2.2337,1.1152
2021-03-31,4781.00000,3005.00000,1776.00000,-1032.00000,1256.00000,520.00000,-253.00000,267.00000,45.00000,222.00000,222.00000,0.00000,97.00000,753.00000,520.00000,106.30900,108.06500,0.91000,0.90000,1.35880,0.93690,14.99510,37.14700,10.87640,10.87640,5.58460,2.02890,0.18000,8.16580,1.74170,51.67330,21.85040,-2.36850,0.83600,1.37770,9.52320,4.94150,3.82180
2020-12-31,4915.00000,3049.00000,1866.00000,-713.00000,946.00000,920.00000,-244.00000,676.00000,130.00000,546.00000,546.00000,,414.00000,1161.00000,920.00000,105.01000,106.26300,3.93000,3.90000,1.47450,0.94320,16.77590,37.96540,18.71820,18.71820,13.75380,8.42320,0.18130,8.28530,1.82710,49.25740,58.27110,-5.76500,2.01430,3.30690,8.83380,3.9325,2.4037
2020-09-30,4557.00000,2926.00000,1631.00000,-1145.00000,1360.00000,271.00000,-575.00000,-304.00000,-197.00000,-107.00000,-107.00000,1.00000,-196.00000,496.00000,271.00000,105.26300,105.26300,-1.86000,-1.86000,1.33630,0.96750,30.10730,35.79110,5.94690,5.94690,-6.67110,-4.30110,0.17400,8.38400,1.83680,48.99930,-20.49810,1.28020,-0.40860,-0.66530,4.95220,5.7006,4.8754
2020-06-30,3648.00000,2475.00000,1173.00000,-496.00000,702.00000,471.00000,-257.00000,214.00000,45.00000,169.00000,169.00000,,88.00000,687.00000,471.00000,104.79400,105.57800,0.84000,0.83000,1.42290,0.96130,25.09950,32.15460,12.91120,12.91120,5.86620,2.41230,0.13900,7.34420,1.48720,60.51810,26.69830,-2.04330,0.64380,1.03290,6.03430,21.2088,20.2024
2020-03-31,4520.00000,2950.00000,1570.00000,-1040.00000,1243.00000,327.00000,-242.00000,85.00000,-75.00000,160.00000,160.00000,-1.00000,93.00000,540.00000,327.00000,104.35300,105.73300,0.89000,0.88000,1.31580,0.96770,30.31210,34.73450,7.23450,7.23450,1.88050,2.05750,0.18970,9.10490,1.64960,54.55750,31.80910,-1.90110,0.67160,1.02660,4.81210,1.22010,-0.50130
2019-12-31,4806.00000,3033.00000,1773.00000,-1096.00000,1319.00000,454.00000,-245.00000,209.00000,85.00000,124.00000,124.00000,,-3.00000,687.00000,454.00000,103.39800,103.39800,-0.04000,-0.04000,1.20830,0.97090,33.75520,36.89140,9.44650,9.44650,4.34870,-0.06240,0.20570,9.78390,1.74570,51.55430,28.37530,-1.47320,0.53070,0.82570,4.19400,5.0398,3.3109
2019-09-30,4568.00000,2932.00000,1636.00000,-1129.00000,1334.00000,302.00000,-427.00000,-125.00000,22.00000,-147.00000,-147.00000,1.00000,-226.00000,511.00000,302.00000,103.55800,103.55800,-2.18000,-2.18000,1.21920,0.96810,30.72190,35.81440,6.61120,6.61120,-2.73640,-4.94750,0.19560,9.42770,1.63960,54.89050,-30.06140,1.74050,-0.62940,-0.95780,4.70910,4.0751,2.5355
2019-06-30,4560.00000,2898.00000,1662.00000,-1048.00000,1262.00000,400.00000,-248.00000,152.00000,33.00000,119.00000,119.00000,2.00000,26.00000,624.00000,400.00000,103.19800,104.62900,0.25000,0.25000,1.13350,0.95230,20.88700,36.44740,8.77190,8.77190,3.33330,0.57020,0.19650,9.37860,1.65640,54.33550,16.59690,-1.44660,0.51280,0.79180,6.93850,2.7126,1.3692
2019-03-31,4545.00000,2892.00000,1653.00000,-1064.00000,1272.00000,381.00000,-297.00000,84.00000,20.00000,64.00000,64.00000,8.00000,-12.00000,600.00000,381.00000,102.78800,102.78800,-0.11000,-0.11000,1.23010,0.95650,22.21370,36.36960,8.38280,8.38280,1.84820,-0.26400,0.19630,9.38960,1.64610,54.67330,9.49550,-0.77260,0.27640,0.41320,6.53860,0.09730,-1.77060
2018-12-31,4619.00000,2911.00000,1708.00000,-1114.00000,1314.00000,394.00000,-246.00000,148.00000,53.00000,95.00000,95.00000,,-12.00000,606.00000,394.00000,102.11000,103.88100,-0.12000,-0.12000,1.20200,0.95520,21.58080,36.97770,8.53000,8.53000,3.20420,-0.25980,0.20610,9.54430,1.76570,50.97210,13.82820,-1.14110,0.42390,0.61970,6.70000,2.2955,0.3013
2018-09-30,4489.00000,2842.00000,1647.00000,-1123.00000,1327.00000,320.00000,-249.00000,71.00000,6.00000,65.00000,65.00000,,-9.00000,535.00000,320.00000,102.40200,102.40200,-0.09000,-0.09000,1.06340,0.95560,22.56840,36.68970,7.12850,7.12850,1.58160,-0.20050,0.20160,9.25730,1.78770,50.34310,9.87840,-0.77220,0.29190,0.43810,6.42280,3.3774,2.0047
2018-06-30,4506.00000,2883.00000,1623.00000,-1023.00000,1217.00000,406.00000,-256.00000,150.00000,44.00000,106.00000,106.00000,2.00000,26.00000,611.00000,406.00000,102.14700,104.17700,0.25000,0.25000,1.08060,0.96100,25.81080,36.01860,9.01020,9.01020,3.32890,0.57700,0.20170,9.67450,1.79450,50.15310,18.40280,-1.25670,0.47440,0.71720,5.63040,3.3244,-1.9952
2018-03-31,4699.00000,3001.00000,1698.00000,-977.00000,1181.00000,517.00000,-257.00000,260.00000,70.00000,190.00000,190.00000,1.00000,99.00000,732.00000,517.00000,101.39200,102.65600,0.98000,0.96000,1.23530,0.95850,24.17050,36.13540,11.00230,11.00230,5.53310,2.10680,0.20270,10.20750,1.85070,48.62950,30.84420,-2.31370,0.81950,1.28040,6.03990,1.10080,3.84780
2017-12-31,4978.00000,3084.00000,1894.00000,-1201.00000,1409.00000,485.00000,-261.00000,224.00000,324.00000,-100.00000,-100.00000,1.00000,-229.00000,704.00000,485.00000,100.59200,100.59200,-2.28000,-2.28000,1.28650,0.96480,27.71240,38.04740,9.74290,9.74290,4.49980,-4.60020,0.21290,10.67130,1.89930,47.38650,-18.55290,1.21290,-0.42760,-0.65230,5.33810,4.8965,2.7485
2017-09-30,4586.00000,3004.00000,1582.00000,-1312.00000,1531.00000,51.00000,-399.00000,-348.00000,-60.00000,-288.00000,-288.00000,-1.00000,-367.00000,281.00000,51.00000,100.81200,100.81200,-3.64000,-3.64000,1.28270,0.95500,21.41150,34.49630,1.11210,1.11210,-7.58830,-8.00260,0.19760,10.11450,1.77680,50.65200,-41.43890,3.55950,-1.24100,-1.86580,6.89270,3.0473,1.6257
2017-06-30,4802.00000,3126.00000,1676.00000,-1144.00000,1366.00000,310.00000,-291.00000,19.00000,-12.00000,31.00000,31.00000,1.00000,-55.00000,543.00000,310.00000,100.61200,100.61200,-0.55000,-0.55000,1.24100,0.93430,14.36490,34.90210,6.45560,6.45560,0.39570,-1.14540,0.19730,9.89240,1.77000,50.84760,2.93840,-0.39200,0.12740,0.19290,10.47560,2.1256,0.6468
2017-03-31,4813.00000,3145.00000,1668.00000,-1180.00000,1401.00000,267.00000,-263.00000,4.00000,-33.00000,37.00000,37.00000,-1.00000,-53.00000,499.00000,267.00000,100.00000,100.00000,-0.53000,-0.53000,1.34110,0.93230,13.91040,34.65610,5.54750,5.54750,0.08310,-1.10120,0.19640,9.70680,1.61190,55.83630,3.38210,-0.45130,0.15100,0.22890,10.89410,1.86000,-0.12000
2016-12-31,4860.00000,3089.00000,1771.00000,-1273.00000,1491.00000,280.00000,-251.00000,29.00000,6.00000,23.00000,23.00000,,-79.00000,506.00000,280.00000,99.32100,99.32100,-0.79000,-0.79000,1.30320,0.93300,14.09890,36.44030,5.76130,5.76130,0.59670,-1.62550,0.19680,9.47550,1.67530,53.72220,2.12570,-0.28090,0.09310,0.14250,10.85410,-2.9327,-5.5731
2016-09-30,4849.00000,3075.00000,1774.00000,-1230.00000,1435.00000,339.00000,-250.00000,89.00000,10.00000,79.00000,79.00000,1.00000,-8.00000,556.00000,339.00000,99.52300,99.52300,-0.08000,-0.08000,1.12510,0.92480,12.45240,36.58490,6.99110,6.99110,1.83540,-0.16500,0.19810,9.54970,1.73360,51.91380,6.78110,-0.97970,0.32280,0.51010,11.70530,2.6922,0.6802
2016-06-30,4868.00000,3082.00000,1786.00000,-1297.00000,1512.00000,274.00000,-249.00000,25.00000,-16.00000,41.00000,41.00000,-2.00000,-46.00000,500.00000,274.00000,99.34100,99.34100,-0.46000,-0.46000,1.12710,0.92550,12.58770,36.68860,5.62860,5.62860,0.51360,-0.94490,0.20080,9.75320,1.77860,50.60190,3.55900,-0.51220,0.16910,0.26500,11.57600,4.3703,2.3188
2016-03-31,5044.00000,3206.00000,1838.00000,-1272.00000,1484.00000,354.00000,-249.00000,105.00000,67.00000,38.00000,38.00000,-4.00000,-59.00000,576.00000,354.00000,98.76800,98.76800,-0.60000,-0.60000,1.20170,0.93940,15.68250,36.43930,7.01820,7.01820,2.08170,-1.16970,0.21220,10.27560,1.79690,50.08530,4.10370,-0.48210,0.15990,0.24880,9.32830,1.48830,-0.61760
2015-12-31,5026.00000,3239.00000,1787.00000,-1243.00000,1451.00000,336.00000,-269.00000,67.00000,68.00000,-1.00000,-1.00000,3.00000,-97.00000,553.00000,336.00000,99.16700,99.16700,-0.99000,-0.98000,1.20030,0.93760,15.14610,35.55510,6.68520,6.68520,1.33310,-1.93000,0.21220,10.48220,1.85390,48.54560,-0.10440,0.01300,-0.00420,-0.00650,9.72640,1.9574,-0.847
2015-09-30,4692.00000,3010.00000,1682.00000,-1210.00000,1395.00000,287.00000,-247.00000,40.00000,11.00000,29.00000,29.00000,-1.00000,-29.00000,483.00000,287.00000,99.53700,99.53700,-0.29000,-0.29000,1.53820,0.93500,14.49310,35.84830,6.11680,6.11680,0.85250,-0.61810,0.20250,10.94550,1.83420,49.06650,2.84870,-0.39090,0.12510,0.18520,10.22170,4.8319,2.763
2015-06-30,4492.00000,2892.00000,1600.00000,-1239.00000,1436.00000,164.00000,-218.00000,-54.00000,-27.00000,-27.00000,-27.00000,-1.00000,-61.00000,375.00000,164.00000,99.24400,99.24400,-0.61000,-0.61000,1.59220,0.93500,14.49310,35.61890,3.65090,3.65090,-1.20210,-1.35800,0.19750,11.08050,1.77410,50.73020,-2.65230,0.36110,-0.11870,-0.17250,10.25020,4.122,2.3287
2015-03-31,4424.00000,2812.00000,1612.00000,-1115.00000,1322.00000,290.00000,-199.00000,91.00000,16.00000,75.00000,75.00000,1.00000,47.00000,504.00000,290.00000,98.69900,100.87200,0.48000,0.47000,1.37230,0.92400,12.68930,36.43760,6.55520,6.55520,2.05700,1.06240,0.24010,10.49250,1.79110,50.24870,7.71600,-1.71230,0.40710,0.58610,9.80190,-0.56510,-2.38920
2014-12-31,4464.00000,2806.00000,1658.00000,-1081.00000,1321.00000,337.00000,-196.00000,141.00000,60.00000,81.00000,81.00000,,61.00000,584.00000,337.00000,97.80100,100.28700,0.63000,0.63000,1.10990,0.93610,14.79870,37.14160,7.54930,7.54930,3.15860,1.36650,0.24870,10.16670,1.85540,48.50810,10.31850,-1.92130,0.45120,0.65910,7.97910,2.2132,0.1826
2014-09-30,4175.00000,2693.00000,1482.00000,-1064.00000,1271.00000,211.00000,-210.00000,1.00000,-18.00000,19.00000,19.00000,-1.00000,9.00000,425.00000,211.00000,98.03600,100.92600,0.09000,0.09000,1.33580,0.92970,13.34070,35.49700,5.05390,5.05390,0.02400,0.21560,0.24120,9.97410,1.84730,48.71860,2.19400,-0.47150,0.10980,0.15420,8.81660,2.1084,0.19
2014-06-30,4038.00000,2605.00000,1433.00000,-1017.00000,1226.00000,207.00000,-190.00000,17.00000,8.00000,9.00000,9.00000,-16.00000,-26.00000,423.00000,207.00000,97.67700,97.67700,-0.27000,-0.27000,1.24350,0.92610,13.24630,35.48790,5.12630,5.12630,0.42100,-0.64390,0.23880,9.86740,1.83130,49.14560,1.03090,-0.25220,0.05320,0.07620,8.92510,2.7243,0.2621
2014-03-31,3926.00000,2549.00000,1377.00000,-1014.00000,1207.00000,170.00000,-182.00000,-12.00000,-1.00000,-11.00000,-11.00000,-5.00000,-32.00000,370.00000,170.00000,97.16100,97.16100,-0.33000,-0.33000,1.19240,0.92550,13.15460,35.07390,4.33010,4.33010,-0.30570,-0.81510,0.23820,9.76630,1.81760,49.51600,-1.28810,0.31930,-0.06670,-0.09590,8.75130,-0.19560,-3.08770
2013-12-31,3870.00000,2498.00000,1372.00000,-911.00000,1205.00000,167.00000,-182.00000,-15.00000,-8.00000,-7.00000,-7.00000,-7.00000,-24.00000,365.00000,167.00000,101.64800,101.64800,-0.26000,-0.25000,1.19370,0.92410,12.35650,35.45220,4.31520,4.31520,-0.38760,-0.62020,0.23530,9.60770,2.04760,43.95350,-0.79730,0.18460,-0.04260,-0.06050,9.06460,2.5549,-0.3827
2013-09-30,2408.00000,1559.00000,849.00000,-582.00000,701.00000,148.00000,-91.00000,57.00000,16.00000,41.00000,41.00000,-5.00000,28.00000,270.00000,148.00000,100.89400,103.09800,0.28000,0.27000,1.44710,0.86080,6.32930,35.25750,6.14620,6.14620,2.36710,1.16280,0.25790,10.12340,1.74110,51.69020,4.45650,-4.44200,0.43910,0.62030,9.27740,1.997,0.6218
2013-06-30,2422.00000,1553.00000,869.00000,-546.00000,667.00000,202.00000,-268.00000,-66.00000,-20.00000,-46.00000,-46.00000,3.00000,-50.00000,327.00000,202.00000,103.01000,103.01000,-0.49000,-0.49000,1.55250,0.85010,5.74410,35.87940,8.34020,8.34020,-2.72500,-2.06440,0.26450,10.15030,1.75380,51.31710,-4.68910,6.67630,-0.50240,-0.70280,9.64240,1.55,0.3424
2013-03-31,2387.00000,1545.00000,842.00000,-582.00000,696.00000,146.00000,-280.00000,-134.00000,-53.00000,-81.00000,-81.00000,-2.00000,-88.00000,265.00000,146.00000,104.10300,104.10300,-0.85000,-0.85000,1.57710,0.83710,5.18830,35.27440,6.11650,6.11650,-5.61370,-3.68660,0.26780,10.16450,1.72100,52.29580,-7.74380,14.16080,-0.90860,-1.26150,10.11350,-0.30740,-1.58500
2012-12-31,2331.00000,1479.00000,852.00000,-525.00000,641.00000,211.00000,-114.00000,97.00000,35.00000,62.00000,62.00000,-8.00000,49.00000,333.00000,211.00000,104.20000,108.92600,0.47000,0.46000,1.52070,0.80900,4.31200,36.55080,9.05190,9.05190,4.16130,2.10210,0.25770,9.66670,1.72410,52.20080,5.09030,-17.81610,0.68550,0.97240,11.64070,2.3037,0.9946
2012-09-30,2221.00000,1426.00000,795.00000,-532.00000,642.00000,153.00000,-102.00000,51.00000,18.00000,33.00000,33.00000,-1.00000,40.00000,268.00000,153.00000,104.24400,107.31100,0.38000,0.37000,1.35810,0.78030,3.74390,35.79470,6.88880,6.88880,2.29630,1.80100,0.26220,9.25970,1.64400,54.74560,2.69610,-41.25000,0.38960,0.57120,12.15300,1.2606,0.2627
2012-06-30,2265.00000,1443.00000,822.00000,-538.00000,642.00000,180.00000,-102.00000,78.00000,30.00000,48.00000,48.00000,-68.00000,-6.00000,290.00000,180.00000,103.75300,106.92700,-0.06000,-0.06000,1.36970,0.78590,3.86330,36.29140,7.94700,7.94700,3.44370,-0.26490,0.26690,9.37010,1.65450,54.39740,4.05410,-104.34780,0.56570,0.83620,11.80330,2.2263,0.9914
2012-03-31,2302.00000,1461.00000,841.00000,-536.00000,636.00000,205.00000,-97.00000,108.00000,42.00000,66.00000,66.00000,1.00000,58.00000,310.00000,205.00000,102.84300,121.21800,0.56000,0.53000,1.34890,0.73720,2.99350,36.53350,8.90530,8.90530,4.69160,2.51950,0.26940,9.30570,1.61880,55.59510,5.51380,22.99650,0.77240,1.13290,14.80910,-0.34650,-1.46840
2011-12-31,2123.00000,1369.00000,754.00000,-507.00000,604.00000,150.00000,-217.00000,-67.00000,-13.00000,-54.00000,-54.00000,-12.00000,-76.00000,257.00000,150.00000,117.18200,121.29500,-0.60000,-0.57000,1.29860,0.74210,2.92230,35.51580,7.06550,7.06550,-3.15590,-3.57980,0.25090,8.50310,1.65210,54.47480,-4.66320,-20.22470,-0.63810,-0.93330,14.37990,1.4177,-0.0336
2011-09-30,2100.00000,1381.00000,719.00000,-540.00000,640.00000,79.00000,-58.00000,21.00000,4.00000,17.00000,17.00000,-2.00000,6.00000,187.00000,79.00000,117.18800,120.90800,0.05000,0.05000,1.29600,0.69250,2.32540,34.23810,3.76190,3.76190,1.00000,0.28570,0.25320,8.79620,1.71010,52.62860,1.19130,3.16570,0.20500,0.29680,15.48140,1.2822,0.3897
2011-06-30,2132.00000,1374.00000,758.00000,-493.00000,593.00000,165.00000,-97.00000,68.00000,19.00000,49.00000,49.00000,14.00000,55.00000,269.00000,165.00000,121.69850,125.93700,0.44000,0.44000,1.39230,0.68040,2.19690,35.55350,7.73920,7.73920,3.18950,2.57970,0.25280,8.80770,1.69340,53.14730,3.18180,6.95040,0.58090,0.83570,15.65800,1.4117,0.6604
2011-03-31,2299.00000,1439.00000,860.00000,-500.00000,601.00000,259.00000,-117.00000,142.00000,51.00000,91.00000,91.00000,-9.00000,73.00000,368.00000,259.00000,121.72550,141.29530,0.60000,0.56000,1.44420,0.67780,2.13940,37.40760,11.26580,11.26580,6.17660,3.17530,0.26970,9.22440,1.82610,49.28670,5.78140,11.51900,1.06760,1.53660,15.59660,-0.01420,-0.83510
2010-12-31,1361.00000,1256.00000,105.00000,147.00000,-60.00000,165.00000,-103.00000,62.00000,2.00000,60.00000,60.00000,22.00000,74.00000,260.00000,165.00000,121.08000,140.15800,0.64000,0.56000,1.33970,0.68720,2.23420,7.71490,12.12340,12.12340,4.55550,5.43720,0.16010,8.05130,1.16820,77.03890,4.04040,8.27590,0.70590,1.03160,14.97790,1.2456,-0.15
2010-09-30,2262.00000,1367.00000,895.00000,-697.00000,798.00000,97.00000,-159.00000,-62.00000,-1002.00000,940.00000,940.00000,0.00000,932.00000,206.00000,97.00000,121.30250,139.96250,7.68000,6.72000,1.44100,0.69700,2.30100,39.56680,4.28820,4.28820,-2.74090,41.20250,0.26500,8.99340,1.96700,45.75600,65.73430,129.83430,11.01350,16.14840,14.53870,0.7769,0.0499
2010-06-30,2303.00000,1364.00000,939.00000,-671.00000,768.00000,171.00000,-106.00000,65.00000,20.00000,45.00000,45.00000,-10.00000,25.00000,275.00000,171.00000,121.15250,125.63730,0.20000,0.20000,1.56290,0.83800,5.17430,40.77290,7.42510,7.42510,2.82240,1.08550,0.29400,8.97370,1.96330,45.84020,9.14630,-24.72530,0.57440,0.88270,6.81190,1.5025,0.8226
2010-03-31,2339.00000,1385.00000,954.00000,-658.00000,753.00000,201.00000,-108.00000,93.00000,3.00000,90.00000,90.00000,5.00000,88.00000,304.00000,201.00000,120.47920,139.80700,0.72000,0.68000,1.51110,0.84370,5.40200,40.78670,8.59340,8.59340,3.97610,3.76230,0.29930,9.17220,1.89550,47.48180,19.69370,-44.11770,1.15160,1.77800,6.53630,-0.15740,-0.75100
2009-12-31,1565.00000,1383.00000,182.00000,4.00000,91.00000,91.00000,-102.00000,-11.00000,-35.00000,24.00000,24.00000,5.00000,21.00000,213.00000,91.00000,120.06000,126.81930,0.16000,0.16000,1.38640,0.85970,6.13200,11.62940,5.81470,5.81470,-0.70290,1.34190,0.19680,9.03920,1.31180,68.60700,6.61160,-8.30450,0.30180,0.48300,5.79460,1.0705,-0.405
2009-09-30,2262.00000,1343.00000,919.00000,-689.00000,786.00000,133.00000,-126.00000,7.00000,3.00000,4.00000,4.00000,-5.00000,-3.00000,230.00000,133.00000,120.25200,124.52100,-0.04000,-0.04000,1.43280,0.86380,6.34320,40.62780,5.87980,5.87980,0.30950,-0.13260,0.28720,8.77780,1.89290,47.54640,1.17990,-1.28620,0.05080,0.08100,5.59550,0.9371,0.2343
2009-06-30,2229.00000,1344.00000,885.00000,-649.00000,747.00000,138.00000,-131.00000,7.00000,4.00000,3.00000,3.00000,-17.00000,-15.00000,236.00000,138.00000,120.11170,122.06100,-0.12000,-0.12000,1.50260,0.93280,13.89190,39.70390,6.19110,6.19110,0.31400,-0.67290,0.28120,8.72730,1.81960,49.46160,0.90090,-0.45940,0.03780,0.06050,2.77030,1.3937,0.8272
2009-03-31,2262.00000,1356.00000,906.00000,-634.00000,730.00000,176.00000,26.00000,202.00000,5.00000,197.00000,197.00000,-14.00000,178.00000,272.00000,176.00000,119.59300,119.87800,1.52000,1.48000,1.43380,0.93210,13.73080,40.05310,7.78070,7.78070,8.93020,7.86910,0.27950,8.58230,1.62730,55.30500,58.28400,-31.17090,2.43450,3.95820,2.81710,-0.05010,-0.90090
