,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$0.19,$0.10
1,2024-08-13,2024-06-30,$0.14,$0.10
2,2024-05-14,2024-03-31,$0.12,$0.32
3,2024-03-12,2023-12-31,$0.09,$-0.09
4,2023-11-14,2023-09-30,$0.13,$0.20
5,2023-08-15,2023-06-30,$0.11,$0.01
6,2023-05-16,2023-03-31,$0.08,$0.15
7,2023-03-21,2022-12-31,$-0.05,$-0.08
8,2022-11-16,2022-09-30,$0.11,$0.06
9,2022-08-16,2022-06-30,$0.02,$0.16
10,2022-05-17,2022-03-31,$-0.14,$0.04
11,2022-03-18,2021-12-31,$-0.61,$-0.65
12,2021-11-16,2021-09-30,$0.04,$0.06
