Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3168.00000,2528.00000,640.00000,368.00000,,378.00000,262.00000,-74.00000,188.00000,45.00000,143.00000,143.00000,-1.00000,142.00000,722.00000,262.00000,42.73100,43.88500,3.30000,3.24000,0.74150,0.68440,2.48790,20.20200,8.27020,8.27020,5.93430,4.48230,0.19200,,1.69500,53.09660,4.67930,9.86210,0.86680,1.47670,72.26300,14.7446,3.3767
2024-06-30,3182.00000,2553.00000,629.00000,368.00000,,378.00000,251.00000,-73.00000,178.00000,52.00000,126.00000,126.00000,1.00000,127.00000,713.00000,251.00000,43.60900,44.63300,2.89000,2.84000,0.74470,0.67670,2.44600,19.76740,7.88810,7.88810,5.59400,3.99120,0.19390,,1.70980,52.63670,4.08960,8.53660,0.76790,1.32200,71.18270,12.4636,1.3019
2024-03-31,3098.00000,2533.00000,565.00000,378.00000,,389.00000,176.00000,-62.00000,114.00000,29.00000,85.00000,85.00000,,85.00000,639.00000,176.00000,43.85800,45.00000,1.93000,1.89000,0.82450,0.68940,2.46100,18.23760,5.68110,5.68110,3.67980,2.74370,0.18800,,1.70780,52.69850,2.77320,5.74710,0.51570,0.86150,69.93090,11.68890,0.28890
2023-12-31,3023.00000,2433.00000,590.00000,368.00000,,378.00000,212.00000,-52.00000,160.00000,36.00000,124.00000,124.00000,,124.00000,685.00000,212.00000,45.38300,46.48600,2.75000,2.72000,0.62070,0.64310,2.31800,19.51700,7.01290,7.01290,5.29280,4.10190,0.19160,,1.76370,51.02880,4.04040,7.15520,0.78590,1.44190,69.90570,10.8076,-1.8532
2023-09-30,2924.00000,2327.00000,597.00000,347.00000,,357.00000,240.00000,-27.00000,213.00000,53.00000,160.00000,160.00000,1.00000,161.00000,680.00000,240.00000,45.08700,46.27000,3.55000,3.47000,0.52970,0.60450,2.13790,20.41720,8.20790,8.20790,7.28450,5.50620,0.19070,31.02670,1.77530,50.69430,5.16630,8.15080,1.04370,2.04340,69.87500,13.2519,0.3436
2023-06-30,2884.00000,2294.00000,590.00000,343.00000,,353.00000,237.00000,-193.00000,44.00000,62.00000,-18.00000,-18.00000,,-18.00000,665.00000,237.00000,45.97500,45.97500,-0.40000,-0.40000,0.62060,0.62660,2.10760,20.45770,8.21780,8.21780,1.52570,-0.62410,0.19260,31.00000,1.83460,49.05690,-0.58140,-0.92120,-0.12020,-0.21710,68.00360,16.4892,-1.7795
2023-03-31,2952.00000,2430.00000,522.00000,363.00000,,373.00000,149.00000,52.00000,201.00000,61.00000,140.00000,140.00000,-1.00000,139.00000,622.00000,149.00000,46.37700,47.47400,2.99000,2.94000,0.60190,0.60830,2.10980,17.68290,5.04740,5.04740,6.80890,4.70870,0.20300,32.83780,1.75510,51.28050,4.65890,7.54310,0.96270,1.82510,64.63480,10.06870,2.12750
2022-12-31,3088.00000,2490.00000,598.00000,362.00000,,365.00000,233.00000,59.00000,292.00000,92.00000,200.00000,200.00000,6.00000,206.00000,711.00000,233.00000,49.54900,50.88700,4.30000,4.17000,0.66340,0.63010,2.16280,19.36530,7.54530,7.54530,9.45600,6.67100,0.21450,,1.91800,46.92360,6.80970,11.22970,1.38940,2.51890,63.45190,10.4251,1.4165
2022-09-30,3035.00000,2417.00000,618.00000,350.00000,,353.00000,265.00000,69.00000,334.00000,87.00000,247.00000,247.00000,-1.00000,246.00000,714.00000,265.00000,49.80600,51.07300,4.91000,4.82000,0.73050,0.63710,2.10380,20.36240,8.73150,8.73150,11.00490,8.10540,0.20930,30.78390,1.87250,48.06440,8.20390,13.39110,1.70360,2.97740,59.91450,13.3103,5.8625
2022-06-30,3034.00000,2410.00000,624.00000,361.00000,,363.00000,261.00000,77.00000,338.00000,98.00000,240.00000,240.00000,-1.00000,239.00000,704.00000,261.00000,49.85200,50.92500,4.78000,4.70000,0.67380,0.64640,2.32770,20.56690,8.60250,8.60250,11.14040,7.87740,0.20960,29.35550,1.79220,50.21820,8.47290,14.39180,1.65790,2.99580,55.32880,12.779,8.6243
