Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,14.34600,4.46800,-18.81400,1.21900,-17.59500,,-17.59500,-17.59500,-17.59500,-18.65600,-18.81400,12.07640,12.07640,-1.46000,-1.46000,6.52840,0.37700,0.68890,,,,,,,-96.17380,-96.17380,-16.83060,-59.91620,1.50710,-1.588,-1.5927
2024-06-30,,,13.41100,4.50800,-17.91900,2.39000,-15.52900,1.44900,-16.97800,-16.97800,-16.97800,-17.93800,-17.91900,11.96420,11.96420,-1.42000,-1.42000,6.49180,0.27250,0.37460,,,,,,,-50.66400,-50.66400,-13.66910,-36.85660,2.79370,3.161,3.1597
2024-03-31,,,9.84100,5.00200,-14.84300,16.04800,1.20500,,1.20500,1.02900,1.02900,-14.69100,-14.84300,0.99530,2.33420,1.03000,-6.33000,4.18910,0.16160,0.25610,,,,,,,2.10990,2.10990,0.67550,1.76900,4.08810,-6.23390,-6.23390
2023-12-31,-6.85500,-6.85500,38.61200,24.18900,-78.98300,18.51400,-60.46900,,-60.40400,-86.28500,-86.28500,-81.78500,-78.98300,3.21560,3.21560,41.97810,41.97810,2.03530,-1.52570,-0.61630,100.00000,1152.19500,1152.19500,882.11520,1258.71600,-0.14570,47.17060,120.71880,-183.36270,304.89410,-198.78240,-6.9334,-6.8176
2023-09-30,1.85900,1.85900,7.46300,2.19400,-7.79800,-6.16800,-13.96600,0.06500,-14.03100,-14.03100,-14.03100,-7.66700,-7.79800,0.34630,0.34630,-40.52000,-40.52000,4.21620,,,100.00000,-419.47280,-419.47280,-751.26410,-754.76060,0.01330,-15.90620,-15.90620,-10.01760,-15.90620,27.40010,45.5921,45.5891
2023-06-30,3.20500,3.20500,8.01700,2.46300,-7.27500,1.46800,-5.80700,,-5.80700,-5.80700,-5.80700,-7.12600,-7.27500,0.34790,0.34790,-16.69000,-16.69000,5.72540,,,100.00000,-226.98910,-226.98910,-181.18570,-181.18570,0.01890,-4.86450,-4.86450,-3.42930,-4.86450,37.14710,-32.3246,-32.3216
2023-03-31,2.94700,2.94700,7.91000,2.41000,-7.37300,0.53500,-6.83800,,-6.83800,-6.83800,-6.83800,-7.22100,-7.37300,0.34460,0.34460,-19.84000,-19.84000,8.29860,,,100.00000,-250.18660,-250.18660,-232.03260,-232.03260,0.01490,-4.50170,-4.50170,-3.45560,-4.50170,47.27070,-36.25990,-36.27440
2022-12-31,0.80200,0.80200,27.14900,8.14700,-34.49400,1.45500,-33.03900,-0.10100,-32.93800,-34.29500,-34.29500,-35.27300,-34.49400,3.19140,3.19140,-10.79140,-10.43170,8.01800,,,100.00000,-4300.99800,-4300.99900,-4119.57700,-4276.18600,0.00350,-19.26920,-19.26920,-15.01070,-19.26920,55.68590,-8.5449,-8.548
2022-09-30,0.80200,0.80200,25.85400,7.81000,-32.86200,1.26900,-31.59300,-0.04600,-31.54700,-33.72600,-33.72600,-33.32200,-32.86200,3.19410,3.19410,-10.61150,-10.61150,8.44310,,,100.00000,-4097.50700,-4097.50700,-3939.27700,-4205.23700,0.00310,-16.13210,-16.13210,-12.84060,-16.13210,65.41490,-7.7851,-7.7865
2022-06-30,0.80200,0.80200,21.07500,8.03400,-28.30700,0.47400,-27.83300,-0.10500,-27.72800,-29.08900,-29.08900,-28.10800,-28.30700,3.19060,3.19060,-9.17270,-9.17270,11.50000,,,100.00000,-3529.55100,-3529.55100,-3470.44900,-3627.05800,0.00280,-12.10590,-12.10590,-10.22070,-12.10590,75.31030,-9.749,-9.7901
2022-03-31,0.80200,0.80200,24.27300,14.14700,-37.61800,131.28100,93.66300,0.96700,92.69600,92.10500,92.10500,-37.23200,-37.61800,3.18480,3.21790,28.95680,28.59710,12.61650,,,100.00000,-4690.52400,-4690.52400,11678.68000,11484.42000,0.00260,34.59290,34.59290,29.61980,34.59290,83.44850,-9.53550,-9.89250
2021-12-31,0.80200,0.80200,23.64600,10.78100,-33.62500,0.04200,-33.58300,,-33.58300,-33.58300,-33.58300,-31.32200,-33.62500,3.07380,3.07380,-11.33090,-11.33090,11.14070,,,100.00000,-4192.65400,-4192.65400,-4187.41600,-4187.41600,0.00380,-19.79540,-19.79540,-15.86190,-19.79540,53.39040,-10.7239,-10.8553
2021-09-30,1.67700,1.67700,23.98700,8.35100,-30.66100,0.05300,-30.60800,,-30.60800,-30.60800,-30.60800,-28.31200,-30.66100,3.17510,3.17510,-9.71220,-9.71220,10.25490,,,100.00000,-1828.32400,-1828.32400,-1825.16400,-1825.16400,0.00730,-15.41410,-15.41410,-13.26080,-15.41410,62.49210,-7.8124,-7.9572
2021-06-30,2.18700,2.18700,23.69700,9.04200,-30.55200,0.05200,-30.50000,,-30.50000,-30.50000,-30.50000,-28.19900,-30.55200,3.14130,3.14130,-9.71220,-9.71220,11.15680,,,100.00000,-1396.98200,-1396.98200,-1394.60400,-1394.60400,0.00840,-13.58110,-13.58110,-11.77980,-13.58110,70.75440,-6.5193,-6.7309
2021-03-31,29.30500,29.30500,21.75500,8.66100,-1.11100,0.03800,-1.07300,,-1.07300,-1.07300,-1.07300,1.13100,-1.11100,2.80020,2.80020,-0.35970,-0.35970,10.76210,,,100.00000,-3.79120,-3.79120,-3.66150,-3.66150,0.12490,-0.53430,-0.53430,-0.45720,-0.53430,71.54520,-10.65030,-10.94200
2020-12-31,0.98000,0.98000,23.19400,7.58700,-29.80100,0.01000,-29.79100,,-29.79100,-29.79100,-29.79100,-27.94300,-29.80100,2.55260,2.55260,-11.15110,-11.15110,9.69040,,,100.00000,-3040.91800,-3040.91800,-3039.89700,-3039.89700,0.00370,-15.19990,-15.19990,-11.29570,-15.19990,70.12930,-4.0592,-4.4169
2020-09-30,0.56700,0.56700,20.41700,8.42300,-28.27300,0.04100,-28.23200,,-28.23200,-28.23200,-28.23200,-26.26300,-28.27300,2.51460,2.51460,-11.15110,-11.15110,10.55160,,,100.00000,-4986.42000,-4986.42000,-4979.18900,-4979.18900,0.00250,-16.58540,-16.58540,-12.36280,-16.58540,67.64360,-11.4785,-11.5404
2020-06-30,0.56700,0.56700,27.47100,8.79300,-35.69700,0.35700,-35.34000,,-35.34000,-35.34000,-35.34000,-33.70500,-35.69700,2.51360,2.51360,-14.02880,-14.02880,10.72410,,,100.00000,-6295.76700,-6295.76700,-6232.80500,-6232.80500,0.00220,-18.15060,-18.15060,-13.68510,-18.15060,77.45680,-11.1214,-11.3544
2020-03-31,0.58800,0.58800,29.31000,7.77000,-36.49200,1.16100,-35.33100,,-35.33100,-35.33100,-35.33100,-34.58500,-36.49200,2.51040,2.51040,-14.02880,-14.02880,13.65650,,,100.00000,-6206.12200,-6206.12200,-6008.67300,-6008.67400,0.00200,-15.59590,-15.59590,-12.23420,-15.59590,90.13140,-10.29560,-11.10540
2019-12-31,0.56300,0.56300,20.34400,5.77800,-25.55900,1.39200,-24.16700,,-24.16700,-24.16700,-24.16700,-23.84000,-25.55900,2.34180,2.34180,-9.89210,-9.89210,21.54330,,,100.00000,-4539.78800,-4539.78600,-4292.54000,-4292.54000,0.00180,-9.34870,-9.34870,-7.78160,-9.34870,103.05220,-12.3751,-14.2806
2019-09-30,0.44100,0.44100,25.69100,6.03800,-31.28800,1.66100,-29.62700,,-29.62700,-29.62700,-29.62700,-29.59700,-31.28800,2.44110,2.44110,-12.05040,-12.05040,14.67080,,,100.00000,-7094.78500,-7094.78500,-6718.14100,-6718.14100,0.00140,-11.49130,-11.49130,-9.35320,-11.49130,105.49380,-10.1276,-10.7042
2019-06-30,0.39200,0.39200,22.82700,5.53800,-27.97300,1.70300,-26.27000,,-26.27000,-26.27000,-26.27000,-26.33100,-27.97300,2.39500,2.39500,-10.97120,-10.97120,19.28660,,,100.00000,-7135.97000,-7135.97000,-6701.53100,-6701.53100,0.00110,-9.22590,-9.22590,-7.70030,-9.22590,116.73720,-7.9122,-9.7184
2019-03-31,0.27000,0.27000,20.53600,4.85700,-25.12300,1.27100,-23.85200,,-23.85200,-23.85200,-23.85200,-23.85700,-25.12300,2.07860,2.07860,-11.51080,-11.51080,10.79520,,,100.00000,-9304.81400,-9304.81400,-8834.07300,-8834.07300,0.00120,-13.68730,-13.68730,-10.23580,-13.68730,83.72050,-8.59760,-13.63270
2018-12-31,1.19600,1.19600,16.26700,5.10200,-20.17300,1.38700,-18.78600,,-18.78600,-18.78600,-18.78600,-19.61000,-20.17300,1.58750,1.58750,51.43890,51.43890,9.84440,,,100.00000,-1686.70600,-1686.70600,-1570.73600,-1570.73600,0.00460,-9.56740,-9.56740,-7.25070,-9.56740,94.53050,-10.1716,-21.5341
2018-09-30,1.60200,1.60200,13.39400,3.84300,-15.63500,1.48700,-14.14800,,-14.14800,-14.14800,-14.14800,-15.36700,-15.63500,2.07240,2.07240,-6.83450,-6.83450,13.23710,,,100.00000,-975.96750,-975.96750,-883.14600,-883.14610,0.00600,-6.64970,-6.64970,-5.27130,-6.64970,102.56290,-6.4947,-8.8004
2018-06-30,1.39500,1.39500,10.29000,4.52700,-13.42200,0.99600,-12.42600,,-12.42600,-12.42600,-12.42600,-13.18500,-13.42200,2.04950,2.04950,-6.11510,-6.11510,24.05230,,,100.00000,-962.15050,-962.15050,-890.75260,-890.75270,0.00520,-5.47890,-5.47890,-4.59690,-5.47890,109.49160,69.3086,74.7132
