Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.29900,0.29900,8.24000,4.12500,-12.06600,1.23700,-10.82900,-10.82900,-11.46600,-11.46600,-12.37500,-12.06600,44.59300,44.59300,-0.26000,-0.26000,9.55310,100.00000,-4035.45100,-4035.45100,-3621.73900,-3834.78200,0.00380,-16.19080,-16.19080,-14.51260,-16.19080,1.70700,-0.2976,-0.2976
2024-06-30,0.29900,0.29900,12.94600,4.38800,-17.03500,1.28600,-15.74900,-15.74900,-16.23600,-16.23600,-17.41700,-17.03500,44.12800,44.12800,-0.37000,-0.37000,7.51880,100.00000,-5697.32400,-5697.32400,-5267.22400,-5430.10100,0.00320,-20.29070,-20.29070,-17.56550,-20.29070,1.92870,-0.2073,-0.2073
2024-03-31,,,12.93600,6.85100,-19.78700,1.44300,-18.34400,-18.34400,-19.02900,-19.02900,-20.29100,-19.78700,40.77400,40.77400,-0.47000,-0.47000,9.77050,,,,,,,-21.34330,-21.34330,-19.15180,-21.34330,2.35790,-0.37910,-0.37910
2023-12-31,,,15.92400,5.18800,-21.11200,1.48300,-19.62900,-19.62900,-20.24200,-20.24200,-21.73300,-21.11200,40.44700,40.44700,-0.50000,-0.50000,12.39220,,,,,,,-19.06310,-19.06310,-17.50740,-19.06310,2.80690,-0.2904,-0.2907
2023-09-30,,,13.28800,6.07500,-19.36300,1.63700,-17.72600,-17.72600,-18.37400,-18.37400,-20.02900,-19.36300,40.53100,40.53100,-0.45000,-0.45000,14.08450,,,,,,,-14.86800,-14.86800,-13.79490,-14.86800,3.26930,-0.4031,-0.4031
2023-06-30,,,13.13000,6.95300,-20.08300,1.67000,-18.41300,-18.41300,-18.63000,-18.63000,-20.87900,-20.08300,40.36400,40.36400,-0.46000,-0.46000,18.23350,,,,,,,-13.37810,-13.37810,-12.62400,-13.37810,3.68490,-0.3303,-0.3303
2023-03-31,,,11.20200,7.17200,-18.37400,1.61900,-16.75500,-16.75500,-17.31800,-17.31800,-19.23000,-18.37400,40.24900,40.24900,-0.43000,-0.43000,23.71710,,,,,,,-11.15870,-11.15870,-10.66920,-11.15870,4.11160,-0.46620,-0.46620
2022-12-31,,,10.79300,6.29800,-17.09100,1.10200,-15.98900,-15.98900,-16.20300,-16.20300,-17.51400,-17.09100,31.82100,31.82100,-0.44000,-0.44000,16.70660,,,,,,,-9.56960,-9.56960,-8.98000,-9.56960,4.47490,-0.4349,-0.4349
2022-09-30,,,12.11000,6.75000,-18.86000,0.62300,-18.23700,-18.23700,-18.37000,-18.37000,-18.90000,-18.86000,30.77800,30.77800,-0.60000,-0.60000,12.60990,,,,,,,-13.92270,-13.92270,-12.78660,-13.92270,4.11150,-0.4733,-0.4734
2022-06-30,,,10.13800,7.47700,-17.61500,0.37000,-17.24500,-17.24500,-17.58300,-17.58300,-17.49800,-17.61500,30.58900,30.58900,-0.57000,-0.57000,21.20070,,,,,,,-11.89240,-11.89240,-11.29960,-11.89240,4.60150,-0.4391,-0.4395
2022-03-31,,,7.64800,6.67000,-14.31800,0.21000,-14.10800,-14.10800,-14.49800,-14.49800,-14.24000,-14.31800,30.31800,30.31800,-0.48000,-0.48000,28.92790,,,,,,,-8.89250,-8.89250,-8.56080,-8.89250,5.07410,-0.45290,-0.45410
2021-12-31,,,6.09400,6.21900,-12.31300,0.12100,-12.19200,-13.69700,-12.41500,-12.41500,-12.27800,-12.31300,25.51900,25.51900,-0.38000,-0.38000,27.60940,,,,,,,-7.07000,-7.07000,-6.81450,-7.07000,5.46540,-0.4894,-0.4952
2021-09-30,,,4.96000,5.02100,-9.98100,0.11700,-9.86400,-9.86400,-10.19600,-10.19600,-9.95500,-9.98100,27.52800,27.52800,-0.37000,-0.37000,26.19720,,,,,,,-5.46740,-5.46740,-5.25930,-5.46740,5.80410,-0.1967,-0.201
2021-06-30,,,6.81800,3.71200,-10.53000,-0.12900,-10.65900,-10.65900,-11.12700,-11.12700,-10.50500,-10.53000,22.56000,22.56000,-0.49000,-0.49000,15.98690,,,,,,,16.04120,-9.87640,-9.26500,-9.87640,19.76530,-0.5619,-0.5621
2021-03-31,,,9.03700,3.78700,-12.82400,0.03100,-12.79300,-12.79300,-13.27500,-13.27500,-12.80100,-12.82400,22.24500,22.24500,-0.60000,-0.60000,,,,,,,,,,,,,-0.53630,-0.53900
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0.6674,0.6688
2020-09-30,,,5.13000,1.58000,-6.71000,0.08100,-6.62900,-6.62900,-7.15500,-7.15500,-6.69500,-6.71000,22.14200,22.14200,-0.32000,-0.32000,,,,,,,,,,,,,2.7952,2.7968
2020-06-30,,,3.09200,1.57000,-4.66200,0.10400,-4.55800,-4.55800,-4.89300,-4.89300,-4.66200,-4.66200,2.64400,2.64400,-1.85000,-1.85000,,,,,,,,,,,,,-3.4626,-3.4656
