Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.40270,0.57640,-0.97910,0.14240,-0.83670,,-0.83670,-0.83670,-0.83670,-0.94880,-0.97910,0.98100,0.98100,-0.85000,-0.85000,0.19200,0.00280,0.00280,-22.40950,15.18360,-7.99170,-22.34620,3.63560,-0.207,-0.207
2024-06-30,0.62200,1.22480,-1.84670,1.85830,0.01180,,0.01180,0.01180,0.01180,-1.80040,-1.84670,0.91900,0.91900,0.01000,0.01000,0.58450,-0.03280,-0.03180,-2.81840,-0.59440,0.30120,-2.91110,-0.44370,1.2866,1.2866
2024-03-31,0.53570,1.55670,-2.09250,1.02270,-1.06970,,-1.06970,-1.06970,-1.06970,-1.83280,-2.09250,0.63800,0.63800,-1.68000,-1.68000,0.45460,-0.01760,-0.01730,112.07790,42.09510,-31.08150,114.05470,-1.11900,-1.61980,-1.61980
2023-12-31,-0.03640,1.48880,-1.45250,0.23540,-1.23150,-0.00440,-1.22710,-1.22710,-1.22710,-0.92840,-1.45250,0.37900,0.37900,9.46000,9.46000,0.71900,-0.18490,-0.15610,960.67490,70.22860,-23.33130,1138.34900,-0.23880,-7.9063,-7.9063
2023-09-30,1.10500,2.43320,-3.53820,-9.07260,-12.61080,-2.34500,-10.26580,-10.26580,-10.26580,-2.92150,-3.53820,0.41900,0.41900,-24.53000,-24.53000,0.70130,-0.17480,-0.14880,6874.77100,591.17030,-207.05090,8076.21700,-0.42130,4.4941,4.4941
2023-06-30,0.92090,2.76210,-3.68300,-0.01160,-3.68020,,-3.68020,-3.68020,-3.68020,-3.10310,-3.68300,0.27500,0.27500,-13.37000,-13.37000,0.68670,0.00390,0.00390,-54.79870,91.62570,-26.92800,-54.58480,24.00840,-5.7622,-5.7622
2023-03-31,0.79500,4.00890,-4.80380,0.04180,-4.76210,,-4.76210,-4.76210,-4.76210,-4.22470,-4.80380,0.19700,0.19700,-24.15000,-24.15000,0.81930,0.00400,0.00400,-66.69650,132.79240,-31.91220,-66.42920,36.22630,-19.64410,-19.64410
2022-12-31,0.58570,5.05420,-5.63990,-17.04810,-22.68500,,-21.74230,-21.74230,-21.74230,9.70300,-5.63990,0.10000,0.10000,-228.81500,-228.81500,1.57810,0.00270,0.00270,-191.66460,-3495.20700,-110.64630,-191.13910,57.58330,-31.9851,-31.9851
2022-09-30,0.63650,3.41860,-4.05520,-17.43180,-21.48700,,-21.48700,-21.48700,-21.48700,15.43710,-4.05520,0.10300,0.10300,-208.55510,-208.55510,1.37880,0.00120,0.00120,-82.40340,1230.83600,-62.57870,-82.30390,252.62670,-26.8355,-26.8355
2022-06-30,0.50370,4.01820,-4.52180,7.46110,2.93930,,2.93930,2.93930,2.93930,-3.68980,-4.52180,0.08970,0.08970,32.69960,32.69960,0.66710,0.00090,0.00090,6.86890,-49.65900,5.50870,6.86290,476.52600,-39.3142,-39.3142
2022-03-31,0.70670,2.97440,-3.68110,5.24480,1.56370,,1.56370,1.56370,1.56370,-3.05810,-3.68110,0.08960,0.08960,17.49050,17.49050,0.59410,0.00110,0.00110,3.82280,-15.92980,2.62030,3.81880,456.27500,-23.14110,-23.14110
2021-12-31,1.97150,2.49050,-4.46210,5.49170,1.02960,-0.03980,1.06940,1.06940,1.03620,-3.46440,-4.46210,0.08250,0.08250,46.38780,171.86310,0.56860,0.00120,0.00120,2.71950,-8.77270,1.70520,2.71620,439.23610,-73.0808,-73.0808
2021-09-30,0.61540,3.60210,-4.21750,22.50870,18.29120,0.00560,18.28560,18.28560,18.29690,-3.74750,-4.21750,0.08610,0.08870,212.92780,87.45250,0.56280,0.00140,0.00140,49.23330,-127.91430,28.10160,49.16430,415.73130,-36.8015,-36.8015
