Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,0.99450,3.01870,-4.01320,-19.45150,-23.46470,0.00560,-23.47030,-23.47030,-23.45910,-3.63960,-4.01320,0.08270,0.08270,-285.17110,-285.17110,0.08120,0.02510,0.23790,-864.09370,47.41130,-41.71350,-842.37770,33.24960,-38.885,-38.885
2021-03-31,0.36700,2.58140,-2.94830,-13.25570,-16.20400,0.00540,-16.20940,-16.20940,-16.19860,-1.82720,-2.94830,0.07350,0.07350,-220.53230,-220.53230,0.24680,0.00470,0.00480,-71.37780,55.69310,-26.96520,-71.04010,282.93840,-86.10390,-86.10390
2020-12-31,0.85890,1.55710,-2.41600,-5.53000,-7.94600,-0.02530,-7.92070,-7.92070,-9.06350,-0.90970,-2.41600,0.04770,0.04770,-186.31180,-186.31180,0.18740,0.00370,0.00380,-26.15220,37.30620,-14.26290,-26.05430,440.02600,-66.3035,-66.3035
2020-09-30,0.49960,0.23150,-0.73110,-0.10350,-0.83460,-0.00510,-0.82940,-0.82940,-0.82940,-0.69990,-0.73110,0.04430,0.04430,-19.01140,-19.01140,0.11490,,0.43490,-17.47020,-17.47020,-7.52350,-17.47020,330.13420,-1.6121,-1.6121
2020-06-30,0.43110,0.50310,-0.93420,1.19660,0.26240,0.00490,0.25750,0.25750,0.26740,-0.90420,-0.93420,0.04430,0.04560,7.60460,7.60460,0.28630,,0.13230,5.15020,5.15020,2.03950,5.15020,369.94430,-3.9468,-3.9468
2020-03-31,0.50350,1.06340,-1.56690,-0.81950,-2.38640,0.00510,-2.39150,-2.39150,-2.38130,-1.53460,-1.56690,0.04430,0.04430,-53.23190,-53.23190,0.12070,,0.07420,-47.82920,-47.82920,-19.33610,-47.82920,424.45710,-9.23430,-9.23430
2019-12-31,,5.10760,-20.07630,-5.74380,-25.82010,-0.22710,-25.59300,-25.59300,-25.59300,-20.07630,-20.07630,0.02900,0.02900,-893.53610,-878.32700,0.07760,,,-66.35320,204.56470,-49.32690,-66.35320,1059.12800,-10.8919,-10.8919
2019-09-30,,0.22570,-0.22570,0.25530,0.02960,0.05130,-0.02180,-0.02180,-0.02180,-0.22570,-0.22570,0.01120,0.01120,-3.80230,-3.80230,0.32310,,0.40100,-0.43580,-0.43580,-0.04230,-0.43580,442.02360,-18.5439,-18.5439
2019-06-30,,0.29640,-0.29640,0.35600,0.05960,0.07040,-0.01080,-0.01080,-0.01080,-0.29640,-0.29640,0.01110,0.01110,0.00000,0.00000,0.14590,,0.27440,-0.21660,-0.21660,-0.02160,-0.21660,445.85920,-76.1956,-76.1956
2019-03-31,,0.26490,-0.26490,0.59230,0.32740,0.09580,0.23160,0.23160,0.23160,-0.26490,-0.26490,0.01080,0.03520,22.81370,7.60460,0.12280,,0.18750,4.63190,4.63190,0.34840,4.63190,449.76150,-8.71800,-8.71800
2018-12-31,,0.17300,-0.17300,0.63260,0.45970,0.12340,0.33630,0.33630,0.33630,-0.17300,-0.17300,0.01100,0.03910,30.41830,11.40690,0.49610,,,6.72590,6.72600,0.28390,6.72590,463.80650,-4.9273,-4.9273
2018-09-30,,0.14030,-0.14030,0.54730,0.40700,0.08740,0.31960,0.31960,0.31960,-0.14030,-0.14030,0.01100,0.03910,30.41830,7.60460,0.81530,,,6.39230,6.39230,0.27040,6.39230,460.10190,-6.8625,-6.8625
2018-06-30,,0.14800,-0.14800,0.48540,0.33750,0.12630,0.21120,0.21120,0.21120,-0.14800,-0.14800,0.01100,0.03910,19.01140,3.80230,0.82890,,,4.22350,4.22350,0.17900,4.22350,456.56620,-3.7524,-3.7524
2018-03-31,,0.13790,-0.13790,0.38750,0.24960,0.07620,0.17350,0.17350,0.17350,-0.13790,-0.13790,0.01110,0.03910,15.20910,3.80230,1.37680,,,3.46920,3.46920,0.14790,3.46920,454.27510,-4.62770,-4.62770
2017-12-31,,0.12130,-0.12130,0.27340,0.15200,0.08840,0.06360,0.06360,0.06360,-0.12130,-0.12130,0.00910,0.02480,11.40680,3.80230,2.25980,,,1.27230,1.27230,0.05430,1.27230,452.43750,-14.3679,-14.3679
2017-09-30,,0.14080,-0.14080,0.33390,0.19310,0.10690,0.08610,0.08610,0.08610,-0.14080,-0.14080,0.01110,0.03910,7.60460,3.80230,2.03320,,,1.72230,1.72230,0.07360,1.72230,451.79210,-0.1438,-0.1438
2017-06-30,,0.05040,-0.05040,0.05570,0.00530,,0.00530,0.00530,0.00530,-0.05040,-0.05040,0.00750,0.01390,0.00000,0.00000,5.38790,,,0.10590,0.10590,0.00450,0.10590,450.82850,-5.5317,-5.5317
2017-03-31,,0.03130,-0.03130,,-0.03130,,-0.03130,-0.03130,-0.03130,-0.03130,-0.03130,0.00660,0.00660,-3.80230,-3.80230,0.20420,,-14.94930,333.79610,333.79630,-9.76880,333.79610,-1.23860,0.00000,
2016-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
