Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.90400,3.76000,-4.66400,0.97200,-3.69200,-3.69200,-3.69200,-3.69200,-4.91200,-4.66400,3.34280,3.34280,-1.10000,-1.10000,23.70660,-4.98800,-4.98800,-4.75500,-4.98800,22.13770,-0.6805,-0.6805
2024-06-30,0.59000,5.77400,-6.36400,1.00300,-5.36100,-5.36100,-5.36100,-5.36100,-7.09000,-6.36400,3.34210,3.34210,-1.60000,-1.60000,57.85610,-6.97420,-6.97420,-6.81050,-6.97420,23.00020,-2.0368,-2.0374
2024-03-31,4.94200,4.62200,-9.56400,1.13800,-8.42600,-8.42600,-8.42600,-8.42600,-10.45400,-9.56400,3.34210,3.34210,-2.50000,-2.50000,29.82480,-10.37150,-10.37150,-9.95520,-10.37150,24.30870,-6.28770,-6.28770
2023-12-31,17.60000,7.40300,-25.00300,1.44900,-23.55400,-23.55400,-23.55400,-23.55400,-25.53500,-25.00300,3.06760,3.06760,-7.02000,-7.02000,5.86580,-26.58170,-26.58170,-21.92380,-26.58170,26.51380,-7.7655,-7.7796
2023-09-30,13.62200,7.26600,-20.88800,1.69200,-19.19600,-19.19600,-19.19600,-19.19600,-22.38500,-20.88800,3.38080,3.38080,-5.68000,-5.68000,9.49440,-16.70030,-16.70030,-14.72220,-16.70030,33.93480,-4.6661,-4.6656
2023-06-30,14.40000,6.63900,-21.03900,1.50800,-19.53100,-19.53100,-19.53100,-19.53100,-22.23800,-21.03900,3.02150,3.02150,-6.50000,-6.50000,10.65080,-14.73730,-14.73730,-13.19320,-14.73730,39.20830,-4.7137,-4.7035
2023-03-31,10.99100,5.13200,-16.12300,1.01600,-15.10700,-15.10700,-15.10700,-15.10700,-16.85200,-16.12300,2.50360,2.50360,-6.00000,-6.00000,9.25660,-17.34760,-17.34760,-15.28000,-17.34760,34.68520,-3.61390,-3.68260
2022-12-31,10.35700,4.20500,-14.56200,0.96200,-13.60000,-13.60000,-13.60000,-13.60000,-15.16800,-14.56200,2.44960,2.44960,-5.60000,-5.60000,14.92880,-13.60410,-13.60410,-12.57140,-13.60410,40.47370,-6.3736,-6.4756
2022-09-30,9.93800,3.90200,-13.84000,0.83300,-13.00700,-13.00700,-13.00700,-13.00700,-13.96500,-13.84000,2.44960,2.44960,-5.30000,-5.30000,12.80400,-11.60870,-11.60870,-10.61760,-11.60870,45.67670,-4.3951,-4.4065
2022-06-30,8.13200,4.29900,-12.43100,0.11900,-12.31200,-12.31200,-12.31200,-12.31200,-12.43200,-12.43100,2.44640,2.44640,-5.00000,-5.00000,15.83820,-9.91650,-9.91650,-9.21500,-9.91650,50.71770,-4.8863,-4.8961
2022-03-31,9.27800,3.73700,-13.01500,-0.02100,-13.03600,-13.03600,-13.03600,-13.03600,-12.99500,-13.01500,2.44580,2.44580,-5.30000,-5.30000,18.04240,-9.63360,-9.63360,-9.02700,-9.63360,55.32440,-3.67930,-3.69730
2021-12-31,7.10000,3.52400,-10.62400,0.01700,-10.60700,-10.60700,-10.60700,-10.60700,-10.51800,-10.62400,1.81430,1.81430,22.40000,22.40000,24.78780,-7.20530,-7.20530,-6.88660,-7.20530,60.19670,-9.4741,-9.539
2021-09-30,9.31800,3.43400,-12.75200,0.01700,-12.73500,-12.73500,-12.73500,-12.73500,-12.65900,-12.75200,2.43970,2.43970,-5.20000,-5.20000,25.60440,-8.15260,-8.15260,-7.81560,-8.15260,63.99870,-2.9002,-2.9299
2021-06-30,6.27900,2.94900,-9.22800,0.01200,-9.21600,-9.21600,-9.21600,-9.21600,-9.18500,-9.22800,2.13640,2.13640,-4.30000,-4.30000,51.30130,-5.50040,-5.50040,-5.37990,-5.50040,68.98230,32.9116,33.0178
2021-03-31,5.47200,1.74200,-7.21400,0.00200,-7.21200,-7.21200,-7.21200,-7.21200,-7.20400,-7.21400,0.20710,0.20710,-34.80000,-34.80000,23.80660,14.80390,-7.89410,-7.56600,-7.89410,430.12710,-41.47270,-41.59340
2020-12-31,5.11800,1.13400,-6.25200,-0.00100,-6.25300,-6.25300,-6.25300,-6.25300,-6.24200,-6.25200,0.20280,0.20280,-31.00000,-31.00000,12.01420,14.84740,-12.35650,-11.32360,-12.35650,246.49290,-27.4696,-27.5489
2020-09-30,4.43100,0.66800,-5.09900,0.00500,-5.09400,-5.09400,-5.09400,-5.09400,-5.09100,-5.09900,0.20530,0.20530,-24.80000,-24.80000,,,,,,,-27.4156,-27.4497
2020-06-30,2.81700,0.88200,-3.69900,0.01200,-3.68700,-3.68700,-3.68700,-3.68700,-3.69100,-3.69900,0.20220,0.20220,-18.20000,-18.20000,,,,,,,-14.446,-14.446
2020-03-31,3.57800,0.92400,-4.50200,0.07100,-4.43100,-4.43100,-4.43100,-4.43100,-4.50800,-4.50200,0.20150,0.20150,-22.00000,-22.00000,,,,,,,-22.06920,-22.07410
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
