Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,45.71400,12.97200,-58.68600,9.66800,-49.01800,-49.01800,-49.01800,-49.01800,-62.14300,-58.68600,56.79600,56.79600,-0.86000,-0.86000,16.38970,-6.67450,-6.67450,-6.31440,-6.67450,12.90710,-0.7434,-0.7566
2024-06-30,33.20600,10.91600,-44.12200,10.30600,-33.81600,-33.81600,-33.81600,-33.81600,-47.12600,-44.12200,56.51500,56.51500,-0.60000,-0.60000,27.69850,-4.37100,-4.37100,-4.22350,-4.37100,13.22890,-0.4479,-0.448
2024-03-31,28.71600,9.46500,-38.18100,6.08700,-32.09400,-32.09400,-32.09400,-32.09400,-40.86200,-38.18100,50.19000,50.19000,-0.64000,-0.64000,38.07750,-4.00440,-4.00440,-3.89650,-4.00440,14.21870,-0.63030,-0.63730
2023-12-31,28.95400,8.20100,-37.15500,5.42000,-31.73500,-31.73500,-31.73500,-31.73500,-39.99400,-37.15500,25.00600,25.00600,3.44000,3.44000,19.37980,-8.35320,-8.35320,-7.90600,-8.35320,7.85930,-1.8981,-1.9048
2023-09-30,17.06900,7.23600,-24.30500,3.46500,-20.84000,-20.84000,-20.84000,-20.84000,-24.30500,-24.30500,41.23100,41.23100,-0.51000,-0.51000,24.82370,-5.09230,-5.09230,-4.88720,-5.09230,8.52270,3.9338,3.9338
2023-06-30,13.94600,4.93900,-18.88500,,-18.88500,-18.88500,-18.88500,-18.88500,-18.88500,-18.88500,5.00000,5.00000,-3.78000,-3.78000,7.41790,29.31770,-16.70470,-14.45280,-16.70470,15.10990,-2.914,-2.914
2023-03-31,8.45500,4.20300,-12.65800,0.13300,-12.52500,-12.52500,-12.52500,-12.52500,-12.65800,-12.65800,5.00000,5.00000,-2.51000,-2.51000,,,,,,,-2.11140,-2.11140
2022-12-31,,,,,,,,,,,,,,0.00000,,,,,,,3.4815,3.4815
2022-09-30,9.88500,0.62200,-10.50700,-9.15000,-19.65700,-19.65700,-19.65700,-19.65700,-10.50700,-10.50700,2.07900,2.07900,-9.46000,-9.46000,,,,,,,-3.4815,-3.4815
2022-06-30,1.44800,0.36800,-1.81600,,-1.81600,-1.81600,-1.81600,-1.81600,-1.81600,-1.81600,1.25000,1.25000,-1.45000,-1.45000,,,,,,,0,0
