Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.39820,1.98770,0.41050,1.01230,,1.01230,-0.60180,0.02740,-0.57450,0.00010,-0.57460,-0.57460,-0.55500,-0.59380,-0.60180,2.11500,2.11500,-0.26000,-0.26000,2.45390,0.07060,0.15000,17.11650,-25.09580,-25.09580,-23.95480,-23.14320,0.26460,1.53410,1.11080,81.02340,-10.38840,-13.06140,-6.34080,-9.65530,2.29700,-0.5278,-0.5404
2024-06-30,1.53410,1.03290,0.50120,1.01540,,1.01530,-0.51420,0.01070,-0.50350,0.00130,-0.50480,-0.50480,-0.49430,-0.50630,-0.51420,2.03040,2.03040,-0.24000,-0.24000,2.56440,0.09430,0.19850,32.67020,-33.51840,-33.51840,-32.82300,-32.22040,0.22710,1.34140,1.44810,62.15240,-11.91620,-11.91620,-7.47230,-10.79270,2.08290,-0.4368,-0.4927
2024-03-31,0.34680,0.16490,0.18190,1.34290,,1.34280,-1.16100,0.07360,-1.08740,0.03130,-1.11870,-1.11870,-1.10820,-1.15310,-1.16100,2.02130,2.02130,-0.56000,-0.56000,3.57360,0.09370,0.18420,52.45040,-334.80300,-334.80300,-313.57050,-319.58090,0.05250,0.33620,1.70050,52.92530,-24.08360,-24.08360,-16.94410,-21.82780,2.29810,-0.55020,-0.64340
2023-12-31,1.02620,0.86810,0.15810,1.29100,,1.29100,-1.13290,0.11760,-1.01530,-0.00050,-1.01480,-1.01480,-1.09870,-1.13150,-1.13290,1.99670,1.99670,-0.47000,-0.47000,4.06180,,0.06010,15.40500,-110.39970,-110.39960,-98.93650,-107.06500,0.14130,2.67500,3.65120,24.64930,-17.48830,-20.25510,-13.97480,-17.48830,2.87110,-0.3358,-0.4574
2023-09-30,0.87280,0.73110,0.14170,1.04850,,1.04850,-0.90680,0.05430,-0.85250,0.00020,-0.85280,-0.85280,-0.82880,-0.89570,-0.90680,2.00500,2.00500,-0.41000,-0.41000,5.18470,,0.02650,16.23580,-103.90570,-103.90570,-97.68370,-94.96500,0.10880,1.49890,1.98610,45.31440,-12.76570,-12.76570,-10.63480,-12.76570,3.32550,-1.3657,-1.4633
2023-06-30,2.39180,2.11060,0.28110,1.10140,,1.10140,-0.82030,0.00280,-0.81750,-0.00010,-0.81730,-0.81730,-0.75740,-0.81810,-0.82030,1.99260,1.99260,-0.40000,-0.40000,3.52240,,0.03830,11.75490,-34.29480,-34.29480,-34.17780,-31.66580,0.23360,6.91630,10.09480,8.91550,-10.83890,-10.83890,-7.98290,-10.83890,3.76760,0.3079,0.1783
2023-03-31,2.20520,1.71850,0.48670,1.03760,,1.03760,-0.55100,0.01940,-0.53160,0.01870,-0.55030,-0.55030,-0.55030,-0.54590,-0.55100,1.93630,1.93630,-0.32000,-0.32000,6.20110,0.02050,0.04840,22.06970,-24.98500,-24.98500,-24.10530,-24.95340,0.21920,4.42630,4.36160,20.63440,-6.59650,-6.59650,-5.47040,-6.46120,4.16750,0.08910,-0.00190
2022-12-31,2.11880,1.83920,0.27960,1.22190,,1.22180,-0.94220,-0.00480,-0.94700,-0.00020,-0.94670,-0.94670,-0.94690,-0.93760,-0.94220,1.60590,1.60590,-0.48000,-0.48000,4.54820,0.02460,0.08650,13.21160,-44.46970,-44.46970,-44.69450,-44.69200,0.21480,3.49340,1.73290,51.93580,-12.50690,-12.50690,-9.59890,-12.19950,4.01920,-1.6063,-1.6123
2022-09-30,1.46720,1.11280,0.35440,1.03170,,1.03170,-0.67730,0.01060,-0.66670,0.00010,-0.66680,-0.66680,-0.66660,-0.66910,-0.67730,1.87090,1.87090,-0.32000,-0.32000,3.20180,0.02510,0.18650,24.13640,-46.16180,-46.16180,-45.43990,-45.43580,0.11830,1.54870,2.30560,39.03480,-7.93920,-7.93920,-5.37390,-7.73960,5.75370,-0.2661,-0.2676
2022-06-30,0.65140,0.46250,0.18890,1.24710,,1.24710,-1.05820,-0.00680,-1.06500,,-1.06500,-1.06500,-1.06490,-1.05790,-1.05820,1.45960,1.45960,-0.72000,-0.72000,2.65430,0.05380,0.12920,28.99790,-162.44530,-162.44530,-163.48760,-163.47570,0.08580,0.73370,5.31320,16.93890,-23.29920,-23.29920,-14.02830,-22.04570,3.13150,-0.8587,-0.8561
