Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2021-12-31,13.76900,3.24400,10.52500,1.44800,16.19900,17.64700,-7.12200,0.41200,-6.71000,,-6.83000,-6.83000,-6.83000,-7.12200,-7.12200,1.27900,1.27900,-4.64770,-4.64770,1.35540,0.03620,76.43980,-51.72490,-51.72490,-48.73270,-49.60420,0.24850,1.82980,49.18660,-22.51380,-72.29810,-12.32740,-22.51380,22.61140,-11.3185,-11.4373
2021-09-30,9.48200,2.21800,7.26400,1.42100,11.93500,13.35600,-6.09200,0.34500,-5.74700,-0.04000,-5.70700,-5.70700,-5.70700,-6.09200,-6.09200,1.28240,1.28240,-4.49780,-4.49780,1.59550,0.02990,76.60830,-64.24800,-64.24800,-60.60960,-60.18770,0.15410,1.16160,77.48050,-15.72570,-36.89790,-9.27650,-15.72570,,0,0
2021-06-30,20.51100,5.40600,15.10500,1.36700,15.17600,16.54300,-1.43800,0.46400,-0.97400,-0.04000,-0.93400,-0.93400,-0.93400,-1.43800,-1.43800,1.07520,1.07520,-0.86960,-0.86960,1.83880,0.02610,73.64340,-7.01090,-7.01090,-4.74870,-4.55370,0.31040,2.28970,39.30670,-2.25020,-4.54150,-1.41320,-2.25020,,0,0
2021-03-31,12.34600,2.51600,9.83000,1.35800,11.21400,12.57200,-2.74200,0.17500,-2.56700,-0.04000,-2.52700,-2.52700,-2.52700,-2.74200,-2.74200,1.27500,1.27500,-1.97900,-1.97900,1.85400,0.01830,79.62090,-22.20960,-22.20960,-20.79220,-20.46820,0.18650,1.31520,68.42950,-6.06170,-12.09150,-3.81690,-6.06170,,0.00000,
2020-12-31,26.75800,7.27300,19.48500,1.81300,23.40700,25.22000,-5.73500,0.35000,-5.38500,-0.04700,-5.33800,-5.33800,-5.28700,-5.73500,-5.73500,1.26910,1.26910,-2.63870,-2.63870,1.76770,,72.81930,-21.43290,-21.43290,-20.12480,-19.75860,0.36800,2.64040,34.08550,-12.13380,-23.24810,-7.34210,-12.13380,32.78970,-10.7304,-10.9779
2020-09-30,14.73300,4.11300,10.62000,1.05200,15.84300,16.89500,-6.27500,0.17300,-6.10200,-0.03800,-6.06400,-6.06400,-6.06400,-6.27500,-6.27500,1.27380,1.27380,-4.79760,-4.79760,2.07870,0.00960,72.08310,-42.59150,-42.59150,-41.41720,-41.15930,0.20900,2.05970,43.69580,-13.11080,-23.42760,-8.60190,-13.11080,,0,0
2020-06-30,7.74900,1.65600,6.09300,1.16800,10.84200,12.01000,-5.91700,0.22300,-5.69400,-0.02300,-5.67100,-5.67100,-5.65600,-5.91700,-5.91700,1.26450,1.26450,-4.55770,-4.55770,2.64670,0.00840,78.62950,-76.35820,-76.35820,-73.48050,-72.99010,0.11070,1.09360,82.29970,-11.25270,-18.48620,-8.09970,-11.25270,,0,0
2020-03-31,1.36900,0.56700,0.80200,1.21900,7.91400,9.13300,-8.33100,0.29800,-8.03300,-0.05000,-7.98300,-7.98300,-7.98100,-8.33100,-8.33100,1.25840,1.25840,-7.19640,-7.19640,3.23530,,58.58290,-608.54630,-608.54630,-586.77870,-582.98030,0.01910,0.20240,444.67500,-14.53280,-22.70410,-11.14340,-14.53280,,0.00000,
2019-12-31,25.69500,7.14100,18.55400,1.96600,26.34300,28.30900,-9.75500,0.24000,-9.51500,,-9.51500,-9.51500,-9.42000,-9.75500,-9.75500,1.22950,1.22950,-9.59520,-9.59520,3.74050,,72.20860,-37.96460,-37.96460,-37.03060,-36.66080,0.31540,2.47110,36.42030,-15.66080,-15.66080,-11.67870,-15.66080,45.29700,-18.9035,-20.4497
