Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,1.49300,0.99100,0.50200,25.93800,10.24900,,36.18700,-35.68500,0.71400,-34.97100,,-34.97100,-34.97100,-34.97100,-33.97000,-35.68500,43.37720,43.37720,-0.80000,-0.80000,31.50220,,33.62360,-2390.15400,-2390.15400,-2342.33100,-2342.33100,0.00360,0.53450,4.22950,21.27930,-8.81130,-8.90040,-8.41360,-8.81130,9.13600,-0.7221,-0.7817
2022-03-31,1.13700,1.37500,-0.23800,25.31500,8.52000,,33.83500,-34.07300,0.91600,-33.15700,,-33.15700,-33.15700,-33.15700,-32.30100,-34.07300,43.20340,43.20340,-0.75000,-0.75000,31.29900,,-20.93230,-2996.74600,-2996.74600,-2916.18300,-2916.18300,0.00250,0.71390,5.38860,16.70190,-7.77440,-7.85170,-7.41420,-7.77440,9.84310,-0.61430,-0.64400
2021-12-31,2.87300,1.93000,0.94300,23.74900,9.13000,,32.87900,-31.93600,0.19400,-31.74200,,-31.74200,-31.74200,-31.74200,-30.29500,-31.93600,40.17000,40.17000,-0.75000,-0.75000,32.06860,,32.82280,-1111.59000,-1111.59000,-1104.83800,-1104.83800,0.00600,0.93550,1.22730,73.33450,-6.95520,-7.02330,-6.62410,-6.95520,10.61350,-0.6996,-0.7428
2021-09-30,3.48300,2.30100,1.18200,20.90800,7.66100,,28.56900,-27.38700,0.78200,-26.60500,,-26.60500,-26.60500,-26.60500,-25.94900,-27.38700,42.51760,42.51760,-0.65000,-0.65000,33.11810,,33.93630,-786.30490,-786.30490,-763.85300,-763.85300,0.00690,0.68950,2.87140,31.34370,-5.51800,-5.51800,-5.25510,-5.51800,11.29000,-0.5409,-0.5652
2021-06-30,2.60100,1.42200,1.17900,18.73200,7.18300,,25.91500,-24.73600,0.66300,-24.07300,,-24.07300,-24.07300,-24.07300,-23.70700,-24.73600,42.31040,42.31040,-0.55000,-0.55000,40.08620,,45.32870,-951.01890,-951.01890,-925.52860,-925.52860,0.00500,0.81400,1.69120,53.21800,-4.79370,-4.79370,-4.61820,-4.79370,11.84600,-0.3522,-0.3601
2021-03-31,0.30800,0.18000,0.12800,11.37900,8.87600,,20.25500,-20.12700,0.66900,-19.45800,,-19.45800,-19.45800,-19.45800,-19.68900,-20.12700,32.79120,32.79120,-0.60000,-0.60000,82.85260,,41.55840,-6534.74000,-6534.74000,-6317.53300,-6317.53300,0.00060,0.11770,1.25710,71.59090,-3.72820,-3.72820,-3.63380,-3.72820,12.34130,-0.45120,-0.47170
2020-12-31,0.73200,0.55000,0.18200,6.21400,2.98000,,9.19400,-9.01200,-0.00100,-9.01300,,-9.01300,-9.01300,-9.01300,-8.81700,-9.01200,28.34840,28.34840,-0.30000,-0.30000,5.45540,,24.86340,-1231.14800,-1231.14800,-1231.28500,-1231.28500,0.02240,0.45120,5.19150,17.33610,-33.48940,-33.48940,-27.62010,-33.48940,0.88900,-0.2426,-0.2476
2020-09-30,1.94500,0.98600,0.95900,4.30300,1.41100,,5.71400,-4.75500,0.00100,-4.75400,,-4.75400,-4.75400,-4.75400,-4.54600,-4.75500,28.78840,28.78840,-0.15000,-0.15000,1.90820,,49.30590,-244.47300,-244.47300,-244.42160,-244.42160,0.00800,,,,-95.07980,-95.07970,-1.95230,-95.07980,3.39490,-0.1453,-0.1584
2020-06-30,1.63900,0.92800,0.71100,4.67100,1.01700,,5.68800,-4.97700,0.02600,-4.95100,,-4.95100,-4.95100,-4.95100,-4.77000,-4.97700,27.90660,27.90660,-0.20000,-0.20000,1.59000,,43.38010,-303.66080,-303.66080,-302.07440,-302.07440,0.00670,,,,-99.01990,-99.02000,-2.03000,-99.01990,3.39810,-0.1495,-0.1526
2020-03-31,0.52700,0.27700,0.25000,5.30900,1.93800,,7.24700,-6.99700,0.14500,-6.85200,,-6.85200,-6.85200,-6.85200,-6.81000,-6.99700,27.00800,27.00800,-0.25000,-0.25000,5.66720,,47.43830,-1327.70400,-1327.70400,-1300.19000,-1300.19000,0.00220,,,,-137.03990,-137.04000,-2.80810,-137.03990,3.40230,-0.21150,-0.22050
2019-09-30,,,,,,-0.00100,,-0.00100,,-0.00100,,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,1.21500,1.21500,0.00000,0.00000,0.00290,0.29900,,,,,,,,,,-3.98610,-3.98610,-2.97730,-3.98610,0.01740,0,0
