Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,2.69600,3.52500,-0.82900,24.34300,9.06700,,33.41000,-34.23900,-1.88200,-36.12000,0.02600,-36.14600,-36.14600,-36.14600,-32.51900,-34.23900,53.36000,53.36000,-0.66000,-0.66000,3.14870,,-30.74930,-1269.99400,-1269.99300,-1339.76300,-1340.72700,0.01830,1.50320,2.27130,39.62540,-36.38180,-37.02460,-24.50760,-36.38180,1.83510,-0.4019,-0.4424
2024-09-30,2.25000,2.97100,-0.72100,27.11600,10.03900,,37.15500,-37.87600,0.50200,-37.37400,0.02200,-37.39600,-37.39600,-37.39600,-36.53800,-37.87600,53.70400,53.70400,-0.70000,-0.70000,4.32160,,-32.04450,-1683.37800,-1683.37800,-1661.06700,-1662.04500,0.01330,1.39810,3.91300,23.00000,-28.93080,-29.37400,-22.11000,-28.93080,2.40120,-0.4671,-0.4765
2024-06-30,2.01200,2.86000,-0.84800,26.19600,10.36900,-11.50000,48.06500,-48.91300,5.64300,-43.27000,0.12300,-43.39300,-43.39300,-43.39300,-47.66800,-48.91300,52.99500,52.99500,-0.82000,-0.82000,5.28230,,-42.14710,-2431.06300,-2431.06300,-2150.59600,-2156.71000,0.01020,0.95370,2.38390,37.75350,-27.12740,-27.50140,-21.90380,-27.12740,3.00810,-0.5476,-0.5621
2024-03-31,2.10700,3.49900,-1.39200,25.01200,10.94000,,35.95200,-37.34400,2.01900,-35.32600,,-35.32600,-35.32600,-35.32600,-36.24100,-37.34400,52.74300,52.74300,-0.67000,-0.67000,11.89360,,-66.06550,-1772.37800,-1772.37800,-1676.60200,-1676.60200,0.00940,1.61770,2.15440,41.77500,-17.82340,-18.04190,-15.71380,-17.82340,3.75270,-0.58700,-0.61830
2023-12-31,1.61100,2.48300,-0.87200,26.19700,9.77600,,35.97300,-36.84500,-8.12100,-44.96600,,-44.96600,-44.96600,-44.96600,-35.40900,-36.84500,45.41200,45.41200,-0.92000,-0.92000,12.45520,,-54.12790,-2287.08900,-2287.08800,-2791.18500,-2791.18500,0.00630,1.04590,2.56530,35.08380,-19.68380,-19.91260,-17.47030,-19.68380,4.36050,-0.5636,-0.6212
2023-09-30,0.81000,2.52500,-1.71500,23.78700,9.99400,,33.78100,-35.49600,2.25800,-33.23800,,-33.23800,-33.23800,-33.23800,-34.35600,-35.49600,44.56500,44.56500,-0.75000,-0.75000,16.48260,,-211.72840,-4382.22200,-4382.22200,-4103.45700,-4103.45700,0.00300,0.93800,1.05330,85.44440,-13.48910,-13.64700,-12.51160,-13.48910,5.52070,-0.6151,-0.6377
2023-06-30,0.74300,2.66100,-1.91800,27.06500,9.19800,,36.26300,-38.18100,2.22600,-35.95500,,-35.95500,-35.95500,-35.95500,-37.06700,-38.18100,44.10400,44.10400,-0.82000,-0.82000,18.61190,,-258.14270,-5138.76200,-5138.76200,-4839.16600,-4839.16600,0.00250,0.95480,0.85600,105.14130,-13.14210,-13.29150,-12.32490,-13.14210,6.19280,-0.6181,-0.6432
2023-03-31,1.14800,2.52900,-1.38100,25.45400,10.43100,,35.88500,-37.26600,2.09200,-35.17400,,-35.17400,-35.17400,-35.17400,-36.19900,-37.26600,43.92600,43.92600,-0.80000,-0.80000,21.54590,,-120.29620,-3246.16700,-3246.16700,-3063.93700,-3063.93700,0.00360,0.84130,0.46950,191.68120,-11.64840,-11.77710,-10.99020,-11.64840,6.86130,-0.81980,-0.84890
2022-12-31,0.18800,3.31600,-3.12800,32.21100,9.05600,,41.26700,-44.39500,1.72100,-42.67400,,-42.67400,-42.67400,-42.67400,-42.95200,-44.39500,43.46200,43.46200,-0.99000,-0.99000,15.35360,,-1663.83100,-23614.39000,-23614.38000,-22698.95000,-22698.95000,0.00050,1.12370,0.06510,1382.07600,-12.93440,-13.07410,-11.96580,-12.93440,7.54120,-0.6221,-0.6564
2022-09-30,1.37400,2.76500,-1.39100,26.12300,10.28800,,36.41100,-37.80200,1.29900,-36.50300,,-36.50300,-36.50300,-36.50300,-36.19600,-37.80200,43.57760,43.57760,-0.85000,-0.85000,22.19910,,-101.23730,-2751.23700,-2751.23700,-2656.69600,-2656.69600,0.00350,1.82750,0.40570,221.85590,-9.98640,-10.08990,-9.41960,-9.98640,8.37780,-0.5704,-0.618
