Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.20900,0.20900,40.34000,14.10100,-54.23200,1.71400,-52.51800,,-52.51800,-52.51800,-52.51800,-53.54400,-54.23200,119.76400,119.76400,-0.44000,-0.44000,6.49660,100.00000,-25948.32000,-25948.32000,-25128.23000,-25128.23000,0.00060,0.00380,23684.21000,-27.71340,-27.71340,-15.78140,-27.71340,1.44480,-0.2118,-0.2223
2024-06-30,,,43.07100,12.60100,-55.67200,0.21100,-55.46100,-0.13400,-55.32700,-55.32700,-55.32700,-55.53800,-55.67200,119.18900,119.18900,-0.46000,-0.46000,8.23190,,,,,,,,,-28.14350,-28.14350,-21.30380,-28.14350,1.63780,-0.3016,-0.3148
2024-03-31,0.59100,0.59100,37.77400,11.15800,-48.34100,2.71400,-45.62700,0.13400,-45.76100,-45.76100,-45.76100,-47.70100,-48.34100,104.46600,104.46600,-0.44000,-0.44000,8.90530,100.00000,-8179.52600,-8179.52600,-7720.30400,-7742.97800,0.00190,,,-18.77250,-18.77250,-14.69610,-18.77250,2.03100,-0.64810,-0.67040
2023-12-31,,,41.45900,13.08400,-68.04300,2.40000,-65.64300,,-65.64300,-65.64300,-65.64300,-67.88400,-68.04300,90.96930,90.96930,-0.72000,-0.72000,2.53400,,,,,,,,,-49.32930,-49.32930,-33.86260,-49.32930,1.36660,-0.4949,-0.5159
2023-09-30,,,40.96700,10.49200,-51.45900,0.64300,-50.81600,-0.10800,-50.70800,-50.70800,-50.70800,-51.14000,-51.45900,91.84700,91.84700,-0.55000,-0.55000,4.68760,,,,,,,,,-26.14390,-26.14390,-21.20390,-26.14390,1.99290,-0.4128,-0.4437
2023-06-30,,,34.59900,10.65800,-45.25700,2.90300,-42.35400,0.03100,-42.38500,-42.38500,-42.38500,-44.93100,-45.25700,90.46700,90.46700,-0.47000,-0.47000,7.60710,,,,,,,,,-17.65290,-17.65290,-15.09090,-17.65290,2.46840,-0.444,-0.4655
2023-03-31,,,30.88000,9.15300,-40.03300,0.43400,-39.59900,-0.20200,-39.39700,-39.39700,-39.39700,-39.59200,-40.03300,89.06500,89.06500,-0.44000,-0.44000,10.61960,,,,,,,,,-14.13090,-14.13090,-12.43020,-14.13090,2.86750,-0.46660,-0.48910
2022-12-31,,,29.06100,9.62500,-38.68600,-0.78300,-39.46900,-0.18600,-39.28300,-39.28300,-40.59700,-38.16600,-38.68600,33.89130,33.89130,0.76000,0.76000,11.10350,,,,,,,,,-12.42070,-12.42070,-10.90240,-12.42070,3.25350,0.6597,0.6923
2022-09-30,,,25.04700,6.60800,-31.65500,2.51700,-29.13800,0.21200,-29.35000,-29.35000,-35.71200,-31.17300,-31.65500,22.22600,22.22600,-1.61000,-1.61000,6.69930,,,,,,,,,13.15580,-16.99440,-13.63440,-16.99440,5.14610,-1.0384,-1.2251
2022-06-30,,,18.94000,7.36500,-26.30500,-3.48500,-29.79000,-0.44200,-29.34800,-29.34800,-35.64100,-25.81900,-26.30500,20.22700,20.22700,-1.76000,-1.76000,,,,,,,,,,,,,,,-0.8447,-1.0769
2022-03-31,,,13.67700,6.22100,-19.89800,-4.47400,-24.37200,-0.53200,-23.84000,-23.84000,-30.06400,-19.41200,-19.89800,19.05000,19.05000,-1.58000,-1.58000,,,,,,,,,,,,,,,-2.66630,-2.75490
2021-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,1.3963,1.648
2021-09-30,,,7.40000,3.02700,-10.42700,-8.35500,-18.78200,-2.37000,-16.41200,-16.41200,-22.77500,-10.42700,-10.42700,14.96500,14.96500,-1.52000,-1.52000,,,,,,,,,,,,,,,-1.3963,-1.648
2020-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
