Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,948.00000,948.00000,610.00000,-633.00000,-485.00000,-40.00000,-525.00000,-31.00000,-494.00000,-494.00000,,-494.00000,490.00000,-485.00000,879.00000,954.00000,-0.56000,-0.58000,1.63730,0.38870,0.68050,100.00000,-51.16030,-51.16030,-55.37980,-52.10970,0.04860,1.59600,56.39240,-4.82990,-4.82990,-2.53200,-2.95260,11.67840,0.1956,0.2661
2024-06-30,861.00000,861.00000,593.00000,-143.00000,-59.00000,92.00000,33.00000,156.00000,-123.00000,-123.00000,,-123.00000,138.00000,-59.00000,824.00000,824.00000,-0.15000,-0.15000,1.35730,0.38750,0.68180,100.00000,-6.85250,-6.85250,3.83280,-14.28570,0.04240,1.41850,63.44950,-1.14860,-1.14860,-0.60520,-0.70350,12.69270,0.1471,-0.0147
2024-03-31,763.00000,763.00000,575.00000,-6.00000,-3.00000,-90.00000,-93.00000,-191.00000,98.00000,98.00000,,98.00000,199.00000,-3.00000,819.00000,955.00000,0.12000,0.11000,1.35090,0.39260,0.69050,100.00000,-0.39320,-0.39320,-12.18870,12.84400,0.03830,1.30430,69.00390,0.93140,0.93140,0.49150,0.56570,12.83830,-0.09010,-0.13090
2023-12-31,741.00000,741.00000,619.00000,-9.00000,-71.00000,-12.00000,-83.00000,21.00000,-104.00000,-104.00000,,-104.00000,75.00000,-71.00000,768.00000,768.00000,-0.10000,-0.10000,1.52180,0.40340,0.71170,100.00000,-9.58160,-9.58160,-11.20110,-14.03510,0.03660,1.44730,62.18620,-0.99850,-0.99880,-0.51350,-0.59570,12.87470,0.1282,-0.1601
2023-09-30,713.00000,713.00000,568.00000,-8.00000,-55.00000,-208.00000,-263.00000,-43.00000,-220.00000,-220.00000,,-220.00000,216.00000,-55.00000,774.00000,774.00000,-0.28000,-0.28000,1.66550,0.40650,0.71580,100.00000,-7.71390,-7.71390,-36.88640,-30.85550,0.03560,1.34020,67.15290,-2.13220,-2.13450,-1.09960,-1.26550,13.18530,-0.0592,-0.1075
2023-06-30,729.00000,729.00000,532.00000,-53.00000,-42.00000,-139.00000,-181.00000,-16.00000,-165.00000,-165.00000,,-165.00000,175.00000,-42.00000,761.00000,761.00000,-0.22000,-0.22000,1.95880,0.40740,0.71570,100.00000,-5.76130,-5.76130,-24.82850,-22.63380,0.03610,1.39390,64.56790,-1.58580,-1.58870,-0.81630,-0.93970,13.57200,0.2091,0.1127
2023-03-31,649.00000,649.00000,454.00000,-170.00000,-157.00000,-257.00000,-414.00000,51.00000,-465.00000,-465.00000,,-465.00000,56.00000,-157.00000,728.00000,728.00000,-0.64000,-0.64000,1.92880,0.41560,0.73850,100.00000,-24.19110,-24.19110,-63.79050,-71.64870,0.03210,1.30060,69.19880,-4.50360,-4.52030,-2.30270,-2.63200,14.10810,-0.06460,-0.17450
2022-12-31,606.00000,606.00000,478.00000,-4.00000,-62.00000,-253.00000,-315.00000,35.00000,-350.00000,-350.00000,,-350.00000,176.00000,-62.00000,699.00000,699.00000,-0.49000,-0.49000,1.28880,0.38050,0.68080,100.00000,-10.23100,-10.23100,-51.98020,-57.75580,0.02970,1.24950,72.02970,-3.24310,-3.26010,-1.71270,-2.00920,14.94970,0.2627,-0.3272
2022-09-30,691.00000,691.00000,453.00000,-3.00000,53.00000,-86.00000,-33.00000,-5.00000,-28.00000,-28.00000,,-28.00000,274.00000,53.00000,714.00000,714.00000,-0.04000,-0.04000,1.64050,0.36480,0.64120,100.00000,7.67000,7.67000,-4.77570,-4.05210,0.03350,1.15360,78.01740,-0.24930,-0.25100,-0.13580,-0.15840,15.55780,0.3204,0.2082
2022-06-30,692.00000,692.00000,476.00000,-4.00000,28.00000,-93.00000,-65.00000,3.00000,-68.00000,-68.00000,,-68.00000,242.00000,28.00000,692.00000,692.00000,-0.10000,-0.10000,1.49120,0.36330,0.64640,100.00000,4.04620,4.04620,-9.39310,-9.82660,0.03370,1.13440,79.33530,-0.60850,-0.61480,-0.33090,-0.38740,15.83510,0.0593,-0.0962
