Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,24.46000,17.50300,6.95700,5.44800,5.44800,1.50900,-0.38200,1.12700,0.26700,0.86000,0.86000,,0.86000,1.86300,1.50900,10.35400,10.35500,0.08000,0.08000,3.31910,0.26960,0.40820,28.44240,6.16930,6.16930,4.60750,3.51590,0.24620,0.52410,1.00350,89.68730,1.69170,2.91110,0.86560,1.23570,4.89080,-0.0982,-0.1166
2024-06-30,16.21200,12.24600,3.96600,4.26300,4.26300,-0.29700,-0.08900,-0.38600,-0.06400,-0.32200,-0.32200,,-0.32200,0.03500,-0.29700,10.31100,10.31100,-0.03000,-0.03000,3.88640,0.02810,0.02890,24.46340,-1.83200,-1.83200,-2.38100,-1.98620,0.21230,0.40010,1.02460,87.83500,-0.63570,-0.80490,-0.42170,-0.61780,4.91280,0.77710,0.74960
2024-03-31,22.57900,17.35100,5.22800,3.91600,3.91600,1.31200,-0.15600,1.15600,0.15200,1.00400,1.00400,,1.00400,2.78600,1.31200,10.21000,10.21400,0.09000,0.09000,5.24080,0.13580,0.15720,23.15430,5.81070,5.81070,5.11980,4.44660,0.27300,0.58400,1.00790,89.29850,1.94570,2.46060,1.21390,1.68140,5.00450,0.2931,0.2807
2023-12-31,23.80100,17.36700,6.43400,4.10700,4.10700,2.32700,-0.13300,2.19400,0.49200,1.70200,1.70200,,1.70200,5.90200,2.32700,10.24100,10.24100,0.17000,0.17000,4.12890,0.16350,0.19550,27.03250,9.77690,9.77690,9.21810,7.15100,0.26650,0.49710,1.07970,83.35620,3.32260,4.22030,1.90590,2.77930,5.00200,-0.0553,-0.0568
2023-09-30,24.12900,17.53300,6.59600,4.03600,4.03600,2.56000,-0.18800,2.37200,0.55000,1.82200,1.82200,,1.82200,2.92800,2.56000,10.19900,10.20100,0.18000,0.18000,4.28000,0.16360,0.19560,27.33640,10.60960,10.60960,9.83050,7.55110,0.27520,0.49730,1.18830,75.74040,3.63290,4.65940,2.07800,3.03860,4.89730,-0.1689,-0.1868
2023-06-30,17.12300,12.38100,4.74200,4.04600,4.04600,0.69600,-0.19000,0.50600,0.14000,0.36600,0.36600,,0.36600,1.05900,0.69600,10.15400,10.16300,0.04000,0.04000,3.68710,0.11730,0.13290,27.69380,4.06470,4.06470,2.95510,2.13750,0.20020,0.32820,1.08430,83.00420,0.74760,0.97050,0.42800,0.65980,4.82160,0.62470,0.58980
2023-03-31,21.61300,16.89000,4.72300,3.76400,3.76400,0.95900,0.09600,1.04700,0.21900,0.82800,0.82800,,0.82800,2.05900,0.95900,10.10200,10.12000,0.09000,0.09000,4.62400,0.20480,0.25750,21.85260,4.43720,4.43720,4.84430,3.83100,0.23760,0.49370,0.94760,94.97610,1.68240,2.18880,0.91020,1.33790,4.84680,0.3333,0.2924
2022-12-31,19.00400,14.49800,4.50600,2.74200,2.74200,1.76400,0.00400,1.76800,0.42000,1.34800,1.34800,,1.34800,2.49400,1.76400,10.11800,10.13300,0.13000,0.13000,4.96200,,,23.71080,9.28230,9.28230,9.30330,7.09320,0.30970,0.56230,1.00690,89.38430,2.75370,3.40970,2.19650,2.75370,4.83810,0.1685,0.1516
2022-09-30,18.72600,13.28000,5.44600,2.73600,2.73600,2.71000,-0.00700,2.71100,0.67100,2.04000,2.04000,,2.04000,3.43900,2.71000,10.09400,10.11600,0.20000,0.20000,4.56700,,,29.08260,14.47190,14.47190,14.47720,10.89390,0.30480,0.47880,1.06500,84.50660,4.23590,5.28200,3.32070,4.23590,4.76000,-0.0835,-0.0966
2022-06-30,15.71000,10.55700,5.15300,3.41300,3.41300,1.74000,0.16000,1.90000,0.46600,1.43400,1.43400,,1.43400,2.47100,1.74000,10.07600,10.10000,0.14000,0.14000,3.72190,,,32.80080,11.07580,11.07580,12.09420,9.12790,0.25110,0.40060,0.89040,101.07960,3.07240,3.87410,2.29220,3.07240,4.63500,0.34630,0.33710
